"rownum","BaseItemTypesKey","Variation_AOFiles","IsNonMasterDoodad","InheritsFrom","bool","IsCraftingBench","Tags","bool","rid","Category","i32","bool","rid","bool","rid"
1142,8540,"[""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/MiseryBuildingSupplies/MeseryWall_01.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/MiseryBuildingSupplies/MeseryWall_02.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/MiseryBuildingSupplies/MeseryWall_03.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/MiseryBuildingSupplies/MeseryWall_04.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/MiseryBuildingSupplies/MeseryWall_05.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/MiseryBuildingSupplies/MeseryWall_06.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/MiseryBuildingSupplies/MeseryWall_07.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/MiseryBuildingSupplies/MeseryPillar_01.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/MiseryBuildingSupplies/MeseryPillar_02.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/MiseryBuildingSupplies/MeseryPillar_03.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/MiseryBuildingSupplies/MeseryPillar_04.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/MiseryBuildingSupplies/Floor_01.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/MiseryBuildingSupplies/Floor_02.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/MiseryBuildingSupplies/Floor_03.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/MiseryBuildingSupplies/Floor_04.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/MiseryBuildingSupplies/Floor_05.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/MiseryBuildingSupplies/Floor_06.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,12,26,0]","","",119,0,"","",1,""
1143,8541,"[""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/Misery/Ojbect01.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/Misery/Ojbect02.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/Misery/Ojbect03.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/Misery/Ojbect04.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/Misery/Ojbect05.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/Misery/Ojbect06.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/Misery/Ojbect07.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/Misery/Ojbect08.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/Misery/Ojbect09.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/Misery/MiseryFloorAura.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[6,0]","","",119,0,"","",1,""
1144,8542,"[""Metadata/Effects/Environment/hideout/warlord_misery/misery_env_01.ao"",""Metadata/Effects/Environment/hideout/warlord_misery/misery_env_02.ao"",""Metadata/Effects/Environment/hideout/warlord_misery/misery_env_03.ao"",""Metadata/Effects/Environment/hideout/warlord_misery/misery_env_04.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",119,0,"","",1,""
1145,8543,"[""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Lightbringer/Wall01.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Lightbringer/Wall02.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Lightbringer/Wall03.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Lightbringer/Wall04.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Lightbringer/Wall05.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Lightbringer/Wall06.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Lightbringer/Wall07.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Lightbringer/Wall08.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Lightbringer/Wall09.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Lightbringer/Pillar01.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Lightbringer/Pillar02.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Lightbringer/Pillar03.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Lightbringer/Pillar04.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Lightbringer/Pillar05.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Lightbringer/Pillar06.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Lightbringer/Arch01.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,26,0]","","",5,0,"","",1,""
1146,8544,"[""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/LightbringerCurios/Curio01.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/LightbringerCurios/Curio02.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/LightbringerCurios/Curio03.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/LightbringerCurios/Curio04.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/LightbringerCurios/Curio05.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/LightbringerCurios/Curio06.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/LightbringerCurios/Curio07.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/LightbringerCurios/Curio08.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/LightbringerCurios/Curio09.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/LightbringerCurios/Curio10.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/LightbringerCurios/Curio11.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/LightbringerCurios/Curio12.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/LightbringerCurios/Curio13.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/LightbringerCurios/Curio14.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/LightbringerCurios/Curio15.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[21,6,0]","","",5,0,"","",1,""
1147,8545,"[""Metadata/Effects/Environment/hideout/nightbane_lightbringer/lightbringer_envfx1.ao"",""Metadata/Effects/Environment/hideout/nightbane_lightbringer/lightbringer_envfx2.ao"",""Metadata/Effects/Environment/hideout/nightbane_lightbringer/lightbringer_envfx3.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",5,0,"","",1,""
1148,8546,"[""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Darkshard/Wall01.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Darkshard/Wall02.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Darkshard/Wall03.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Darkshard/Wall04.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Darkshard/Wall05.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Darkshard/Wall06.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Darkshard/Wall07.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Darkshard/Wall08.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Darkshard/Wall09.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Darkshard/Pillar01.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Darkshard/Pillar02.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Darkshard/Pillar03.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Darkshard/Pillar04.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Darkshard/Pillar05.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Darkshard/Pillar06.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/Darkshard/Arch01.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,26,0]","","",5,0,"","",1,""
1149,8547,"[""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/DarkshardCurios/Curio01.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/DarkshardCurios/Curio02.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/DarkshardCurios/Curio03.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/DarkshardCurios/Curio04.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/DarkshardCurios/Curio05.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/DarkshardCurios/Curio06.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/DarkshardCurios/Curio07.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/DarkshardCurios/Curio08.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/DarkshardCurios/Curio09.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/DarkshardCurios/Curio10.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/DarkshardCurios/Curio11.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/DarkshardCurios/Curio12.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/DarkshardCurios/Curio13.ao"",""Metadata/Terrain/Doodads/Hideouts/ApollyonMysteryBox/DarkshardCurios/Curio14.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[21,6,0]","","",5,0,"","",1,""
1150,8548,"[""Metadata/Effects/Environment/hideout/nightbane_darkshard/darkshard_envfx1.ao"",""Metadata/Effects/Environment/hideout/nightbane_darkshard/darkshard_envfx2.ao"",""Metadata/Effects/Environment/hideout/nightbane_darkshard/darkshard_envfx3.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",5,0,"","",1,""
1151,8550,"[""Metadata/Terrain/Doodads/Hideouts/RitualEffigy/ritual_shrine_physical_blood1.ao"",""Metadata/Terrain/Doodads/Hideouts/RitualEffigy/ritual_shrine_fire1.ao"",""Metadata/Terrain/Doodads/Hideouts/RitualEffigy/ritual_shrine_cold1.ao"",""Metadata/Terrain/Doodads/Hideouts/RitualEffigy/ritual_shrine_lightning1.ao"",""Metadata/Terrain/Doodads/Hideouts/RitualEffigy/ritual_shrine_chaos_purple1.ao"",""Metadata/Terrain/Doodads/Hideouts/RitualEffigy/ritual_shrine_green_chaos1.ao"",""Metadata/Terrain/Doodads/Hideouts/RitualEffigy/ritual_shrine_necromantic1.ao"",""Metadata/Terrain/Doodads/Hideouts/RitualEffigy/ritual_shrine_vaal1.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[29],1,"",86,0,"","",1,""
1152,8551,"[""Metadata/Terrain/Doodads/Hideouts/IceSculptures/Lunaris_Ice.ao"",""Metadata/Terrain/Doodads/Hideouts/IceSculptures/SolarisIceSculpture.ao"",""Metadata/Terrain/Doodads/Hideouts/IceSculptures/Ice_Golem.ao"",""Metadata/Terrain/Doodads/Hideouts/IceSculptures/TemplarIce.ao"",""Metadata/Terrain/Doodads/Hideouts/IceSculptures/SmallShard_01.ao"",""Metadata/Terrain/Doodads/Hideouts/IceSculptures/SmallShard_02.ao"",""Metadata/Terrain/Doodads/Hideouts/IceSculptures/LargeShard_01.ao"",""Metadata/Terrain/Doodads/Hideouts/IceSculptures/LargeShard_02.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[20,0]","","",73,0,"","",1,""
1153,8552,"[""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/BlossomTree_01.ao"",""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/BlossomTree_02.ao"",""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/BlossomTree_03.ao"",""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/BlossomTree_04.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[4,0]","","",87,0,"","",1,""
1154,8553,"[""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/Wall_01.ao"",""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/Wall_02.ao"",""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/WindowWall_01.ao"",""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/WindowWall_02.ao"",""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/WallCV_01.ao"",""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/WallCV_02.ao"",""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/WindowWallCV_01.ao"",""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/WindowWallCV_02.ao"",""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/Arch.ao"",""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/ArchLantern.ao"",""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/ArchDouble.ao"",""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/ArchDoubleLantern.ao"",""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/Endcap.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,21,0]","","",86,0,"","",1,""
1155,8554,"[""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/Rail.ao"",""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/RailCV.ao"",""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/StonePillar.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[26,0]","","",86,0,"","",1,""
1156,8555,"[""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/Lion_01.ao"",""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/Lion_02.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[20,0]","","",86,0,"","",1,""
1157,8556,"[""Metadata/Terrain/Doodads/Hideouts/TencentBuildingSupplies/StoneLantern.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[17,0]","","",86,0,"","",1,""
1158,8557,"[""Metadata/Terrain/Doodads/Hideouts/Tecent_GoldRain/Coins_S.ao"",""Metadata/Terrain/Doodads/Hideouts/Tecent_GoldRain/Coins_M.ao"",""Metadata/Terrain/Doodads/Hideouts/Tecent_GoldRain/Coins_L.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",86,0,"","",1,""
1159,8558,"[""Metadata/Terrain/Doodads/Hideouts/Hasina/HasinaBar_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Hasina/HasinaBar_02.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",83,0,"","",1,""
1160,8559,"[""Metadata/Terrain/Doodads/Hideouts/Hasina/WallHanging_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Hasina/WallHanging_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Hasina/WallHanging_03.ao"",""Metadata/Terrain/Doodads/Hideouts/Hasina/WallHanging_04.ao"",""Metadata/Terrain/Doodads/Hideouts/Hasina/WallHanging_05.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",83,0,"","",1,""
1161,8560,"[""Metadata/Terrain/Doodads/Hideouts/Hasina/TerraceStand_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",83,0,"","",1,""
1162,8561,"[""Metadata/Terrain/Doodads/Hideouts/Hasina/SideBench_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Hasina/SideBench_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Hasina/SideBench_03.ao"",""Metadata/Terrain/Doodads/Hideouts/Hasina/SideBench_04.ao"",""Metadata/Terrain/Doodads/Hideouts/Hasina/SideBench_05.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",83,0,"","",1,""
1163,8562,"[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/CentrePiece/CentrePiece.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[25],1,"",11,0,"","",1,""
1164,8563,"[""Metadata/Effects/Microtransactions/Hideout/MapDevice/AstrolabeMapDevice.ao""]",1,"Metadata/Terrain/Missions/Hideouts/Objects/MapDeviceVariants/AstrolabeMapDevice",1,1,"[25,0]","","",11,0,"","",1,""
1165,8564,"[""Metadata/Effects/Environment/hideout/waypoint/variants/waypoint_mesh_Synthesis02_1.ao"",""Metadata/Effects/Environment/hideout/waypoint/variants/waypoint_mesh_Synthesis03_1.ao"",""Metadata/Effects/Environment/hideout/waypoint/variants/waypoint_mesh_Synthesis04_1.ao""]",1,"Metadata/MiscellaneousObjects/Waypoints/SynthesisWaypoint",1,1,[0],"","",109,0,"","",1,""
1166,8565,"[""Metadata/Terrain/Doodads/Hideouts/Icelake_Fill_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Icelake_Cc_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Icelake_Cc_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Icelake_Cv_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Icelake_Cv_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Icelake_St_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Icelake_St_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Icelake_X_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[13,12]",1,"",8,0,"","",1,""
1167,8566,"[""Metadata/Terrain/Doodads/Leagues/Delve/DelveRobotHideout_01.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/DelveRobotHideout_02.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/DelveRobotHideout_03.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[25],1,"",37,0,"","",1,""
1168,8567,"[""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Building/Wall01.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Building/Wall02.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Building/Wall03.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Building/Wall04.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Building/Wall05.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Building/Wall06.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Building/Wall07.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Building/Wall08.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Building/Arch01.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Building/Pillar01.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Building/Pillar02.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Building/Pillar03.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[4,14,0]","","",84,0,"","",1,""
1169,8568,"[""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Objects/Object01.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Objects/Object04.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Objects/Object05.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Objects/Object08.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Objects/Object09.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Objects/Object10.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Objects/Object12.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Objects/Object13.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Objects/Object14.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Objects/Object15.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Objects/Object19.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Scavenger/Objects/Object20.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[4,7,21,0]","","",84,0,"","",1,""
1170,8569,"[""Metadata/Effects/Environment/hideout/darkmatrix_scavenger/scavenger_enfx1.ao"",""Metadata/Effects/Environment/hideout/darkmatrix_scavenger/scavenger_enfx2.ao"",""Metadata/Effects/Environment/hideout/darkmatrix_scavenger/scavenger_enfx3.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",84,0,"","",1,""
1171,8570,"[""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Buildings/Wall01.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Buildings/Wall02.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Buildings/Wall03.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Buildings/Wall04.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Buildings/Wall05.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Buildings/Wall06.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Buildings/Wall07.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Buildings/Wall08.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Buildings/Wall09.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Buildings/Arch01.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Buildings/Pillar01.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Buildings/Pillar02.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Buildings/Pillar03.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Buildings/Pillar04.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Buildings/Pillar05.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Buildings/Pillar06.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Buildings/Floor01.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Buildings/Floor02.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Buildings/Floor03.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Buildings/Floor04.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,26,12,0]","","",84,0,"","",1,""
1172,8571,"[""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Objects/Object01.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Objects/Object02.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Objects/Object03.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Objects/Object04.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Objects/Object05.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Objects/Object06.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Objects/Object07.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Objects/Object08.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Objects/Object09.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Objects/Object10.ao"",""Metadata/Terrain/Doodads/Hideouts/MidnightPact/Overseer/Objects/Object11.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[20,26,12,17,0]","","",84,0,"","",1,""
1173,8572,"[""Metadata/Effects/Environment/hideout/darkmatrix_overseer/envfx_overseer1.ao"",""Metadata/Effects/Environment/hideout/darkmatrix_overseer/envfx_overseer2.ao"",""Metadata/Effects/Environment/hideout/darkmatrix_overseer/envfx_overseer3.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",84,0,"","",1,""
1174,8573,"[""Metadata/Effects/Environment/waypoint/protovaal.ao"",""Metadata/Effects/Environment/waypoint/static/protovaal.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",74,0,"","",1,""
1175,8574,"[""Metadata/Effects/Environment/waypoint/eternal.ao"",""Metadata/Effects/Environment/waypoint/static/eternal.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",110,0,"","",1,""
1176,8575,"[""Metadata/Effects/Environment/waypoint/rig.ao"",""Metadata/Effects/Environment/waypoint/static/rig.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",107,0,"","",1,""
1177,8576,"[""Metadata/Effects/Environment/waypoint/oriath.ao"",""Metadata/Effects/Environment/waypoint/static/oriath.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",90,0,"","",1,""
1178,8577,"[""Metadata/Effects/Environment/waypoint/abyss.ao"",""Metadata/Effects/Environment/waypoint/static/abyss.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",0,0,"","",1,""
