"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","Text","bool","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool","HASH32","BelongsActiveSkillsKey","Category","bool","bool","IsScalable","ContextFlags","[rid]","bool"
18327,"armour_break_amount_+%_final_against_magic_monsters","","","",1,"","","","","",1,-2093802924,[],"","","",1,[],[],""
18328,"armour_break_amount_+%_final_against_rare_monsters","","","",1,"","","","","",1,-517272546,[],"","","",1,[],[],""
18329,"armour_break_amount_+%_final_against_unique_monsters","","","",1,"","","","","",1,424230107,[],"","","",1,[],[],""
18330,"aftershock_radius_+_per_previous_aftershock","","","",3,"",1,"","","",1,1515725854,[],"","","",1,[],[],""
18331,"volcano_delay_between_slams_ms","","","",3,"","","","","",1,-1503234706,[],"","","",1,[],[],""
18332,"cast_on_dodge_roll_gain_X_centienergy_per_unit_travelled_while_dodge_rolling","","","",3,"","","","","",1,-838831581,[],"","","",1,[],[],""
18333,"freezing_bolt_wall_maximum_length","","","",3,"","","","","",1,1973065151,[],"","","",1,[],[],""
18334,"volcano_initial_explosion_damage_+%_final_per_additional_stage","","","",1,"","","","","",1,-1274664504,[],"","","",1,[],[],""
18335,"volcano_initial_explosion_number_of_additional_projectiles_per_additional_stage","","","",3,"","","","","",1,1639090018,[],"","","",1,[],[],""
18336,"cast_while_channelling_gain_X_energy_per_second_while_channelling","","","",3,"","","","","",1,-547086722,[],"","","",1,[],[],""
18337,"cast_while_channelling_lose_X_energy_per_second_while_not_channelling","","","",3,"","","","","",1,970367958,[],"","","",1,[],[],""
18338,"cast_on_melee_stun_gain_X_centienergy_per_monster_power_on_stun","","","",3,"","","","","",1,1230175106,[],"","","",1,[],[],""
18339,"cast_on_melee_stun_gain_X_centienergy_per_monster_power_on_heavy_stun","","","",3,"","","","","",1,-223228620,[],"","","",1,[],[],""
18340,"power_shot_maximum_number_of_stages","","","",3,"","","","","",1,327455065,[],"","","",1,[],[],""
18341,"wolf_minion_howl_critical_strike_chance_+%_against_enemies","","","",1,"","","","","",1,99680589,[],"","","",1,[],[],""
18342,"display_generic_ongoing_trigger_hide_energy_stats","","","",4,"","","","","",1,1897787184,[],"","","",1,[],[],""
18343,"support_warcry_consumes_up_to_X_rage","","","",3,"","","","","",1,995978641,[],"","","",1,[],[],""
18344,"support_enraged_warcry_+%_damage_final_for_exerted_attacks","","","",1,"","","","","",1,-7264395,[],"","","",1,[],[],""
18345,"enraged_warcry_+%_damage_final_for_exerted_attacks","","","",1,"","","","","",1,-1689714490,[],"","","",1,[],[],""
18346,"spearfield_maim_slows_an_additional_%","","","",1,"","","","","",1,-1298919278,[],"","","",1,[],[],""
18347,"spell_damage_+%_per_10_spirit","","","",1,"","","","","",1,2044835649,[],"","","",1,[],[],""
18348,"virtual_rage_effect_multiplier","","","",3,"","","","","",1,1999989650,[],"","","",1,[],[],""
18349,"base_rage_decay_interval_ms","","","",3,"","","","","",1,-1777214039,[],"","","",1,[],[],""
18350,"rage_decay_interval_ms","","","",3,"","","","","",1,-335559028,[],"","","",1,[],[],""
18351,"base_rage_decay_delay_ms","","","",3,"","","","","",1,135440196,[],"","","",1,[],[],""
18352,"attack_damage_final_permyriad_per_rage","","","",7,"","","","","",1,1006619828,[],"","","",1,[],[],""
18353,"is_aftershock","","","",4,"","","","","",1,-49599556,[],"","","",1,[],[],""
18354,"number_of_aftershocks","","","",3,"",1,"","","",1,-992754502,[],"","","",1,[],[],""
18355,"aftershock_delay_ms","","","",3,"",1,"","","",1,1431303377,[],"","","",1,[],[],""
18356,"seismic_cry_slam_skill_aftershock_damage_+%_final_per_mp","","","",3,"","","","","",1,1693296850,[],"","","",1,[],[],""
18357,"seismic_cry_slam_skill_aftershock_area_+%","","","",3,"",1,"","","",1,-1934492187,[],"","","",1,[],[],""
18358,"seismic_cry_slam_skill_additional_aftershocks","","","",3,"",1,"","","",1,-600844810,[],"","","",1,[],[],""
18359,"seismic_cry_only_count_heavy_stunned_mp","","","",4,"",1,"","","",1,2041966334,[],"","","",1,[],[],""
18360,"aftershock_damage_+%_final_from_seismic_cry","","","",3,"","","","","",1,-2124549925,[],"","","",1,[],[],""
18361,"bear_rampage_start_gain_X_rage","","","",3,"","","","","",1,-1557315457,[],"","","",1,[],[],""
18362,"bear_rampage_cost_X_rage_per_minute","","","",3,"","","","","",1,1113675964,[],"","","",1,[],[],""
18363,"gain_X_rage_on_hit_per_enemy_power","","","",3,"","","","","",1,1671181960,[],"","","",1,[],[],""
18364,"should_not_lose_rage_from_code","","","",4,"","","","","",1,575337693,[],"","","",1,[],[],""
18365,"tornado_pull_strength","","","",3,"",1,"","","",1,-1768658466,[],"","","",1,[],[],""
18366,"tornado_pull_interval_ms","","","",3,"",1,"","","",1,-796651593,[],"","","",1,[],[],""
18367,"usable_while_shapeshifted_town_or_hideout_only","","","",4,"","","","","",1,1546425751,[],"","","",1,[],[],""
18368,"monster_energy_shield_+%_final_from_rarity",1,"","",1,"","","","","",1,2123210868,[],"","","",1,[],[],""
18369,"monster_armour_+%_final_from_rarity",1,"","",1,"","","","","",1,-1074769304,[],"","","",1,[],[],""
18370,"monster_evasion_+%_final_from_rarity",1,"","",1,"","","","","",1,-1356532629,[],"","","",1,[],[],""
18371,"tornado_slow_amount","","","",3,"",1,"","","",1,1565157741,[],"","","",1,[],[],""
18372,"gain_X_rage_on_hit_once_per_skill_use","","","",3,"","","","","",1,1641069246,[],"","","",1,[],[],""
18373,"tornado_slow_%_at_max_range","","","",1,"",1,"","","",1,-1267148467,[],"","","",1,[],[],""
18374,"shapeshift_minimum_channel_time_ms_+","","","",3,"",1,"","","",1,-1968059727,[],"","","",1,[],[],""
18375,"death_by_push_counts_as_melee_kill","","","",4,"","","","","",1,-1752189992,[],"","","",1,[],[],""
18376,"console_enable_chase_without_target_enemy",1,"","",4,"","","","","",1,-1813865122,[],"","","","",[],[],""
18377,"triggered_by_lingering_illusion","","","",4,"","","","","",1,-550062131,[],"","","",1,[],[],""
18378,"spectral_helix_total_distance_out",1,"","",3,"",1,"","","",1,-784841915,[],"","","",1,[],[],""
18379,"base_arrow_art_variation_from_quiver","","","",3,"",1,"","","",1,-1800512158,[],"","","",1,[],[],""
18380,"base_bolt_art_variation","","","",3,"",1,"","","",1,1611791448,[],"","","",1,[],[],""
18381,"base_spear_art_variation","","","",3,"",1,"","","",1,1247243222,[],"","","",1,[],[],""
18382,"skill_is_crossbow_skill","","","",4,"",1,"","","",1,-100960459,[],"","","",1,[],[],""
18383,"skill_is_spear_skill","","","",4,"",1,"","","",1,462400010,[],"","","",1,[],[],""
18384,"has_modular_projectiles_enabled","","","",4,"",1,"","","",1,-2032339918,[],"","","",1,[],[],""
18385,"spectre_monster_variety_hash","","","",3,"",1,"","","",1,-1925270889,[],"","","",1,[],[],""
18386,"spectre_monster_special","","","",4,"",1,"","","",1,638760602,[],"","","",1,[],[],""
18387,"active_skill_damage_+%_final_while_dual_wielding_from_gem","","","",1,"","","","","",1,-1737822094,[],"","","",1,[],[],""
18388,"max_number_of_dominating_aura_rare_monsters",1,"","",3,"","","","","",1,1933972185,[],"",1,"",1,[],[],""
18389,"number_of_dominating_aura_rare_monsters",1,"","",3,"","","","","",1,1502795445,[],"","","",1,[],[],""
18390,"chieftain_body_armour_supported_by_level_x_ancestral_call",1,"","",3,"","","","","",1,654966633,[],"","","",1,[],[],""
18391,"modifiers_to_maximum_fire_resistance_apply_to_maximum_cold_and_lightning_resistance","","","",4,"","","","","",1,-1197964864,[],"","","",1,[],[],""
18392,"recoup_%_of_damage_taken_by_your_totems_as_life",1,"","",1,"","","","","",1,-1567718129,[],"","","",1,[],[],""
18393,"%_of_life_regeneration_applies_to_totems","","","",1,"","","","","",1,766090595,[],"","","",1,[],[],""
18394,"explode_enemies_for_500%_life_as_fire_on_kill_%_chance","","","",1,"","","","","",1,1092319260,[],"","","",1,[],[],""
18395,"no_fire_resistance_to_dot","","","",4,"","","","","",1,1785065711,[],"","","",1,[],[],""
18396,"all_jewels_transform_additive_damage_modifiers_to_fire","","","",4,"","","","","",1,-1194093574,[],"","","",1,[],[],""
18397,"intermediary_maximum_fire_only_damage_resistance_%","","","",1,"","",1,"","","",2130166460,[],"","","",1,[],[],""
18398,"base_maximum_all_resistances_%","","","",1,"","","","","",1,-4225409,[],"","","",1,[],[],""
18399,"totems_regenerate_life_per_minute",1,"","",3,"","",1,"","",1,1275094027,[],"","","",1,[],[],""
18400,"recoup_%_of_damage_taken_as_parent_life","","","",1,"","","","","",1,558183916,[],"","","",1,[],[],""
18401,"display_additive_damage_modifiers_in_large_radius_of_non_unique_jewels_instead_apply_to_fire_damage","","","",4,"","","","","",1,418884959,[],"","","",1,[],[],""
18402,"cold_damage_over_time_resistance_%","","","",1,"","",1,"","","",22958741,[],"","","",1,[],[],""
18403,"lightning_damage_over_time_resistance_%","","","",1,"","",1,"","","",69631906,[],"","","",1,[],[],""
18404,"uncapped_cold_damage_over_time_resistance_%","","","",1,"","",1,"","","",-16443506,[],"","","",1,[],[],""
18405,"uncapped_lightning_damage_over_time_resistance_%","","","",1,"","",1,"","","",604275590,[],"","","",1,[],[],""
18406,"intermediary_cold_resistance_only_additions","","","",1,"","",1,"","","",-1360841239,[],"","","",1,[],[],""
18407,"intermediary_lightning_resistance_only_additions","","","",1,"","",1,"","","",1078331696,[],"","","",1,[],[],""
18408,"intermediary_fire_only_resistance_+%","","","",1,"","",1,"","","",-491933348,[],"","","",1,[],[],""
18409,"intermediary_cold_resistance_+%","","","",1,"","",1,"","","",-588713049,[],"","","",1,[],[],""
18410,"intermediary_lightning_resistance_+%","","","",1,"","",1,"","","",-328714195,[],"","","",1,[],[],""
18411,"modifiers_to_fire_resistance_also_apply_to_cold_lightning_resistance_at_%_value","","","",1,"","","","","",1,1297221694,[],"","","",1,[],[],""
18412,"combined_resist_all_%","","","",1,"","",1,"","","",-1707907232,[],"","","",1,[],[],""
18413,"display_nearby_enemies_no_fire_dot_resistance_while_stationary","","","",4,"","","","","",1,2000253987,[],"","","",1,[],[],""
18414,"exposure_-_to_total_fire_resistance","","","",3,"",1,"","","",1,1444492080,[],"","","",1,[],[],""
18415,"exposure_-_to_total_cold_resistance","","","",3,"","","","","",1,-148404369,[],"","","",1,[],[],""
18416,"exposure_-_to_total_lightning_resistance","","","",3,"","","","","",1,-1046394368,[],"","","",1,[],[],""
18417,"shroud_added_phys_min","","","",3,"","","","","",1,359110289,[],"","","",1,[],[],""
18418,"shroud_added_phys_max","","","",3,"","","","","",1,-854927829,[],"","","",1,[],[],""
18419,"base_arrow_art_variation_from_bow","","","",3,"",1,"","","",1,594773475,[],"","","",1,[],[],""
18420,"virtual_arrow_art_variation","","","",3,"",1,1,"","",1,2072741150,[],"","","",1,[],[],""
18421,"skill_fire_exposure_magnitude","","","",3,"","","","","",1,-162781895,[],"","","",1,[],[],""
18422,"skill_cold_exposure_magnitude","","","",3,"","","","","",1,-350190221,[],"","","",1,[],[],""
18423,"skill_lightning_exposure_magnitude","","","",3,"","","","","",1,1292170295,[],"","","",1,[],[],""
18424,"base_poise_threshold","","","",3,"","","","","",1,-1066613103,[],"","","",1,[],[],""
18425,"base_number_of_projectiles",1,"","",3,"","","","","",1,-953767383,[],"","","",1,[],[],""
18426,"virtual_total_number_of_projectiles",1,"","",3,"",1,1,"","",1,1184877503,[],"","","",1,[32],[],""
18427,"virtual_total_number_of_arrows",1,"","",3,"",1,1,"","",1,1091231438,[],"","","",1,[32],[],""
18428,"base_number_of_arrows",1,"","",3,"","","","","",1,-618561540,[],"","","",1,[],[],""
18429,"siege_cascade_fall_time_ms","","","",3,"",1,"","","",1,-1395683976,[],"","","",1,[],[],""
18430,"projectile_knockback_uses_distance_travelled","","","",4,"","","","","",1,59717296,[],"","","",1,[],[],""
18431,"ballistic_projectiles_always_bounce","","","",4,"",1,"","","",1,-1749667769,[],"","","",1,[],[],""
18432,"active_skill_consume_enemy_fully_broken_armour_to_gain_damage_+%_final","","","",3,"","","","","",1,1795592606,[],"","","",1,[],[],""
18433,"is_light_stunned","","","",4,"",1,"","","",1,-1287097885,[],"","","",1,[],[],""
18434,"is_heavy_stunned","","","",4,"",1,"","","",1,-1047784175,[],"","","",1,[],[],""
18435,"is_electrocuted","","","",4,"",1,"","","",1,-1455872675,[],"","","",1,[],[],""
18436,"is_immobilised","","","",4,"",1,1,"","",1,660942459,[],"","","",1,[],[],""
18437,"you_count_as_immobilised","","","",4,"",1,"","","",1,-980119785,[],"","","",1,[],[],""
18438,"siege_cascade_damage_+%_final_vs_immobilised_enemies","","","",3,"","","","","",1,-2122871121,[],"","","",1,[],[],""
18439,"active_skill_ground_effect_area_of_effect_+%_final_per_second","","","",1,"","","","","",1,378762159,[],"","","",1,[],[],""
18440,"skill_base_covered_in_oil_movement_speed_+%_final_to_apply","","","",1,"","","","","",1,-552656921,[],"","","",1,[],[],""
18441,"skill_covered_in_oil_movement_speed_+%_final_to_apply","","","",1,"","",1,"","",1,-1200149816,[],"","","",1,[],[],""
18442,"skill_base_ground_oil_exposure_-_to_total_fire_resistance","","","",3,"","","","","",1,1513382417,[],"","","",1,[],[],""
18443,"skill_base_covered_in_oil_exposure_-_to_total_fire_resistance","","","",3,"","","","","",1,1816119662,[],"","","",1,[],[],""
18444,"active_skill_ground_effect_area_of_effect_+%_final_per_second_max","","","",1,"","","","","",1,-466273483,[],"","","",1,[],[],""
18445,"base_number_of_crossbow_bolts","","","",3,"",1,"","","",1,-799576816,[],"","","",1,[],[],""
18446,"grenade_indirect_explosion_damage_+%_final","","","",1,"",1,"","","",1,1031839921,[],"","","",1,[],[],""
18447,"is_resummoning_minion","","","",4,"","","","","",1,-829368594,[],"","","",1,[],[],""
18448,"minion_base_resummon_time_ms","","","",3,"","","","","",1,1481862429,[],"","","",1,[],[],""
18449,"minion_resummon_speed_+%",1,"","",3,"","","","","",1,-738702883,[],12,"","",1,[],[],""
18450,"curse_delay_duration_ms",1,"","",3,"",1,"","","",1,-1862290720,[],"","","",1,[],[],""
18451,"vulnerability_total_armour_-","","","",3,"",1,"","","",1,1677164937,[],"","","",1,[],[],""
18452,"hit_damage_freeze_multiplier_+%","","","",1,"","","","","",1,1770700904,[],2,"","",1,[],[],""
18453,"active_skill_hit_damage_freeze_multiplier_+%_final","","","",1,"","","","","",1,-1353496575,[],"","","",1,[],[],""
18454,"zombie_decay_rate_increase_+%_final",1,"","",1,"","","","","",1,-917533985,[],"","","",1,[],[],""
18455,"minion_catchup_movement_speed_+%","","","",3,"",1,"","","",1,1625717650,[],"","","",1,[],[],""
18456,"is_skeleton_minion","","","",4,"","","","","",1,-1242993337,[],"","","",1,[],[],""
18457,"sanctum_damage_taken_+%_final_from_armour","","","",1,"","",1,"","",1,1805923709,[],"","","",1,[38],[],""
18458,"chance_to_avoid_sanctum_damage_%","","","",1,"","",1,"","",1,458539420,[],"","","",1,[38],[],""
18459,"sanctum_damage_aegis_max_absorption","","","",3,"","",1,"","",1,170416089,[],"","","",1,[38],[],""
18460,"sanctum_aegis_broken","","","",4,"","","","","",1,1860258495,[],"","","",1,[],[],""
18461,"rapid_shot_minimum_stacks_required_to_fire","","","",3,"",1,"","","",1,761393488,[],"","","",1,[],[],""
18462,"active_skill_hit_damage_stun_multiplier_+%_final","","","",1,"","","","","",1,-1567108130,[],"","","",1,[],[],""
18463,"active_skill_consume_enemy_fully_broken_armour_to_gain_hit_damage_stun_multiplier_+%","","","",1,"","","","","",1,-1004975019,[],"","","",1,[],[],""
18464,"siege_cascade_visual_fall_time_delay_%","","","",1,"",1,"","","",1,1743062861,[],"","","",1,[],[],""
18465,"projectiles_normal_distribution_height_mean","","","",3,"",1,"","","",1,1165011132,[],"","","",1,[],[],""
18466,"projectiles_normal_distribution_height_standard_deviation","","","",3,"",1,"","","",1,504423269,[],"","","",1,[],[],""
18467,"projectiles_normal_distribution_spread_mean","","","",3,"",1,"","","",1,-75193561,[],"","","",1,[],[],""
18468,"projectiles_normal_distribution_spread_standard_deviation","","","",3,"",1,"","","",1,349576943,[],"","","",1,[],[],""
18469,"action_required_target_facing_angle_tolerance_degrees","","","",3,"",1,"","","",1,497966395,[],"","","",1,[],[],""
18470,"action_requires_aiming_stance","","","",4,"",1,"","","",1,865142977,[],"","","",1,[],[],""
18471,"combined_sanctum_damage_taken_+%_final","","","",1,"","",1,"","","",1571666229,[],"","","",1,[0],[],""
18472,"global_defences_+%_final_from_sanctum_boon","","","",1,"","","","","",1,1966583975,[],"","","",1,[],[],""
18473,"sanctum_cannot_avoid_resolve_damage","","","",4,"","","","","",1,1336314775,[],"","","",1,[],[],""
18474,"sanctum_enemies_ignore_all_resolve_damage_reduction","","","",4,"","","","","",1,768554618,[],"","","",1,[],[],""
18475,"sanctum_no_resolve_aegis","","","",4,"","","","","",1,531939170,[],"","","",1,[],[],""
18476,"sanctum_avoid_resolve_damage_from_projectile_hits_+%","","","",1,"","","","","",1,1389419136,[],"","","",1,[],[],""
18477,"sanctum_avoid_resolve_damage_from_melee_hits_+%","","","",1,"","","","","",1,-265321373,[],"","","",1,[],[],""
18478,"sanctum_resolve_damage_reduction_based_on_+%_of_armour","","","",1,"","","","","",1,-321994703,[],"","","",1,[],[],""
18479,"sanctum_resolve_aegis_absorption_+%","","","",1,"","","","","",1,-538472818,[],"","","",1,[],[],""
18480,"sanctum_avoid_resolve_damage_if_hit_recently_chance_%","","","",1,"","","","","",1,295962938,[],"","","",1,[],[],""
18481,"sanctum_resolve_damage_reduction_doubled_when_hit_chance_%","","","",1,"","","","","",1,970069516,[],"","","",1,[],[],""
18482,"sanctum_resolve_aegis_recovery_rate_+%","","","",1,"","","","","",1,-1208121052,[],"","","",1,[],[],""
18483,"combined_armour_+%_final","","","",1,"","",1,"","","",-1435312731,[],"","","",1,[],[],""
18484,"map_player_global_defences_+%_final_from_sanctum_boon","","","",1,"","","","","",1,1163151411,[],"","","",1,[],[],""
18485,"map_sanctum_cannot_avoid_resolve_damage","","","",4,"","","","","",1,127189331,[],"","","",1,[],[],""
18486,"map_sanctum_enemies_ignore_all_resolve_damage_reduction","","","",4,"","","","","",1,-11686405,[],"","","",1,[],[],""
18487,"map_sanctum_no_resolve_aegis","","","",4,"","","","","",1,779509117,[],"","","",1,[],[],""
18488,"map_sanctum_avoid_resolve_damage_from_projectile_hits_+%","","","",1,"","","","","",1,-1997324191,[],"","","",1,[],[],""
18489,"map_sanctum_avoid_resolve_damage_from_melee_hits_+%","","","",1,"","","","","",1,120409047,[],"","","",1,[],[],""
18490,"map_sanctum_resolve_damage_reduction_based_on_+%_of_armour","","","",1,"","","","","",1,1250755556,[],"","","",1,[],[],""
18491,"map_sanctum_resolve_aegis_absorption_+%","","","",1,"","","","","",1,850211139,[],"","","",1,[],[],""
