"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","i32","i32","i32","[rid]","i32","[rid]","i32","i32","i32","i32","i32","[rid]","string","[rid]","string","rid","string","i32","i32","i32","[rid]","[rid]","rid","rid","rid","rid","i32","[rid]","[rid]","[rid]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","i32","rid","rid","i32","i32","i32","rid","i32","i32","i32","bool","bool","bool","i32","i32","f32","string","i32","rid","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","[string]","i32","i32","bool","rid","i32","bool","i32","i32","i32","i32","bool","i32","rid","f32","f32","bool","[string]","rid","i32","i32","i32","rid","bool","i32","bool"
1776,"Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonBoss",866,55,5,8,24,"[""Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonBoss.act""]","[""Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonBoss.ao""]","Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonBoss",[],1,"","",100,3,6,14,0,0,0,1,0,"[1034,836,56,952,141,30,31,118,756]",250,[],105,135,700,500,0,"[5407,5409,5424,5408,5423,5410,5411,5412,5415,5416,5418,5420,5421,5422,5419,5425,5413,5417,5414]","Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonBoss.ais",[],"stance2",0,"K'tash, the Hate Shepherd",200,250,2250,[9333],[],"",16,"","",0,[],[],[],"",1,6,135,0,0,135,1342189525,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2315255808,2315255808,-1979711488,4350,-33554432,-16843010,-16843010,-16843010,2432630526,2315255808,-1979711488,4350,167772160,1342177280,0,1113738,0,"",1,1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"",0,"",1,1,"",[],"",7,100,1028443341,0,1,0,""
1777,"Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshFodder1",867,37,3,5,9,"[""Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshFodder1.act""]","[""Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshFodder1.ao""]","Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshFodder1",[],1,"","",100,2,6,5,0,0,0,1,0,"[836,56,754,30,31,118,1025]",130,[],105,105,700,500,0,"[585,5369,5370,5368]","Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshFodder1.ais",[],"",0,"Ravenous Homunculus",130,130,2250,[9338],[],"",36,"","",0,[],[],[],"",1,6,135,0,0,135,1342208395,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3388997632,3388997632,-905969664,4353,-33554432,-16843010,-16843010,-16843010,3372154622,3388997632,-905969664,4353,167772160,1342177280,0,1114570,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",4,115,1028443341,0,1,0,""
1778,"Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshFodder2",868,37,3,6,14,"[""Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshFodder2.act""]","[""Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshFodder2.ao""]","Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshFodder2",[],1,"","",100,2,6,5,0,0,0,1,0,"[836,56,754,30,31,118,1025]",160,[],105,105,700,500,0,"[578,5372,5371]","Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshFodder2.ais",[],"",0,"Ravenous Brute",160,160,1170,[9337],[],"",36,"","",0,[],[],[],"",1,6,135,0,0,135,1342231056,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,4026531840,4026531840,-268435456,4356,-33554432,-16843010,-16843010,-16843010,3372154622,4026531840,-268435456,4356,167772160,1342177280,0,1115376,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",5,130,1028443341,0,1,0,""
1779,"Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshFodder3",869,41,3,4,6,"[""Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshFodder3.act""]","[""Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshFodder3.ao""]","Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshFodder3",[],1,"","",100,2,6,19,0,0,0,1,0,"[836,56,755,1041,31,29,118]",110,[],105,105,700,500,0,"[578,5375,5373,5374]","Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshFodder3.ais",[],"",0,"Ravenous Digester",110,110,660,[9337],[],"",36,"","",0,[],[],[],"",1,6,135,0,0,135,1342197869,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,738197504,738197504,738197504,4360,-33554432,-16843010,-16843010,-16843010,3372154622,738197504,738197504,4360,167772160,1342177280,0,1116204,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",4,105,1028443341,0,1,0,""
1780,"Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshFodder4",870,32,2,4,7,"[""Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshFodder4.act""]","[""Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshFodder4.ao""]","Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshFodder4",[],1,"","",100,1,6,5,0,0,0,1,0,"[836,56,754,30,29,118,1025]",140,[],105,105,700,500,0,"[578,5376]","Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshFodder4.ais",[],"",0,"Ravenous Misshapen",140,140,1170,[9337],[],"",36,"","",0,[],[],[],"",1,6,135,0,0,135,1342204863,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1241513984,1241513984,1241513984,4363,-33554432,-16843010,-16843010,-16843010,3372154622,1241513984,1241513984,4363,167772160,1342177280,0,1117002,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",3,120,1028443341,0,1,0,""
1781,"Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshElite1",871,55,3,6,12,"[""Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshElite1.act""]","[""Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshElite1.ao""]","Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshElite1",[],1,"","",100,2,6,5,0,0,0,1,0,"[836,56,29,118,1025,756]",225,[],105,105,700,500,0,"[5378,5377,5380,5379]","Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshElite1.ais",[],"",0,"Ravenous Bloodshaper",225,225,1500,[9338],[],"",36,"","",0,[],[],[],"",1,6,135,0,0,135,1342205329,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1946157056,1946157056,1946157056,4366,-33554432,-16843010,-16843010,-16843010,3372154622,1946157056,1946157056,4366,167772160,1342177280,0,1117812,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",5,163,1028443341,0,1,0,""
1782,"Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshElite2_",872,30,4,8,26,"[""Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshElite2.act""]","[""Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshElite2.ao""]","Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshElite2",[],1,"","",130,2,6,18,0,0,0,1,0,"[836,56,754,1040,30,31,118]",250,[],105,105,700,500,0,"[578,5388,5389,5381,5382,5383,5384,5385,5386,5387]","Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshElite2.ais",[],"",0,"Ravenous Macerator",250,250,1500,[9335],[],"",36,"","",0,[],[],[],"",1,6,135,0,0,135,1342184168,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2516582400,2516582400,-1778384896,4370,-33554432,-16843010,-16843010,-16843010,3372154622,2516582400,-1778384896,4370,167772160,1342177280,0,1118870,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",7,175,1028443341,0,1,0,""
1783,"Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshBoss",873,53,6,4,12,"[""Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshBoss.act""]","[""Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshBoss.ao""]","Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshBoss",[],1,"","",200,3,6,4,0,0,0,1,0,"[836,1024,56,954,141,118,756]",200,[],105,105,700,500,0,"[621,1108,1491,3450,4169,4170,2787,2788,2789,2790,3449,1642]","Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshBoss.ais",[],"stance2",0,"Ghorr, the Grasping Maw",340,1300,1500,[9337],[],"",36,"","",0,[],[],[],"",1,6,135,0,0,135,1342199965,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1174405120,1174405120,1174405120,4374,-33554432,-16843010,-16843010,-16843010,3372154622,1174405120,1174405120,4374,167772160,1342177280,0,1119814,0,"",1,1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"",0,"",1,1,"",[],"",7,150,1028443341,0,1,0,""
1784,"Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshGiantTentacleSlam",906,0,3,6,75,"[""Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshGiantTentacleSlam.act""]","[""Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshGiantTentacle.ao""]","Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshGiantTentacleSlam",[],1,"","",100,2,6,5,0,0,0,9,0,"[56,163,1025]",120,[],105,105,700,500,0,[2791],"Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshGiantTentacleSlam.ais",[],"",3,"Invisible",120,120,0,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342241038,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,603979776,603979776,603979776,4377,-33554432,-16843010,-16843010,-16843010,3372154622,603979776,603979776,4377,167772160,1342177280,0,1120548,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",0,110,1028443341,0,1,0,""
1785,"Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleFodder1",874,49,3,4,12,"[""Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleFodder1.act""]","[""Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleFodder1.ao""]","Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleFodder1",[],1,"","",100,2,6,5,0,0,0,8,0,"[836,56,30,29,118,1025,756]",120,[],105,105,700,500,0,"[578,5390]","Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleFodder1.ais",[],"",0,"Pale Cherubim",120,120,1500,[9338],[],"",36,"","",0,[],[],[],"",1,6,135,0,0,135,1342177413,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,671088640,671088640,671088640,4380,-33554432,-16843010,-16843010,-16843010,3372154622,671088640,671088640,4380,167772160,1342177280,0,1121320,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",4,110,1028443341,0,1,0,""
1786,"Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleFodder2",875,62,3,4,10,"[""Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleFodder2.act""]","[""Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleFodder2.ao""]","Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleFodder2",[],1,"","",85,2,6,5,0,0,0,8,0,"[836,56,31,29,118,1025,756]",120,[],105,105,700,500,0,"[578,5393,5391,5394,5392]","Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleFodder2.ais","[5080,5146]","",0,"Pale Servitor",120,120,1500,[9338],[],"",36,"","",0,[],[],[],"",1,6,135,0,0,135,1342235448,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2080374784,2080374784,2080374784,4383,-33554432,-16843010,-16843010,-16843010,3372154622,2080374784,2080374784,4383,167772160,1342177280,0,1122172,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",4,110,1028443341,0,1,0,""
1787,"Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleFodder3",876,41,4,6,11,"[""Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleFodder3.act""]","[""Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleFodder3.ao""]","Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleFodder3",[],1,"","",100,2,6,19,0,0,0,8,0,"[836,56,755,1041,31,29,118]",120,[],105,105,700,500,0,"[578,5395,5396]","Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleFodder3.ais",[],"",0,"Pale Virtue",120,120,1500,[9336],[],"",36,"","",0,[],[],[],"",1,6,135,0,0,135,1342190231,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2348810240,2348810240,-1946157056,4386,-33554432,-16843010,-16843010,-16843010,3372154622,2348810240,-1946157056,4386,167772160,1342177280,0,1122956,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",6,110,1028443341,0,1,0,""
1788,"Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleElite1",877,37,4,5,9,"[""Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleElite1.act""]","[""Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleElite1.ao""]","Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleElite1",[],1,"","",100,2,6,5,0,0,0,8,0,"[836,56,754,30,29,118,1025]",200,[],105,105,700,500,0,"[5399,5400,5397,5398,1774,1775,1776]","Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleElite1.ais",[],"",0,"Pale Angel",200,200,1500,[9338],[],"",36,"","",0,[],[],[],"",1,6,135,0,0,135,1342185878,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3523215360,3523215360,-771751936,4389,-33554432,-16843010,-16843010,-16843010,3372154622,3523215360,-771751936,4389,167772160,1342177280,0,1123794,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",5,150,1028443341,0,1,0,""
1789,"Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleElite2",878,37,4,6,13,"[""Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleElite2.act""]","[""Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleElite2.ao""]","Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleElite2",[],1,"","",80,2,6,19,0,0,0,8,0,"[836,56,754,1041,31,29,118]",225,[],105,105,700,500,0,"[2914,4283,4284,5401,5402,5403,5404,5405,5406]","Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleElite2.ais","[5080,5147]","",0,"Pale Seraphim",225,225,1500,[9336],[],"",36,"","",0,[],[],[],"",1,6,135,0,0,135,1342223838,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1577058304,1577058304,1577058304,4393,-33554432,-16843010,-16843010,-16843010,3372154622,1577058304,1577058304,4393,167772160,1342177280,0,1124702,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",6,163,1028443341,0,1,0,""
1790,"Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleBoss",879,55,5,6,17,"[""Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleBoss.act""]","[""Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleBoss.ao""]","Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleBoss",[],1,"","",110,3,6,22,0,0,0,8,0,"[1054,836,56,953,141,30,118,756]",250,[],105,105,700,500,0,"[575,1381,3451,4371,2792,4372,2800,1382,1383,2794,2795,2793,2796,4171,2797,2798,1643,2799]","Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleBoss.ais",[],"stance2",0,"Beidat, Archangel of Death",250,250,1500,[9335],[],"",36,"","",0,[],[],[],"",1,6,135,0,0,135,1342178779,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1946157056,1946157056,1946157056,4397,-33554432,-16843010,-16843010,-16843010,3372154622,1946157056,1946157056,4397,167772160,1342177280,0,1125748,0,"",1,1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"",0,"",1,1,"",[],"",6,313,1028443341,0,1,0,""
1791,"Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedDaggersBloodUltimatium",880,52,2,4,10,"[""Metadata/Monsters/LeagueUltimatum/Zealots/Dagger/VaalZealotDagger.act""]","[""Metadata/Monsters/LeagueUltimatum/Zealots/Dagger/VaalZealotDagger.ao""]","Metadata/Monsters/LeagueUltimatum/Zealots/Dagger/VaalZealotDagger",[],1,"","",112,2,6,1,0,0,0,1,0,"[1021,224,71,713,31,29,714,1046,118,756]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/LeagueUltimatum/Zealots/Dagger/VaalZealotDagger.ais",[],"",0,"Chaos Zealot",100,100,1245,[15204],[15205],"",7,7,"",0,[],[],[],"",1,6,135,0,0,135,1342223826,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,805306368,805306368,805306368,4401,-33554432,-16843010,-16843010,-16843010,3372154622,805306368,805306368,4401,167772160,1342177280,0,1126704,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/VaalMonsters/Living/BloodPriests/VaalBloodPriestVolatileReviveBase"",""Metadata/Monsters/LeagueUltimatum/UltimatumMonsterBase"",""Metadata/Monsters/LeagueUltimatum/UltimatumMaskBase""]",-5,5,"","",7,"",0,0,-5,5,1,0,"",1,1,"",[],284,4,100,1028443341,0,1,0,""
1792,"Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedDaggersChaosUltimatium",881,52,2,4,10,"[""Metadata/Monsters/LeagueUltimatum/Zealots/Dagger/VaalZealotDagger.act""]","[""Metadata/Monsters/LeagueUltimatum/Zealots/Dagger/Chaos/VaalZealotDaggerChaos.ao""]","Metadata/Monsters/LeagueUltimatum/Zealots/Dagger/VaalZealotDagger",[],1,"","",112,2,6,1,0,0,0,1,0,"[1021,718,224,71,713,31,29,1046,118,756]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/LeagueUltimatum/Zealots/Dagger/VaalZealotDagger.ais",[],"",0,"Chaos Zealot",100,100,1245,[15204],[15205],"",7,7,"",0,[],[],[],"",1,6,135,0,0,135,1342221284,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,905969664,905969664,905969664,4404,-33554432,-16843010,-16843010,-16843010,3372154622,905969664,905969664,4404,167772160,1342177280,0,1127478,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueUltimatum/UltimatumMonsterBase"",""Metadata/Monsters/LeagueUltimatum/UltimatumMaskBase""]",-5,5,"","",7,"",0,0,-5,5,1,0,"",1,1,"",[],284,4,100,1028443341,0,1,0,""
1793,"Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedDaggersCold_Ultimatium",882,52,2,4,10,"[""Metadata/Monsters/LeagueUltimatum/Zealots/Dagger/VaalZealotDagger.act""]","[""Metadata/Monsters/LeagueUltimatum/Zealots/Dagger/Cold/VaalZealotDaggerCold.ao""]","Metadata/Monsters/LeagueUltimatum/Zealots/Dagger/VaalZealotDagger",[],1,"","",112,2,6,1,0,0,0,1,0,"[1021,716,224,71,713,31,29,1046,118,756]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/LeagueUltimatum/Zealots/Dagger/VaalZealotDagger.ais",[],"",0,"Chaos Zealot",100,100,1245,[15204],[15205],"",7,7,"",0,[],[],[],"",1,6,135,0,0,135,1342194246,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1442840576,1442840576,1442840576,4406,-33554432,-16843010,-16843010,-16843010,3372154622,1442840576,1442840576,4406,167772160,1342177280,0,1128022,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueUltimatum/UltimatumMonsterBase"",""Metadata/Monsters/LeagueUltimatum/UltimatumMaskBase""]",-5,5,"","",7,"",0,0,-5,5,1,0,"",1,1,"",[],284,4,100,1028443341,0,1,0,""
1794,"Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedDaggersFireUltimatium",883,52,2,4,10,"[""Metadata/Monsters/LeagueUltimatum/Zealots/Dagger/VaalZealotDagger.act""]","[""Metadata/Monsters/LeagueUltimatum/Zealots/Dagger/Fire/VaalZealotDaggerFire.ao""]","Metadata/Monsters/LeagueUltimatum/Zealots/Dagger/VaalZealotDagger",[],1,"","",112,2,6,1,0,0,0,1,0,"[1021,224,715,71,713,31,29,1046,118,756]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/LeagueUltimatum/Zealots/Dagger/VaalZealotDagger.ais",[],"",0,"Chaos Zealot",100,100,1245,[15204],[15205],"",7,7,"",0,[],[],[],"",1,6,135,0,0,135,1342186941,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1946157056,1946157056,1946157056,4408,-33554432,-16843010,-16843010,-16843010,3372154622,1946157056,1946157056,4408,167772160,1342177280,0,1128564,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueUltimatum/UltimatumMonsterBase"",""Metadata/Monsters/LeagueUltimatum/UltimatumMaskBase""]",-5,5,"","",7,"",0,0,-5,5,1,0,"",1,1,"",[],284,4,100,1028443341,0,1,0,""
1795,"Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedDaggersLightningUltimatium",884,52,2,4,10,"[""Metadata/Monsters/LeagueUltimatum/Zealots/Dagger/VaalZealotDagger.act""]","[""Metadata/Monsters/LeagueUltimatum/Zealots/Dagger/Lightning/VaalZealotDaggerLightning.ao""]","Metadata/Monsters/LeagueUltimatum/Zealots/Dagger/VaalZealotDagger",[],1,"","",112,2,6,1,0,0,0,1,0,"[1021,224,71,717,713,31,29,1046,118,756]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/LeagueUltimatum/Zealots/Dagger/VaalZealotDagger.ais",[],"",0,"Chaos Zealot",100,100,1245,[15204],[15205],"",7,7,"",0,[],[],[],"",1,6,135,0,0,135,1342212911,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2952790016,2952790016,-1342177280,4410,-33554432,-16843010,-16843010,-16843010,3372154622,2952790016,-1342177280,4410,167772160,1342177280,0,1129136,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueUltimatum/UltimatumMonsterBase"",""Metadata/Monsters/LeagueUltimatum/UltimatumMaskBase""]",-5,5,"","",7,"",0,0,-5,5,1,0,"",1,1,"",[],284,4,100,1028443341,0,1,0,""
1796,"Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedKnifestickBloodUltimatium",885,44,2,4,13,"[""Metadata/Monsters/LeagueUltimatum/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/LeagueUltimatum/Zealots/Knifestick/Blood/VaalZealotKnifestickBlood.ao""]","Metadata/Monsters/LeagueUltimatum/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,0,0,0,1,0,"[1021,724,224,755,71,713,31,29,714,1046,118]",115,[],105,105,700,500,0,"[578,2504]","Metadata/Monsters/LeagueUltimatum/Zealots/Knifestick/VaalZealotKnifestick.ais",[],"",0,"Chaos Zealot",115,115,1425,[15202],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,1342198285,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3422552064,3422552064,-872415232,4414,-33554432,-16843010,-16843010,-16843010,3372154622,3422552064,-872415232,4414,167772160,1342177280,0,1130188,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/VaalMonsters/Living/BloodPriests/VaalBloodPriestVolatileReviveBase"",""Metadata/Monsters/LeagueUltimatum/UltimatumMonsterBase"",""Metadata/Monsters/LeagueUltimatum/UltimatumMaskBase""]",-5,5,"","",7,"",0,0,-5,5,1,0,"",1,1,"",[],284,4,108,1028443341,0,1,0,""
