"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool","BuffName (English)","BuffName (French)","BuffName (German)","BuffName (Japanese)","BuffName (Korean)","BuffName (Portuguese)","BuffName (Russian)","BuffName (Spanish)","BuffName (Thai)","BuffName (Traditional Chinese)","MiscAnimated1","MiscAnimated2","BuffDescription (English)","BuffDescription (French)","BuffDescription (German)","BuffDescription (Japanese)","BuffDescription (Korean)","BuffDescription (Portuguese)","BuffDescription (Russian)","BuffDescription (Spanish)","BuffDescription (Thai)","BuffDescription (Traditional Chinese)","EPKFile","HasExtraArt","ExtraArt","[i32]","EPKFiles","BuffVisualOrbs","MiscAnimated3","rid"
1913,"mtx_tornado_jade_flask","Art/2DArt/BuffIcons/JadeFlaskBuff.dds","[""Metadata/Effects/Microtransactions/Misc/FlaskEffects/Tornado_JadeFlask/tornado.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1914,"deathly_chilled_mtx","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/Microtransactions/Spells/deathly_vortex/epks/Chilled.epk""]","[""Metadata/Effects/Microtransactions/Spells/deathly_vortex/epks/Chilled.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1915,"deathly_frozen_mtx","Art/2DArt/BuffIcons/bufffrozen.dds","[""Metadata/Effects/Microtransactions/Spells/deathly_vortex/epks/Frozen.epk""]","[""Metadata/Effects/Microtransactions/Spells/deathly_vortex/epks/Frozen.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1916,"ignited_rolling_storm","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/conviction/DarkStormCloud/ignite/Ignited.epk""]","[""Metadata/Effects/Microtransactions/Spells/conviction/DarkStormCloud/ignite/Ignited.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1917,"shocked_rolling_storm","Art/2DArt/BuffIcons/buffshocked.dds","[""Metadata/Effects/Microtransactions/Spells/conviction/DarkStormCloud/shock/Shocked.epk""]","[""Metadata/Effects/Microtransactions/Spells/conviction/DarkStormCloud/shock/Shocked.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1918,"reduced_fire_resistance_rolling_storm","Art/2DArt/BuffIcons/resistfire.dds","[""Metadata/Effects/Microtransactions/Spells/conviction/DarkStormCloud/debuff/Fire.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1919,"reduced_cold_resistance_rolling_storm","Art/2DArt/BuffIcons/resistcold.dds","[""Metadata/Effects/Microtransactions/Spells/conviction/DarkStormCloud/debuff/Cold.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1920,"reduced_lightning_resistance_rolling_storm","Art/2DArt/BuffIcons/resistlightning.dds","[""Metadata/Effects/Microtransactions/Spells/conviction/DarkStormCloud/debuff/Lightning.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1921,"killing_blow_corpse_remove","","[""Metadata/Effects/Spells/monsters_effects/League_Crucible/Monsters/Holy/CorpseConsumption/epk/consume.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1922,"player_aura_wildlife_grace","",[],"[""Metadata/Effects/Microtransactions/Aura/grace_deter_disp/wildlife_grace.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1923,"player_aura_wildlife_determination","",[],"[""Metadata/Effects/Microtransactions/Aura/grace_deter_disp/wildlife_determination.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1924,"player_aura_wildlife_discipline","",[],"[""Metadata/Effects/Microtransactions/Aura/grace_deter_disp/wildlife_discipline.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1925,"vaal_reap","Art/2DArt/SkillIcons/Bloodreap.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1926,"mtx_druidic_gloves_alt_endurance_charge","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[125],"",""
1927,"mtx_druidic_gloves_alt_power_charge","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[126],"",""
1928,"mtx_druidic_gloves_alt_frenzy_charge","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[127],"",""
1929,"mtx_darkray_vectors_alt_frenzy_charge","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[137],"",""
1930,"breach_monster_small","","[""Metadata/Effects/StatusAilments/monsters/breach_monster_small.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1931,"breach_monster_big","","[""Metadata/Effects/StatusAilments/monsters/breach_monster_big.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1932,"breach_ritual_monster_small","","[""Metadata/Effects/StatusAilments/monsters/breach_ritual_monster_small.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1933,"breach_ritual_monster_big","","[""Metadata/Effects/StatusAilments/monsters/breach_ritual_monster_big.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1934,"support_momentum_movement_speed","Art/2DArt/BuffIcons/MomentumMovementSpeed.dds","[""Metadata/Effects/Spells/supports/speed_move_attack/move_speed_buff_frameupper.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","Metadata/Effects/Spells/supports/speed_move_attack/move_speed_buff.epk","","",[],[],[],"",""
1935,"support_momentum_attack_speed","Art/2DArt/BuffIcons/MomentumAttackSpeed.dds","[""Metadata/Effects/Spells/supports/speed_move_attack/attack_speed_buff_frameupper.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","Metadata/Effects/Spells/supports/speed_move_attack/attack_speed_buff.epk","","",[],[],[],"",""
1936,"portal_mtx_encased_in_magma","","[""Metadata/Effects/Microtransactions/Town_Portals/ChieftainPortal/player_statue.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1937,"vaal_lightning_strike_debuff_sawblade","","[""Metadata/Effects/Microtransactions/Spells/lightning_strike_02/Sawblade/epk/VaalEPK.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1938,"shocked_sawblade","Art/2DArt/BuffIcons/buffshocked.dds","[""Metadata/Effects/Microtransactions/Spells/lightning_strike_02/Sawblade/epk/shocked.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1939,"flask_minion_visual_override","","[""Metadata/Effects/misc/flask_effects/ultility/ultility_aura.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1940,"covered_in_ash_polaric_devastation_mtx","Art/2DArt/BuffIcons/CoveredInAsh.dds","[""Metadata/Effects/Microtransactions/Rings/PolaricDevastation/polar_frameupper.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1941,"covered_in_frost_polaric_devastation_mtx","Art/2DArt/BuffIcons/CoveredinFrost.dds","[""Metadata/Effects/Microtransactions/Rings/PolaricDevastation/mercury_frameupper.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1942,"vaal_totem_aura_life_regen","Art/2DArt/SkillIcons/liferegentotem.dds","[""Metadata/Particles/vaal_skills/RejuvenationTotem/ao/affected.epk""]","[""Metadata/Particles/vaal_skills/RejuvenationTotem/epk/idle.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1943,"es_regen","Art/2DArt/SkillIcons/auraenergy.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1944,"thrillsteel_alt_onslaught","Art/2DArt/BuffIcons/Onslaught.dds","[""Metadata/Items/Armours/Helmets/ThrillsteelAlt/dragon_aura.epk""]","[""Metadata/Items/Armours/Helmets/ThrillsteelAlt/dragon_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1945,"endurance_charge_skull_mtx","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[138],"",""
1946,"power_charge_skull_mtx","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[139],"",""
1947,"frenzy_charge_skull_mtx","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[140],"",""
1948,"crucible_bone_golem_enrage","","[""Metadata/Effects/Spells/monsters_effects/League_Crucible/Monsters/Chaos/golem_enraged.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1949,"champion_ascendancy_nearby_allies_fortification","Art/2DArt/SkillIcons/passives/Champion/Fortitude.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1950,"vine_blood_scythe_degen","Art/2DArt/SkillIcons/Bloodreap.dds","[""Metadata/Effects/Microtransactions/Spells/blood_scythe/vine/debuff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1951,"vine_blood_scythe_charge","Art/2DArt/SkillIcons/Bloodreap.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[141],"",""
1952,"ancestral_trial_destroy_totem","","[""Metadata/Effects/Spells/monsters_effects/League_Ancestral/totem_destroy/totem_destroy.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1953,"annihilation_smite_aura","Art/2DArt/SkillIcons/Smite.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Microtransactions/Spells/smite/annihilation/player_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1954,"shocked_annihilation","Art/2DArt/BuffIcons/buffshocked.dds","[""Metadata/Effects/Microtransactions/Spells/smite/annihilation/monster_shocked.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1955,"endurance_charge_sentinel_mtx","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[142],"",""
1956,"power_charge_sentinel_mtx","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[143],"",""
1957,"frenzy_charge_sentinel_mtx","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[144],"",""
1958,"ancestral_moon_aura","Art/2DArt/SkillIcons/Frostbite.dds",[],"[""Metadata/Effects/Spells/monsters_effects/League_Ancestral/ColdPoi/coldaura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1959,"ancestral_deathcaster_totem_aura","Art/2DArt/BuffIcons/ChaosDebuff.dds","[""Metadata/Effects/Spells/dark_ritual/dot.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1960,"cold_link_debuff","Art/2DArt/SkillIcons/IceSiphon.dds","[""Metadata/Effects/Spells/soul_link/EPKs/link_Cold_Support.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1961,"mtx_elder_diamond_flask","Art/2DArt/BuffIcons/DiamondFlaskBuff.dds","[""Metadata/Effects/Microtransactions/Flasks/ElderDiamond/ElderTentacleDiamondFlask.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1962,"ancestral_jade_buff","Art/2DArt/BuffIcons/StoneFlaskBuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Ancestral/JadeCutter/epk/JadePrison.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1963,"tawhanuku_soulred","Art/2DArt/SkillIcons/Soulrend.dds","[""Metadata/Effects/Spells/monsters_effects/League_Ancestral/Tawhanuku/soulrend/soulrend.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1964,"tawhanuku_soulrend_fadeout","","[""Metadata/Effects/Spells/monsters_effects/League_Ancestral/Tawhanuku/soulrend/soulrend_fadeout.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1965,"infernal_bolt_aura_visual","","[""Metadata/Effects/Spells/monsters_effects/totems/Flamewood/fire_aura.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1966,"endurance_charge_currency_mtx","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[145],"",""
1967,"power_charge_currency_mtx","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[145],"",""
1968,"frenzy_charge_currency_mtx","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[145],"",""
1969,"charge_currency_mtx_town","",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[145],"",""
1970,"support_controlled_blaze","",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","",1,"Art/2DArt/UIImages/InGame/ControlledBlazedSupportBuff",[],[],[],"",""
1971,"ngamahus_embrace","Art/2DArt/SkillIcons/NgamahuTribeSkill.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","",1,"",[],[],[],"",""
1972,"kitavas_embrace","Art/2DArt/SkillIcons/KitavaTribeSkill.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","",1,"",[],[],[],"",""
1973,"tukohamas_embrace","Art/2DArt/SkillIcons/TukohamaTribeSkill.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","",1,"",[],[],[],"",""
1974,"rongokurais_embrace","Art/2DArt/SkillIcons/RongokuraiTribeSkill.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","",1,"",[],[],[],"",""
1975,"tasalios_embrace","Art/2DArt/SkillIcons/TasalioTribeSkill.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","",1,"",[],[],[],"",""
1976,"arohonguis_embrace","Art/2DArt/SkillIcons/ArohonguiTribeSkill.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","",1,"",[],[],[],"",""
1977,"ramakos_embrace","Art/2DArt/SkillIcons/RamakoTribeSkill.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","",1,"",[],[],[],"",""
1978,"hinekoras_embrace","Art/2DArt/SkillIcons/HinekoraTribeSkill.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","",1,"",[],[],[],"",""
1979,"tawhoas_embrace","Art/2DArt/SkillIcons/TawhoaTribeSkill.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","",1,"",[],[],[],"",""
1980,"valakos_embrace","Art/2DArt/SkillIcons/ValakoTribeSkill.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","",1,"",[],[],[],"",""
1981,"rongokurai_totem_shield","Art/2DArt/BuffIcons/StoneFlaskBuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Ancestral/RongokuraiTortoise/shield.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1982,"ancestral_ailment_immune","Art/2DArt/SkillIcons/TawhoaTribeSkill.dds","[""Metadata/Effects/Spells/monsters_effects/League_Ancestral/FieldItems/epk/buff_epk.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","",1,"",[],[],[],"",""
1983,"ancestral_cannot_recover_life_aura","Art/2DArt/BuffIcons/KitavaIgnite.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1984,"ancestral_flask_gain_aura","Art/2DArt/BuffIcons/BloodOfTheKaruiFlaskBuff.dds","[""Metadata/Particles/vaal_skills/RejuvenationTotem/ao/affected.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1985,"ancestral_hinder_aura","Art/2DArt/BuffIcons/CrippleDebuff.dds","[""Metadata/Effects/Microtransactions/Aura/Uniques/Gloomeye/monster_debuff/gloomeye_debuff.epk"",""Metadata/Effects/Microtransactions/Aura/Uniques/Gloomeye/monster_debuff/gloomeye_debuff.epk"",""Metadata/Effects/Microtransactions/Aura/Uniques/Gloomeye/monster_debuff/gloomeye_debuff_large.epk""]","[""Metadata/Effects/Microtransactions/Aura/Uniques/Gloomeye/GloomeyeAura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
