"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","BinaryStats","[rid]","[rid]","bool","bool","bool","bool","bool","rid","[i32]","string","[rid]"
1987,"tangle_tentacle_orb_touch","","","","","[124,15786,15934]",1,2,"","","","",28,1711,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[124,15786,15934]",[],"","","","","","",[],"",[]
1988,"tangle_tentacle_orb_zapped","You are taking Lightning Damage over time, but your Action Speed is increased","","","Livewire","[3863,346]","",4,1,"","","",28,1709,1,"",2,"",1,1,"",10,"","","","","","",4,"","",0,[],"","",[],1,[],[],"[3863,346]",[],"","","","","","",[],"",[]
1989,"mortal_conviction_child_buff","",1,"","",[],"",3,"","","","",28,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[15577],[],[],"","","","","","",[],"",[]
1990,"influence_stat_condition_presence_unique_monster","",1,"","",[],"",1,"","","","",28,0,1,"",17,"","","","",0,"","InfluenceStatConditionPresenceChecker","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1991,"influence_stat_condition_presence_celestial_boss","",1,"","",[],"",1,"","","","",28,0,1,"",17,"","","","",0,"","InfluenceStatConditionPresenceChecker","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1992,"archnemesis_glacial_cage","Travel skills are disabled while in the Ice Prison","","","Imprisoned",[],1,3,"","","","",28,1703,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[12240],[],[],"","","","","","",[],"",[]
1993,"archnemesis_defender","Skill triggers when an enemy hits you.","","","Sentinel Shield",[],1,3,"","","","",28,868,1,"",1,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1994,"tangle_drowning","You are drowning and will die soon","","","Drowning",[346],"",3,"","","","",28,1715,1,"",2,"",1,1,"",0,"","TangleDrowning","","","","",4,"","",0,[],"","",[163],"",[],[],[346],[],"","","","","","",[0],"",[]
1995,"tangle_drowning_falloff","",1,"","",[],"",3,"","","","",28,1715,1,"",17,"",1,1,"",0,"","TangleDrowning","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1996,"generic_flask_drain","You are losing Flask Charges over time and you cannot gain Flask Charges.","","","Flask Drain",[3725],1,3,"","","","",28,1686,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[8096],[3725],[],"","","","","","",[],"",[]
1997,"monster_detonate_dead_area_mark","",1,"","",[],"",2,"","","",1,28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1998,"altar_physical_as_extra_fire","",1,"","",[447],"",3,"","","","",28,1718,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[447],[],"","","","","","",[],"",[]
1999,"altar_physical_as_extra_cold","",1,"","",[448],"",3,"","","","",28,1719,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[448],[],"","","","","","",[],"",[]
2000,"altar_physical_as_extra_lightning","",1,"","",[449],"",3,"","","","",28,1720,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[449],[],"","","","","","",[],"",[]
2001,"altar_physical_as_extra_chaos","",1,"","",[450],"",3,"","","","",28,1721,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[450],[],"","","","","","",[],"",[]
2002,"ground_brittle","Hits against you have additional Critical Strike Chance while standing on brittle ground","","","Brittle Ground",[9041],1,3,"","","","",20,977,"","",2,"",1,1,"",0,"","",1,"","","",4,"","",0,[],"","",[],"",[],[],[9041],[14547],"","",1,1,"","",[],"",[]
2003,"ground_sapping","You deal less damage while standing on sapped ground","","","Sapped Ground",[8668],1,3,"","","","",21,978,"","",2,"",1,1,"",0,"","",1,"","","",4,"","",0,[],"","",[],"",[],[],[8668],[14548],"","",1,1,"","",[],"",[]
2004,"infinite_hunger_immobilise","",1,"","",[7296],1,3,"","","","",28,0,1,"",2,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[162],"",[],"[6907,140,398]",[7296],[],"","","","","","",[0],"",[]
2005,"slowed_regen_on_hit","",1,"","",[2399],1,3,"","","",1,28,0,"","",2,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[2399],[],"","","","","","",[],"",[]
2006,"extinguished","You cannot inflict elemental ailments.","","","Extinguish",[],"",3,"","","","",28,1716,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[2755],[],[],"","","","","","",[],"",[]
2007,"cleansing_fire_snake_debuff","You are taking Fire Damage and cannot recover Life or Energy Shield.","","","Searing Rune","[1975,1890,7815]",1,3,"","","","",28,1717,1,"",2,"",1,1,"",0,"","SearingRune","","","","",4,"","",0,[],"","",[78],"",[],[],"[1975,1890,7815]",[],"","","","","","",[0],"",[]
2008,"player_tainted_frenzy","Your Frenzy Charges have been Tainted","","","Tainted Frenzy Charges",[15614],"",3,"","","","",28,1722,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[15614],[],"","","","","","",[],"",[]
2009,"player_tainted_endurance","Your Power Charges have been Tainted","","","Tainted Endurance Charges",[15613],"",3,"","","","",28,1723,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[15613],[],"","","","","","",[],"",[]
2010,"player_tainted_power","Your Endurance Charges have been Tainted","","","Tainted Power Charges",[15612],"",3,"","","","",28,1724,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[15612],[],"","","","","","",[],"",[]
2011,"ground_sludge","You are taking Physical and Chaos damage over time, and have reduced Movement Speed","","","Vomitous Ooze","[354,453,177]",1,3,"","","","",28,1725,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[354,453,177]",[],"","","","","","",[],"",[]
2012,"ground_archnemesis_cold_snap","You are taking cold damage over time from a Cold Snap","","","Cold Snap",[1977],1,3,"","","","",28,894,"","",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1977],[],"","","","","","",[],"",[4543]
2013,"cleansing_fire_altar_debuff","You take 25% increased Damage from Enemies for each stack of Wrath of the Cosmos","","","Wrath of the Cosmos",[16422],"",4,1,"","","",28,1792,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],1,[],[],[16422],[],"","","","","","",[],"",[]
2014,"cleansing_fire_snake_secondary_debuff","You have lower maximum Fire Resistance and your Travel Skills have less Cooldown Recovery Speed","","","Cauterised Flesh","[942,16051]",1,2,"","","","",28,1717,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[172],"",[],[],"[942,16051]",[],"","","","","","",[0],"",[]
2015,"infinite_hunger_corrosion","You have -1% Physical Damage Reduction and -1% to Chance to Evade per Corrosive Hunger.","","","Corrosive Hunger","[1034,7034]","",4,"","","","",28,1729,1,"",2,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[170],1,[],[],"[1034,7034]",[],"","","","","","",[21],"",[]
2016,"tag_nearby_monsters_with_mod","",1,"","",[],"",1,"","","","",28,0,1,"",17,"",1,1,"",0,"","TagNearbyEnemiesWithMod","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2017,"soul_conduit_death","",1,"","",[],"",3,"","","","",28,1731,1,"",17,"",1,1,"",0,"","SoulConduitDeath","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2018,"eater_of_worlds_laser","You take increased Damage.","","","Inescapable Doom",[477],"",4,"","","","",28,1734,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[175],1,[],[],[477],[],"","","","","","",[10],"",[]
2019,"sentinel_tag_visual_red","",1,"","",[],1,3,"","","","",28,1754,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2020,"sentinel_tag_visual_blue","",1,"","",[],1,3,"","","","",28,1756,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2021,"sentinel_tag_visual_gold","",1,"","",[],1,3,"","","","",28,1755,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2022,"chill_damage_and_damage_taken_modifiers","",1,"","",[],"",3,"","","","",28,0,"","",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"","[16109,16110]",[],"[16109,16110]",[],"","","","","","",[],"",[]
2023,"shatter_when_killed","",1,"","",[],"",3,"","","","",28,0,"","",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[16112],[],[],"","","","","","",[],"",[]
2024,"flask_visuals","",1,"","",[],1,1,"","","",1,28,0,1,"",4,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2025,"number_of_chaos_spells_cast_recently","",1,"","",[],"",3,"","","","",28,0,1,"",17,"","","","",0,1,"ActionRecentlyCounterBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2026,"generic_league_reward_display","",1,"","",[],1,1,"","","","",28,0,1,"",17,"",1,1,"",0,"","GenericLeagueRewardDisplay","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2027,"golem_ball_pet_stuff","",1,"","",[],"",2,"","","","",28,0,1,"",17,"",1,1,"",0,"","GolemBallPet","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2028,"number_of_fire_skills_used_in_past_16_seconds","",1,"","",[],"",3,"","","","",28,0,1,"",17,"","","","",0,1,"ActionRecentlyCounterBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2029,"number_of_lightning_skills_used_in_past_16_seconds","",1,"","",[],"",3,"","","","",28,0,1,"",17,"","","","",0,1,"ActionRecentlyCounterBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2030,"number_of_hits_blocked_in_past_30_seconds","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","ActionRecentlyCounterBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2031,"number_of_arrows_fired_from_last_arrow_firing_skill_used","",1,"","",[],"",2,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[16408],[],[16408],[],"","","","","","",[],"",[]
2032,"mtx_emberkeep_vulture_marked_target_visual_buff","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","EmberkeepVultureCirclingTargetVisuals","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2033,"attached_flasks_to_belt","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","AttachedFlasksToBelt","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2034,"nearby_enemies_reduced_life_regen","",1,"","",[2399],"",3,"","","","",28,0,"","",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[2399],[],"","","","","","",[],"",[]
2035,"nearby_enemies_reduced_es_recharge_rate","",1,"","",[138],"",3,"","","","",28,0,"","",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[138],[],"","","","","","",[],"",[]
2036,"lose_soul_eater_while_no_unique_in_presence","",1,"","",[],1,2,"","","","",28,0,1,"",17,"",1,1,"",0,"","LoseSoulEaterStacks","","","","",4,"","",0,[],"","",[],"",[16483],[],[16483],[],"","","","","","",[],"",[]
2037,"number_of_unique_enemies_in_presence","",1,"","",[],1,3,"","","",1,28,0,"","",17,"",1,1,"",0,"","TrackNearbyTargets","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2038,"energy_release_shock_pause","",1,"","",[],"",1,"","","",1,28,1813,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[16497],[],[],"","","","","","",[],"",[]
2039,"touch_of_fire","The Great Eye approaches.\r\nThe flames nip at your heels.","",1,"Flame-Touched",[],1,3,"","","","",28,2,1,"",1,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[16506],[],[],"","","","","","",[],"",[]
2040,"mtx_cold_iron_point_metal_hit_count","",1,"","",[],1,4,"","","",1,28,0,1,"",17,"",1,1,"",0,"","LiquidMetalHitCountVisuals","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2041,"unique_legacy_of_fury_scorched","Your elemental resistances are lowered.","","","Scorched",[141],"",3,"","","","",17,976,"","",2,"",1,1,"",0,"","",1,"","","",4,"","",0,[],"","",[],"",[],[],[141],[14546],"","",1,1,"","",[],"",[]
2042,"galvanic_field_bonus","You have additional chance to shock. Shocking an enemy will create a Galvanic Field.","","","Galvanic Field","[659,200]",1,2,"","","",1,28,1816,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[659,200]",[16530],"","","","","","",[],"",[]
2043,"galvanic_field_leave_me_alone","",1,"","",[],1,1,"","","",1,28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2044,"curse_alchemists_mark","You are cursed. The enemy which cursed you gains flask charges by hitting you and creates burning and caustic ground by igniting and poisoning you.","","","Alchemist's Mark","[16537,16538,16536]","",6,"","","",1,28,81,"","",14,"",1,1,"",0,"","CurseDebuff","","","","",4,"","",0,[],"","",[],"","[16539,16540,16967,16968,16969]",[],"[16537,16538,16536,16539,16540,16967,16968,16969]",[719],"","","","","","",[],"",[]
2045,"mtx_cospris_malice_trigger_effects","",1,"","",[],"",2,"","","","",28,0,1,"",17,"",1,1,"",0,"","CosprisMaliceTriggerEffects","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2046,"torment_touched_player","You have been touched by a Tormented Spirit","","","Fairgraves' Tricorne",[],1,1,"","","","",28,1837,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2047,"trickster_alternating_less_damage_alternator","",1,"","","[16580,16579]",1,10,"","","","",28,0,1,"",17,"",1,1,"",0,1,"GenericAlternatingBuff","","","","",4,"","",0,[],"","",[],"",[],[],"[16580,16579]",[],"","","","","","",[],"",[]
2048,"trickster_alternating_less_hit_damage","You are taking 40% less damage from hits.","","","Heartstopper",[16579],1,3,"","","","",28,1824,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[16579],[],"","","","","","",[],"",[]
2049,"trickster_alternating_less_dot_damage","You are taking 40% less damage over time.","","","Heartstopper",[16580],1,3,"","","","",28,1825,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[16580],[],"","","","","","",[],"",[]
2050,"trickster_nearby_enemy_action_speed","Your Action Speed is at most 90%.","","","One Step Ahead",[],1,3,"","","","",28,1826,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[16584],[],[],"","","","","","",[],"",[]
2051,"shrine_brineking","You cannot be Chilled, Frozen or Stunned. You take some Physical Damage as Cold Damage.","",1,"Tsoagoth Shrine","[49,190,191,701,1049,943,146,594,5700]",1,3,"","","","",28,1827,1,"",7,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[49,190,191,701,1049,943,146,594,5700]",[17390],"","","","","","",[],"",[]
2052,"shrine_lunaris","You have increased Cold Damage, your skills chain additional times, you fire additional Projectiles, and you always avoid Projectiles.","",1,"Lunaris Shrine","[49,173,172,6164,3489,5700]",1,3,"","","","",28,1828,1,"",7,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[49,173,172,6164,3489,5700]",[17390],"","","","","","",[],"",[]
2053,"shrine_solaris","You have increased Fire Damage, always critically strike, take no extra damage from critical strikes and avoid all Elemental Ailments.","",1,"Solaris Shrine","[42,348,4853,620,593,5700]",1,3,"","","","",28,1829,1,"",7,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[42,348,4853,620,593,5700]",[17390],"","","","","","",[],"",[]
2054,"shrine_arakaali","You have increased Chaos Damage, gain some Physical and Elemental Damage as Extra Chaos Damage and take reduced damage from Damage Over Time.","",1,"Arakaali Shrine","[63,450,2139,542,4653,5700]",1,3,"","","","",28,1830,1,"",7,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[63,450,2139,542,4653,5700]",[17390],"","","","","","",[],"",[]
2055,"mtx_killstreak_stack","",1,"","",[],1,4,1,16688,16687,1,28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2056,"mtx_knightlord_podium_visual_buff","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","KnightlordPodiumVisuals","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2057,"monster_corpse_sink_override_hash","",1,"","",[],"",2,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[16709],[],[16709],[],"","","","","","",[],"",[]
2058,"mtx_corpsebloom_grow_flowers_on_nearby_corpses","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","MtxCorpsebloomGrowFlowersBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2059,"mtx_corpsebloom_flower_stack","",1,"","",[],"",4,"","","","",28,0,1,"",17,"",1,1,"",13,"","MtxCorpsebloomVisuals","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2060,"mtx_darkness_enthroned_eyeballs","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","CreateEyeballsNearby","","","","",4,"","",0,[],"","",[],"",[],[],[],[],1,"","","","","",[],"",[]
2061,"mtx_rogue_stalker_crit_gloves_cooldown","",1,"","",[],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2062,"ambus_charge_max_endurance_charge_override","",1,"","Ambu's Charge",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[16844],[],[16844],[],"","","","","","",[],"",[]
2063,"mtx_hitstreak_stack","",1,"","",[],1,4,1,16862,16863,1,28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2064,"torment_possessed_player","You have been possessed by a Tormented Spirit","","","Possession",[],1,1,"","","","",28,361,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2065,"mtx_mist_spirits_spawn_nearby","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","MtxMistSpiritsSpawnNearby","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2066,"suppress_phasing_visuals","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[5816],[],[],"","","","","","",[],"",[]
2067,"heal_on_nearby_death","",1,"","",[16982],1,1,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[16982],[],"","","","","","",[],"",[]
2068,"ground_maelstrom_invisible","",1,"","",[1977],1,3,"","","","",28,0,"","",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1977],[],"","","","","","",[],"",[4543]
2069,"mtx_voidforge_element_flare","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","MtxVoidforgeFlare","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2070,"sanctum_failure","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],"[140,860,1303,8155,2970,6820,6819]",[],[],"","","","","","",[],"",[]
2071,"mtx_polymorphed","Your form has been changed.","","","Polymorphed",[],"",2,"","","","",28,1864,1,"",17,"",1,1,"",0,"","MtxPolymorphed","","","","",4,"","",0,[],"","",[],"",[17002],[],[17002],[],"","","","","","",[],"",[]
