"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","Text (English)","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","bool","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool","HASH32","BelongsActiveSkillsKey","Category","bool","bool","IsScalable","ContextFlags","[rid]"
13148,"heist_additional_jewellery_rewards_from_reward_chests_%","","","",1,"","","","","","","","","","","","","","","",-658540663,[],"","","",1,[],[]
13149,"heist_additional_gems_rewards_from_reward_chests_%","","","",1,"","","","","","","","","","","","","","","",406462431,[],"","","",1,[],[]
13150,"heist_additional_corrupted_rewards_from_reward_chests_%","","","",1,"","","","","","","","","","","","","","","",21513404,[],"","","",1,[],[]
13151,"heist_additional_essences_rewards_from_reward_chests_%","","","",1,"","","","","","","","","","","","","","","",1187572567,[],"","","",1,[],[]
13152,"heist_additional_divination_rewards_from_reward_chests_%","","","",1,"","","","","","","","","","","","","","","",-750192016,[],"","","",1,[],[]
13153,"heist_additional_uniques_rewards_from_reward_chests_%","","","",1,"","","","","","","","","","","","","","","",988950086,[],"","","",1,[],[]
13154,"heist_additional_talisman_rewards_from_reward_chests_%","","","",1,"","","","","","","","","","","","","","","",-1551415288,[],"","","",1,[],[]
13155,"heist_additional_abyss_rewards_from_reward_chests_%","","","",1,"","","","","","","","","","","","","","","",-797632000,[],"","","",1,[],[]
13156,"heist_additional_perandus_rewards_from_reward_chests_%","","","",1,"","","","","","","","","","","","","","","",1322505865,[],"","","",1,[],[]
13157,"heist_additional_breach_rewards_from_reward_chests_%","","","",1,"","","","","","","","","","","","","","","",-1761363120,[],"","","",1,[],[]
13158,"heist_additional_metamorph_rewards_from_reward_chests_%","","","",1,"","","","","","","","","","","","","","","",327495454,[],"","","",1,[],[]
13159,"heist_additional_delirium_rewards_from_reward_chests_%","","","",1,"","","","","","","","","","","","","","","",-495373673,[],"","","",1,[],[]
13160,"heist_additional_legion_rewards_from_reward_chests_%","","","",1,"","","","","","","","","","","","","","","",364140130,[],"","","",1,[],[]
13161,"heist_additional_blight_rewards_from_reward_chests_%","","","",1,"","","","","","","","","","","","","","","",1404601151,[],"","","",1,[],[]
13162,"heist_additional_harbinger_rewards_from_reward_chests_%","","","",1,"","","","","","","","","","","","","","","",1257700945,[],"","","",1,[],[]
13163,"heist_additional_delve_rewards_from_reward_chests_%","","","",1,"","","","","","","","","","","","","","","",-325166326,[],"","","",1,[],[]
13164,"life_gained_on_attack_hit_vs_cursed_enemies","","","",3,"","","","","","","","","","","","","","","",1795723599,[],"","","",1,[],[]
13165,"mana_gained_on_attack_hit_vs_cursed_enemies","","","",3,"","","","","","","","","","","","","","","",1335434607,[],"","","",1,[],[]
13166,"display_what_freezing_pulse_does","","","",4,"","","","","","","","","","","","","","",1,1207755583,[],"","","","",[],[]
13167,"close_range_enemies_avoid_your_projectiles","","","",4,"","","","","","","","","","",1,"","","",1,1801634565,[],"","","","",[],[]
13168,"hexblast_ailment_damage_+%_final_if_hexed","","","",1,"","","","","","","","","","","","","","",1,577214208,[],"","","",1,[],[]
13169,"explode_on_death_for_%_life_as_physical_damage_generic","","","",1,"","","","","","","","","","","","","","","",-2030143168,[],"","","",1,[],[]
13170,"blackhole_tick_rate_ms","","","",3,"","","","","","","","","","",1,1,"","",1,1863772299,[],"","","",1,[1],[]
13171,"projectile_chance_to_fork_%","","","",1,"","","","","","","","","","",1,"","","",1,-50326467,[],"","","",1,[],[]
13172,"projectile_chance_to_not_pierce_%","","","",1,"","","","","","","","","","",1,"","","",1,-1764947716,[],"","","",1,[],[]
13173,"parallel_projectile_firing_point_x_dist_+%","","","",1,"","","","","","","","","","",1,"","","",1,1970631626,[],"","","",1,[],[]
13174,"projectiles_pierce_all_targets_in_x_range","","","",3,"","","","","","","","","","",1,"","","",1,1705664833,[],"","","",1,[],[]
13175,"attack_projectiles_fork","","","",4,"","","","","","","","","","","","","","","",974183219,[],"","","","",[],[]
13176,"attack_projectiles_fork_additional_times","","","",3,"","","","","","","","","","","","","","","",-1847299559,[],"","","",1,[],[]
13177,"chance_%_when_poison_to_also_poison_another_enemy","","","",1,"","","","","","","","","","","","","","",1,-355746486,[],"","","",1,[],[]
13178,"precision_grants_area_of_effect_+%_final","","","",1,"","","","","","","","","","","","","","",1,-649433310,[],"","","",1,[],[]
13179,"magma_orb_%_chance_to_big_explode_instead_of_chaining","","","",1,"","","","","","","","","","",1,"","","",1,-2169529,[],"","","",1,[],[]
13180,"all_damage_can_scorch","","","",4,"","","","","","","","","","","","","","","",1341809006,[],"","","","",[],[]
13181,"all_damage_can_sap",1,"","",4,"","","","","","","","","","","","","","",1,-755318221,[],"","","","",[],[]
13182,"all_damage_can_inflict_brittle","","","",4,"","","","","","","","","","","","","","","",2131299722,[],"","","","",[],[]
13183,"gain_scorching_sapping_brittle_confluxes_while_two_highest_attributes_equal","","","",4,"","","","","","","","","","","","","","","",-221136904,[],"","","","",[],[]
13184,"never_ignite_chill_freeze_shock","","","",4,"","","","","","","","","","","","","","","",1502574539,[],"","","","",[],[]
13185,"virtual_gain_scorching_sapping_brittle_confluxes",1,"","",4,"","","","","","","","","","","",1,"","","",-1405270456,[],"","","","",[0],[]
13186,"skill_is_ice_storm","","","",4,"","","","","","","","","","",1,"","","",1,1995308820,[],"","","","",[],[]
13187,"display_base_intensity_loss","","","",4,"","","","","","","","","","","","","","",1,-128756074,[],"",1,"","",[],[]
13188,"circle_of_power_mana_spend_per_upgrade","","","",3,"","","","","","","","","","",1,1,"","",1,1632406705,[],"","","",1,[1],[]
13189,"multiple_projectiles_projectile_spread_+%","","","",1,"","","","","","","","","","",1,"","","",1,-70281313,[],"","","",1,[],[]
13190,"barrage_support_projectile_spread_+%","","","",1,"","","","","","","","","","",1,"","","",1,48761507,[],"","","",1,[],[]
13191,"precision_granted_area_of_effect_+%_final","","","",1,"","","","","","","","","","","","","","","",-749780736,[],"","","",1,[],[]
13192,"buff_added_spell_minimum_base_physical_damage_per_shield_quality","","","",3,"","","","","","","","","","","","","","",1,-708790921,[],"","","",1,[],[]
13193,"buff_added_spell_maximum_base_physical_damage_per_shield_quality","","","",3,"","","","","","","","","","","","","","",1,-892704841,[],"","","",1,[],[]
13194,"intermediary_combined_cast_speed_+%","","","",1,"","","","","","","","","","","",1,"","","",-1333732982,[],"","","",1,[23],[]
13195,"quality_display_circle_of_power_is_gem","","","",4,"","","","","","","","","","","","","","",1,-1016983211,[],"","","",1,[],[]
13196,"quality_display_immortal_call_is_gem","","","",4,"","","","","","","","","","","","","","",1,-128379431,[],"","","",1,[],[]
13197,"quality_display_melee_splash_is_gem","","","",4,"","","","","","","","","","","","","","",1,1872613917,[],"","","",1,[],[]
13198,"quality_display_incinerate_is_gem_hit","","","",4,"","","","","","","","","","","","","","",1,27896351,[],"","","",1,[],[]
13199,"quality_display_incinerate_is_gem_ingite","","","",4,"","","","","","","","","","","","","","",1,-1818010353,[],"","","",1,[],[]
13200,"quality_display_active_skill_returning_damage_is_gem","","","",4,"","","","","","","","","","","","","","",1,2009130696,[],"","","",1,[],[]
13201,"quality_display_active_skill_ignite_damage_is_gem","","","",4,"","","","","","","","","","","","","","",1,1954009066,[],"","","",1,[],[]
13202,"quality_display_base_duration_is_quality","","","",4,"","","","","","","","","","","","","","",1,-1984315246,[],"","","",1,[],[]
13203,"quality_display_ice_crash_is_gem","","","",4,"","","","","","","","","","","","","","",1,1071789993,[],"","","",1,[],[]
13204,"quality_display_rune_paint_is_gem","","","",4,"","","","","","","","","","","","","","",1,-559616721,[],"","","",1,[],[]
13205,"quality_display_swiftbrand_is_gem","","","",4,"","","","","","","","","","","","","","",1,726944530,[],"","","",1,[],[]
13206,"quality_display_glacial_cascade_is_gem","","","",4,"","","","","","","","","","","","","","",1,1612813318,[],"","","",1,[],[]
13207,"active_skill_display_does_intensity_stuff","","","",4,"","","","","","","","","","","","","","","",-480368994,[],"","","",1,[],[]
13208,"heist_npc_display_huck_combat","","","",4,"","","","","","","","","","","","","","","",431882179,[],"","","",1,[],[]
13209,"heist_contract_alert_level_+%_final",1,"","",1,"","","","","","","","","","","","","","","",1147095411,[],"","","",1,[],[]
13210,"heist_npc_karst_alert_level_from_chests_+%_final",1,"","",1,"","","","","","","","","","","","","","","",-1043918734,[],"","","",1,[],[]
13211,"heist_npc_nenet_alert_level_+%_final",1,"","",1,"","","","","","","","","","","","","","","",-179010214,[],"","","",1,[],[]
13212,"heist_npc_vinderi_alert_level_+%_final",1,"","",1,"","","","","","","","","","","","","","","",1055900851,[],"","","",1,[],[]
13213,"heist_npc_tullina_alert_level_+%_final",1,"","",1,"","","","","","","","","","","","","","","",-1378469815,[],"","","",1,[],[]
13214,"blight_scout_tower_additional_minions_+","","","",3,"","","","","","","","","","","","","","","",-543914032,[],"","","",1,[],[]
13215,"skill_minion_explosion_life_%","","","",1,"","","","","","","","","","","","","","",1,1603485520,[],"","","",1,[],[]
13216,"display_heist_contract_lockdown_timer_+%","","","",1,"","","","","","","","","","","","","","","",-1510912928,[],"","","",1,[],[]
13217,"on_full_mana",1,"","",4,"","","","","","","","","","","","","","","",-773561285,[],"","","","",[],[]
13218,"full_mana_threshold",1,"","",3,"","","","","","","","","","","",1,"","","",1048126297,[],"","","",1,[0],[]
13219,"oil_arrow_fire_exposure_%","","","",3,"","","","","","","","","","","","","","","",1900838959,[],"","","",1,[],[]
13220,"oil_arrow_explosion_minimum_added_fire_damage","","","",3,"","","","","","","","","","","","","","",1,-735237206,[],"","","",1,[],[]
13221,"oil_arrow_explosion_maximum_added_fire_damage","","","",3,"","","","","","","","","","","","","","",1,-1594505948,[],"","","",1,[],[]
13222,"oil_arrow_explosion_base_damage_+permyriad","","","",1,"","","","","","","","","","","","","","",1,-307075271,[],"","","",1,[],[]
13223,"regenerate_x_life_over_1_second_on_skill_use_or_trigger","","","",3,"","","","","","","","","","","","","","","",-1524684749,[],"","","",1,[],[]
13224,"wet_time_does_not_tick",1,"","",4,"","","","","","","","","","","","","","","",-1499451356,[],"","","",1,[],[]
13225,"spell_has_trigger_from_crafted_item_mod","","","",3,"","","","","","","","","","","","","","",1,-1335597054,[],"",1,"",1,[],[]
13226,"herald_of_thunder_pvp_scaling_time_uses_bolt_frequency","","","",4,"","","","","","","","","","","","","","","",970360705,[],"","","",1,[],[]
13227,"warcry_grant_damage_+%_to_exerted_attacks","","","",1,"","","","","","","","","","","","","","",1,1661690209,[],"","","",1,[],[]
13228,"warcry_grant_knockback_%_to_exerted_attacks","","","",1,"","","","","","","","","","","","","","",1,-513010521,[],"","","",1,[],[]
13229,"warcry_grant_overwhelm_%_to_exerted_attacks","","","",1,"","","","","","","","","","","","","","",1,-235970144,[],"","","",1,[],[]
13230,"hydro_sphere_base_pulse_frequency_ms","","","",3,"","","","","","","","","","","","","","","",-1594641439,[],"","","",1,[],[]
13231,"hydro_sphere_pulse_frequency_+%","","","",1,"","","","","","","","","","","","","","","",1576096924,[],"","","",1,[],[]
13232,"fire_resonance","","","",3,"","","","","","","","","","","","","","","",-903969033,[],"","","",1,[],[]
13233,"cold_resonance","","","",3,"","","","","","","","","","","","","","","",-549205520,[],"","","",1,[],[]
13234,"lightning_resonance","","","",3,"","","","","","","","","","","","","","","",-1929733487,[],"","","",1,[],[]
13235,"virtual_lowest_resonance","","","",3,"","","","","","","","","","","",1,"","","",-1708084171,[],"","","",1,[0],[]
13236,"gain_resonance_of_majority_damage_on_hit_for_2_seconds","","","",4,"","","","","","","","","","","","","","",1,1122315608,[],"",1,"",1,[],[]
13237,"elemental_damage_+%_final_per_5_lowest_resonance","","","",1,"","","","","","","","","","","","","","",1,-1882279094,[],"",1,"",1,[],[]
13238,"elemental_damage_+%_final_from_5_lowest_resonance","","","",1,"","","","","","","","","","","",1,"","","",173713029,[],"","","",1,[11],[]
13239,"damage_penetrates_%_elemental_resistances_while_all_resonance_is_25","","","",1,"","","","","","","","","","","","","","","",372510295,[],"",1,"",1,[],[]
13240,"local_display_socketed_gems_supported_by_level_x_trinity","",1,"",3,"","","","","","","","","","","","","","","",-1396179307,[],"","","","",[],[]
13241,"gain_frenzy_charge_on_killing_blow_vs_enemies_with_5+_poisons_%","","","",1,"","","","","","","","","","","","","","",1,-852721322,[],"","","",1,[],[]
13242,"map_spawn_heist_smugglers_cache",1,"","",4,"","","","","","","","","","","","","","","",-1774546422,[],"","","",1,[],[]
13243,"display_sigil_of_power_stage_gain_delay","","","",4,"","","","","","","","","","","","","","",1,6678660,[],"","","",1,[],[]
13244,"increase_crit_chance_by_lowest_of_str_or_int","","","",4,"","","","","","","","","","","","","","","",118775457,[],"","","",1,[],[]
13245,"virtual_support_scion_onslaught_on_killing_blow_duration_ms","","","",3,"","","","","","","","","","","",1,"","",1,1114914816,[],"","","",1,"[18,33]",[]
13246,"support_scion_onslaught_on_unique_hit_duration_ms","","","",3,"","","","","","","","","","","",1,"","",1,2047989646,[],"","","",1,"[18,33]",[]
13247,"heist_player_experience_gain_+%","","","",1,"","","","","","","","","","","","","","","",1071678890,[],"","","",1,[],[]
13248,"exposure_you_inflict_applies_extra_%_to_affected_resistance","","","",1,"","","","","","","","","","","","","","","",-2112270332,[],"","","",1,[],[]
13249,"have_inflicted_exposure_recently","","","",4,"","","","","","","","","","","","","","","",-1405360792,[],"","","",1,[],[]
13250,"track_have_inflicted_exposure_recently","","","",4,"","","","","","","","","","","",1,"","","",1116181506,[],"","","",1,[36],[]
13251,"mana_regeneration_rate_per_minute_%_if_inflicted_exposure_recently","","","",1,"","","","","","","","","","","","","","","",852323883,[],"","","",1,[],[]
13252,"projectile_chain_from_terrain_chance_%","","","",1,"","","","","","","","","","","","","","","",-114760440,[],18,"","",1,[],[]
13253,"armour_+%_per_50_str","","","",1,"","","","","","","","","","","","","","","",-351204046,[],"","","",1,[],[]
13254,"revive_golems_if_killed_by_enemies_ms","","","",3,"","","","","","","","","","","","","","","",1967605094,[],"","","",1,[],[]
13255,"cold_ailments_effect_+%_final_if_hit_highest_cold","","","",1,"","","","","","","","","","","","","","","",-157659301,[],"","","",1,[],[]
13256,"lightning_ailments_effect_+%_final_if_hit_highest_lightning","","","",1,"","","","","","","","","","","","","","","",-584229219,[],"","","",1,[],[]
13257,"gain_accuracy_rating_equal_to_2_times_strength","","","",4,"","","","","","","","","","","","","","","",-1379784862,[],5,"","",1,[],[]
13258,"occultist_cold_damage_+%_final","","","",1,"","","","","","","","","","","","","","","",1770636900,[],1,"","",1,[],[]
13259,"occultist_chaos_damage_+%_final","","","",1,"","","","","","","","","","","","","","","",-249428917,[],1,"","",1,[],[]
13260,"hydrosphere_ailment_threshold","","","",3,"","","","","","","","","","","","","","","",-743725075,[],"","","",1,[],[]
13261,"attack_and_cast_speed_+%_while_all_resonance_is_at_least_25","","","",1,"","","","","","","","","","","","","","",1,2126269076,[],"",1,"",1,[],[]
13262,"base_convert_%_physical_damage_to_random_element","","","",1,"","","","","","","","","","","","","","","",1559584857,[],1,"","",1,[],[]
13263,"aegis_unique_shield_max_value_per_allocated_notable","","","",3,"","","","","","","","","","","","","","","",-545947458,[],"","","",1,[],[]
13264,"virtual_aegis_unique_shield_max_value",1,"","",3,"","","","","","","","","","","",1,"","",1,1318320256,[],"","","",1,[1],[]
