"rownum","Id","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Metadata","rid","NPCMasterKey","ShortName (English)","ShortName (French)","ShortName (German)","ShortName (Japanese)","ShortName (Korean)","ShortName (Portuguese)","ShortName (Russian)","ShortName (Spanish)","ShortName (Thai)","ShortName (Traditional Chinese)","i32","NPCAudios1","NPCAudios2","i32","row","Portrait","DialogueStyle","bool","rid","Gender","bool"
541,"Metadata/NPC/PyromaniacSpirit","Mysterious Voice","Voix mystérieuse","Mysteriöse Stimme","神秘的な声","수수께끼의 목소리","Voz Misteriosa","Загадочный голос","Voz misteriosa","เสียงลึกลับ","謎音","Metadata/NPC/NPC","","","Mysterious Voice","Voix mystérieuse","Mysteriöse Stimme","神秘的な声","수수께끼의 목소리","Voz Misteriosa","Загадочный голос","Voz misteriosa","เสียงลึกลับ","謎音",0,[],[],44071,"","","",1,"","",""
542,"Metadata/NPC/TemplarZealotSpirit","Mysterious Voice","Voix mystérieuse","Mysteriöse Stimme","神秘的な声","수수께끼의 목소리","Voz Misteriosa","Загадочный голос","Voz misteriosa","เสียงลึกลับ","謎音","Metadata/NPC/NPC","","","Mysterious Voice","Voix mystérieuse","Mysteriöse Stimme","神秘的な声","수수께끼의 목소리","Voz Misteriosa","Загадочный голос","Voz misteriosa","เสียงลึกลับ","謎音",0,[],[],30424,"","","",1,"","",""
543,"Metadata/NPC/Info/KalandraGlyph01","Ancient Etchings I","Gravures antiques I","Uralte Einritzungen I","古代の食刻 I","고대의 식각문 I","Gravuras Antigas I","Древние гравюры I","Grabados antiguos I","จารึกโบราณ 1","遠古畫板 I","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings I","Gravures antiques I","Uralte Einritzungen I","古代の食刻 I","고대의 식각문 I","Gravuras Antigas I","Древние гравюры I","Grabados antiguos I","จารึกโบราณ 1","遠古畫板 I",-1,[],[],15757,"","","",1,"","",""
544,"Metadata/NPC/Info/KalandraGlyph02","Ancient Etchings II","Gravures antiques II","Uralte Einritzungen II","古代の食刻 II","고대의 식각문 II","Gravuras Antigas II","Древние гравюры II","Grabados antiguos II","จารึกโบราณ 2","遠古畫板 II","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings II","Gravures antiques II","Uralte Einritzungen II","古代の食刻 II","고대의 식각문 II","Gravuras Antigas II","Древние гравюры II","Grabados antiguos II","จารึกโบราณ 2","遠古畫板 II",-1,[],[],23236,"","","",1,"","",""
545,"Metadata/NPC/Info/KalandraGlyph03","Ancient Etchings III","Gravures antiques III","Uralte Einritzungen III","古代の食刻 III","고대의 식각문 III","Gravuras Antigas III","Древние гравюры III","Grabados antiguos III","จารึกโบราณ 3","遠古畫板 III","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings III","Gravures antiques III","Uralte Einritzungen III","古代の食刻 III","고대의 식각문 III","Gravuras Antigas III","Древние гравюры III","Grabados antiguos III","จารึกโบราณ 3","遠古畫板 III",-1,[],[],62869,"","","",1,"","",""
546,"Metadata/NPC/Info/KalandraGlyph04","Ancient Etchings IV","Gravures antiques IV","Uralte Einritzungen IV","古代の食刻 IV","고대의 식각문 IV","Gravuras Antigas IV","Древние гравюры IV","Grabados antiguos IV","จารึกโบราณ 4","遠古畫板 IV","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings IV","Gravures antiques IV","Uralte Einritzungen IV","古代の食刻 IV","고대의 식각문 IV","Gravuras Antigas IV","Древние гравюры IV","Grabados antiguos IV","จารึกโบราณ 4","遠古畫板 IV",-1,[],[],63135,"","","",1,"","",""
547,"Metadata/NPC/Info/KalandraGlyph05","Ancient Etchings V","Gravures antiques V","Uralte Einritzungen V","古代の食刻 V","고대의 식각문 V","Gravuras Antigas V","Древние гравюры V","Grabados antiguos V","จารึกโบราณ 5","遠古畫板 V","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings V","Gravures antiques V","Uralte Einritzungen V","古代の食刻 V","고대의 식각문 V","Gravuras Antigas V","Древние гравюры V","Grabados antiguos V","จารึกโบราณ 5","遠古畫板 V",-1,[],[],52742,"","","",1,"","",""
548,"Metadata/NPC/Info/KalandraGlyph06","Ancient Etchings VI","Gravures antiques VI","Uralte Einritzungen VI","古代の食刻 VI","고대의 식각문 VI","Gravuras Antigas VI","Древние гравюры VI","Grabados antiguos VI","จารึกโบราณ 6","遠古畫板 VI","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings VI","Gravures antiques VI","Uralte Einritzungen VI","古代の食刻 VI","고대의 식각문 VI","Gravuras Antigas VI","Древние гравюры VI","Grabados antiguos VI","จารึกโบราณ 6","遠古畫板 VI",-1,[],[],27889,"","","",1,"","",""
549,"Metadata/NPC/Info/KalandraGlyph07","Ancient Etchings VII","Gravures antiques VII","Uralte Einritzungen VII","古代の食刻 VII","고대의 식각문 VII","Gravuras Antigas VII","Древние гравюры VII","Grabados antiguos VII","จารึกโบราณ 7","遠古畫板 VII","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings VII","Gravures antiques VII","Uralte Einritzungen VII","古代の食刻 VII","고대의 식각문 VII","Gravuras Antigas VII","Древние гравюры VII","Grabados antiguos VII","จารึกโบราณ 7","遠古畫板 VII",-1,[],[],45989,"","","",1,"","",""
550,"Metadata/NPC/Mel","Mel","Mel","Mel","メル","멜","Mel","Mel","Mel","เมล","梅爾","Metadata/NPC/NPC","","","","","","","","","","","","",0,[],[],6248,"","","",1,"","F",""
551,"Metadata/NPC/Epilogue/CadiroHideout","Cadiro Perandus","Cadiro Pérandus","Cadiro Perandus","カディーロ・ぺランダス","카디로 페란두스","Cadiro Perandus","Кадиро Перандус","Cadiro Perandus","คาดิโร เพแรนดัส","卡迪羅．普蘭德斯","Metadata/NPC/NPC","","","Cadiro","Cadiro","Cadiro","カディーロ","카디로","Cadiro","Кадиро","Cadiro","คาดิโร","卡迪羅",0,[155],[156],18729,"",24,1,"","","M",""
552,"Metadata/Monsters/Masters/SanctumNPC","Divinia","Divinia","Divinia","ディヴィニア","디비니아","Divinia","Дивиния","Divinia","ดีวีเนีย","狄薇妮雅","Metadata/NPC/NPC","","","Divinia","Divinia","Divinia","ディヴィニア","디비니아","Divinia","Дивиния","Divinia","ดีวีเนีย","狄薇妮雅",0,[],[],42607,"","","",1,"","F",""
553,"Metadata/NPC/League/Sanctum/SanctumNPCTown","Divinia","Divinia","Divinia","ディヴィニア","디비니아","Divinia","Дивиния","Divinia","ดีวีเนีย","狄薇妮雅","Metadata/NPC/NPC","","","Divinia","Divinia","Divinia","ディヴィニア","디비니아","Divinia","Дивиния","Divinia","ดีวีเนีย","狄薇妮雅",0,[157],[160],52175,"",23,5,1,"","F",""
554,"Metadata/NPC/League/Sanctum/SanctumNPCTownAct7","Divinia","Divinia","Divinia","ディヴィニア","디비니아","Divinia","Дивиния","Divinia","ดีวีเนีย","狄薇妮雅","Metadata/NPC/NPC","","","Divinia","Divinia","Divinia","ディヴィニア","디비니아","Divinia","Дивиния","Divinia","ดีวีเนีย","狄薇妮雅",0,[157],[160],61092,"",23,5,1,"","F",""
555,"Metadata/NPC/League/Sanctum/SanctumNPCMerchant","Divinia","Divinia","Divinia","ディヴィニア","디비니아","Divinia","Дивиния","Divinia","ดีวีเนีย","狄薇妮雅","Metadata/NPC/NPC","","","Divinia","Divinia","Divinia","ディヴィニア","디비니아","Divinia","Дивиния","Divinia","ดีวีเนีย","狄薇妮雅",0,[159],[162],47336,"",23,5,1,"","F",""
556,"Metadata/NPC/League/Sanctum/SanctumNPCAirlock","Divinia","Divinia","Divinia","ディヴィニア","디비니아","Divinia","Дивиния","Divinia","ดีวีเนีย","狄薇妮雅","Metadata/NPC/NPC","","","Divinia","Divinia","Divinia","ディヴィニア","디비니아","Divinia","Дивиния","Divinia","ดีวีเนีย","狄薇妮雅",0,[158],[161],46989,"",23,5,1,"","F",""
557,"Metadata/NPC/League/Sanctum/Lycia","Lycia","Lycia","Lycia","リシア","리키아","Lycia","Люция","Lycia","ไลเซีย","利希亞","Metadata/NPC/NPC","","","Lycia","Lycia","Lycia","リシア","리키아","Lycia","Люция","Lycia","ไลเซีย","利希亞",0,[],[],23356,"","","",1,"","F",""
558,"Metadata/Monsters/LeagueSanctum/Boss/LyciaBoss","Lycia, Unholy Heretic","Lycia, Hérétique impie","Lycia, Unheilige Häretikerin","不浄なる異端者、リシア","불경한 이단자 리키아","Lycia, Herege Profana","Люция, нечестивый еретик","Lycia, Hereje profana","ไลเซีย ผู้นอกรีตเปี่ยมอธรรม","邪惡異教徒．利希亞","Metadata/Monsters/LeagueSanctum/Boss/LyciaBoss","","","Lycia","Lycia","Lycia","リシア","리키아","Lycia","Люция","Lycia","ไลเซีย","利希亞",0,[],[],9717,"","","",1,"","F",""
559,"Metadata/Monsters/LeagueSanctum/Boss/Lycia2Boss","Lycia, Herald of the Scourge","Lycia, Héraut des Souillés","Lycia, Heroldin der Scourge","スカージの使者、リシア","스컬지의 전령 리키아","Lycia, Arauta do Castigo","Люция, вестник Роя","Lycia, Heraldo de la Calamidad","ไลเซีย ผู้นำสาส์นแห่งมิติอสูร","災魘先鋒．利希亞","Metadata/Monsters/LeagueSanctum/Boss/Lycia2Boss","","","Lycia","Lycia","Lycia","リシア","리키아","Lycia","Люция","Lycia","ไลเซีย","利希亞",0,[],[],26087,"","","",1,"","F",""
560,"Metadata/NPC/Info/LyciaGlyph01","Remembrance","Souvenir","Erinnerung","記憶","추모","Lembrança","Воспоминания","Rememoración","การรำลึก","紀念","Metadata/NPC/Info/StoryGlyphBase","","","Remembrance","Souvenir","Erinnerung","記憶","추모","Lembrança","Воспоминания","Rememoración","การรำลึก","紀念",0,[],[],32263,"","","",1,"","",""
561,"Metadata/NPC/Info/LyciaGlyph02","The Templars","Les Templiers","Die Templer","テンプラーについて","템플러","Os Templários","Жрецы","Los templarios","เทมพลาร์","聖宗","Metadata/NPC/Info/StoryGlyphBase","","","The Templars","Les Templiers","Die Templer","テンプラーについて","템플러","Os Templários","Жрецы","Los templarios","เทมพลาร์","聖宗",0,[],[],29322,"","","",1,"","",""
562,"Metadata/NPC/Info/LyciaGlyph03","Creations","Créations","Kreationen","創造物","창조","Criações","Творения","Creaciones","การสร้าง","創造物","Metadata/NPC/Info/StoryGlyphBase","","","Creations","Créations","Kreationen","創造物","창조","Criações","Творения","Creaciones","การสร้าง","創造物",0,[],[],38554,"","","",1,"","",""
563,"Metadata/NPC/Info/LyciaGlyph04","Capture","Capture","Beute","獲物の捕獲","수확","Captura","Захват","Captura","การจับ","捕獲","Metadata/NPC/Info/StoryGlyphBase","","","Capture","Capture","Beute","獲物の捕獲","수확","Captura","Захват","Captura","การจับ","捕獲",0,[],[],44489,"","","",1,"","",""
564,"Metadata/NPC/Info/LyciaGlyph05","Sustenance","Subsistance","Nahrung","創造物の栄養","자양분","Sustento","Пропитание","Alimento","การยังชีพ","寄託","Metadata/NPC/Info/StoryGlyphBase","","","Sustenance","Subsistance","Nahrung","創造物の栄養","자양분","Sustento","Пропитание","Alimento","การยังชีพ","寄託",0,[],[],40092,"","","",1,"","",""
565,"Metadata/NPC/Info/LyciaGlyph06","Immortality","Immortalité","Unsterblichkeit","不死とは","불멸","Imortalidade","Бессмертие","Inmortalidad","ความเป็นอมตะ","不朽","Metadata/NPC/Info/StoryGlyphBase","","","Immortality","Immortalité","Unsterblichkeit","不死とは","불멸","Imortalidade","Бессмертие","Inmortalidad","ความเป็นอมตะ","不朽",0,[],[],61018,"","","",1,"","",""
566,"Metadata/NPC/Info/LyciaGlyph07","Isolation","Isolement","Isolation","孤独について","고립","Isolamento","Отчуждение","Soledad","ความเดียวดาย","孤立","Metadata/NPC/Info/StoryGlyphBase","","","Isolation","Isolement","Isolation","孤独について","고립","Isolamento","Отчуждение","Soledad","ความเดียวดาย","孤立",0,[],[],52579,"","","",1,"","",""
567,"Metadata/NPC/Info/LyciaGlyph08","Beidat","Beidat","Beidat","ベイダット","베이다트","Beidat","Беидат","Beidat","เบย์แดท","貝達特","Metadata/NPC/Info/StoryGlyphBase","","","Beidat","Beidat","Beidat","ベイダット","베이다트","Beidat","Беидат","Beidat","เบย์แดท","貝達",0,[],[],11907,"","","",1,"","",""
568,"Metadata/NPC/Info/LyciaGlyph09","Forbidden Knowledge","Savoir interdit","Verbotenes Wissen","禁じられた知識","금지된 지식","Conhecimento Proibido","Запретные знания","Conocimiento prohibido","ความรู้ต้องห้าม","禁忌知識","Metadata/NPC/Info/StoryGlyphBase","","","Forbidden Knowledge","Savoir interdit","Verbotenes Wissen","禁じられた知識","금지된 지식","Conhecimento Proibido","Запретные знания","Conocimiento prohibido","ความรู้ต้องห้าม","禁忌知識",0,[],[],8489,"","","",1,"","",""
569,"Metadata/NPC/ChaosEntity","Chaos Entity","Entité du Chaos","Personifiziertes Chaos","混沌の存在","혼돈의 존재","Entidade do Caos","Сущность хаоса","Entidad de caos","รูปธรรมเคออส","混沌生物","","","","Chaos Entity","Entité du Chaos","Personifiziertes Chaos","混沌の存在","혼돈의 존재","Entidade do Caos","Сущность хаоса","Entidad de caos","รูปธรรมเคออส","混沌生物",0,[],[],64325,"","","",1,"","",""
570,"Metadata/NPC/Chieftain_Portal","Chieftain Ancestor","Ancêtre Chef de tribu","Ahnenhäuptling","先祖の族長","부족장 선조","Chefe Guerreiro Ancestral","Вождь предков","Ancestro líder tribal","บรรพชนหัวหน้าเผ่า","先祖酋長","Metadata/NPC/NPC","","","Chieftain","Chef de tribu","Häuptling","族長","부족장","Chefe Guerreiro","Вождь","Líder tribal","หัวหน้าเผ่า","酋長",0,[],[],56120,"","","",1,"","",""
571,"Metadata/Pet/Raccoon/Raccoon","","","","","","","","","","","Metadata/Pet/Raccoon/Raccoon","","","","","","","","","","","","",0,[],[],44288,"","","",1,"","",""
572,"Metadata/NPC/GoblinBand","","","","","","","","","","","","","","","","","","","","","","","",0,[],[],50177,"","","",1,"","",""
573,"Metadata/NPC/MoltenOne","The Molten One","L'Incandescent","Der Geschmolzene","溶かされし者","녹아내린 신","O Derretido","Расплавленный","El Fundido","ผู้หลอมละลาย","熔岩","","","","The Molten One","L'Incandescent","Der Geschmolzene","溶かされし者","녹아내린 신","O Derretido","Расплавленный","El Fundido","ผู้หลอมละลาย","熔岩",0,[],[],46910,"","","",1,"","",""
574,"Metadata/NPC/Info/MoltenOneGlyph01","The Redblade Caldera","La Caldeira des Rougelames","Die Rotklingen-Caldera","レッドブレードのカルデラ","적검단 칼데라","A Caldeira da Lâmina Vermelha","Кратер Красных сабель","La caldera Cuchilla roja","ปล่องภูเขาไฟเรดเบลด","紅刃火山口","Metadata/NPC/Info/Crucible_GlyphRegular","","","The Redblade Caldera","La Caldeira des Rougelames","Die Rotklingen-Caldera","レッドブレードのカルデラ","적검단 칼데라","A Caldeira da Lâmina Vermelha","Кратер Красных сабель","La caldera Cuchilla roja","ปล่องภูเขาไฟเรดเบลด","紅刃火山口",0,[],[],65097,"","","",1,"","",""
