"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement"
9470,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_4",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12776,-700433826,[],"",8376,"",[],[],"","","","","","","",[]
9471,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_5",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12776,-1641854067,[],"",8376,"",[],[],"","","","","","","",[]
9472,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_6",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12776,-1996300804,[],"",8376,"",[],[],"","","","","","","",[]
9473,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_7",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12776,164264982,[],"",8376,"",[],[],"","","","","","","",[]
9474,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_8",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12776,-1729716648,[],"",8376,"",[],[],"","","","","","","",[]
9475,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_1",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12777,-1894503627,[],"",8377,"",[],[],"","","","","","","",[]
9476,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_2",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12777,53650723,[],"",8377,"",[],[],"","","","","","","",[]
9477,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_3",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12777,-1464252846,[],"",8377,"",[],[],"","","","","","","",[]
9478,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_4",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12777,-1448958994,[],"",8377,"",[],[],"","","","","","","",[]
9479,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_5",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12777,454577472,[],"",8377,"",[],[],"","","","","","","",[]
9480,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_6",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12777,554246974,[],"",8377,"",[],[],"","","","","","","",[]
9481,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_7",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12777,-39636962,[],"",8377,"",[],[],"","","","","","","",[]
9482,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_8",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12777,-416413458,[],"",8377,"",[],[],"","","","","","","",[]
9483,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_1",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12778,37912037,[],"",8378,"",[],[],"","","","","","","",[]
9484,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_2",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12778,-1165712684,[],"",8378,"",[],[],"","","","","","","",[]
9485,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_3",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12778,1902892693,[],"",8378,"",[],[],"","","","","","","",[]
9486,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_4",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12778,-1029736996,[],"",8378,"",[],[],"","","","","","","",[]
9487,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_5",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12778,925320030,[],"",8378,"",[],[],"","","","","","","",[]
9488,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_6",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12778,-236377089,[],"",8378,"",[],[],"","","","","","","",[]
9489,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_7",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12778,-1789269812,[],"",8378,"",[],[],"","","","","","","",[]
9490,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_8",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12778,-1835222734,[],"",8378,"",[],[],"","","","","","","",[]
9491,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_1",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12780,-690732271,[],"",8379,"",[],[],"","","","","","","",[]
9492,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_2",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12780,-107984217,[],"",8379,"",[],[],"","","","","","","",[]
9493,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_3",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12780,-203865450,[],"",8379,"",[],[],"","","","","","","",[]
9494,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_4",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12780,-1155001437,[],"",8379,"",[],[],"","","","","","","",[]
9495,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_5",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12780,-584580122,[],"",8379,"",[],[],"","","","","","","",[]
9496,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_6",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12780,914567329,[],"",8379,"",[],[],"","","","","","","",[]
9497,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_7",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12780,592518356,[],"",8379,"",[],[],"","","","","","","",[]
9498,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_8",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12780,-1847625819,[],"",8379,"",[],[],"","","","","","","",[]
9499,"Metadata/Items/AtlasUpgrades/AtlasUpgradePrimordial1",59,1,1,"Ceremonial Voidstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2149,[],1,"",[],34,0,12781,912203882,[],"","","",[],[],"","","","","","","",[]
9500,"Metadata/Items/AtlasUpgrades/AtlasUpgradePrimordial2",59,1,1,"Decayed Voidstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2150,[],1,"",[],34,0,12782,-1694552586,[],"","","",[],[],"","","","","","","",[]
9501,"Metadata/Items/AtlasUpgrades/AtlasUpgradePrimordial3",59,1,1,"Grasping Voidstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2151,[],1,"",[],34,0,12783,422345387,[],"","","",[],[],"","","","","","","",[]
9502,"Metadata/Items/AtlasUpgrades/AtlasUpgradePrimordial4",59,1,1,"Omniscient Voidstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2152,[],1,"",[],34,0,12784,1346218064,[],"","","",[],[],"","","","","","","",[]
9503,"Metadata/Items/Metamorphosis/MetamorphosisBrain",60,1,1,"Metamorph Brain","Metadata/Items/Metamorphosis/MetamorphosisDNA",1,"",[],1,"",[],34,1,12766,904452783,[],"","","",[],[],"","","","","","","",[]
9504,"Metadata/Items/Metamorphosis/MetamorphosisEye",60,1,1,"Metamorph Eye","Metadata/Items/Metamorphosis/MetamorphosisDNA",1,"",[],1,"",[],34,1,12767,-558509225,[],"","","",[],[],"","","","","","","",[]
9505,"Metadata/Items/Metamorphosis/MetamorphosisLiver",60,1,1,"Metamorph Liver","Metadata/Items/Metamorphosis/MetamorphosisDNA",1,"",[],1,"",[],34,1,12768,-1764734344,[],"","","",[],[],"","","","","","","",[]
9506,"Metadata/Items/Metamorphosis/MetamorphosisLung",60,1,1,"Metamorph Lung","Metadata/Items/Metamorphosis/MetamorphosisDNA",1,"",[],1,"",[],34,1,12769,-757430415,[],"","","",[],[],"","","","","","","",[]
9507,"Metadata/Items/Metamorphosis/MetamorphosisHeart",60,1,1,"Metamorph Heart","Metadata/Items/Metamorphosis/MetamorphosisDNA",1,"",[],1,"",[],34,1,12770,427599842,[],"","","",[],[],"","","","","","","",[]
9508,"Metadata/Items/AtlasExiles/AddModToRareCrusader",30,1,1,"Crusader's Exalted Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],34,1,12771,1904644,[],"","","",[],[],"",1,"","","","","",[]
9509,"Metadata/Items/AtlasExiles/AddModToRareRedeemer",30,1,1,"Redeemer's Exalted Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],34,1,12772,-388244932,[],"","","",[],[],"",1,"","","","","",[]
9510,"Metadata/Items/AtlasExiles/AddModToRareHunter",30,1,1,"Hunter's Exalted Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],34,1,12773,578245771,[],"","","",[],[],"",1,"","","","","",[]
9511,"Metadata/Items/AtlasExiles/AddModToRareWarlord",30,1,1,"Warlord's Exalted Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],34,1,12774,1556597358,[],"","","",[],[],"",1,"","","","","",[]
9512,"Metadata/Items/AtlasExiles/ApplyInfluence",30,1,1,"Awakener's Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],34,1,12775,-114251136,[],"","","",[],[],"",1,"","","","","",[]
9513,"Metadata/Items/Weapons/OneHandWeapons/Daggers/EtherealBlade1",7,1,3,"Ethereal Blade","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractDagger",1,"",[],1,"",[33],34,0,12792,528204907,[],"","","",[],[],"","","","","","","",[]
9514,"Metadata/Items/Heist/HeistCoin",30,1,1,"Rogue's Marker","Metadata/Items/Currency/StackableCurrency",48,"",[],1,34,[643],34,1,12839,613685212,[],"","","",[],[],"","","","",1,"","",[]
9515,"Metadata/Items/Heist/HeistContractControlBlocks",65,1,1,"Contract: Bunker","Metadata/Items/Heist/HeistContract",48,"",[],1,"",[626],22,1,12896,-2022152256,[],"","","",[],[],"","","","","","","",[]
9516,"Metadata/Items/Heist/HeistContractMines",65,1,1,"Contract: Smuggler's Den","Metadata/Items/Heist/HeistContract",50,"",[],1,"",[626],22,1,12897,1337136312,[],"","","",[],[],"","","","","","","",[]
9517,"Metadata/Items/Heist/HeistContractDungeon",65,1,1,"Contract: Laboratory","Metadata/Items/Heist/HeistContract",60,"",[],1,"",[626],22,1,12898,1602775226,[],"","","",[],[],"","","","","","","",[]
9518,"Metadata/Items/Heist/HeistContractReliquary",65,1,1,"Contract: Repository","Metadata/Items/Heist/HeistContract",55,"",[],1,"",[626],22,1,12899,950255212,[],"","","",[],[],"","","","","","","",[]
9519,"Metadata/Items/Heist/HeistContractLibrary",65,1,1,"Contract: Prohibited Library","Metadata/Items/Heist/HeistContract",60,"",[],1,"",[626],22,1,12900,-15762783,[],"","","",[],[],"","","","","","","",[]
9520,"Metadata/Items/Heist/HeistContractRobotTunnels",65,1,1,"Contract: Tunnels","Metadata/Items/Heist/HeistContract",55,"",[],1,"",[626],22,1,12901,749741440,[],"","","",[],[],"","","","","","","",[]
9521,"Metadata/Items/Heist/HeistContractSewers",65,1,1,"Contract: Underbelly","Metadata/Items/Heist/HeistContract",48,"",[],1,"",[626],22,1,12902,1659377709,[],"","","",[],[],"","","","","","","",[]
9522,"Metadata/Items/Heist/HeistContractCourts",65,1,1,"Contract: Records Office","Metadata/Items/Heist/HeistContract",50,"",[],1,"",[626],22,1,12903,403583441,[],"","","",[],[],"","","","","","","",[]
9523,"Metadata/Items/Heist/HeistContractMansion",65,1,1,"Contract: Mansion","Metadata/Items/Heist/HeistContract",50,"",[],1,"",[626],22,1,12904,1861861855,[],"","","",[],[],"","","","","","","",[]
9524,"Metadata/Items/Heist/HeistBlueprintControlBlocks",70,1,1,"Blueprint: Bunker","Metadata/Items/Heist/HeistBlueprint",50,"",[],2,"",[665],22,1,12913,-675079705,[],"","","",[],[],"","","","","","","",[]
9525,"Metadata/Items/Heist/HeistBlueprintMines",70,1,1,"Blueprint: Smuggler's Den","Metadata/Items/Heist/HeistBlueprint",50,"",[],2,"",[665],22,1,12914,1529071515,[],"","","",[],[],"","","","","","","",[]
9526,"Metadata/Items/Heist/HeistBlueprintDungeon",70,1,1,"Blueprint: Laboratory","Metadata/Items/Heist/HeistBlueprint",60,"",[],2,"",[665],22,1,12915,1709175510,[],"","","",[],[],"","","","","","","",[]
9527,"Metadata/Items/Heist/HeistBlueprintReliquary",70,1,1,"Blueprint: Repository","Metadata/Items/Heist/HeistBlueprint",55,"",[],2,"",[665],22,1,12916,-47238618,[],"","","",[],[],"","","","","","","",[]
9528,"Metadata/Items/Heist/HeistBlueprintLibrary",70,1,1,"Blueprint: Prohibited Library","Metadata/Items/Heist/HeistBlueprint",60,"",[],2,"",[665],22,1,12917,-2082328669,[],"","","",[],[],"","","","","","","",[]
9529,"Metadata/Items/Heist/HeistBlueprintRobotTunnels",70,1,1,"Blueprint: Tunnels","Metadata/Items/Heist/HeistBlueprint",55,"",[],2,"",[665],22,1,12918,-318939768,[],"","","",[],[],"","","","","","","",[]
9530,"Metadata/Items/Heist/HeistBlueprintSewers",70,1,1,"Blueprint: Underbelly","Metadata/Items/Heist/HeistBlueprint",50,"",[],2,"",[665],22,1,12919,-2017072010,[],"","","",[],[],"","","","","","","",[]
9531,"Metadata/Items/Heist/HeistBlueprintCourts",70,1,1,"Blueprint: Records Office","Metadata/Items/Heist/HeistBlueprint",50,"",[],2,"",[665],22,1,12920,-2021492156,[],"","","",[],[],"","","","","","","",[]
9532,"Metadata/Items/Heist/HeistBlueprintMansion",70,1,1,"Blueprint: Mansion","Metadata/Items/Heist/HeistBlueprint",50,"",[],2,"",[665],22,1,12921,725505293,[],"","","",[],[],"","","","","","","",[]
9533,"Metadata/Items/Heist/HeistEquipmentWeaponTest",66,2,2,"[UNUSED] Heist Test Weapon","Metadata/Items/Heist/AbstractHeistEquipment",1,"",[],1,"",[],23,0,6725,1005245674,[],"","","",[],[],"","","","","","","",[]
9534,"Metadata/Items/Heist/HeistEquipmentToolTest",67,2,2,"[UNUSED] Heist Test Tool","Metadata/Items/Heist/AbstractHeistEquipment",1,"",[],1,"",[],23,0,9387,1523789054,[],"","","",[],[],"","","","","","","",[]
9535,"Metadata/Items/Heist/HeistEquipmentUtilityTest",68,2,2,"[UNUSED] Heist Test Utility Equipment","Metadata/Items/Heist/AbstractHeistEquipment",1,"",[],1,"",[],23,0,11809,-844146198,[],"","","",[],[],"","","","","","","",[]
9536,"Metadata/Items/Heist/HeistEquipmentRewardTest",69,1,1,"[UNUSED] Heist Test Reward Equipment","Metadata/Items/Heist/AbstractHeistEquipment",1,"",[],1,"",[],23,0,6835,-409359488,[],"","","",[],[],"","","","","","","",[]
9537,"Metadata/Items/Heist/QuestContracts/HeistContractTutorial",31,1,1,"Contract: Trial Run","Metadata/Items/QuestItems/AbstractQuestItem",45,"",[],1,"",[],34,0,12905,-1554406079,[],"","","",[],[],"","","","","","","",[]
9538,"Metadata/Items/Heist/QuestContracts/HeistContractQuestKarst1",31,1,1,"Contract: Stolen Lockpicks","Metadata/Items/QuestItems/AbstractQuestItem",48,"",[],1,"",[],34,0,12905,-117295149,[],"","","",[],[],"","","","","","","",[]
9539,"Metadata/Items/Heist/QuestContracts/HeistContractQuestKarst2",31,1,1,"Contract: Karst's Revenge","Metadata/Items/QuestItems/AbstractQuestItem",55,"",[],2,"",[],34,0,12905,640431252,[],"","","",[],[],"","","","","","","",[]
9540,"Metadata/Items/Heist/QuestContracts/HeistContractQuestKarst3",31,1,1,"Contract: Credit Where Credit's Due","Metadata/Items/QuestItems/AbstractQuestItem",68,"",[],2,"",[],34,0,12905,-24604159,[],"","","",[],[],"","","","","","","",[]
9541,"Metadata/Items/Heist/QuestContracts/HeistContractQuestTibbs1",31,1,1,"Contract: Finding Opal","Metadata/Items/QuestItems/AbstractQuestItem",48,"",[],2,"",[],34,0,12905,264373484,[],"","","",[],[],"","","","","","","",[]
9542,"Metadata/Items/Heist/QuestContracts/HeistContractQuestTibbs2",31,1,1,"Contract: Opal's Jewels","Metadata/Items/QuestItems/AbstractQuestItem",55,"",[],2,"",[],34,0,12905,183237461,[],"","","",[],[],"","","","","","","",[]
9543,"Metadata/Items/Heist/QuestContracts/HeistContractQuestHuck1",31,1,1,"Contract: Enoch's Whereabouts","Metadata/Items/QuestItems/AbstractQuestItem",55,"",[],2,"",[],34,0,12905,1054773602,[],"","","",[],[],"","","","","","","",[]
9544,"Metadata/Items/Heist/QuestContracts/HeistContractQuestHuck2",31,1,1,"Contract: Enoch's Remains","Metadata/Items/QuestItems/AbstractQuestItem",68,"",[],2,"",[],34,0,12905,-1636857398,[],"","","",[],[],"","","","","","","",[]
9545,"Metadata/Items/Heist/QuestContracts/HeistContractQuestVinderi1",31,1,1,"Contract: Grocery List","Metadata/Items/QuestItems/AbstractQuestItem",60,"",[],2,"",[],34,0,12905,-2032500676,[],"","","",[],[],"","","","","","","",[]
9546,"Metadata/Items/Heist/QuestContracts/HeistContractQuestVinderi2",31,1,1,"Contract: The Vinderi Bomb","Metadata/Items/QuestItems/AbstractQuestItem",78,"",[],2,"",[],34,0,12905,745899267,[],"","","",[],[],"","","","","","","",[]
9547,"Metadata/Items/Heist/QuestContracts/HeistContractQuestGianna1",31,1,1,"Contract: The Nameless Play","Metadata/Items/QuestItems/AbstractQuestItem",68,"",[],2,"",[],34,0,12905,1265367098,[],"","","",[],[],"","","","","","","",[]
9548,"Metadata/Items/Heist/QuestContracts/HeistContractQuestGianna2",31,1,1,"Contract: The Finest Costumes","Metadata/Items/QuestItems/AbstractQuestItem",80,"",[],2,"",[],34,0,12905,-588876298,[],"","","",[],[],"","","","","","","",[]
9549,"Metadata/Items/Heist/QuestContracts/HeistContractQuestTullina1",31,1,1,"Contract: The Wedding Dress","Metadata/Items/QuestItems/AbstractQuestItem",55,"",[],2,"",[],34,0,12905,1967416920,[],"","","",[],[],"","","","","","","",[]
9550,"Metadata/Items/Heist/QuestContracts/HeistContractQuestTullina2",31,1,1,"Contract: Disengagement","Metadata/Items/QuestItems/AbstractQuestItem",68,"",[],2,"",[],34,0,12905,587241630,[],"","","",[],[],"","","","","","","",[]
9551,"Metadata/Items/Heist/QuestContracts/HeistContractQuestNiles1",31,1,1,"Contract: Rational Tools","Metadata/Items/QuestItems/AbstractQuestItem",68,"",[],2,"",[],34,0,12905,1478365356,[],"","","",[],[],"","","","","","","",[]
9552,"Metadata/Items/Heist/QuestContracts/HeistContractQuestNiles2",31,1,1,"Contract: A Mundane Sample","Metadata/Items/QuestItems/AbstractQuestItem",75,"",[],2,"",[],34,0,12905,-1506374328,[],"","","",[],[],"","","","","","","",[]
9553,"Metadata/Items/Heist/QuestContracts/HeistContractQuestNenet1",31,1,1,"Contract: The Book of Jamanra","Metadata/Items/QuestItems/AbstractQuestItem",68,"",[],2,"",[],34,0,12905,1358885575,[],"","","",[],[],"","","","","","","",[]
9554,"Metadata/Items/Heist/QuestContracts/HeistContractQuestNenetRepeatable",65,1,1,"Forbidden Contract","Metadata/Items/Heist/HeistContract",81,"",[],2,"",[],34,1,12907,286923838,[],"","","",[],[],"","","","","","","",[]
9555,"Metadata/Items/Heist/QuestContracts/HeistContractQuestIsla1",31,1,1,"Contract: Isla's Prototypes","Metadata/Items/QuestItems/AbstractQuestItem",46,"",[],2,"",[],34,0,12905,880680967,[],"","","",[],[],"","","","","","","",[]
9556,"Metadata/Items/Heist/QuestContracts/HeistContractQuestIsla2",31,1,1,"Contract: Isla's Designs","Metadata/Items/QuestItems/AbstractQuestItem",55,"",[],2,"",[],34,0,12905,126778623,[],"","","",[],[],"","","","","","","",[]
9557,"Metadata/Items/Heist/QuestContracts/HeistContractQuestIslaRepeatable",65,1,1,"Preventative Contract","Metadata/Items/Heist/HeistContract",80,"",[],2,"",[],34,1,12906,1384293389,[],"","","",[],[],"","","","","","","",[]
9558,"Metadata/Items/Heist/QuestContracts/HeistContractQuestAdiyah1",31,1,1,"Contract: A Matter of Honour","Metadata/Items/QuestItems/AbstractQuestItem",60,"",[],2,"",[],34,0,12905,1276979872,[],"","","",[],[],"","","","","","","",[]
9559,"Metadata/Items/Heist/QuestContracts/HeistContractQuestAdiyah2",31,1,1,"Contract: Flying False Colours","Metadata/Items/QuestItems/AbstractQuestItem",75,"",[],2,"",[],34,0,12905,1342717531,[],"","","",[],[],"","","","","","","",[]
9560,"Metadata/Items/Heist/QuestContracts/HeistContractQuestAdiyahRepeatable",65,1,1,"Familial Contract","Metadata/Items/Heist/HeistContract",81,"",[],2,"",[],34,1,12908,1922172917,[],"","","",[],[],"","","","","","","",[]
9561,"Metadata/Items/Heist/QuestContracts/HeistContractQuestWhakano1",31,1,1,"Contract: Slaver's Revenge","Metadata/Items/QuestItems/AbstractQuestItem",60,"",[],2,"",[],34,0,12905,-491616499,[],"","","",[],[],"","","","","","","",[]
9562,"Metadata/Items/Heist/QuestContracts/HeistContractQuestWhakano2",31,1,1,"Contract: Follow the Paper Trail","Metadata/Items/QuestItems/AbstractQuestItem",75,"",[],2,"",[],34,0,12905,1641255457,[],"","","",[],[],"","","","","","","",[]
9563,"Metadata/Items/Heist/QuestContracts/HeistContractQuestWhakanoRepeatable",65,1,1,"Vigilante Contract","Metadata/Items/Heist/HeistContract",80,"",[],2,"",[],34,1,12910,154067290,[],"","","",[],[],"","","","","","","",[]
9564,"Metadata/Items/Heist/QuestContracts/HeistContractQuestFaustus1",31,1,1,"Contract: The Admiral's Records","Metadata/Items/QuestItems/AbstractQuestItem",60,"",[],2,"",[],34,0,12905,1698850819,[],"","","",[],[],"","","","","","","",[]
