"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText (English)","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect"," (English)"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","i32","i32","i32","i32","i32","bool","[rid]","i32","[rid]","bool"
3683,"atlas_legion_1_3_","Art/2DArt/SkillIcons/passives/AtlasTrees/LegionNotable1.dds",[13517],10,0,0,0,56604,"Monumental","Monumental","Monumental","記念碑","기념비","Monumental","Монументальный","Monumental","Monumental","紀念碑",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Monumental","Monumental","Monumental","記念碑","기념비","Monumental","Монументальный","Monumental","Monumental","紀念碑",32001,0,0,0,0,"",[17062],0,[],""
3684,"atlas_legion_2_1","Art/2DArt/SkillIcons/passives/AtlasTrees/LegionNode1.dds",[13734],6,0,0,0,55070,"Legion Sergeant Reward Chance","Chances de récompenses sur les Sergents de Légions","Chance auf Belohnungen von Legion-Unteroffizieren","リージョンの軍曹報酬確率","군단 병장 보상 확률","Chance de Recompensas em Sargentos de Legiões","Шанс награды с сержанта Легиона","Probabilidad de recompensa de sargento de Legion","กองพัน - โอกาสของรางวัลจากหัวหน้า","戰亂中士獎勵機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Legion Sergeant Rarity","Rareté sur les Sergents de Légions","Seltenheit von Legion-Unteroffizieren","リージョンの軍曹報酬確率","군단 병장 희귀도","Raridade de Sargentos de Legiões","Редкость предметов сержанта Легиона","Rareza de sargentos de Legion","กองพัน - ระดับความหายากของหัวหน้า","戰亂中士稀有度",51201,0,0,0,0,"",[17532],0,[],""
3685,"atlas_legion_2_2","Art/2DArt/SkillIcons/passives/AtlasTrees/LegionNode1.dds",[13517],4,0,0,0,62053,"Legion Monolith Chance","Chances de Monolithe de Légions","Chance auf Legion-Monolithen","リージョンの石柱出現確率","군단 기둥 확률","Chance de Monólito de Legiões","Шанс появления монолита Легиона","Probabilidad de monolito de Legion","กองพัน - โอกาสเสาหินกองพัน","戰亂石陣機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Legion Monolith Chance","Chances de Monolithe de Légions","Chance auf Legion-Monolithen","リージョンの石柱出現確率","군단 기둥 확률","Chance de Monólito de Legiões","Шанс появления монолита Легиона","Probabilidad de monolito de Legion","กองพัน - โอกาสเสาหินกองพัน","戰亂石陣機率",12801,0,0,0,0,"",[17062],0,[],""
3686,"atlas_legion_2_3","Art/2DArt/SkillIcons/passives/AtlasTrees/LegionNode1.dds",[13508],20,0,0,0,25676,"Legion Duration","Durée des Légions","Dauer von Legion","リージョン持続時間","군단 지속시간","Duração de Legiões","Длительность схватки с Легионами","Duración de Legion","กองพัน - ระยะเวลากองพัน","戰亂持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
3687,"atlas_legion_2_4","Art/2DArt/SkillIcons/passives/AtlasTrees/LegionNode1.dds","[13508,13734]",10,3,0,0,15023,"Legion Sergeant Reward Chance and Duration","Chances de récompenses sur les Sergents et Durée des Légions","Chance auf Belohnungen von Legion-Unteroffizieren und Dauer","リージョンの軍曹報酬確率および持続時間","군단 병장 보상 확률 및 지속시간","Chance de Recompensas em Sargentos de Legiões e Duração","Шанс награды с сержанта Легиона и длительность","Probabilidad de recompensa de sargento de Legion y duración","กองพัน - โอกาสของรางวัลจากหัวหน้าและระยะเวลากองพัน","戰亂中士獎勵機率和持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Legion Sergeant Rarity and Duration","Rareté sur les Sergents et Durée des Légions","Seltenheit von Legion-Unteroffizieren und Dauer","リージョンの軍曹レアリティおよび持続時間","군단 병장 희귀도 및 지속시간","Raridade de Sargentos de Legiões and Duration","Редкость предметов сержанта Легиона и длительность","Rareza y duración de sargentos de Legion","กองพัน - ระดับความหายากและระยะเวลาของหัวหน้า","戰亂中士稀有度和持續時間",2561,25600,0,0,0,"","[13508,17532]",0,[],""
3688,"atlas_legion_2_5_","Art/2DArt/SkillIcons/passives/AtlasTrees/LegionNotable5.dds","[13733,13734]",2,20,0,0,64252,"Chain of Command","Chaînes du commandement","Befehlskette","上意下達","지휘 계통","Cadeia de Comando","Субординация","Cadena de mando","Chain of Command","指揮鏈",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Chain of Command","Chaînes du commandement","Befehlskette","上意下達","지휘 계통","Cadeia de Comando","Субординация","Cadena de mando","Chain of Command","指揮鏈",513,0,0,0,0,"",[13733],0,[],""
3689,"atlas_legion_2_6","Art/2DArt/SkillIcons/passives/AtlasTrees/LegionNotable3.dds","[13508,13509]",40,50,0,0,9866,"Protracted Battle","Bataille prolongée","Langwieriger Kampf","長期戦","장기전","Batalha Prolongada","Затяжная битва","Batalla prolongada","Protracted Battle","拖延戰",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
3690,"atlas_legion_3_1","Art/2DArt/SkillIcons/passives/AtlasTrees/LegionNode1.dds",[13517],4,0,0,0,33039,"Legion Monolith Chance","Chances de Monolithe de Légions","Chance auf Legion-Monolithen","リージョンの石柱出現確率","군단 기둥 확률","Chance de Monólito de Legiões","Шанс появления монолита Легиона","Probabilidad de monolito de Legion","กองพัน - โอกาสเสาหินกองพัน","戰亂石陣機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Legion Monolith Chance","Chances de Monolithe de Légions","Chance auf Legion-Monolithen","リージョンの石柱出現確率","군단 기둥 확률","Chance de Monólito de Legiões","Шанс появления монолита Легиона","Probabilidad de monolito de Legion","กองพัน - โอกาสเสาหินกองพัน","戰亂石陣機率",12801,0,0,0,0,"",[17062],0,[],""
3691,"atlas_legion_3_2","Art/2DArt/SkillIcons/passives/AtlasTrees/LegionNode1.dds",[13534],90,0,0,0,59124,"Karui Legion Chance","Chances de Légion des Karuis","Chance auf Legion der Karui","カルイのリージョン出現確率","카루이 군단 확률","Chance de Legião Karui","Шанс появления легиона Каруи","Probabilidad de Legión Karui","กองพัน - โอกาสกองพันคารุย","卡魯戰亂機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","卡魯戰亂機率",0,2560,0,0,0,"",[],0,[],""
3692,"atlas_legion_3_3","Art/2DArt/SkillIcons/passives/AtlasTrees/LegionNode1.dds",[13535],90,0,0,0,45427,"Eternal Legion Chance","Chances de Légion des Éternels","Chance auf Legion des Ewigen Kaiserreichs","エターナルのリージョン出現確率","영원의 군단 확률","Chance de Legião Eterna","Шанс появления Вечного легиона","Probabilidad de Legión Eterna","กองพัน - โอกาสกองพันนิรันดร์","不朽戰亂機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","不朽戰亂機率",0,2560,0,0,0,"",[],0,[],""
3693,"atlas_legion_3_4","Art/2DArt/SkillIcons/passives/AtlasTrees/LegionNode1.dds",[13536],75,0,0,0,17562,"Vaal Legion Chance","Chances de Légion des Vaal","Chance auf Legion der Vaal","ヴァールのリージョン出現確率","바알 군단 확률","Chance de Legião Vaal","Шанс появления легиона ваал","Probabilidad de Legión Vaal","กองพัน - โอกาสกองพันวาล์","瓦爾戰亂機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","瓦爾戰亂機率",0,2560,0,0,0,"",[],0,[],""
3694,"atlas_legion_3_5","Art/2DArt/SkillIcons/passives/AtlasTrees/LegionNode1.dds",[13537],60,0,0,0,32868,"Templar Legion Chance","Chances de Légion des Templiers","Chance auf Legion der Templer","テンプラーのリージョン出現確率","템플러 군단 확률","Chance de Legião Templário","Шанс появления легиона храмовников","Probabilidad de Legión Templaria","กองพัน - โอกาสกองพันเทมพลาร์","聖宗戰亂機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","聖宗戰亂機率",0,2560,0,0,0,"",[],0,[],""
3695,"atlas_legion_3_6","Art/2DArt/SkillIcons/passives/AtlasTrees/LegionNode1.dds",[13538],55,0,0,0,58918,"Maraketh Legion Chance","Chances de Légion des Marakeths","Chance auf Legion der Maraketh","マラケスのリージョン出現確率","마라케스 군단 확률","Chance de Legião Maraketh","Шанс появления легиона маракетов","Probabilidad de Legión Maraketh","กองพัน - โอกาสกองพันมาราเค็ท","馬拉克斯戰亂機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","馬拉克斯戰亂機率",0,2560,0,0,0,"",[],0,[],""
3696,"atlas_legion_3_7","Art/2DArt/SkillIcons/passives/AtlasTrees/LegionNotable1.dds",[13517],10,0,0,0,33809,"Constant Battle","Bataille perpétuelle","Ewiger Kampf","不変の戦い","지속적인 전투","Batalha Constante","Непрерывная битва","Batalla constante","Constant Battle","恆戰",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","Chances de Monolithe de Légions","Chance auf Legion-Monolithen","リージョンの石柱出現確率","","","","Probabilidad de monolito de Legion","กองพัน - โอกาสเสาหินกองพัน","戰亂石陣機率",32001,0,0,0,0,"",[17062],0,[],""
3697,"atlas_legion_4_2","Art/2DArt/SkillIcons/passives/AtlasTrees/LegionNode1.dds",[13517],4,0,0,0,13478,"Legion Monolith Chance","Chances de Monolithe de Légions","Chance auf Legion-Monolithen","リージョンの石柱出現確率","군단 기둥 확률","Chance de Monólito de Legiões","Шанс появления монолита Легиона","Probabilidad de monolito de Legion","กองพัน - โอกาสเสาหินกองพัน","戰亂石陣機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Legion Monolith Chance","Chances de Monolithe de Légions","Chance auf Legion-Monolithen","リージョンの石柱出現確率","군단 기둥 확률","Chance de Monólito de Legiões","Шанс появления монолита Легиона","Probabilidad de monolito de Legion","กองพัน - โอกาสเสาหินกองพัน","戰亂石陣機率",12801,0,0,0,0,"",[17062],0,[],""
3698,"atlas_legion_4_3","Art/2DArt/SkillIcons/passives/AtlasTrees/LegionNode1.dds",[13505],20,0,0,0,22086,"Legion General Chance","Chances de Général de Légions","Chance auf Legion-Generäle","リージョン将軍出現確率","군단 장군 확률","Chance de Generais em Legiões","Шанс появления генерала Легиона","Probabilidad de general de Legion","กองพัน - โอกาสนายพล","戰亂將軍機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
3699,"atlas_legion_4_4","Art/2DArt/SkillIcons/passives/AtlasTrees/LegionNode1.dds",[15898],5,0,0,0,7805,"Legion Duplicate Splinter Chance","Chances de dupliquer les Esquilles intemporelles de Légion","Chance auf duplizierte Legion-Splitter","リージョン破片複製確率","군단 복제 파편 확률","Chance de Fragmentos Duplicados em Legiões","Шанс удвоения осколков Легиона","Probabilidad de fragmentos duplicados de Legion","กองพัน - โอกาสสร้างซ้ำชิ้นส่วน","戰亂複製裂片機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Legion Duplicate Splinter Chance","Chances de dupliquer les Esquilles intemporelles de Légions","Chance auf duplizierte Legion-Splitter","リージョン破片複製確率","군단 복제 파편 확률","Chance de Fragmentos Duplicados em Legiões","Шанс удвоения осколков Легиона","Probabilidad de fragmentos duplicados de Legion","กองพัน - โอกาสสร้างซ้ำชิ้นส่วน","戰亂複製裂片機率",1281,0,0,0,0,"",[15898],0,[],""
3700,"atlas_legion_4_5","Art/2DArt/SkillIcons/passives/AtlasTrees/LegionNode1.dds",[15898],5,0,0,0,62316,"Legion Duplicate Splinter Chance","Chances de dupliquer les Esquilles intemporelles de Légions","Chance auf duplizierte Legion-Splitter","リージョン破片複製確率","군단 복제 파편 확률","Chance de Fragmentos Duplicados em Legiões","Шанс удвоения осколков Легиона","Probabilidad de fragmentos duplicados de Legion","กองพัน - โอกาสสร้างซ้ำชิ้นส่วน","戰亂複製裂片機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Legion Duplicate Splinter Chance","Chances de dupliquer les Esquilles intemporelles de Légions","Chance auf duplizierte Legion-Splitter","リージョン破片複製確率","군단 복제 파편 확률","Chance de Fragmentos Duplicados em Legiões","Шанс удвоения осколков Легиона","Probabilidad de fragmentos duplicados de Legion","กองพัน - โอกาสสร้างซ้ำชิ้นส่วน","戰亂複製裂片機率",1281,0,0,0,0,"",[15898],0,[],""
3701,"atlas_legion_4_6","Art/2DArt/SkillIcons/passives/AtlasTrees/LegionNode1.dds",[13505],20,0,0,0,64758,"Legion General Chance","Chances de Général de Légions","Chance auf Legion-Generäle","リージョン将軍出現確率","군단 장군 확률","Chance de Generais em Legiões","Шанс появления генерала Легиона","Probabilidad de general de Legion","กองพัน - โอกาสนายพล","戰亂將軍機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
