"rownum","Wordlist","Text","SpawnWeight_Tags","SpawnWeight_Values","i32","Text2 (English)","Text2 (French)","Text2 (German)","Text2 (Japanese)","Text2 (Korean)","Text2 (Portuguese)","Text2 (Russian)","Text2 (Spanish)","Text2 (Thai)","Text2 (Traditional Chinese)","Inflection (English)","Inflection (French)","Inflection (German)","Inflection (Japanese)","Inflection (Korean)","Inflection (Portuguese)","Inflection (Russian)","Inflection (Spanish)","Inflection (Thai)","Inflection (Traditional Chinese)"
2524,5," the Foaming","[55,0]","[1000,0]",1023300036," the Foaming","<if:MS>{, l'Écumant}<elif:FS>{, l'Écumante}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Écumant}<elif:FP>{, l'Écumante}<elif:NP>{NONEXISTENT}","<if:MS>{ der Schäumende}<elif:FS>{ die Schäumende}<elif:NS>{ das Schäumende}<elif:MP>{ die Schäumenden}<elif:FP>{ die Schäumenden}<elif:NP>{ die Schäumenden}","泡立つ者、"," 거품 내는 자","<if:MS>{ o Espumante}<elif:FS>{ a Espumante}<elif:NS>{ o Espumante}<elif:MP>{ os Espumantes}<elif:FP>{ as Espumantes}<elif:NP>{ os Espumantes}","шкворчун","<if:MS>{ el Espumoso}<elif:FS>{ la Espumosa}<elif:MP>{ los Espumosos}<elif:FP>{ las Espumosas}"," the Foaming"," 泡影之靈","","","","","","","","","",""
2525,5," the Forsaken","[56,53,73,51,52,139,0]","[1000,1000,1000,1000,1000,1000,0]",-1100841706," the Forsaken","<if:MS>{, le Réprouvé}<elif:FS>{, la Réprouvée}<elif:NS>{NONEXISTENT}<elif:MP>{, le Réprouvé}<elif:FP>{, la Réprouvée}<elif:NP>{NONEXISTENT}","<if:MS>{ der Verlassene}<elif:FS>{ die Verlassene}<elif:NS>{ das Verlassene}<elif:MP>{ die Verlassenen}<elif:FP>{ die Verlassenen}<elif:NP>{ die Verlassenen}","見捨てられし者、"," 버림받은 자","<if:MS>{ o Desamparado}<elif:FS>{ a Desamparada}<elif:NS>{ o Desamparado}<elif:MP>{ os Desamparados}<elif:FP>{ as Desamparadas}<elif:NP>{ os Desamparados}","пария","<if:MS>{ el Abandonado}<elif:FS>{ la Abandonada}<elif:MP>{ los Abandonados}<elif:FP>{ las Abandonadas}"," the Forsaken"," 遺忘之靈","","","","","","","","","",""
2526,5," the Foul","[49,56,53,73,51,50,76,75,52,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-276925816," the Foul","<if:MS>{, l'Ignoble}<elif:FS>{, l'Ignoble}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Ignoble}<elif:FP>{, l'Ignoble}<elif:NP>{NONEXISTENT}","<if:MS>{ der Faulige}<elif:FS>{ die Faulige}<elif:NS>{ das Faulige}<elif:MP>{ die Fauligen}<elif:FP>{ die Fauligen}<elif:NP>{ die Fauligen}","禁忌、"," 지저분한 자","<if:MS>{ o Sujo}<elif:FS>{ a Suja}<elif:NS>{ o Sujo}<elif:MP>{ os Sujos}<elif:FP>{ as Sujas}<elif:NP>{ os Sujos}","дрянь","<if:MS>{ el Pestilente}<elif:FS>{ la Pestilente}<elif:MP>{ los Pestilentes}<elif:FP>{ las Pestilentes}"," the Foul"," 敗壞之靈","","","","","","","","","",""
2527,5," the Furious","[48,49,56,74,54,72,50,55,139,138,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",915197413," the Furious","<if:MS>{, le Furieux}<elif:FS>{, la Furieuse}<elif:NS>{NONEXISTENT}<elif:MP>{, le Furieux}<elif:FP>{, la Furieuse}<elif:NP>{NONEXISTENT}","<if:MS>{ der Rasende}<elif:FS>{ die Rasende}<elif:NS>{ das Rasende}<elif:MP>{ die Rasenden}<elif:FP>{ die Rasenden}<elif:NP>{ die Rasenden}","激昂せし者、"," 분개한 자","<if:MS>{ o Furioso}<elif:FS>{ a Furiosa}<elif:NS>{ o Furioso}<elif:MP>{ os Furiosos}<elif:FP>{ as Furiosas}<elif:NP>{ os Furiosos}","буян","<if:MS>{ el Furioso}<elif:FS>{ la Furiosa}<elif:MP>{ los Furiosos}<elif:FP>{ las Furiosas}"," the Furious"," 憤怒之靈","","","","","","","","","",""
2528,5," the Furry","[49,72,0]","[1000,1000,0]",589820333," the Furry","<if:MS>{, le Poilu}<elif:FS>{, la Poilue}<elif:NS>{NONEXISTENT}<elif:MP>{, le Poilu}<elif:FP>{, la Poilue}<elif:NP>{NONEXISTENT}","<if:MS>{ der Haarige}<elif:FS>{ die Haarige}<elif:NS>{ das Haarige}<elif:MP>{ die Haarigen}<elif:FP>{ die Haarigen}<elif:NP>{ die Haarigen}","半獣、"," 털로 덮인 자","<if:MS>{ o Peludo}<elif:FS>{ a Peluda}<elif:NS>{ o Peludo}<elif:MP>{ os Peludos}<elif:FP>{ as Peludas}<elif:NP>{ os Peludos}","бородач","<if:MS>{ el Peludo}<elif:FS>{ la Peluda}<elif:MP>{ los Peludos}<elif:FP>{ las Peludas}"," the Furry"," 叢生之靈","","","","","","","","","",""
2529,5," the Ghastly","[56,53,73,51,76,52,0]","[1000,1000,1000,1000,1000,1000,0]",1380930028," the Ghastly","<if:MS>{, l'Effroyable}<elif:FS>{, l'Effroyable}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Effroyable}<elif:FP>{, l'Effroyable}<elif:NP>{NONEXISTENT}","<if:MS>{ der Grässliche}<elif:FS>{ die Grässliche}<elif:NS>{ das Grässliche}<elif:MP>{ die Grässlichen}<elif:FP>{ die Grässlichen}<elif:NP>{ die Grässlichen}","怪異、"," 무시무시한 자","<if:MS>{ o Medonho}<elif:FS>{ a Medonha}<elif:NS>{ o Medonho}<elif:MP>{ os Medonhos}<elif:FP>{ as Medonhas}<elif:NP>{ os Medonhos}","погань","<if:MS>{ el Horroroso}<elif:FS>{ la Horrorosa}<elif:MP>{ los Horrorosos}<elif:FP>{ las Horrorosas}"," the Ghastly"," 惡域之靈","","","","","","","","","",""
2530,5," the Gilded","[74,0]","[1000,0]",-2102380952," the Gilded","<if:MS>{, le Flavescent}<elif:FS>{, la Flavescente}<elif:NS>{NONEXISTENT}<elif:MP>{, le Flavescent}<elif:FP>{, la Flavescente}<elif:NP>{NONEXISTENT}","<if:MS>{ der Güldene}<elif:FS>{ die Güldene}<elif:NS>{ das Güldene}<elif:MP>{ die Güldenen}<elif:FP>{ die Güldenen}<elif:NP>{ die Güldenen}","輝く者、"," 도금된 자","<if:MS>{ o Dourado}<elif:FS>{ a Dourada}<elif:NS>{ o Dourado}<elif:MP>{ os Dourados}<elif:FP>{ as Douradas}<elif:NP>{ os Dourados}","идол","<if:MS>{ el Dorado}<elif:FS>{ la Dorada}<elif:MP>{ los Dorados}<elif:FP>{ las Doradas}"," the Gilded"," 亮麗之靈","","","","","","","","","",""
2531,5," the Glistening","[76,55,75,140,0]","[1000,1000,1000,1000,0]",-1175914845," the Glistening","<if:MS>{, le Chatoyant}<elif:FS>{, la Chatoyante}<elif:NS>{NONEXISTENT}<elif:MP>{, le Chatoyant}<elif:FP>{, la Chatoyante}<elif:NP>{NONEXISTENT}","<if:MS>{ der Funkelnde}<elif:FS>{ die Funkelnde}<elif:NS>{ das Funkelnde}<elif:MP>{ die Funkelnden}<elif:FP>{ die Funkelnden}<elif:NP>{ die Funkelnden}","煌く者、"," 반짝이는 자","<if:MS>{ o Reluzente}<elif:FS>{ a Reluzente}<elif:NS>{ o Reluzente}<elif:MP>{ os Reluzentes}<elif:FP>{ as Reluzentes}<elif:NP>{ os Reluzentes}","переливец","<if:MS>{ el Reluciente}<elif:FS>{ la Reluciente}<elif:MP>{ los Relucientes}<elif:FP>{ las Relucientes}"," the Glistening"," 閃耀之靈","","","","","","","","","",""
2532,5," the Glorious","[223,0]","[1000,0]",1667780096," the Glorious","<if:MS>{, le Splendide}<elif:FS>{, la Splendide}<elif:NS>{NONEXISTENT}<elif:MP>{, le Splendide}<elif:FP>{, la Splendide}<elif:NP>{NONEXISTENT}","<if:MS>{ der Glorreiche}<elif:FS>{ die Glorreiche}<elif:NS>{ das Glorreiche}<elif:MP>{ die Glorreichen}<elif:FP>{ die Glorreichen}<elif:NP>{ die Glorreichen}","壮麗なる者、"," 영예로운 자","<if:MS>{ o Glorioso}<elif:FS>{ a Gloriosa}<elif:NS>{ o Glorioso}<elif:MP>{ os Gloriosos}<elif:FP>{ as Gloriosas}<elif:NP>{ os Gloriosos}","чудо","<if:MS>{ el Glorioso}<elif:FS>{ la Gloriosa}<elif:MP>{ los Gloriosos}<elif:FP>{ las Gloriosas}"," the Glorious","光輝之靈","","","","","","","","","",""
2533,5," the Grotesque","[48,56,51,76,75,52,140,0]","[1000,1000,1000,1000,1000,1000,1000,0]",-1453234714," the Grotesque","<if:MS>{, le Grotesque}<elif:FS>{, la Grotesque}<elif:NS>{NONEXISTENT}<elif:MP>{, le Grotesque}<elif:FP>{, la Grotesque}<elif:NP>{NONEXISTENT}","<if:MS>{ der Groteske}<elif:FS>{ die Groteske}<elif:NS>{ das Groteske}<elif:MP>{ die Grotesken}<elif:FP>{ die Grotesken}<elif:NP>{ die Grotesken}","怪奇、"," 기이한 자","<if:MS>{ o Grotesco}<elif:FS>{ a Grotesca}<elif:NS>{ o Grotesco}<elif:MP>{ os Grotescos}<elif:FP>{ as Grotescas}<elif:NP>{ os Grotescos}","исчадие","<if:MS>{ el Grotesco}<elif:FS>{ la Grotesca}<elif:MP>{ los Grotescos}<elif:FP>{ las Grotescas}"," the Grotesque"," 異象之靈","","","","","","","","","",""
2534,5," the Groveling Servant","[223,224,0]","[1000,1000,0]",1282868667," the Groveling Servant","<if:MS>{, le Serviteur rampant}<elif:FS>{, la Servante rampante}<elif:NS>{NONEXISTENT}<elif:MP>{, le Serviteur rampant}<elif:FP>{, la Servante rampante}<elif:NP>{NONEXISTENT}","<if:MS>{ der Kriechdiener}<elif:FS>{ die Kriechdienerin}<elif:NS>{ das Kriechdienende}<elif:MP>{ die Kriechdiener}<elif:FP>{ die Kriechdienerinnen}<elif:NP>{ die Kriechdienenden}","卑屈な従者、"," 비굴한 하인","<if:MS>{ o Servo Rastejante}<elif:FS>{ a Serva Rastejante}<elif:NS>{ o Servo Rastejante}<elif:MP>{ os Servos Rastejantes}<elif:FP>{ as Servas Rastejantes}<elif:NP>{ os Servos Rastejantes}","низкопоклонный слуга","<if:MS>{ el Sirviente Rastrero}<elif:FS>{ la Sirvienta Rastrera}<elif:MP>{ los Sirvientes Rastreros}<elif:FP>{ las Sirvientas Rastreras}"," the Groveling Servant","社畜之靈","","","","","","","","","",""
2535,5," the Guardian","[223,74,54,55,138,0]","[1000,1000,1000,1000,1000,0]",-470510543," the Guardian","<if:MS>{, le Gardien}<elif:FS>{, la Gardienne}<elif:NS>{NONEXISTENT}<elif:MP>{, le Gardien}<elif:FP>{, la Gardienne}<elif:NP>{NONEXISTENT}","<if:MS>{ der Wächter}<elif:FS>{ die Wächterin}<elif:NS>{ das Wachende}<elif:MP>{ die Wächter}<elif:FP>{ die Wächterinnen}<elif:NP>{ die Wachenden}","守護者、"," 수호자","<if:MS>{ o Guardião}<elif:FS>{ a Guardiã}<elif:NS>{ o Guardião}<elif:MP>{ os Guardiões}<elif:FP>{ as Guardiãs}<elif:NP>{ os Guardiões}","охранник","<if:MS>{ el Guardián}<elif:FS>{ la Guardiana}<elif:MP>{ los Guardianes}<elif:FP>{ las Guardianas}"," the Guardian"," 護衛之靈","","","","","","","","","",""
2536,5," the Haggard","[48,49,72,138,0]","[1000,1000,1000,1000,0]",-837219661," the Haggard","<if:MS>{, l'Exténué}<elif:FS>{, l'Exténuée}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Exténué}<elif:FP>{, l'Exténuée}<elif:NP>{NONEXISTENT}","<if:MS>{ der Hagere}<elif:FS>{ die Hagere}<elif:NS>{ das Hagere}<elif:MP>{ die Hageren}<elif:FP>{ die Hageren}<elif:NP>{ die Hageren}","野鷹、"," 초췌한 자","<if:MS>{ o Desfigurado}<elif:FS>{ a Desfigurada}<elif:NS>{ o Desfigurado}<elif:MP>{ os Desfigurados}<elif:FP>{ as Desfiguradas}<elif:NP>{ os Desfigurados}","жердяй","<if:MS>{ el Demacrado}<elif:FS>{ la Demacrada}<elif:MP>{ los Demacrados}<elif:FP>{ las Demacradas}"," the Haggard"," 野性之靈","","","","","","","","","",""
2537,5," the Harrying","[49,74,54,72,50,75,138,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,0]",-627777243," the Harrying","<if:MS>{, le Persécuteur}<elif:FS>{, la Persécutrice}<elif:NS>{NONEXISTENT}<elif:MP>{, le Persécuteur}<elif:FP>{, la Persécutrice}<elif:NP>{NONEXISTENT}","<if:MS>{ der Verwüster}<elif:FS>{ die Verwüsterin}<elif:NS>{ das Verwüstende}<elif:MP>{ die Verwüster}<elif:FP>{ die Verwüsterinnen}<elif:NP>{ die Verwüstenden}","揺さぶる者、"," 약탈하는 자","<if:MS>{ o Saqueador}<elif:FS>{ a Saqueadora}<elif:NS>{ o Saqueador}<elif:MP>{ os Saqueadores}<elif:FP>{ as Saqueadoras}<elif:NP>{ os Saqueadores}","разоритель","<if:MS>{ el Hostigador}<elif:FS>{ la Hostigadora}<elif:MP>{ los Hostigadores}<elif:FP>{ las Hostigadoras}"," the Harrying"," 侵擾之靈","","","","","","","","","",""
2538,5," the Hateful","[48,56,53,73,51,55,52,139,138,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-1887343357," the Hateful","<if:MS>{, le Haineux}<elif:FS>{, la Haineuse}<elif:NS>{NONEXISTENT}<elif:MP>{, le Haineux}<elif:FP>{, la Haineuse}<elif:NP>{NONEXISTENT}","<if:MS>{ der Abscheuliche}<elif:FS>{ die Abscheuliche}<elif:NS>{ das Abscheuliche}<elif:MP>{ die Abscheulichen}<elif:FP>{ die Abscheulichen}<elif:NP>{ die Abscheulichen}","憎悪、"," 증오에 찬 자","<if:MS>{ o Odioso}<elif:FS>{ a Odiosa}<elif:NS>{ o Odioso}<elif:MP>{ os Odiosos}<elif:FP>{ as Odiosas}<elif:NP>{ os Odiosos}","ненавистник","<if:MS>{ el Odioso}<elif:FS>{ la Odiosa}<elif:MP>{ los Odiosos}<elif:FP>{ las Odiosas}"," the Hateful"," 憎恨之靈","","","","","","","","","",""
2539,5," the Heretic","[224,0]","[1000,0]",672735116," the Heretic","<if:MS>{, l'Hérétique}<elif:FS>{, l'Hérétique}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Hérétique}<elif:FP>{, l'Hérétique}<elif:NP>{NONEXISTENT}","<if:MS>{ der Ketzer}<elif:FS>{ die Ketzerin}<elif:NS>{ das Ketzerische}<elif:MP>{ die Ketzer}<elif:FP>{ die Ketzerinnen}<elif:NP>{ die Ketzerischen}","異端者、"," 이단자","<if:MS>{ o Herege}<elif:FS>{ a Herege}<elif:NS>{ o Herege}<elif:MP>{ os Hereges}<elif:FP>{ as Hereges}<elif:NP>{ os Hereges}","еретик","<if:MS>{ el Herético}<elif:FS>{ la Herética}<elif:MP>{ los Heréticos}<elif:FP>{ las Heréticas}"," the Heretic","異類之靈","","","","","","","","","",""
2540,5," the Hideous","[48,56,73,51,76,75,52,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,0]",1094649405," the Hideous","<if:MS>{, le Hideux}<elif:FS>{, la Hideuse}<elif:NS>{NONEXISTENT}<elif:MP>{, le Hideux}<elif:FP>{, la Hideuse}<elif:NP>{NONEXISTENT}","<if:MS>{ der Widerliche}<elif:FS>{ die Widerliche}<elif:NS>{ das Widerliche}<elif:MP>{ die Widerlichen}<elif:FP>{ die Widerlichen}<elif:NP>{ die Widerlichen}","悍ましき者、"," 극악무도한 자","<if:MS>{ o Feio}<elif:FS>{ a Feia}<elif:NS>{ o Feio}<elif:MP>{ os Feios}<elif:FP>{ as Feias}<elif:NP>{ os Feios}","урод","<if:MS>{ el Espantoso}<elif:FS>{ la Espantosa}<elif:MP>{ los Espantosos}<elif:FP>{ las Espantosas}"," the Hideous"," 狡詐之靈","","","","","","","","","",""
2541,5," the Hollow","[74,53,54,51,76,75,0]","[1000,1000,1000,1000,1000,1000,0]",902337511," the Hollow","<if:MS>{, le Creux}<elif:FS>{, la Creuse}<elif:NS>{NONEXISTENT}<elif:MP>{, le Creux}<elif:FP>{, la Creuse}<elif:NP>{NONEXISTENT}","<if:MS>{ der Hohle}<elif:FS>{ die Hohle}<elif:NS>{ das Hohle}<elif:MP>{ die Hohlen}<elif:FP>{ die Hohlen}<elif:NP>{ die Hohlen}","空虚、"," 텅 빈 자","<if:MS>{ o Vazio}<elif:FS>{ a Vazia}<elif:NS>{ o Vazio}<elif:MP>{ os Vazios}<elif:FP>{ as Vazias}<elif:NP>{ os Vazios}","задохлик","<if:MS>{ el Hueco}<elif:FS>{ la Hueca}<elif:MP>{ los Huecos}<elif:FP>{ las Huecas}"," the Hollow"," 空乏之靈","","","","","","","","","",""
2542,5," the Holy","[223,0]","[1000,0]",-1086808422," the Holy","<if:MS>{, le Sacré}<elif:FS>{, la Sacrée}<elif:NS>{NONEXISTENT}<elif:MP>{, le Sacré}<elif:FP>{, la Sacrée}<elif:NP>{NONEXISTENT}","<if:MS>{ der Heilige}<elif:FS>{ die Heilige}<elif:NS>{ das Heilige}<elif:MP>{ die Heiligen}<elif:FP>{ die Heiligen}<elif:NP>{ die Heiligen}","聖者、"," 신성한 자","<if:MS>{ o Sagrado}<elif:FS>{ a Sagrada}<elif:NS>{ o Sagrado}<elif:MP>{ os Sagrados}<elif:FP>{ as Sagradas}<elif:NP>{ os Sagrados}","святой","<if:MS>{ el Sagrado}<elif:FS>{ la Sagrada}<elif:MP>{ los Sagrados}<elif:FP>{ las Sagradas}"," the Holy","聖光之靈","","","","","","","","","",""
2543,5," the Honest","[223,0]","[1000,0]",225724809," the Honest","<if:MS>{, l'Honnête}<elif:FS>{, l'Honnête}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Honnête}<elif:FP>{, l'Honnête}<elif:NP>{NONEXISTENT}","<if:MS>{ der Ehrliche}<elif:FS>{ die Ehrliche}<elif:NS>{ das Ehrliche}<elif:MP>{ die Ehrlichen}<elif:FP>{ die Ehrlichen}<elif:NP>{ die Ehrlichen}","正直者、"," 정직한 자","<if:MS>{ o Honesto}<elif:FS>{ a Honesta}<elif:NS>{ o Honesto}<elif:MP>{ os Honestos}<elif:FP>{ as Honestas}<elif:NP>{ os Honestos}","добродетель","<if:MS>{ el Honesto}<elif:FS>{ la Honesta}<elif:MP>{ los Honestos}<elif:FP>{ las Honestas}"," the Honest","誠實之靈","","","","","","","","","",""
2544,5," the Honourable","[223,0]","[1000,0]",1593045898," the Honourable","<if:MS>{, l'Honorable}<elif:FS>{, l'Honorable}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Honorable}<elif:FP>{, l'Honorable}<elif:NP>{NONEXISTENT}","<if:MS>{ der Ehrwürdige}<elif:FS>{ die Ehrwürdige}<elif:NS>{ das Ehrwürdige}<elif:MP>{ die Ehrwürdigen}<elif:FP>{ die Ehrwürdigen}<elif:NP>{ die Ehrwürdigen}","閣下、"," 명예로운 자","<if:MS>{ o Honroso}<elif:FS>{ a Honrosa}<elif:NS>{ o Honroso}<elif:MP>{ os Honrosos}<elif:FP>{ as Honrosas}<elif:NP>{ os Honrosos}","досточтимец","<if:MS>{ el Honorable}<elif:FS>{ la Honorable}<elif:MP>{ los Honorables}<elif:FP>{ las Honorables}"," the Honourable","光榮之靈","","","","","","","","","",""
2545,5," the Honoured","[223,0]","[1000,0]",672859835," the Honoured","<if:MS>{, l'Honoré}<elif:FS>{, l'Honorée}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Honoré}<elif:FP>{, l'Honorée}<elif:NP>{NONEXISTENT}","<if:MS>{ der Ehrenhafte}<elif:FS>{ die Ehrenhafte}<elif:NS>{ das Ehrenhafte}<elif:MP>{ die Ehrenhaften}<elif:FP>{ die Ehrenhaften}<elif:NP>{ die Ehrenhaften}","讃えられる者、"," 칭송받는 자","<if:MS>{ o Honrado}<elif:FS>{ a Honrada}<elif:NS>{ o Honrado}<elif:MP>{ os Honrados}<elif:FP>{ as Honradas}<elif:NP>{ os Honrados}","благородец","<if:MS>{ el Honrado}<elif:FS>{ la Honrada}<elif:MP>{ los Honrados}<elif:FP>{ las Honradas}"," the Honoured","榮耀之靈","","","","","","","","","",""
2546,5," the Howler","[49,72,0]","[1000,1000,0]",-2067296623," the Howler","<if:MS>{, le Hurleur}<elif:FS>{, la Hurleuse}<elif:NS>{NONEXISTENT}<elif:MP>{, le Hurleur}<elif:FP>{, la Hurleuse}<elif:NP>{NONEXISTENT}","<if:MS>{ der Heuler}<elif:FS>{ die Heulerin}<elif:NS>{ das Heulende}<elif:MP>{ die Heuler}<elif:FP>{ die Heulerinnen}<elif:NP>{ die Heulenden}","咆える獣、"," 소리 지르는 자","<if:MS>{ o Uivante}<elif:FS>{ a Uivante}<elif:NS>{ o Uivante}<elif:MP>{ os Uivantes}<elif:FP>{ as Uivantes}<elif:NP>{ os Uivantes}","ревун","<if:MS>{ el Aullador}<elif:FS>{ la Aullidora}<elif:MP>{ los Aullidores}<elif:FP>{ las Aullidoras}"," the Howler"," 嗥叫之靈","","","","","","","","","",""
2547,5," the Hulking","[49,74,54,72,76,138,0]","[1000,1000,1000,1000,1000,1000,0]",-1656451518," the Hulking","<if:MS>{, le Massif}<elif:FS>{, la Massive}<elif:NS>{NONEXISTENT}<elif:MP>{, le Massif}<elif:FP>{, la Massive}<elif:NP>{NONEXISTENT}","<if:MS>{ der Koloss}<elif:FS>{ die Kolossale}<elif:NS>{ das Kolossale}<elif:MP>{ die Kolosse}<elif:FP>{ die Kolossalen}<elif:NP>{ die Kolossalen}","巨獣、"," 추악한 자","<if:MS>{ o Brutamontes}<elif:FS>{ a Brutamontes}<elif:NS>{ o Brutamontes}<elif:MP>{ os Brutamontes}<elif:FP>{ as Brutamontes}<elif:NP>{ os Brutamontes}","махина","<if:MS>{ el Enorme}<elif:FS>{ la Enorme}<elif:MP>{ los Enormes}<elif:FP>{ las Enormes}"," the Hulking"," 犯罪之靈","","","","","","","","","",""
2548,5," the Hungry","[224,48,49,73,72,50,76,75,52,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-1451214584," the Hungry","<if:MS>{, l'Affamé}<elif:FS>{, l'Affamée}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Affamé}<elif:FP>{, l'Affamée}<elif:NP>{NONEXISTENT}","<if:MS>{ der Hungrige}<elif:FS>{ die Hungrige}<elif:NS>{ das Hungrige}<elif:MP>{ die Hungrigen}<elif:FP>{ die Hungrigen}<elif:NP>{ die Hungrigen}","切望する者、"," 허기진 자","<if:MS>{ o Faminto}<elif:FS>{ a Faminta}<elif:NS>{ o Faminto}<elif:MP>{ os Famintos}<elif:FP>{ as Famintas}<elif:NP>{ os Famintos}","обжора","<if:MS>{ el Hambriento}<elif:FS>{ la Hambrienta}<elif:MP>{ los Hambrientos}<elif:FP>{ las Hambrientas}"," the Hungry"," 饑餓之靈","","","","","","","","","",""
2549,5," the Impervious","[74,54,55,138,0]","[1000,1000,1000,1000,0]",1550176247," the Impervious","<if:MS>{, l'Impénétrable}<elif:FS>{, l'Impénétrable}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Impénétrable}<elif:FP>{, l'Impénétrable}<elif:NP>{NONEXISTENT}","<if:MS>{ der Undurchdringliche}<elif:FS>{ die Undurchdringliche}<elif:NS>{ das Undurchdringliche}<elif:MP>{ die Undurchdringlichen}<elif:FP>{ die Undurchdringlichen}<elif:NP>{ die Undurchdringlichen}","揺るがぬ者、"," 뚫리지 않는 자","<if:MS>{ o Impérvio}<elif:FS>{ a Impérvia}<elif:NS>{ o Impérvio}<elif:MP>{ os Impérvios}<elif:FP>{ as Impérvias}<elif:NP>{ os Impérvios}","монолит","<if:MS>{ el Impasible}<elif:FS>{ la Impasible}<elif:MP>{ los Impasibles}<elif:FP>{ las Impasibles}"," the Impervious"," 嚴酷之靈","","","","","","","","","",""
2550,5," the Imperial","[223,0]","[1000,0]",-1918826855," the Imperial","<if:MS>{, l'Impérial}<elif:FS>{, l'Impériale}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Impérial}<elif:FP>{, l'Impériale}<elif:NP>{NONEXISTENT}","<if:MS>{ der Kaiserliche}<elif:FS>{ die Kaiserliche}<elif:NS>{ das Kaiserliche}<elif:MP>{ die Kaiserlichen}<elif:FP>{ die Kaiserlichen}<elif:NP>{ die Kaiserlichen}","勅使、"," 제국에 속한 자","<if:MS>{ o Imperial}<elif:FS>{ a Imperial}<elif:NS>{ o Imperial}<elif:MP>{ os Imperiais}<elif:FP>{ as Imperiais}<elif:NP>{ os Imperiais}","деспот","<if:MS>{ el Imperial}<elif:FS>{ la Imperial}<elif:MP>{ los Imperiales}<elif:FP>{ las Imperiales}"," the Imperial","帝王之靈","","","","","","","","","",""
2551,5," the Imperious","[223,0]","[1000,0]",885537878," the Imperious","<if:MS>{, l'Impérieux}<elif:FS>{, l'Impérieuse}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Impérieux}<elif:FP>{, l'Impérieuse}<elif:NP>{NONEXISTENT}","<if:MS>{ der Herrische}<elif:FS>{ die Herrische}<elif:NS>{ das Herrische}<elif:MP>{ die Herrischen}<elif:FP>{ die Herrischen}<elif:NP>{ die Herrischen}","横暴なる者、"," 오만한 자","<if:MS>{ o Imperioso}<elif:FS>{ a Imperiosa}<elif:NS>{ o Imperioso}<elif:MP>{ os Imperiosos}<elif:FP>{ as Imperiosas}<elif:NP>{ os Imperiosos}","диктатор","<if:MS>{ el Imperioso}<elif:FS>{ la Imperiosa}<elif:MP>{ los Imperiosos}<elif:FP>{ las Imperiosas}"," the Imperious","蠻橫之靈","","","","","","","","","",""
2552,5," the Incorporeal","[53,55,0]","[1000,1000,0]",-1780976657," the Incorporeal","<if:MS>{, l'Incorporel}<elif:FS>{, l'Incorporelle}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Incorporel}<elif:FP>{, l'Incorporelle}<elif:NP>{NONEXISTENT}","<if:MS>{ der Körperlose}<elif:FS>{ die Körperlose}<elif:NS>{ das Körperlose}<elif:MP>{ die Körperlosen}<elif:FP>{ die Körperlosen}<elif:NP>{ die Körperlosen}","霊体、"," 실체가 없는 자","<if:MS>{ o Incorpóreo}<elif:FS>{ a Incorpórea}<elif:NS>{ o Incorpóreo}<elif:MP>{ os Incorpóreos}<elif:FP>{ as Incorpóreas}<elif:NP>{ os Incorpóreos}","дымка","<if:MS>{ el Incorpóreo}<elif:FS>{ la Incorpórea}<elif:MP>{ los Incorpóreos}<elif:FP>{ las Incorpóreas}"," the Incorporeal"," 無形之靈","","","","","","","","","",""
2553,5," the Inquisitor","[223,0]","[1000,0]",175633464," the Inquisitor","<if:MS>{, l'Inquisiteur}<elif:FS>{, l'Inquisitrice}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Inquisiteur}<elif:FP>{, l'Inquisitrice}<elif:NP>{NONEXISTENT}","<if:MS>{ der Inquisitor}<elif:FS>{ die Inquisitorin}<elif:NS>{ das Inquisitorische}<elif:MP>{ die Inquisitoren}<elif:FP>{ die Inquisitorinnen}<elif:NP>{ die Inquisitorischen}","異端審問官、"," 이단심문관","<if:MS>{ o Inquisidor}<elif:FS>{ a Inquisidora}<elif:NS>{ o Inquisidor}<elif:MP>{ os Inquisidores}<elif:FP>{ as Inquisidoras}<elif:NP>{ os Inquisidores}","инквизитор","<if:MS>{ el Inquisidor}<elif:FS>{ la Inquisidora}<elif:MP>{ los Inquisidores}<elif:FP>{ las Inquisidoras}"," the Inquisitor","審問之靈","","","","","","","","","",""
