"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","rid"
7472,"Metadata/Items/Hideout/HideoutSkyShrineRubble",39,2,2,"Sky Shrine Rubble","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9261,283498947,[],"","","",[],[],"","","","","",""
7473,"Metadata/Items/Hideout/HideoutFern",39,1,1,"Fern","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9262,-1353234750,[],"","","",[],[],"","","","","",""
7474,"Metadata/Items/Hideout/HideoutBrokenBarricade",39,2,2,"Broken Barricade","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9263,2145755954,[],"","","",[],[],"","","","","",""
7475,"Metadata/Items/Hideout/HideoutBridgeDebris",39,2,1,"Bridge Debris","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9264,281609934,[],"","","",[],[],"","","","","",""
7476,"Metadata/Items/Hideout/HideoutLanternPost",39,1,2,"Lantern Post","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9265,1629432330,[],"","","",[],[],"","","","","",""
7477,"Metadata/Items/Hideout/HideoutPoolingBlood",39,2,2,"Pooling Blood","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9266,-1491897579,[],"","","",[],[],"","","","","",""
7478,"Metadata/Items/Hideout/HideoutKitavaSummoningCircle",39,2,2,"Summoning Circle","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9267,445530247,[],"","","",[],[],"","","","","",""
7479,"Metadata/Items/Hideout/HideoutBrokenPole",39,1,1,"Broken Pole","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9268,-744018683,[],"","","",[],[],"","","","","",""
7480,"Metadata/Items/Hideout/HideoutRamshackleCrate",39,1,1,"Ramshackle Crate","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9269,-104363187,[],"","","",[],[],"","","","","",""
7481,"Metadata/Items/Hideout/HideoutCorpseCart",39,3,3,"Corpse Cart","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9270,1325141588,[],"","","",[],[],"","","","","",""
7482,"Metadata/Items/Hideout/HideoutCorpseCrane",39,2,2,"Corpse Crane","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9271,-1734852549,[],"","","",[],[],"","","","","",""
7483,"Metadata/Items/Hideout/HideoutKitavaHead",39,1,1,"Kitava Head","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9272,-1347615605,[],"","","",[],[],"","","","","",""
7484,"Metadata/Items/Hideout/HideoutKitavaHeart",39,1,1,"Kitava Heart","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9273,-778523946,[],"","","",[],[],"","","","","",""
7485,"Metadata/Items/Hideout/HideoutKitavaHorns",39,1,1,"Kitava Horns","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9274,-132026998,[],"","","",[],[],"","","","","",""
7486,"Metadata/Items/Hideout/HideoutRamshackleWall",39,2,2,"Ramshackle Wall","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9275,-333104467,[],"","","",[],[],"","","","","",""
7487,"Metadata/Items/Hideout/HideoutAbyssalRitualCircle",39,3,3,"Abyssal Ritual Circle","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9276,-1544562250,[],"","","",[],[],"","","","","",""
7488,"Metadata/Items/Hideout/HideoutAbyssalWhaleBones",39,3,3,"Abyssal Whale Bones","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9277,1869551155,[],"","","",[],[],"","","","","",""
7489,"Metadata/Items/Hideout/HideoutRustedCage",39,2,2,"Rusted Cage","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9278,1288957383,[],"","","",[],[],"","","","","",""
7490,"Metadata/Items/Hideout/HideoutArakaaliEgg",39,2,2,"Arakaali Egg","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9279,1419985048,[],"","","",[],[],"","","","","",""
7491,"Metadata/Items/Hideout/HideoutArchedGateway",39,2,2,"Arched Gateway","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9280,-1000215030,[],"","","",[],[],"","","","","",""
7492,"Metadata/Items/Hideout/HideoutAshenBonfire",39,2,2,"Ashen Bonfire","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9281,194537698,[],"","","",[],[],"","","","","",""
7493,"Metadata/Items/Hideout/HideoutAzuriteBucket",39,1,1,"Azurite Bucket","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9282,1060508360,[],"","","",[],[],"","","","","",""
7494,"Metadata/Items/Hideout/HideoutAzuriteChunk",39,2,2,"Azurite Chunk","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9283,-726730166,[],"","","",[],[],"","","","","",""
7495,"Metadata/Items/Hideout/HideoutAzuriteVein",39,1,2,"Azurite Vein","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9284,-890331569,[],"","","",[],[],"","","","","",""
7496,"Metadata/Items/Hideout/HideoutBestiaryNotes",39,1,1,"Bestiary Notes","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9285,1271481396,[],"","","",[],[],"","","","","",""
7497,"Metadata/Items/Hideout/HideoutFenceDebris",39,1,1,"Fence Debris","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9286,-670329131,[],"","","",[],[],"","","","","",""
7498,"Metadata/Items/Hideout/HideoutBuildingSupplies",39,2,1,"Building Supplies","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9287,-506127031,[],"","","",[],[],"","","","","",""
7499,"Metadata/Items/Hideout/HideoutBurlapSack",39,1,1,"Burlap Sack","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9288,2072332340,[],"","","",[],[],"","","","","",""
7500,"Metadata/Items/Hideout/HideoutBurnedBranch",39,1,1,"Burned Branch","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9289,386220241,[],"","","",[],[],"","","","","",""
7501,"Metadata/Items/Hideout/HideoutBurnedTree",39,1,1,"Burned Tree","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9290,2125250715,[],"","","",[],[],"","","","","",""
7502,"Metadata/Items/Hideout/HideoutCathedralDebris",39,2,2,"Cathedral Debris","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9291,-1271943573,[],"","","",[],[],"","","","","",""
7503,"Metadata/Items/Hideout/HideoutCathedralPodium",39,2,2,"Cathedral Podium","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9292,-351452855,[],"","","",[],[],"","","","","",""
7504,"Metadata/Items/Hideout/HideoutCathedralTiles",39,2,2,"Cathedral Tiles","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9293,1361088562,[],"","","",[],[],"","","","","",""
7505,"Metadata/Items/Hideout/HideoutCatherineWheel",39,1,2,"Catherine Wheel","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9294,-379157958,[],"","","",[],[],"","","","","",""
7506,"Metadata/Items/Hideout/HideoutCharredCrater",39,2,2,"Charred Crater","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9295,-1401432810,[],"","","",[],[],"","","","","",""
7507,"Metadata/Items/Hideout/HideoutClayBucket",39,1,1,"Clay Bucket","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9296,1170691420,[],"","","",[],[],"","","","","",""
7508,"Metadata/Items/Hideout/HideoutClothSack",39,1,1,"Cloth Sack","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9297,-483851128,[],"","","",[],[],"","","","","",""
7509,"Metadata/Items/Hideout/HideoutComfyChair",39,2,2,"Comfy Chair","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9298,419382515,[],"","","",[],[],"","","","","",""
7510,"Metadata/Items/Hideout/HideoutDeadSlave",39,1,1,"Dead Slave","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9299,1280763833,[],"","","",[],[],"","","","","",""
7511,"Metadata/Items/Hideout/HideoutDecorativeRug",39,2,1,"Decorative Rug","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9300,-1692994430,[],"","","",[],[],"","","","","",""
7512,"Metadata/Items/Hideout/HideoutDestroyedBarricade",39,2,2,"Destroyed Barricade","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9301,1937209064,[],"","","",[],[],"","","","","",""
7513,"Metadata/Items/Hideout/HideoutEmptyCrate",39,1,1,"Empty Crate","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9302,-232965513,[],"","","",[],[],"","","","","",""
7514,"Metadata/Items/Hideout/HideoutGallows",39,3,3,"Slave Gallows","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9303,-964980516,[],"","","",[],[],"","","","","",""
7515,"Metadata/Items/Hideout/HideoutGruthkulShrine",39,3,3,"Gruthkul Shrine","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9304,-132449812,[],"","","",[],[],"","","","","",""
7516,"Metadata/Items/Hideout/HideoutHitchingPost",39,1,2,"Hitching Post","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9305,384088753,[],"","","",[],[],"","","","","",""
7517,"Metadata/Items/Hideout/HideoutIceBlocks",39,1,1,"Ice Blocks","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9306,-169043260,[],"","","",[],[],"","","","","",""
7518,"Metadata/Items/Hideout/HideoutImageofCatarina",39,3,3,"Image of Catarina","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9307,-721885893,[],"","","",[],[],"","","","","",""
7519,"Metadata/Items/Hideout/HideoutImageofElreon",39,3,3,"Image of Elreon","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9308,1621372763,[],"","","",[],[],"","","","","",""
7520,"Metadata/Items/Hideout/HideoutImageofHaku",39,3,3,"Image of Haku","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9309,-408274279,[],"","","",[],[],"","","","","",""
7521,"Metadata/Items/Hideout/HideoutImageofLeo",39,3,3,"Image of Leo","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9310,-957218586,[],"","","",[],[],"","","","","",""
7522,"Metadata/Items/Hideout/HideoutImageofTora",39,3,3,"Image of Tora","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9311,-1088009813,[],"","","",[],[],"","","","","",""
7523,"Metadata/Items/Hideout/HideoutImageofVagan",39,3,3,"Image of Vagan","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9312,809414563,[],"","","",[],[],"","","","","",""
7524,"Metadata/Items/Hideout/HideoutImageofVorici",39,3,3,"Image of Vorici","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9313,1310826521,[],"","","",[],[],"","","","","",""
7525,"Metadata/Items/Hideout/HideoutIncenseBurner",39,1,1,"Incense Burner","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9314,-783934533,[],"","","",[],[],"","","","","",""
7526,"Metadata/Items/Hideout/HideoutInnocenceAltar",39,2,2,"Innocence Altar","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9315,951928721,[],"","","",[],[],"","","","","",""
7527,"Metadata/Items/Hideout/HideoutInnocenceBench",39,2,2,"Innocence Bench","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9316,634008513,[],"","","",[],[],"","","","","",""
7528,"Metadata/Items/Hideout/HideoutInnocenceCandelabra",39,1,1,"Innocence Candelabra","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9317,-1982823662,[],"","","",[],[],"","","","","",""
7529,"Metadata/Items/Hideout/HideoutInnocenceCandle",39,1,1,"Innocence Candle","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9318,1547125340,[],"","","",[],[],"","","","","",""
7530,"Metadata/Items/Hideout/HideoutInnocenceCandleRow",39,1,1,"Innocence Candle Row","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9319,833462550,[],"","","",[],[],"","","","","",""
7531,"Metadata/Items/Hideout/HideoutInnocenceShrine",39,2,2,"Innocence Shrine","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9320,369854946,[],"","","",[],[],"","","","","",""
7532,"Metadata/Items/Hideout/HideoutInnocenceSideTable",39,1,1,"Innocence Side Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9321,871661872,[],"","","",[],[],"","","","","",""
7533,"Metadata/Items/Hideout/HideoutInnocenceStatue",39,3,3,"Innocence Statue","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9322,-864837764,[],"","","",[],[],"","","","","",""
7534,"Metadata/Items/Hideout/HideoutInnocenceStatuePedestal",39,2,2,"Innocence Statue Pedestal","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9323,-1512226962,[],"","","",[],[],"","","","","",""
7535,"Metadata/Items/Hideout/HideoutInnocenceTomb",39,3,3,"Innocence Tomb","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9324,819988771,[],"","","",[],[],"","","","","",""
7536,"Metadata/Items/Hideout/HideoutIronBrazier",39,1,1,"Iron Brazier","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9325,1827159028,[],"","","",[],[],"","","","","",""
7537,"Metadata/Items/Hideout/HideoutIronCandelabra",39,1,1,"Iron Candelabra","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9326,1047396527,[],"","","",[],[],"","","","","",""
7538,"Metadata/Items/Hideout/HideoutIronLantern",39,1,2,"Iron Lantern","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9327,-2041244891,[],"","","",[],[],"","","","","",""
7539,"Metadata/Items/Hideout/HideoutIronStove",39,2,2,"Iron Stove","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9328,1357926575,[],"","","",[],[],"","","","","",""
7540,"Metadata/Items/Hideout/HideoutJug",39,1,1,"Jug","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9329,1159878667,[],"","","",[],[],"","","","","",""
7541,"Metadata/Items/Hideout/HideoutKaruiCarving",39,2,2,"Karui Carving","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9330,206049659,[],"","","",[],[],"","","","","",""
7542,"Metadata/Items/Hideout/HideoutKitavaAltar",39,2,2,"Kitava Altar","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9331,-1393295141,[],"","","",[],[],"","","","","",""
7543,"Metadata/Items/Hideout/HideoutKitavaBanner",39,2,2,"Kitava Banner","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9332,965484570,[],"","","",[],[],"","","","","",""
7544,"Metadata/Items/Hideout/HideoutKitchenCabinet",39,1,1,"Kitchen Cabinet","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9333,-98903311,[],"","","",[],[],"","","","","",""
7545,"Metadata/Items/Hideout/HideoutLaboratoryAlembic",39,1,1,"Laboratory Alembic","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9334,500560820,[],"","","",[],[],"","","","","",""
7546,"Metadata/Items/Hideout/HideoutLaboratoryApparatus",39,1,1,"Laboratory Apparatus","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9335,-2055564852,[],"","","",[],[],"","","","","",""
7547,"Metadata/Items/Hideout/HideoutLaboratoryFireplace",39,2,2,"Laboratory Fireplace","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9336,643152478,[],"","","",[],[],"","","","","",""
7548,"Metadata/Items/Hideout/HideoutLaboratoryFlask",39,1,1,"Laboratory Flask","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9337,318495201,[],"","","",[],[],"","","","","",""
7549,"Metadata/Items/Hideout/HideoutLaboratoryFlaskTower",39,2,2,"Laboratory Flask Tower","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9338,-978190742,[],"","","",[],[],"","","","","",""
7550,"Metadata/Items/Hideout/HideoutLaboratoryPipe",39,1,1,"Laboratory Pipe","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9339,1700480178,[],"","","",[],[],"","","","","",""
7551,"Metadata/Items/Hideout/HideoutLaboratoryShelf",39,2,2,"Laboratory Shelf","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9340,1817963374,[],"","","",[],[],"","","","","",""
7552,"Metadata/Items/Hideout/HideoutLaboratoryTank",39,2,2,"Laboratory Tank","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9341,-1975170132,[],"","","",[],[],"","","","","",""
7553,"Metadata/Items/Hideout/HideoutMetamorphTank",39,1,1,"Metamorph Tank","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9342,-2078672987,[],"","","",[],[],"","","","","",""
7554,"Metadata/Items/Hideout/HideoutLaboratoryWorkBench",39,1,1,"Laboratory Work Bench","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9343,-1334583494,[],"","","",[],[],"","","","","",""
7555,"Metadata/Items/Hideout/HideoutLaboratoryTable",39,1,1,"Laboratory Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9344,1077923324,[],"","","",[],[],"","","","","",""
7556,"Metadata/Items/Hideout/HideoutLaboratoryVats",39,1,1,"Laboratory Vats","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9345,1536057916,[],"","","",[],[],"","","","","",""
7557,"Metadata/Items/Hideout/HideoutMenagerieAltar",39,3,3,"Menagerie Altar","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9346,-1554964507,[],"","","",[],[],"","","","","",""
7558,"Metadata/Items/Hideout/HideoutMenagerieBucket",39,1,1,"Menagerie Bucket","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9347,1351736443,[],"","","",[],[],"","","","","",""
7559,"Metadata/Items/Hideout/HideoutMenagerieCage",39,3,3,"Menagerie Cage","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9348,1919346306,[],"","","",[],[],"","","","","",""
7560,"Metadata/Items/Hideout/HideoutMenagerieCageFence",39,2,2,"Menagerie Cage Fence","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9349,288294650,[],"","","",[],[],"","","","","",""
7561,"Metadata/Items/Hideout/HideoutMenagerieFeedingTrough",39,1,1,"Menagerie Feeding Trough","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9350,-97208961,[],"","","",[],[],"","","","","",""
7562,"Metadata/Items/Hideout/HideoutMenagerieFence",39,2,2,"Menagerie Fence","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9351,-1041065210,[],"","","",[],[],"","","","","",""
7563,"Metadata/Items/Hideout/HideoutMenagerieFoodTray",39,1,1,"Menagerie Food Tray","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9352,-1175103299,[],"","","",[],[],"","","","","",""
7564,"Metadata/Items/Hideout/HideoutMenagerieLargeTrough",39,2,2,"Menagerie Large Trough","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9353,-1178289872,[],"","","",[],[],"","","","","",""
7565,"Metadata/Items/Hideout/HideoutMenagerieNest",39,1,1,"Menagerie Nest","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9354,615015734,[],"","","",[],[],"","","","","",""
7566,"Metadata/Items/Hideout/HideoutMenagerieRopeFence",39,2,2,"Menagerie Rope Fence","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9355,903326621,[],"","","",[],[],"","","","","",""
7567,"Metadata/Items/Hideout/HideoutMenagerieSpiritBarrier",39,2,2,"Menagerie Spirit Barrier","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9356,216607508,[],"","","",[],[],"","","","","",""
7568,"Metadata/Items/Hideout/HideoutMetalLantern",39,1,1,"Metal Lantern","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9357,1641342211,[],"","","",[],[],"","","","","",""
7569,"Metadata/Items/Hideout/HideoutAzuriteMineCart",39,2,2,"Azurite Mine Cart","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9358,-286557423,[],"","","",[],[],"","","","","",""
7570,"Metadata/Items/Hideout/HideoutMiningEquipment",39,2,2,"Mining Equipment","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9359,1424206897,[],"","","",[],[],"","","","","",""
7571,"Metadata/Items/Hideout/HideoutMiningMachinery",39,2,2,"Mining Machinery","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9360,-1460293452,[],"","","",[],[],"","","","","",""
7572,"Metadata/Items/Hideout/HideoutMonsterCorpse",39,1,1,"Monster Corpse","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9361,-1820986280,[],"","","",[],[],"","","","","",""
7573,"Metadata/Items/Hideout/HideoutMushroomCluster",39,1,1,"Mushroom Cluster","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9362,-1547180881,[],"","","",[],[],"","","","","",""
7574,"Metadata/Items/Hideout/HideoutOriathBarrels",39,1,1,"Oriath Barrels","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9363,-2035180605,[],"","","",[],[],"","","","","",""
7575,"Metadata/Items/Hideout/HideoutOriathBrazier",39,1,1,"Oriath Brazier","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9364,-1764855260,[],"","","",[],[],"","","","","",""
7576,"Metadata/Items/Hideout/HideoutOriathGuardShed",39,2,3,"Oriath Guard Shed","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],31,0,9365,-1801643189,[],"","","",[],[],"","","","","",""
