"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool","i32","bool","bool","InheritsFrom","i32","rid","i32","bool","bool","Stuck_AOFile","Bounce_AOFile","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","[string]","bool","[i32]","row"
1073,"Metadata/Projectiles/TrialmasterLightningMortar","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/trialmaster_boss/elemortar_03.ao""]","[""elemortar_01""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
1074,"Metadata/Projectiles/TrialmasterOmegaProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/trialmaster_boss/omega_proj.ao""]","[""omega_proj_01""]","[""omega_explode_01""]",750,"",4,"","","Metadata/Projectiles/ProjectileGround",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1075,"Metadata/Projectiles/TrialmasterThrownWeapon","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/trialmaster_boss/weapon_proj.ao""]","[""weapon_throw_01""]","[""weapon_grd_01""]",3260,1,3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1076,"Metadata/Projectiles/TrialmasterSpikeMortar","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/trialmaster_boss/spike_slam_proj.ao""]","[""spike_slam_projectile_01""]","[""impact_01""]",2000,1,1,"","","Metadata/Projectiles/Projectile",5,"",1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1077,"Metadata/Projectiles/TrialmasterOmegaProjectileRuin","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/trialmaster_boss/omega_proj_ruin.ao""]","[""omega_proj_02""]","[""omega_explode_02""]",750,"",4,"","","Metadata/Projectiles/ProjectileGround",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1078,"Metadata/Projectiles/CorpseEruptionProjectileVaalOrb","[""Metadata/Effects/Microtransactions/Spells/VaalOrbCremation/VaalOrbMortarProjectile.ao""]","[""once""]",[],400,1,1,"","","Metadata/Projectiles/ProjectileGround",5,"",1,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
1079,"Metadata/Projectiles/LightningArrowRearOrigin","[""Metadata/Effects/Spells/lightning_arrows_02/lightning_arrow_rear_origin.ao""]",[],[],3260,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","[""Metadata/Effects/Spells/lightning_arrows_02/lightning_arrow_stuck.ao""]","Metadata/Effects/Spells/lightning_arrows_02/lightning_arrow_bounce.ao",50,80,0,20,"","",0,100,100,100,0,[],"",[],318
1080,"Metadata/Projectiles/BurningArrowRearOrigin","[""Metadata/Effects/Spells/firearrow_02/burning_arrow_rear_origin.ao""]",[],[],3260,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","[""Metadata/Effects/Spells/base_arrow_attack/stuck_arrows/arrow_fire.ao""]","Metadata/Effects/Spells/firearrow_02/burning_arrow_bounce.ao",50,80,0,20,3573,"",0,0,100,100,0,[],"",[],318
1081,"Metadata/Projectiles/IceArrowRearOrigin","[""Metadata/Effects/Spells/icearrow_02/arrow_ice_rear_origin.ao""]",[],[],3260,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","[""Metadata/Effects/Spells/icearrow_02/arrow_ice_stuck.ao""]","Metadata/Effects/Spells/icearrow_02/arrow_ice_bounce.ao",50,80,0,20,"","",0,100,100,100,0,[],"",[],318
1082,"Metadata/Projectiles/CorpseEruptionProjectileVoidEmperor","[""Metadata/Effects/Microtransactions/Spells/corpse_eruption/VoidEmperor/CorpseEruptionMortarProjectile.ao""]","[""once""]",[],400,1,1,"","","Metadata/Projectiles/ProjectileGround",5,"",1,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
1083,"Metadata/Projectiles/PunctureArrowStygian","[""Metadata/Effects/Microtransactions/Spells/StygianPuncture/epk/StygianPuncture_arrow/StygianPuncture_Arrow.ao""]",[],[],3260,"",1,"",1,"Metadata/Projectiles/Projectile",5,"",1,"","","[""Metadata/Effects/Microtransactions/Spells/StygianPuncture/epk/StygianPuncture_arrow/StygianPuncture_Arrow_stuck.ao""]","Metadata/Effects/Microtransactions/Spells/StygianPuncture/epk/StygianPuncture_arrow/StygianPuncture_Arrow_bounce.ao",50,80,0,20,5502,5504,0,100,100,100,0,[],"",[],318
1084,"Metadata/Projectiles/SoulfeastPrimaryMortar","[""Metadata/Effects/Spells/soulfeast/primary_mortar.ao""]","[""once""]","[""explode""]",1200,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
1085,"Metadata/Projectiles/SoulfeastSecondaryMortar","[""Metadata/Effects/Spells/soulfeast/homing_mortar_01.ao""]","[""mortar_01"",""mortar_02"",""mortar_03"",""mortar_04"",""mortar_05"",""mortar_06"",""mortar_07"",""mortar_08""]",[],1200,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
1086,"Metadata/Projectiles/SoulfeastPrimaryMortarShort","[""Metadata/Effects/Spells/soulfeast/primary_mortar.ao""]","[""once_short""]","[""explode""]",1200,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
1087,"Metadata/Projectiles/SoulfeastSecondaryMortarShort","[""Metadata/Effects/Spells/soulfeast/homing_mortar_01.ao""]","[""mortar_short_01"",""mortar_short_02"",""mortar_short_03"",""mortar_short_04"",""mortar_short_05"",""mortar_short_06"",""mortar_short_07"",""mortar_short_08""]",[],1200,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
1088,"Metadata/Projectiles/ExpeditionBoneThrow","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/urchin/proj_rig.ao""]","[""loop""]","[""end""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],1,[],318
1089,"Metadata/Projectiles/ExpeditionArbalestProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/arbalest/ao/base_arrow.ao""]","[""proj""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1090,"Metadata/Projectiles/ExpeditionArbalestSnipeProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/arbalest/ao/virulent_arrow_proj.ao""]","[""proj""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1091,"Metadata/Projectiles/ExpeditionBoneCultistOrbProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/bone_cultist/projectile_egg.ao""]","[""loop""]","[""end""]",1500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[0],318
1092,"Metadata/Projectiles/ExpeditionBoneCultistProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/bone_cultist/projectile.ao""]","[""proj""]","[""impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1093,"Metadata/Projectiles/SpectralSpiral","[""Metadata/Effects/Spells/spectral_hammer/Spectral_Hammer_WeaponAttachment.ao""]","[""1h_axe_throw""]",[],1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1094,"Metadata/Projectiles/ExpeditionApparitionBossOrbProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/uhtred/bomb_projectiles.ao""]","[""loop""]","[""flurry_orb_explode_01""]",800,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1095,"Metadata/Projectiles/ExpeditionApparitionBasicProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/uhtred/basic_projectile.ao""]","[""basic_proj_01"",""basic_proj_02"",""basic_proj_03""]","[""basic_impact_light_01""]",1500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1096,"Metadata/Projectiles/ExpeditionApparitionSweepProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/uhtred/projectile_barrage.ao""]","[""basic_proj_01""]","[""basic_impact_01""]",650,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1097,"Metadata/Projectiles/ExpeditionApparitionSweepProjectileCombined","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/uhtred/projectile_barrage.ao""]","[""basic_proj_01""]","[""basic_impact_01""]",200,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1098,"Metadata/Projectiles/ExpeditionOlrothThrownSwordOut","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/olroth/sword_Projectile_01.ao""]","[""sword_projectile_01""]","[""sword_projectile_impact_02""]",2700,"",4,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1099,"Metadata/Projectiles/ExpeditionOlrothThrownSwordBack","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/olroth/sword_Projectile_02.ao""]","[""sword_projectile_02""]","[""sword_projectile_impact_02""]",2700,1,3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1100,"Metadata/Projectiles/ExpeditionOlrothLacerate","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/olroth/lacerate_01.ao""]","[""lacerate_01""]","[""basic_impact_01""]",2300,"",4,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1101,"Metadata/Projectiles/IgnitingFlaskProjectile","[""Metadata/Effects/Spells/flask_throw/flask_mortar.ao""]","[""mortar_01""]",[],1200,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
1102,"Metadata/Projectiles/VoidSpark","[""Metadata/Effects/Microtransactions/Spells/spark/void/rig.ao""]","[""electrical_surge""]","[""electrical_explode""]",560,1,1,"","","Metadata/Projectiles/ProjectileGround",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1103,"Metadata/Projectiles/FrozenSphere","[""Metadata/Effects/Spells/frozen_sphere/ball/ball.ao""]","[""FrozenBall_idle""]","[""FrozenBall_death""]",300,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1104,"Metadata/Projectiles/FrozenSphereShard","[""Metadata/Effects/Spells/frozen_sphere/shard/rig.ao""]","[""FrozenShard_idle""]","[""FrozenShard_death""]",800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1105,"Metadata/Projectiles/ExpeditionArmourCasterBasic","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/armored_caster/off_hand_proj_01.ao""]","[""basic_projectile_01""]","[""basic_impact_01""]",1100,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1106,"Metadata/Projectiles/ExpeditionMercurialCasterBasic","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/mercurial_armour/ao/projectile.ao""]","[""proj""]","[""end""]",1100,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1107,"Metadata/Projectiles/ExpeditionMercurialCasterEnrage","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/mercurial_armour/ao/projectile_enraged.ao""]","[""proj""]","[""end""]",1100,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1108,"Metadata/Projectiles/MedvedBossThrownWeapon","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/medved/axe_projectile.ao""]","[""loop""]","[""end""]",3260,1,3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1109,"Metadata/Projectiles/MedvedBossThrownBoulder","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/medved/rock_projectile.ao""]","[""loop""]","[""end""]",1500,"",4,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1110,"Metadata/Projectiles/LightningSlashMyrmidon","[""Metadata/Effects/Microtransactions/Spells/MyrmidonLightningStrike/MyrmidonLightningStrikeProj.ao""]","[""idle""]","[""disappear""]",1600,"",1,"","","Metadata/Projectiles/ProjectileGround",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1111,"Metadata/Projectiles/ExpeditionRatBossSpray","[""Metadata/Effects/Spells/monsters_effects/labyrinth/skeleton_king/cups/projectile_chaos.ao""]","[""projectile_travel""]","[""projectile_end""]",800,"",4,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1112,"Metadata/Projectiles/ExpeditionRogProj","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/npc/Rog/ao/projectile.ao""]","[""idle""]","[""impact""]",1200,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1113,"Metadata/Projectiles/ExpeditionTujenGrenadeMortar","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/npc/Tujen/ao/bomb_mortar.ao""]","[""mortar""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
1114,"Metadata/Projectiles/ExpeditionMercurialAxe","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/mercurial_armour/ao/spectral_axe.ao""]","[""idle""]","[""end""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1115,"Metadata/Projectiles/BurningArrowMystic","[""Metadata/Effects/Microtransactions/Spells/MysticBurningArrow/MysticBurningArrow.ao""]",[],[],3260,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","[""Metadata/Effects/Microtransactions/Spells/MysticBurningArrow/MysticBurningArrow_stuck.ao""]","Metadata/Effects/Microtransactions/Spells/MysticBurningArrow/MysticBurningArrow_bounce.ao",50,80,0,20,5700,"",0,0,100,100,0,[],"",[],318
1116,"Metadata/Projectiles/VaalBurningArrowMystic","[""Metadata/Effects/Microtransactions/Spells/MysticBurningArrow/MysticBurningArrowVaal.ao""]","[""firearrow""]","[""firearrowimpact""]",3260,1,1,"","","Metadata/Projectiles/Projectile",5,"",1,"","",[],"",50,0,0,0,5700,"",0,100,100,100,0,[],"",[],318
1117,"Metadata/Projectiles/ExpeditionVoranaVolatile","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/reaper_boss/ao/volatile_proj_01.ao""]","[""proj_01""]","[""impact""]",900,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1118,"Metadata/Projectiles/SanctumGuardVoranaVolatile","[""Metadata/Effects/Spells/monsters_effects/League_Sanctum/Guard4/volatile_proj_01.ao""]","[""proj_01""]","[""impact""]",900,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1119,"Metadata/Projectiles/SanctumSentinelBloodProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Sanctum/TheSentinels/soulrend.ao""]","[""projectile01""]","[""impact""]",600,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1120,"Metadata/Projectiles/ExpeditionVaalWraithSummonBall","[""Metadata/Effects/Spells/monsters_effects/League_Delve/thematic_areas/vaal_ruins/bosses/architect/blood_spirit_bomb/rig.ao""]","[""loop""]","[""end""]",400,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1121,"Metadata/Projectiles/MinerThrowSpawnExpedition","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/miner/throwspawn.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1122,"Metadata/Projectiles/ExpeditionOlrothLacerate2","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/olroth/lacerate_02.ao""]","[""lacerate_02""]","[""basic_impact_01""]",2300,"",4,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1123,"Metadata/Projectiles/ExpeditionOlrothLacerate3","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/olroth/lacerate_03.ao""]","[""lacerate_03""]","[""basic_impact_01""]",2300,"",4,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1124,"Metadata/Projectiles/ExpeditionOlrothRelicFireball","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/olroth/relic_Projectile.ao""]","[""relic_projectile_01""]","[""relic_projectile_impact_01""]",1040,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1125,"Metadata/Projectiles/SkeletonProjectileBlackExpedition","[""Metadata/Effects/Spells/monsters_effects/skeletonmage_projectile/ebony_expedition.ao""]","[""idle""]","[""explode""]",562,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1126,"Metadata/Projectiles/LightningSlashLite","[""Metadata/Effects/Spells/lightning_strike_02/lite/proj.ao""]","[""proj1"",""proj2"",""proj3""]","[""impact""]",1600,"",1,"","","Metadata/Projectiles/ProjectileGround",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1127,"Metadata/Projectiles/ExpeditionEternalEmpireSpearThrow","[""Metadata/Effects/Spells/monsters_effects/League_Legion/EternalEmpire/LightningSpearThrow/projectile/projectile_expedition.ao""]","[""loop""]","[""impact""]",2500,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1128,"Metadata/Projectiles/ExpeditionGolemProjectileSulphite1","[""Metadata/Effects/Spells/monsters_effects/League_Delve/general/earth_elemental/sulphite_proj_01.ao""]","[""projectile""]","[""impact""]",1200,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1129,"Metadata/Projectiles/ExpeditionGolemProjectileSulphite2","[""Metadata/Effects/Spells/monsters_effects/League_Delve/general/earth_elemental/sulphite_proj_02.ao""]","[""projectile""]","[""impact""]",1200,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1130,"Metadata/Projectiles/CelestialFrozenSphere","[""Metadata/Effects/Microtransactions/Spells/celestial_eyeofwinter/ball.ao""]","[""FrozenBall_idle""]","[""FrozenBall_death""]",300,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1131,"Metadata/Projectiles/CelestialFrozenSphereShard","[""Metadata/Effects/Microtransactions/Spells/celestial_eyeofwinter/rig.ao""]","[""FrozenShard_idle""]","[""FrozenShard_death""]",800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1132,"Metadata/Projectiles/SpectralSpiralNightfall","[""Metadata/Effects/Microtransactions/Spells/nightfall_spectralhelix/hammer.ao""]","[""throw""]",[],1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1133,"Metadata/Projectiles/HellscapeFleshPustule","[""Metadata/Effects/Spells/monsters_effects/League_Hellscape/mob_corpus_needleskin/mortar.ao""]","[""mortar""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,150,1,[],"",[],318
1134,"Metadata/Projectiles/ColdProjectileMineStygian","[""Metadata/Effects/Microtransactions/Spells/stygian_mines/icicle/shards.ao""]","[""shard_01""]","[""impact""]",1800,"",2,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1135,"Metadata/Projectiles/MortarBarrageMineStygian","[""Metadata/Effects/Microtransactions/Spells/stygian_mines/pyroclast/mortar_01.ao"",""Metadata/Effects/Microtransactions/Spells/stygian_mines/pyroclast/mortar_02.ao"",""Metadata/Effects/Microtransactions/Spells/stygian_mines/pyroclast/mortar_03.ao"",""Metadata/Effects/Microtransactions/Spells/stygian_mines/pyroclast/mortar_04.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1136,"Metadata/Projectiles/HellscapePaleFodderSpellProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Hellscape/mob_pale_hammerhead/piercing_proj.ao""]","[""knife_proj_03""]","[""impact_01""]",1700,"",2,"","","Metadata/Projectiles/Projectile",1,5761,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1137,"Metadata/Projectiles/HellscapeDemonFodderSpellProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Hellscape/mob_xenobyte_seeker/projectile_01.ao""]","[""projectile""]","[""impact""]",1200,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
1138,"Metadata/Projectiles/PoisonousConcoction","[""Metadata/Effects/Spells/flask_throw_poison/mortar.ao""]","[""mortar_01""]",[],1200,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
1139,"Metadata/Projectiles/HellscapeFleshEliteBasicProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Hellscape/elite_corpus_insanity/projectile.ao""]","[""proj""]","[""end""]",1920,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
