"rownum","Id","Name","Act","IsTown","HasWaypoint","Connections_WorldAreasKeys","AreaLevel","HASH16","i32","i32","LoadingScreen_DDSFile","rid","[rid]","i32","TopologiesKeys","ParentTown_WorldAreasKey","i32","rid","rid","Bosses_MonsterVarietiesKeys","Monsters_MonsterVarietiesKeys","SpawnWeight_TagsKeys","SpawnWeight_Values","IsMapArea","FullClear_AchievementItemsKeys","rid","AchievementItemsKey","ModsKeys","i32","VaalArea","bool","MaxLevel","AreaTypeTags","i32","IsHideout","Inflection","i32","i32","Tags","IsVaalArea","IsLabyrinthAirlock","IsLabyrinthArea","TwinnedFullClear_AchievementItemsKey","Enter_AchievementItemsKey","TSIFile","rid","WaypointActivation_AchievementItemsKeys","IsUniqueMapArea","IsLabyrinthBossArea","FirstEntry_NPCTextAudioKey","FirstEntry_SoundEffectsKey","FirstEntry_NPCsKey","i32","EnvironmentsKey","i32","rid","i32","i32","i32","i32","i32","bool","bool","i32","i32","i32","[rid]","rid","i32","rid","rid"
1443,"MapEndlessLedge77","The Endless Ledge",1,"","","[1442,1444]",60,49724,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1444,"MapEndlessLedge78","The Endless Ledge",1,"","","[1443,1445]",60,994,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1445,"MapEndlessLedge79","The Endless Ledge",1,"","","[1444,1446]",60,39968,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1446,"MapEndlessLedge80","The Endless Ledge",1,"","","[1445,1447]",60,252,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1447,"MapEndlessLedge81","The Endless Ledge",1,"","","[1446,1448]",60,55738,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1448,"MapEndlessLedge82","The Endless Ledge",1,"","","[1447,1449]",60,10249,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1449,"MapEndlessLedge83","The Endless Ledge",1,"","","[1448,1450]",60,36055,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1450,"MapEndlessLedge84","The Endless Ledge",1,"","","[1449,1451]",60,54815,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1451,"MapEndlessLedge85","The Endless Ledge",1,"","","[1450,1452]",60,32474,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1452,"MapEndlessLedge86","The Endless Ledge",1,"","","[1451,1453]",60,3395,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1453,"MapEndlessLedge87","The Endless Ledge",1,"","","[1452,1454]",60,38650,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1454,"MapEndlessLedge88","The Endless Ledge",1,"","","[1453,1455]",60,5757,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1455,"MapEndlessLedge89","The Endless Ledge",1,"","","[1454,1456]",60,34392,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1456,"MapEndlessLedge90","The Endless Ledge",1,"","","[1455,1457]",60,19442,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1457,"MapEndlessLedge91","The Endless Ledge",1,"","","[1456,1458]",60,56580,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1458,"MapEndlessLedge92","The Endless Ledge",1,"","","[1457,1459]",60,6083,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1459,"MapEndlessLedge93","The Endless Ledge",1,"","","[1458,1460]",60,41426,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1460,"MapEndlessLedge94","The Endless Ledge",1,"","","[1459,1461]",60,27407,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1461,"MapEndlessLedge95","The Endless Ledge",1,"","","[1460,1462]",60,53044,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1462,"MapEndlessLedge96","The Endless Ledge",1,"","","[1461,1463]",60,21878,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1463,"MapEndlessLedge97","The Endless Ledge",1,"","","[1462,1464]",60,926,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1464,"MapEndlessLedge98","The Endless Ledge",1,"","","[1463,1465]",60,27435,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1465,"MapEndlessLedge99","The Endless Ledge",1,"","","[1464,1466]",60,30242,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1466,"MapEndlessLedge100","The Endless Ledge",1,"","","[1465,1367]",60,22348,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,"[2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065]","",30,"","",[988],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",18,"",0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1467,"MapEndlessLedge2_01","Path of Endurance",3,"","",[1468],64,35956,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2071],39,30,"","",[2290],[],[],[],"",[],"","",[4814],0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,415,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1468,"MapEndlessLedge2_02","Path of Endurance",3,"","","[1467,1469]",66,60021,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2076],39,30,"","",[4056],[],[],[],"",[],"","",[4814],0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,416,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1469,"MapEndlessLedge2_03","Path of Endurance",3,"","","[1468,1470]",68,45043,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2069],39,30,"","",[2475],[],[],[],"",[],"","",[4814],0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,420,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1470,"MapEndlessLedge2_04","Path of Endurance",3,"","","[1469,1471]",70,44196,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2077],39,30,"","",[3853],[],[],[],"",[],"","",[4814],0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,421,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1471,"MapEndlessLedge2_05","Path of Endurance",3,"","","[1470,1472]",72,2733,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2075],39,30,"","",[2470],[],[],[],"",[],"","","[8596,4815,4814]",0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,419,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1472,"MapEndlessLedge2_06","Path of Endurance",3,"","","[1471,1473]",74,61618,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2068],39,30,"","",[2411],[],[],[],"",[],"","","[8596,4815,4814]",0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,420,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1473,"MapEndlessLedge2_07","Path of Endurance",3,"","","[1472,1474]",76,3414,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2079],39,30,"","",[1344],[],[],[],"",[],"","","[8596,4815,4814]",0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,418,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1474,"MapEndlessLedge2_08","Path of Endurance",3,"","","[1473,1475]",77,64664,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2074],39,30,"","","[2360,2369]",[],[],[],"",[],"","","[8596,4815,4814]",0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,419,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1475,"MapEndlessLedge2_09","Path of Endurance",3,"","","[1474,1476]",78,29257,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2067],39,30,"","",[2399],[],[],[],"",[],"","","[8596,4815,4814]",0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",14,417,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1476,"MapEndlessLedge2_10","Path of Endurance",3,"","","[1475,1477]",79,39093,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2078],39,30,"","",[1586],[],[],[],"",[],"","","[8596,4816,4814]",0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,421,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1477,"MapEndlessLedge2_11","Path of Endurance",3,"","","[1476,1478]",80,63718,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2070],39,30,"","",[2290],[],[],[],"",[],"","","[8596,4816,4814]",0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,415,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1478,"MapEndlessLedge2_12_","Path of Endurance",3,"","","[1477,1479]",81,56675,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2076],39,30,"","",[4056],[],[],[],"",[],"","","[8596,4816,4814]",0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,416,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1479,"MapEndlessLedge2_13","Path of Endurance",3,"","","[1478,1480]",82,54319,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2069],39,30,"","",[2475],[],[],[],"",[],"","","[8596,4816,4814]",0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,420,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1480,"MapEndlessLedge2_14","Path of Endurance",3,"","","[1479,1481]",82,57592,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2077],39,30,"","",[3853],[],[],[],"",[],"","","[8596,4816,4814]",0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,421,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1481,"MapEndlessLedge2_15","Path of Endurance",3,"","","[1480,1482]",83,49638,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2075],39,30,"","",[2470],[],[],[],"",[],"","","[8596,7992,4816,4814]",0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,419,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1482,"MapEndlessLedge2_16","Path of Endurance",3,"","","[1481,1483]",83,10024,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2068],39,30,"","",[2411],[],[],[],"",[],"","","[8596,7992,4816,4814]",0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,420,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1483,"MapEndlessLedge2_17","Path of Endurance",3,"","","[1482,1484]",83,53823,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2079],39,30,"","",[1344],[],[],[],"",[],"","","[8596,7992,4816,4814]",0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,418,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1484,"MapEndlessLedge2_18","Path of Endurance",3,"","","[1483,1485]",84,10161,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2074],39,30,"","","[2360,2369]",[],[],[],"",[],"","","[8596,7992,4816,4814]",0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,419,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1485,"MapEndlessLedge2_19","Path of Endurance",3,"","","[1484,1486]",84,28296,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2067],39,30,"","",[2399],[],[],[],"",[],"","","[8596,7992,4816,4814]",0,[],"",100,[],0,"","",10000,5000,[169],"","","","","","","",[],"","","","","",14,417,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1486,"MapEndlessLedge2_20","Path of Endurance",3,"","","[1485,1487]",84,7969,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2078],39,30,"","",[1586],[],[],[],"",[],"","","[8596,7992,4813,4816,4814]",0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,421,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1487,"MapEndlessLedge2_21_","Path of Endurance",3,"","","[1486,1488,1496]",84,41349,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2072],39,30,"","",[2290],[],[],[],"",[],"","","[8596,7992,4813,4817,4814]",0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,415,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1488,"MapEndlessLedge2_22","Path of Endurance",3,"","","[1487,1489]",84,34734,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2076],39,30,"","",[4056],[],[],[],"",[],"","","[8596,7992,4813,4817,4814]",0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,416,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1489,"MapEndlessLedge2_23","Path of Endurance",3,"","","[1488,1490]",84,1841,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2069],39,30,"","",[2475],[],[],[],"",[],"","","[8596,7992,4813,4817,4814]",0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,420,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1490,"MapEndlessLedge2_24","Path of Endurance",3,"","","[1489,1491]",84,45515,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2077],39,30,"","",[3853],[],[],[],"",[],"","","[8596,7992,4813,4817,4814]",0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,421,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1491,"MapEndlessLedge2_25","Path of Endurance",3,"","","[1490,1492]",84,51122,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2075],39,30,"","",[2470],[],[],[],"",[],"","","[8596,7992,4813,4817,4814]",0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,419,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1492,"MapEndlessLedge2_26","Path of Endurance",3,"","","[1491,1493]",84,54049,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2068],39,30,"","",[2411],[],[],[],"",[],"","","[8596,7992,4813,4817,4814]",0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,420,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1493,"MapEndlessLedge2_27","Path of Endurance",3,"","","[1492,1494]",84,12146,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2079],39,30,"","",[1344],[],[],[],"",[],"","","[8596,7992,4813,4817,4814]",0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,418,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
1494,"MapEndlessLedge2_28","Path of Endurance",3,"","","[1493,1495]",84,14394,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds","",[],6,[2074],39,30,"","","[2360,2369]",[],[],[],"",[],"","","[8596,7992,4813,4817,4814]",0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",14,419,0,"",0,0,0,0,0,"",1,47,0,0,[],1,5,0,0
