"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","DialogueOption2","rid","rid","i32","[i32]","i32","rid"
2385,454,18,"The Slaver King Reward",[],[],[],"","",6,103,"",[],"","","",[935],[892],1,[967],935,"","","",1,"","","",49,[],49,""
2386,455,0,"Introduction",[],[],[],"","",3,"","",[7034],"","","",[755],[],755,[],755,"","","","","","","",49,[],49,""
2387,455,1,"The Boss",[],[],[],"","",3,"","",[7035],"","","",[783],[],783,[],1308,"","","","","","","",49,[],49,""
2388,455,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 0 );","",17,"","",[],"","","",[],[],1,[],1308,"","",1,"","",1,"",49,[],49,""
2389,455,3,"Stolen Lockpicks",[2223],[],[],"","",5,"","",[7036],"","","",[833],[],1,[800],833,"","","","","","","",49,[],49,""
2390,455,4,"Stolen Lockpicks",[2256],[],[],"","",5,"","",[7037],"","","",[800],[],800,[834],800,"","","","","","","",49,[],49,""
2391,455,5,"Karst's Revenge",[2224],[],[],"","",5,"","",[7038],"","","",[834],[],1,[801],834,"","","","","","","",49,[],49,""
2392,455,6,"Take Vial of Poison",[2224],[2257],[],"","",6,72,"",[],"","","",[904],[834],1,[],904,"","","",1,"","","",49,[],49,""
2393,455,7,"Karst's Revenge",[],[],[],"","",5,"","",[7039],"","","",[867],[801],867,[835],867,"","","","","","","",49,[],49,""
2394,455,8,"Credit Where Credit's Due",[2225],[],[],"","",5,"","",[7040],"","","",[835],[],1,[802],835,"","","","","","","",49,[],49,""
2395,455,9,"Take Poisoned Lockpick",[2225],[2258],[],"","",6,73,"",[],"","","",[905],[834],1,[],905,"","","",1,"","","",49,[],49,""
2396,455,10,"Credit Where Credit's Due",[],[],[],"","",5,"","",[7041],"","","",[868],[802],868,[],868,"","","","","","","",49,[],49,""
2397,455,11,"Trial Run",[2186],[],[],"","",3,"","",[7025],"","","",[866],[],866,[],866,"","","","","","","",49,[],49,""
2398,455,12,"Stolen Lockpicks Reward",[],[],[],"","",6,78,"",[],"","","",[910],[800],1,[942],910,"","","",1,"","","",49,[],49,""
2399,455,13,"Karst's Revenge Reward",[],[],[],"","",6,79,"",[],"","","",[911],[867],1,[943],911,"","","",1,"","","",49,[],49,""
2400,455,14,"Credit Where Credit's Due Reward",[],[],[],"","",6,80,"",[],"","","",[912],[868],1,[944],912,"","","",1,"","","",49,[],49,""
2401,456,0,"Introduction",[],[],[],"","",3,"","",[8577],"","","",[756],[],756,[],756,"","","","","","","",49,[],49,""
2402,456,1,"The Boss",[],[],[],"","",3,"","",[8578],"","","",[784],[],784,[],1308,"","","","","","","",49,[],49,""
2403,456,2,"The Truth",[1046],[],[],"","",3,"","",[8583],"","","",[785],[],785,[],1308,"","","","","","","",49,[],49,""
2404,456,3,"Godslayer",[1548],[],[],"","",3,"","",[8584],"","","",[786],[],786,[],1308,"","","","","","","",49,[],49,""
2405,456,4,"The Outer Realms",[1686],[],[],"","",3,"","",[8585],"","","",[787],[],787,[],1308,"","","","","","","",49,[],49,""
2406,456,5,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 1 );","",17,"","",[],"","","",[],[],1,[],1308,"","",1,"","",1,"",49,[],49,""
2407,456,6,"Reveal Blueprint Details",[],[],[],"","",18,"","",[],"","","",[],[],1,[],1308,"","","","","",0,"",49,[],49,""
2408,456,7,"Rational Tools",[2236],[],[],"","",5,"","",[8579],"","","",[846],[],1,[813],846,"","","","","","","",49,[],49,""
2409,456,8,"Rational Tools",[2269],[],[],"","",5,"","",[8580],"","","",[813],[],813,[847],813,"","","","","","","",49,[],49,""
2410,456,9,"A Mundane Sample",[2237],[],[],"","",5,"","",[8581],"","","",[847],[],1,[814],847,"","","","","","","",49,[],49,""
2411,456,10,"A Mundane Sample",[2270],[],[],"","",5,"","",[8582],"","","",[814],[],814,[],814,"","","","","","","",49,[],49,""
2412,456,11,"Rational Tools Reward",[],[],[],"","",6,91,"",[],"","","",[923],[813],1,[955],923,"","","",1,"","","",49,[],49,""
2413,456,12,"A Mundane Sample Reward",[],[],[],"","",6,92,"",[],"","","",[924],[814],1,[956],924,"","","",1,"","","",49,[],49,""
2414,457,0,"Introduction",[],[],[],"","",3,"","",[8401],"","","",[757],[],757,[],757,"","","","","","","",49,[],49,""
2415,457,1,"The Boss",[],[],[],"","",3,"","",[8402],"","","",[788],[],788,[],1308,"","","","","","","",49,[],49,""
2416,457,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 2 );","",17,"","",[],"","","",[],[],1,[],1308,"","",1,"","",1,"",49,[],49,""
2417,457,3,"Enoch's Whereabouts",[2228],[],[],"","",5,"","",[8403],"","","",[838],[],1,[805],838,"","","","","","","",49,[],49,""
2418,457,4,"Enoch's Whereabouts",[2261],[],[],"","",5,"","",[8405],"","","",[805],[],805,[839],805,"","","","","","","",49,[],49,""
2419,457,5,"Enoch's Remains",[2229],[],[],"","",5,"","",[8406],"","","",[839],[],1,[806],839,"","","","","","","",49,[],49,""
2420,457,6,"Enoch's Remains",[2262],[],[],"","",5,"","",[8407],"","","",[806],[],806,[],806,"","","","","","","",49,[],49,""
2421,457,7,"Enoch's Whereabouts Reward",[],[],[],"","",6,83,"",[],"","","",[915],[805],1,[947],915,"","","",1,"","","",49,[],49,""
2422,457,8,"Enoch's Remains Reward",[],[],[],"","",6,84,"",[],"","","",[916],[806],1,[948],916,"","","",1,"","","",49,[],49,""
2423,458,0,"Introduction",[],[],[],"","",3,"","",[6689],"","","",[758],[],758,[],758,"","","","","","","",49,[],49,""
2424,458,1,"The Boss",[],[],[],"","",3,"","",[6690],"","","",[789],[],789,[],1308,"","","","","","","",49,[],49,""
2425,458,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 3 );","",17,"","",[],"","","",[],[],1,[],1308,"","",1,"","",1,"",49,[],49,""
2426,458,3,"Finding Opal",[2226],[],[],"","",5,"","",[6691],"","","",[836],[],1,[803],836,"","","","","","","",49,[],49,""
2427,458,4,"Finding Opal",[2259],[],[],"","",5,"","",[6692],"","","",[803],[],803,[837],803,"","","","","","","",49,[],49,""
2428,458,5,"Opal's Jewels",[2227],[],[],"","",5,"","",[6693],"","","",[837],[],1,[804],837,"","","","","","","",49,[],49,""
2429,458,6,"Take Tibbs' Wealth",[2227],[2260],[],"","",6,74,"",[],"","","",[906],[837],1,[],906,"","","",1,"","","",49,[],49,""
2430,458,7,"Opal's Jewels",[],[],[],"","",5,"","",[6694],"","","",[870],[804],870,[],870,"","","","","","","",49,[],49,""
2431,458,8,"Finding Opal Reward",[],[],[],"","",6,81,"",[],"","","",[913],[803],1,[945],913,"","","",1,"","","",49,[],49,""
2432,458,9,"Opal's Jewels Reward",[],[],[],"","",6,82,"",[],"","","",[914],[870],1,[946],914,"","","",1,"","","",49,[],49,""
2433,459,0,"Introduction",[],[],[],"","",3,"","",[8217],"","","",[759],[],759,[],759,"","","","","","","",49,[],49,""
2434,459,1,"The Boss",[],[],[],"","",3,"","",[8218],"","","",[790],[],790,[],1308,"","","","","","","",49,[],49,""
2435,459,2,"The Plains of Vastiri",[],[],[],"","",3,"","",[8224],"","","",[791],[],791,[],1308,"","","","","","","",49,[],49,""
2436,459,3,"Isla",[],[],[],"","",3,"","",[8223],"","","",[792],[],792,[],1308,"","","","","","","",49,[],49,""
2437,459,4,"Strange Voice",[1138],[],[],"","",3,"","",[8225],"","","",[793],[],793,[],1308,"","","","","","","",49,[],49,""
2438,459,5,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 4 );","",17,"","",[],"","","",[],[],1,[],1308,"","",1,"","",1,"",49,[],49,""
2439,459,6,"The Book of Jamanra",[2238],[],[],"","",5,"","",[8219],"","","",[848],[],1,[815],848,"","","","","","","",49,[],49,""
2440,459,7,"The Book of Jamanra",[2271],[],[],"","",5,"","",[8220],"","","",[815],[],815,[849],815,"","","","","","","",49,[],49,""
2441,459,8,"The Book of Jamanra",[2271],[],[],"","",5,"","",[8220],"","","",[815],[849],815,[815],815,"","","","","","","",49,[],49,""
2442,459,9,"Jamanra's Rest",[2239],[],[],"","",5,"","",[8221],"","","",[849],[],1,[816],849,"","","","","","","",49,[],49,""
2443,459,10,"Jamanra's Rest",[],[],[],"","",5,"","",[8222],"","","",[883],[816],883,[],883,"","","","","","","",49,[],49,""
2444,459,11,"The Book of Jamanra Reward",[],[],[],"","",6,93,"",[],"","","",[925],[815],1,[957],925,"","","",1,"","","",49,[],49,""
2445,459,12,"Jamanra's Rest Reward",[],[],[],"","",6,94,"",[],"","","",[926],[883],1,[958],926,"","","",1,"","","",49,[],49,""
2446,460,0,"Introduction",[],[],[],"","",3,"","",[7947],"","","",[760],[],760,[],760,"","","","","","","",49,[],49,""
2447,460,1,"The Boss",[],[],[],"","",3,"","",[7948],"","","",[794],[],794,[],1308,"","","","","","","",49,[],49,""
2448,460,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 5 );","",17,"","",[],"","","",[],[],1,[],1308,"","",1,"","",1,"",49,[],49,""
2449,460,3,"Grocery List",[2230],[],[],"","",5,"","",[7951],"","","",[840],[],1,[807],840,"","","","","","","",49,[],49,""
2450,460,4,"Grocery List",[2263],[],[],"","",5,"","",[7952],"","","",[807],[],807,[841],807,"","","","","","","",49,[],49,""
2451,460,5,"The Vinderi Bomb",[2231],[],[],"","",5,"","",[7953],"","","",[841],[],1,[808],841,"","","","","","","",49,[],49,""
2452,460,6,"The Vinderi Bomb",[2264],[],[],"triggerer.FinishNPCChat();","",5,"","",[7954],"Delay( 0.7, { SpawnEffectOffset( Metadata/Effects/Microtransactions/Misc/fireworks/fireworksMTX_Classic.ao, 0, 0 ); } );","","",[808],[],808,[],808,"","","","","","","",49,[],49,""
2453,460,7,"Fireworks",[],[],[],"","",3,"","",[7955],"","","",[875],[808],875,[],875,"","","","","","","",49,[],49,""
2454,460,8,"Grocery List Reward",[],[],[],"","",6,85,"",[],"","","",[917],[807],1,[949],917,"","","",1,"","","",49,[],49,""
2455,460,9,"The Vinderi Bomb Reward",[],[],[],"","",6,86,"",[],"","","",[918],[808],1,[950],918,"","","",1,"","","",49,[],49,""
2456,461,0,"Introduction",[],[],[],"","",3,"","",[6170],"","","",[761],[],761,[],761,"","","","","","","",49,[],49,""
2457,461,1,"The Boss",[],[],[],"","",3,"","",[6171],"","","",[795],[],795,[],1308,"","","","","","","",49,[],49,""
2458,461,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 6 );","",17,"","",[],"","","",[],[],1,[],1308,"","",1,"","",1,"",49,[],49,""
2459,461,3,"The Wedding Dress",[2234],[],[],"","",5,"","",[6172],"","","",[844],[],1,[811],844,"","","","","","","",49,[],49,""
2460,461,4,"The Wedding Dress",[2267],[],[],"","",5,"","",[6173],"","","",[811],[],811,[845],811,"","","","","","","",49,[],49,""
2461,461,5,"Disengagement",[2235],[],[],"","",5,"","",[6174],"","","",[845],[],1,[812],845,"","","","","","","",49,[],49,""
2462,461,6,"Take Engagement Ring",[2235],[2268],[],"","",6,75,"",[],"","","",[907],[845],1,[],907,"","","",1,"","","",49,[],49,""
2463,461,7,"Disengagement",[],[],[],"","",5,"","",[6175],"","","",[879],[812],879,[],879,"","","","","","","",49,[],49,""
2464,461,8,"The Wedding Dress Reward",[],[],[],"","",6,89,"",[],"","","",[921],[811],1,[953],921,"","","",1,"","","",49,[],49,""
2465,461,9,"Disengagement Reward",[],[],[],"","",6,90,"",[],"","","",[922],[879],1,[954],922,"","","",1,"","","",49,[],49,""
2466,462,0,"Introduction",[],[],[],"","",3,"","",[7670],"","","",[762],[],762,[],762,"","","","","","","",49,[],49,""
2467,462,1,"The Boss",[],[],[],"","",3,"","",[7671],"","","",[796],[],796,[],1308,"","","","","","","",49,[],49,""
2468,462,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 7 );","",17,"","",[],"","","",[],[],1,[],1308,"","",1,"","",1,"",49,[],49,""
2469,462,3,"Reveal Blueprint Details",[],[],[],"","",18,"","",[],"","","",[],[],1,[],1308,"","","","","",0,"",49,[],49,""
2470,462,4,"The Nameless Play",[2232],[],[],"","",5,"","",[7672],"","","",[842],[],1,[809],842,"","","","","","","",49,[],49,""
2471,462,5,"The Nameless Play",[2265],[],[],"","",5,"","",[7673],"","","",[809],[],809,[843],809,"","","","","","","",49,[],49,""
2472,462,6,"The Finest Costumes",[2233],[],[],"","",5,"","",[7674],"","","",[843],[],1,[810],843,"","","","","","","",49,[],49,""
2473,462,7,"The Finest Costumes",[2266],[],[],"","",5,"","",[7675],"","","",[810],[],810,[],810,"","","","","","","",49,[],49,""
2474,462,8,"The Nameless Play Reward",[],[],[],"","",6,87,"",[],"","","",[919],[809],1,[951],919,"","","",1,"","","",49,[],49,""
2475,462,9,"The Finest Costumes Reward",[],[],[],"","",6,88,"",[],"","","",[920],[810],1,[952],920,"","","",1,"","","",49,[],49,""
2476,463,0,"Introduction",[],[],[],"","",3,"","",[7345],"","","",[763],[],763,[],763,"","","","","","","",49,[],49,""
2477,463,1,"The Boss",[],[],[],"","",3,"","",[7346],"","","",[797],[],797,[],1308,"","","","","","","",49,[],49,""
2478,463,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 8 );","",17,"","",[],"","","",[],[],1,[],1308,"","",1,"","",1,"",49,[],49,""
2479,463,3,"Isla's Prototypes",[2240],[],[],"","",5,"","",[7347],"","","",[850],[],1,[817],850,"","","","","","","",49,[],49,""
2480,463,4,"Isla's Prototypes",[2273],[],[],"","",5,"","",[7348],"","","",[817],[],817,[851],817,"","","","","","","",49,[],49,""
2481,463,5,"Isla's Designs",[2241],[],[],"","",5,"","",[7349],"","","",[851],[],1,[818],851,"","","","","","","",49,[],49,""
2482,463,6,"Isla's Designs",[2274],[],[],"","",5,"","",[7350],"","","",[818],[],818,[852],818,"","","","","","","",49,[],49,""
2483,463,7,"Isla's Designs",[2274],[],[],"","",5,"","",[7350],"","","",[818],[852],818,[818],818,"","","","","","","",49,[],49,""
2484,463,8,"Breaking the Unbreakable",[2242],[],[],"","",5,"","",[7351],"","","",[852],[],1,[819],852,"","","","","","","",49,[],49,""
2485,463,9,"Breaking the Unbreakable",[],[],[],"","",5,"","",[7354],"","","",[886],[819],886,[],886,"","","","","","","",49,[],49,""
2486,463,10,"Isla's Prototypes Reward",[],[],[],"","",6,95,"",[],"","","",[927],[817],1,[959],927,"","","",1,"","","",49,[],49,""
2487,463,11,"Isla's Designs Reward",[],[],[],"","",6,96,"",[],"","","",[928],[818],1,[960],928,"","","",1,"","","",49,[],49,""
2488,463,12,"Breaking the Unbreakable Reward",[],[],[],"","",6,97,"",[],"","","",[929],[886],1,[961],929,"","","",1,"","","",49,[],49,""
2489,470,0,"Introduction",[],[],[],"","",3,"","",[6064],"","","",[746],[],746,[734],1308,"","","","","","","",49,[],49,""
2490,470,1,"Rogue Marker",[],[],[],"","",5,"","",[6065],"","","",[747],[734],1,[],747,"","","","","","","",49,[],49,""
2491,470,2,"Rogue Marker",[],[],[],"","",5,"","",[6065],"","","",[747],[],1,[734],747,"",9351,"","","","","",49,[],49,""
2492,479,0,"Purchase Items",[],[],[],"","",23,"",71,[],"","","",[],[],1308,[],1308,"","","","","",1,"",49,[],49,""
2493,479,1,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[],1308,[],1308,"","",1,"","",0,"",49,[],49,""
2494,479,2,"Trade Divination Cards",[],[],[],"","",31,"",71,[],"","","",[],[],1308,[],1308,"","","","","",5,"",49,[],49,""
2495,480,0,"Introduction",[],[],[],"","",3,"","",[8849],"","","",[177],[],177,[],177,"","","","","","","",49,[],49,""
2496,480,1,"A Warning",[],[],[],"triggerer.SetMavenRegionFlag();","",5,"","",[8846],"","","",[425],[],425,[225],425,"","","","","","","",49,[],49,""
2497,480,2,"A Challenge",[],[],[],"triggerer.SetMavenRegionFlag();","",5,"","",[8847],"","","",[873],[225],873,"[374,439]",873,"","","","","","","",49,[],49,""
2498,480,3,"An Invitation",[],[],[],"triggerer.SetMavenRegionFlag();","",5,"","",[8848],"","","",[874],"[225,439]",874,[374],874,"","","","","","","",49,[],49,""
2499,480,4,"Those It Serves",[],[],[],"","",3,"","",[8850],"","","",[184],[177],184,[],1308,"","","","","","","",49,[],49,""
2500,480,5,"The Elder",[],[],[],"","",3,"","",[8851],"","","",[667],[184],667,[],1308,"","","","","","","",49,[],49,""
2501,480,6,"The Maven",[],[],[],"","",3,"","",[8852],"","","",[668],[425],668,[],1308,"","","","","","","",49,[],49,""
2502,481,0,"Introduction",[],[],[],"","",3,"","",[8849],"","","",[177],[],177,[],177,"","","","","","","",49,[],49,""
2503,481,1,"Those It Serves",[],[],[],"","",3,"","",[8850],"","","",[184],[177],184,[],1308,"","","","","","","",49,[],49,""
2504,481,2,"The Elder",[],[],[],"","",3,"","",[8851],"","","",[667],[184],667,[],1308,"","","","","","","",49,[],49,""
2505,481,3,"The Maven",[],[],[],"","",3,"","",[8852],"","","",[668],[425],668,[885],1308,"","","","","","","",49,[],49,""
2506,481,4,"The Maven",[],[],[],"","",3,"","",[8853],"","","",[881],[885],881,[],1308,"","","","","","","",49,[],49,""
2507,481,5,"The Fire",[],[],[],"","",3,"","",[8854],"","","",[1115],[1115],1115,[],1308,"","","","","","","",49,[],49,""
2508,481,6,"Folly",[],[],[],"","",3,"","",[8855],"","","",[1116],[1116],1116,[],1308,"","","","","","","",49,[],49,""
2509,481,7,"The Silence",[],[],[],"","",3,"","",[8856],"","","",[1117],[1117],1117,[],1308,"","","","","","","",49,[],49,""
2510,481,8,"Her Progenitor",[],[],[],"","",3,"","",[8857],"","","",[1118],[1118],1118,[],1308,"","","","","","","",49,[],49,""
2511,481,9,"Shape",[],[],[],"","",3,"","",[8858],"","","",[1119],[1119],1119,[],1308,"","","","","","","",49,[],49,""
2512,481,10,"Her Question",[],[],[],"","",3,"","",[8859],"","","",[1120],[1120],1120,[],1308,"","","","","","","",49,[],49,""
2513,481,11,"Her Wonder",[],[],[],"","",3,"","",[8860],"","","",[1121],[1121],1121,[],1308,"","","","","","","",49,[],49,""
2514,481,12,"Survival",[],[],[],"","",3,"","",[8861],"","","",[1122],[1122],1122,[],1308,"","","","","","","",49,[],49,""
2515,481,13,"Delusion",[],[],[],"","",3,"","",[8862],"","","",[1123],[1123],1123,[],1308,"","","","","","","",49,[],49,""
2516,481,14,"Perpetuation",[],[],[],"","",3,"","",[8863],"","","",[1124],[1124],1124,[],1308,"","","","","","","",49,[],49,""
2517,481,15,"Beyond",[],[],[],"","",3,"","",[8864],"","","",[1125],[1125],1125,[],1308,"","","","","","","",49,[],49,""
2518,481,16,"The Fool",[],[],[],"","",3,"","",[8865],"","","",[1126],[1126],1126,[],1308,"","","","","","","",49,[],49,""
2519,481,17,"The Circle",[],[],[],"","",3,"","",[8866],"","","",[1127],[1127],1127,[],1308,"","","","","","","",49,[],49,""
2520,481,18,"Waking Slumber",[],[],[],"","",3,"","",[8867],"","","",[1128],[1128],1128,[],1308,"","","","","","","",49,[],49,""
2521,481,19,"Stagnation",[],[],[],"","",3,"","",[8868],"","","",[1129],[1129],1129,[],1308,"","","","","","","",49,[],49,""
2522,481,20,"Terminus",[],[],[],"","",3,"","",[8869],"","","",[1130],[1130],1130,[],1308,"","","","","","","",49,[],49,""
2523,481,21,"Bound",[],[],[],"","",3,"","",[8870],"","","",[1131],[1131],1131,[],1308,"","","","","","","",49,[],49,""
2524,481,22,"The Vanquished",[],[],[],"","",3,"","",[8871],"","","",[1132],[1132],1132,[],1308,"","","","","","","",49,[],49,""
2525,481,23,"Mortal Edifice Undone",[],[],[],"","",3,"","",[8872],"","","",[1133],[1133],1133,[],1308,"","","","","","","",49,[],49,""
2526,481,24,"To Wander Alone",[],[],[],"","",3,"","",[8873],"","","",[1134],[1134],1134,[],1308,"","","","","","","",49,[],49,""
2527,481,25,"Unending",[],[],[],"","",3,"","",[8874],"","","",[1135],[1135],1135,[],1308,"","","","","","","",49,[],49,""
2528,481,26,"Long Ago Sorrow",[],[],[],"","",3,"","",[8875],"","","",[1136],[1136],1136,[],1308,"","","","","","","",49,[],49,""
2529,481,27,"The Rift",[],[],[],"","",3,"","",[8876],"","","",[1137],[1137],1137,[],1308,"","","","","","","",49,[],49,""
2530,481,28,"The Bastion",[],[],[],"","",3,"","",[8877],"","","",[1138],[1138],1138,[],1308,"","","","","","","",49,[],49,""
2531,481,29,"Punishment",[],[],[],"","",3,"","",[8878],"","","",[1139],[1139],1139,[],1308,"","","","","","","",49,[],49,""
2532,481,30,"Agony",[],[],[],"","",3,"","",[8879],"","","",[1140],[1140],1140,[],1308,"","","","","","","",49,[],49,""
2533,481,31,"Her Restlessness",[],[],[],"","",3,"","",[8880],"","","",[1141],[1141],1141,[],1308,"","","","","","","",49,[],49,""
2534,481,32,"Her Escape",[],[],[],"","",3,"","",[8881],"","","",[1142],[1142],1142,[],1308,"","","","","","","",49,[],49,""
2535,481,33,"The Lightkeeper",[],[],[],"","",3,"","",[8882],"","","",[1143],[1143],1143,[],1308,"","","","","","","",49,[],49,""
2536,481,34,"Lightkeeper's Wrath",[],[],[],"","",3,"","",[8883],"","","",[1144],[1144],1144,[],1308,"","","","","","","",49,[],49,""
2537,481,35,"The Dreamer",[],[],[],"","",3,"","",[8884],"","","",[1145],[1145],1145,[],1308,"","","","","","","",49,[],49,""
