"rownum","QuestKey","i32","QuestStates","[i32]","Text","bool","Message","MapPinsKeys1","i32","MapPinsTexts","MapPinsKeys2","[rid]","bool","[i32]","[i32]","i32","SoundEffect","row"
1434,150,2,"[2212,0]",[],"","","Defeat Nashta",[],0,"[""Defeat Nashta""]",[],[],"",[],[],10,"",216
1435,150,3,"[2212,0]",[],"","","Find Nashta and Confront Her",[],0,"[""Find Nashta and Confront Her""]",[],[],"",[],[],10,"",216
1436,150,4,"[2212,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1437,150,5,"[2212,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1438,150,6,[2245],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[855],[],10,"",216
1439,150,7,[2245],[],"","","Talk to Adiyah",[],0,"[""Talk to Adiyah in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1440,151,0,[],[],"",1,"",[],0,[],[],[],"",[823],[],10,"",216
1441,151,1,[],[],"","","Talk to Whakano",[],0,"[""Talk to Whakano""]",[],[],"",[890],[],10,"",216
1442,151,2,[2279],[],"","","Escape the Facility",[],0,"[""Escape with Hapihapi's Charm""]",[],[],"",[],[],10,"",216
1443,151,3,"[2213,0]",[],"","","Take Hapihapi's Charm and Escape",[],0,"[""Take Hapihapi's Charm and Escape""]",[],[],"",[],[],10,"",216
1444,151,4,"[2213,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],10,"",216
1445,151,5,"[2213,0]",[],"","","Rescue Hapihapi Before Lockdown",[],0,"[""Rescue Hapihapi before Lockdown""]",[],[],"",[],[],10,"",216
1446,151,6,"[2213,0]",[],"","","Rescue Hapihapi",[],0,"[""Rescue Hapihapi""]",[],[],"",[],[],10,"",216
1447,151,7,"[2213,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1448,151,8,"[2213,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1449,151,9,[2246],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[856],[],10,"",216
1450,151,10,[2246],[],"","","Talk to Whakano",[],0,"[""Talk to Whakano in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1451,152,0,[],[],"",1,"",[],0,[],[],[],"",[824],[],10,"",216
1452,152,1,[],[],"","","Talk to Whakano",[],0,"[""Talk to Whakano""]",[],[],"",[891],[],10,"",216
1453,152,2,[2280],[],"","","Escape the Facility",[],0,"[""Escape with the Slaver's Records""]",[],[],"",[],[],10,"",216
1454,152,3,"[2214,0]",[],"","","Take the Slaver's Records and Escape",[],0,"[""Take the Slaver's Records and Escape""]",[],[],"",[],[],10,"",216
1455,152,4,"[2214,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],10,"",216
1456,152,5,"[2214,0]",[],"","","Steal the Slaver's Records Before Lockdown",[],0,"[""Steal the Slaver's Records before Lockdown""]",[],[],"",[],[],10,"",216
1457,152,6,"[2214,0]",[],"","","Steal the Slaver's Records ",[],0,"[""Steal the Slaver's Records""]",[],[],"",[],[],10,"",216
1458,152,7,"[2214,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1459,152,8,"[2214,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1460,152,9,[2247],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[857],[],10,"",216
1461,152,10,[2247],[],"","","Talk to Whakano",[],0,"[""Talk to Whakano in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1462,153,0,[],[],"",1,"",[],0,[],[],[],"",[892],[],10,"",216
1463,153,1,[],[],"","","Talk to Whakano",[],0,"[""Talk to Whakano""]",[],[],"",[825],[],10,"",216
1464,153,2,"[2215,0]",[],"","","Defeat Friedrich Tarollo",[],0,"[""Defeat Friedrich Tarollo""]",[],[],"",[],[],10,"",216
1465,153,3,"[2215,0]",[],"","","Find and Kill Friedrich Tarollo",[],0,"[""Find and Kill Friedrich Tarollo""]",[],[],"",[],[],10,"",216
1466,153,4,"[2215,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1467,153,5,"[2215,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1468,153,6,[2248],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[858],[],10,"",216
1469,153,7,[2248],[],"","","Talk to Whakano",[],0,"[""Talk to Whakano in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1470,154,0,[],[],"",1,"",[],0,[],[],[],"",[826],[],10,"",216
1471,154,1,[],[],"","","Talk to Faustus",[],0,"[""Talk to Faustus""]",[],[],"",[893],[],10,"",216
1472,154,2,[2282],[],"","","Escape the Facility",[],0,"[""Escape with Admiral Darnaw's Papers""]",[],[],"",[],[],10,"",216
1473,154,3,"[2216,0]",[],"","","Take Admiral Darnaw's Papers and Escape",[],0,"[""Take Admiral Darnaw's Papers and Escape""]",[],[],"",[],[],10,"",216
1474,154,4,"[2216,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],10,"",216
1475,154,5,"[2216,0]",[],"","","Steal Admiral Darnaw's Papers Before Lockdown",[],0,"[""Steal Admiral Darnaw's Papers before Lockdown""]",[],[],"",[],[],10,"",216
1476,154,6,"[2216,0]",[],"","","Steal Admiral Darnaw's Papers",[],0,"[""Steal Admiral Darnaw's Papers""]",[],[],"",[],[],10,"",216
1477,154,7,"[2216,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1478,154,8,"[2216,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1479,154,9,[2249],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[859],[],10,"",216
1480,154,10,[2249],[],"","","Talk to Faustus",[],0,"[""Talk to Faustus in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1481,155,0,[],[],"",1,"",[],0,[],[],[],"",[827],[],10,"",216
1482,155,1,[],[],"","","Talk to Faustus",[],0,"[""Talk to Faustus""]",[],[],"",[894],[],10,"",216
1483,155,2,[2283],[],"","","Escape the Facility",[],0,"[""Escape with the Fleet Orders""]",[],[],"",[],[],10,"",216
1484,155,3,[2286],[],"","","Take the Fleet Orders and Escape",[],0,"[""Take the Fleet Orders and Escape""]",[],[],"",[],[],10,"",216
1485,155,4,"[2217,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],10,"",216
1486,155,5,"[2217,0,0]",[],"","","Plant Admiral Darnaw's Papers Before Lockdown",[],0,"[""Place Admiral Darnaw's Papers on Captain Fidium's desk before Lockdown""]",[],[],"",[],[],10,"",216
1487,155,6,"[2217,0,0]",[],"","","Plant Admiral Darnaw's Papers",[],0,"[""Place Admiral Darnaw's Papers on Captain Fidium's desk""]",[],[],"",[],[],10,"",216
1488,155,7,"[2217,0,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1489,155,8,"[2217,0,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1490,155,9,"[2250,0]",[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[860],[],10,"",216
1491,155,10,[2250],[],"","","",[],0,"[""Take Admiral Darnaw's Papers from Faustus""]",[],[],"",[860],[],10,"",216
1492,155,11,[2250],[],"","","Talk to Faustus",[],0,"[""Talk to Faustus in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1493,156,0,[],[],"",1,"",[],0,[],[],[],"",[895],[],10,"",216
1494,156,1,[],[],"","","Talk to Faustus",[],0,"[""Talk to Faustus""]",[],[],"",[828],[],10,"",216
1495,156,2,"[2218,0]",[],"","","Kill Admiral Darnaw",[],0,"[""Kill Admiral Darnaw""]",[],[],"",[],[],10,"",216
1496,156,3,"[2218,0]",[],"","","Find and Kill Admiral Darnaw",[],0,"[""Find and Kill Admiral Darnaw""]",[],[],"",[],[],10,"",216
1497,156,4,"[2218,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1498,156,5,"[2218,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1499,156,6,[2251],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[861],[],10,"",216
1500,156,7,[2251],[],"","","Talk to Faustus",[],0,"[""Talk to Faustus in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1501,157,0,[],[],"",1,"",[],0,[],[],[],"",[829],[],10,"",216
1502,157,1,[2285],[2219],"","","Talk to Kurai",[],0,"[""Talk to Kurai""]",[],[],"",[],[],10,"",216
1503,157,2,[2285],[],"","","Escape the Facility",[],0,"[""Escape with \""O' Eternal\""""]",[],[],"",[],[],10,"",216
1504,157,3,"[2219,0]",[],"","","Take \""O' Eternal\"" and Escape",[],0,"[""Take \""O' Eternal\"" and Escape""]",[],[],"",[],[],10,"",216
1505,157,4,"[2219,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[],10,"",216
1506,157,5,"[2219,0]",[],"","","Steal \""O' Eternal\"" Before Lockdown",[],0,"[""Steal \""O' Eternal\"" before Lockdown""]",[],[],"",[],[],10,"",216
1507,157,6,"[2219,0]",[],"","","Steal \""O' Eternal\""",[],0,"[""Steal \""O' Eternal\""""]",[],[],"",[],[],10,"",216
1508,157,7,"[2219,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1509,157,8,"[2219,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1510,157,9,[2252],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[862],[],10,"",216
1511,157,10,[2252],[],"","","Talk to Kurai",[],0,"[""Talk to Kurai in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1512,158,0,[],[],"",1,"",[],0,[],[],[],"",[897],[],10,"",216
1513,158,1,[],[2220],"","","Talk to Kurai",[],0,"[""Talk to Kurai""]",[],[],"",[830],[],10,"",216
1514,158,2,[],[],"","","Leave with Kurai",[],0,"[""Leave with Kurai""]",[],[],"",[830],[],10,"",216
1515,158,3,"[2220,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],[830],10,"",216
1516,158,4,"[2220,0]",[],"","","Negotiate with the Client Before Lockdown",[],0,"[""Negotiate with the Client Before Lockdown""]",[],[],"",[],[],10,"",216
1517,158,5,"[2220,0]",[],"","","Negotiate with the Client",[],0,"[""Negotiate with the Client""]",[],[],"",[],[],10,"",216
1518,158,6,"[2220,0]",[],"","","Enter the Client's Mansion",[],0,"[""Enter the Client's Mansion""]",[],[],"",[],[],10,"",216
1519,158,7,"[2220,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1520,158,8,[2253],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[863],[],10,"",216
1521,158,9,[2253],[],"","","Talk to Kurai",[],0,"[""Talk to Kurai in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1522,159,0,[],[],"",1,"",[],0,[],[],[],"",[898],[],10,"",216
1523,159,1,[],[2221],"","","Talk to Kurai",[],0,"[""Talk to Kurai""]",[],[],"",[831],[],10,"",216
1524,159,2,[],[],"","","Escape the Facility",[],0,"[""Escape the Facility""]",[],[],"",[831],[],10,"",216
1525,159,3,"[2221,0]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[831],[],10,"",216
1526,159,4,"[2221,0]",[],"","","Rescue Hana before Lockdown",[],0,"[""Rescue Hana before Lockdown""]",[],[],"",[],[],10,"",216
1527,159,5,"[2221,0]",[],"","","Rescue Hana",[],0,"[""Rescue Hana""]",[],[],"",[],[],10,"",216
1528,159,6,"[2221,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1529,159,7,"[2221,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1530,159,8,[2254],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[864],[],10,"",216
1531,159,9,[2254],[],"","","Talk to Kurai",[],0,"[""Talk to Kurai in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1532,160,0,[],[],"",1,"",[],0,[],[],[],"",[899],[],10,"",216
1533,160,1,[],[],"","","Talk to Kurai",[],0,"[""Talk to Kurai""]",[],[],"",[832],[],10,"",216
1534,160,2,"[2222,0]",[],"","","Defeat the Vox Twins",[],0,"[""Defeat the Vox Twins""]",[],[],"",[],[],10,"",216
1535,160,3,"[2222,0]",[],"","","Find the Vox Twins and Kill Them",[],0,"[""Find the Vox Twins and Kill Them""]",[],[],"",[],[],10,"",216
1536,160,4,"[2222,0]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],[],10,"",216
1537,160,5,"[2222,0]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],[],10,"",216
1538,160,6,[2255],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[865],[],10,"",216
1539,160,7,[2255],[],"","","Talk to Kurai",[],0,"[""Talk to Kurai in the Rogue Harbour""]",[],[],"",[],[],10,"",216
1540,161,0,[],[],"Quest Complete - You have bested the Maven's challenges and been rewarded for doing so.",1,"Quest Complete",[],0,[],[],[],"",[983],[],10,"",216
1541,161,1,"[2334,0]",[2346],"Defeat all of the Maven's creations.","","Complete the Maven's Challenge",[],0,"[""Complete the Maven's Challenge""]",[],[],"",[],[],10,"",216
1542,161,2,"[2334,0]",[2346],"Use the device to begin the Maven's challenge.","","Initiate the Maven's Challenge",[],0,"[""Initiate the Maven's Challenge""]",[],[],"",[],[],10,"",216
1543,161,3,"[2334,0]",[],"Enter the Maven's Crucible to attempt her challenge.","","Enter the Maven's Crucible",[],0,"[""Enter the Maven's Crucible""]",[],[],"",[],[],10,"",216
1544,161,4,"[2334,0]","[2301,0,0,0,2302]","The Maven has offered an Invitation to a challenge of her own creation. Attempt it by placing it in the Map Device.","","Pick Up the Maven's Invitation",[],0,"[""Pick Up the Maven's Invitation""]",[],[],"",[],[],10,"",216
1545,161,5,[],"[2301,0,0,0,2302]","Call the Maven to Tier {0}+ Maps and complete them as she watches.","","",[],0,"[""Complete Tier {0}+ Maps to find the Maven's Invitation""]",[],[],"","[225,1019]",[],6,"",216
1546,161,6,[2349],[],"The Maven has invited you to attempt a greater challenge. Use the Invitation in your Map Device to attempt it.","","Accept the Maven's Invitation",[],0,"[""Use the Maven's Invitation in the Map Device""]",[],[],"","[982,1019]",[],10,"",216
1547,161,7,[],[],"Call the Maven to Tier {0}+ Maps and complete them as she watches. You have defeated {1} out of {2}.","","",[],0,"[""Collect Map Bosses in Tier {0}+ Maps ({1}/{2})""]",[],[],"",[982],[],5,"",216
1548,161,8,[2304],[],"The Maven has invited you to attempt a greater challenge. Use the Invitation in your Map Device to attempt it.","","Accept the Maven's Invitation",[],0,"[""Use the Maven's Invitation in the Map Device""]",[],[],"","[981,1019]",[],10,"",216
1549,161,9,[],[],"Call the Maven to Tier {0}+ Maps and complete them as she watches. You have defeated {1} out of {2}.","","",[],0,"[""Collect Map Bosses in Tier {0}+ Maps ({1}/{2})""]",[],[],"",[981],[],5,"",216
1550,161,10,[2303],[],"The Maven has invited you to attempt a greater challenge. Use the Invitation in your Map Device to attempt it.","","Accept the Maven's Invitation",[],0,"[""Use the Maven's Invitation in the Map Device""]",[],[],"","[980,1019]",[],10,"",216
1551,161,11,[],[],"Call the Maven to Tier {0}+ Maps and complete them as she watches. You have defeated {1} out of {2}.","","",[],0,"[""Collect Map Bosses in Tier {0}+ Maps ({1}/{2})""]",[],[],"",[980],[],5,"",216
1552,161,12,[2302],[],"The Maven has invited you to attempt a greater challenge. Use the Invitation in your Map Device to attempt it.","","Accept the Maven's Invitation",[],0,"[""Use the Maven's Invitation in the Map Device""]",[],[],"","[979,1019]",[],10,"",216
1553,161,13,[],[],"Call the Maven to Tier {0}+ Maps and complete them as she watches. You have defeated {1} out of {2}.","","",[],0,"[""Collect Map Bosses in Tier {0}+ Maps ({1}/{2})""]",[],[],"",[979],[],5,"",216
1554,161,14,[2301],[],"The Maven has invited you to attempt a greater challenge. Use the Invitation in your Map Device to attempt it.","","Accept the Maven's Invitation",[],0,"[""Use the Maven's Invitation in the Map Device""]",[],[],"","[225,1019]",[],10,"",216
1555,161,15,[],[],"Call the Maven to Tier {0}+ Maps and complete them as she watches. You have defeated {1} out of {2}.","","Collect more Map Bosses for the Maven",[],0,"[""Collect Map Bosses in Tier {0}+ Maps ({1}/{2})""]",[],[],"",[225],[],5,"",216
1556,161,16,[2284],[],"The Maven's Beacon appears to be compatible with the Map Device. Open the Map Device to attach it.","","Use the Maven's Beacon to Augment your Map Device",[],0,"[""Use the Maven's Beacon to Augment your Map Device""]",[],[],"",[],[],10,"",216
1557,161,17,[1868],[],"The Maven has gifted you her Beacon. Take it to the Map Device.","","Pick Up the Maven's Beacon",[],0,"[""Pick Up the Maven's Beacon""]",[],[],"",[],[],10,"",216
1558,161,18,[],[],"The Maven wants to witness your attempt to defeat this map's boss encounter.","","Complete the Map as the Maven watches",[],0,"[""Defeat the Map's Boss Encounter as the Maven watches""]",[],[],"",[425],[],10,"",216
1559,162,0,[],[],"Quest Complete - You have defeated the Maven and unlocked the Ceremonial Voidstone and gained {0}.",1,"Quest Complete",[],0,[],[],[],"","[219,663]",[],0,"",216
1560,162,1,[2008],[],"You have defeated the Maven and unlocked the Ceremonial Voidstone. Use the Atlas Book of Skill to gain {0}.","","",[],0,"[""Use the Atlas Book of Skill""]",[],[],"",[219],[],0,"",216
1561,162,2,[],[],"You have defeated the Maven and unlocked the Ceremonial Voidstone. Talk to Commander Kirac for a reward.","","Talk to Commander Kirac",[],39000,"[""Talk to Commander Kirac""]",[],[],"",[219],[],10,"",216
1562,162,3,[2281],[],"The Maven wants to capture you for all eternity. Defeat her so that she cannot.","","Defeat the Maven",[],0,"[""Defeat the Maven""]",[],[],"",[884],[],10,"",216
1563,162,4,[],[],"You have been invited to the Maven's realm for one final challenge.","","",[],0,"[""Challenge the Maven""]",[],[],"",[884],[],10,"",216
1564,124,0,[],[],"Quest Complete - You have harvested the Grove's fruits.",1,"Quest Complete",[],0,[],[],[],"",[1027],[],10,"",216
1565,124,1,"[1896,0]",[2371],"Defeat the Harvested monsters.","","Defeat the Harvested monsters",[],0,"[""Defeat the Harvested monsters""]",[],[],"",[],[],10,"",216
1566,124,2,"[1896,0]",[2373],"The Sacred Grove contains many paired plots of seeds. Disperse Lifeforce onto a plot of seeds. The other paired plot of seeds will wither away, rendering it unharvestable.","","Disperse Lifeforce onto a plot of seeds",[],0,"[""Disperse Lifeforce onto a plot of seeds""]",[],[],"",[],[],10,"",216
1567,124,3,"[1896,0]",[2374],"Speak to Oshabi in the Sacred Grove.","","Speak to Oshabi",[],0,"[""Speak to Oshabi""]",[],[],"",[],[],10,"",216
1568,124,4,[2375],[2375],"You have discovered the entrance to the Sacred Grove. Enter and explore its mysteries.","","Enter the Sacred Grove",[],0,"[""Enter the Sacred Grove""]",[],[],"",[],[],10,"",216
1569,166,0,[2364],[2358],"Quest Complete - You have completed a Ritual and sought Favours from it.",1,"",[],0,[],[],[],"",[],[],10,"",216
1570,166,1,[2364],[],"Quest Complete - You have completed a Ritual and sought Favours from it.",1,"Quest Complete",[],0,"[""Quest Complete""]",[],[],"",[],[],10,"",216
1571,166,2,[2359],[],"Select an item to take or defer. Deferred items will appear again in the next area.","","Claim a Favour",[],0,"[""Purchase or Defer a Favour from the Ritual Altar""]",[],[],"",[],[],10,"",216
1572,166,3,[2360],[],"You have defeated the monsters. Use the Ritual Altar to view the Favours being offered to you.","","Check the Ritual Altar",[],0,"[""Interact with the Ritual Altar to see your Favours""]",[],[],"",[],[],10,"",216
1573,166,4,[2361],[],"Defeat the monsters created by the Ritual.","","Defeat the Ritual Monsters",[],0,"[""Defeat the Ritual Monsters""]",[],[],"",[],[],10,"",216
1574,166,5,[2362],[],"Activate the Ritual Altar to begin the Ritual.","","Activate the Ritual Altar",[],0,"[""Activate the Ritual Altar""]",[],[],"",[],[],10,"",216
1575,166,6,[2363],[],"Monsters are protecting the Ritual Altar. Slay them so you may begin the Ritual.","","Slay the Monsters near the Ritual Altar",[],0,"[""Slay the Monsters near the Ritual Altar""]",[],[],"",[],[],10,"",216
1576,166,7,[2358],[],"There are always multiple Ritual Altars in an area. Seek another out and complete the Ritual.","","Complete the remaining Rituals",[],0,"[""Complete the remaining Rituals in the area""]",[],[],"",[],[],10,"",216
