"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","[rid]","[rid]","[rid]","bool","bool","bool","bool","bool","rid","[i32]","string","[rid]"
2000,"ground_sapping","You deal less damage while standing on sapped ground","","","Sapped Ground",[8669],1,3,"","","","",21,977,"","",2,"",1,1,"",0,"","",1,"","","",4,"","",0,[],"","",[],"",[],[],[8669],[14550],"","",1,1,"","",[],"",[]
2001,"infinite_hunger_immobilise","",1,"","",[7297],1,3,"","","","",28,0,1,"",2,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[162],"",[],"[6908,140,398]",[7297],[],"","","","","","",[0],"",[]
2002,"slowed_regen_on_hit","",1,"","",[2399],1,3,"","","",1,28,0,"","",2,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[2399],[],"","","","","","",[],"",[]
2003,"extinguished","You cannot inflict elemental ailments.","","","Extinguish",[],"",3,"","","","",28,1715,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[2755],[],[],"","","","","","",[],"",[]
2004,"cleansing_fire_snake_debuff","You are taking Fire Damage and cannot recover Life or Energy Shield.","","","Searing Rune","[1975,1890,7816]",1,3,"","","","",28,1716,1,"",2,"",1,1,"",0,"","SearingRune","","","","",4,"","",0,[],"","",[78],"",[],[],"[1975,1890,7816]",[],"","","","","","",[0],"",[]
2005,"player_tainted_frenzy","Your Frenzy Charges have been Tainted","","","Tainted Frenzy Charges",[15616],"",3,"","","","",28,1721,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[15616],[],"","","","","","",[],"",[]
2006,"player_tainted_endurance","Your Power Charges have been Tainted","","","Tainted Endurance Charges",[15615],"",3,"","","","",28,1722,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[15615],[],"","","","","","",[],"",[]
2007,"player_tainted_power","Your Endurance Charges have been Tainted","","","Tainted Power Charges",[15614],"",3,"","","","",28,1723,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[15614],[],"","","","","","",[],"",[]
2008,"ground_sludge","You are taking Physical and Chaos damage over time, and have reduced Movement Speed","","","Vomitous Ooze","[354,453,177]",1,3,"","","","",28,1724,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[354,453,177]",[],"","","","","","",[],"",[]
2009,"ground_archnemesis_cold_snap","You are taking cold damage over time from a Cold Snap","","","Cold Snap",[1977],1,3,"","","","",28,893,"","",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1977],[],"","","","","","",[],"",[4544]
2010,"cleansing_fire_altar_debuff","You take 25% increased Damage from Enemies for each stack of Wrath of the Cosmos","","","Wrath of the Cosmos",[16423],"",4,1,"","","",28,1791,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],1,[],[],[16423],[],"","","","","","",[],"",[]
2011,"cleansing_fire_snake_secondary_debuff","You have lower maximum Fire Resistance and your Travel Skills have less Cooldown Recovery Speed","","","Cauterised Flesh","[942,16053]",1,2,"","","","",28,1716,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[172],"",[],[],"[942,16053]",[],"","","","","","",[0],"",[]
2012,"infinite_hunger_corrosion","You have -1% Physical Damage Reduction and -1% to Chance to Evade per Corrosive Hunger.","","","Corrosive Hunger","[1034,7035]","",4,"","","","",28,1728,1,"",2,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[170],1,[],[],"[1034,7035]",[],"","","","","","",[21],"",[]
2013,"tag_nearby_monsters_with_mod","",1,"","",[],"",1,"","","","",28,0,1,"",17,"",1,1,"",0,"","TagNearbyEnemiesWithMod","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2014,"soul_conduit_death","",1,"","",[],"",3,"","","","",28,1730,1,"",17,"",1,1,"",0,"","SoulConduitDeath","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2015,"eater_of_worlds_laser","You take increased Damage.","","","Inescapable Doom",[477],"",4,"","","","",28,1733,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[175],1,[],[],[477],[],"","","","","","",[10],"",[]
2016,"sentinel_tag_visual_red","",1,"","",[],1,3,"","","","",28,1753,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2017,"sentinel_tag_visual_blue","",1,"","",[],1,3,"","","","",28,1755,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2018,"sentinel_tag_visual_gold","",1,"","",[],1,3,"","","","",28,1754,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2019,"chill_damage_and_damage_taken_modifiers","",1,"","",[],"",3,"","","","",28,0,"","",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"","[16110,16111]",[],"[16110,16111]",[],"","","","","","",[],"",[]
2020,"shatter_when_killed","",1,"","",[],"",3,"","","","",28,0,"","",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[16113],[],[],"","","","","","",[],"",[]
2021,"flask_visuals","",1,"","",[],1,1,"","","",1,28,0,1,"",4,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2022,"number_of_chaos_spells_cast_recently","",1,"","",[],"",3,"","","","",28,0,1,"",17,"","","","",0,1,"ActionRecentlyCounterBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2023,"generic_league_reward_display","",1,"","",[],1,1,"","","","",28,0,1,"",17,"",1,1,"",0,"","GenericLeagueRewardDisplay","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2024,"golem_ball_pet_stuff","",1,"","",[],"",2,"","","","",28,0,1,"",17,"",1,1,"",0,"","GolemBallPet","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2025,"number_of_fire_skills_used_in_past_16_seconds","",1,"","",[],"",3,"","","","",28,0,1,"",17,"","","","",0,1,"ActionRecentlyCounterBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2026,"number_of_lightning_skills_used_in_past_16_seconds","",1,"","",[],"",3,"","","","",28,0,1,"",17,"","","","",0,1,"ActionRecentlyCounterBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2027,"number_of_hits_blocked_in_past_30_seconds","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","ActionRecentlyCounterBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2028,"number_of_arrows_fired_from_last_arrow_firing_skill_used","",1,"","",[],"",2,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[16409],[],[16409],[],"","","","","","",[],"",[]
2029,"mtx_emberkeep_vulture_marked_target_visual_buff","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","EmberkeepVultureCirclingTargetVisuals","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2030,"attached_flasks_to_belt","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","AttachedFlasksToBelt","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2031,"nearby_enemies_reduced_life_regen","",1,"","",[2399],"",3,"","","","",28,0,"","",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[2399],[],"","","","","","",[],"",[]
2032,"nearby_enemies_reduced_es_recharge_rate","",1,"","",[138],"",3,"","","","",28,0,"","",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[138],[],"","","","","","",[],"",[]
2033,"lose_soul_eater_while_no_unique_in_presence","",1,"","",[],1,2,"","","","",28,0,1,"",17,"",1,1,"",0,"","LoseSoulEaterStacks","","","","",4,"","",0,[],"","",[],"",[16484],[],[16484],[],"","","","","","",[],"",[]
2034,"number_of_unique_enemies_in_presence","",1,"","",[],1,3,"","","",1,28,0,"","",17,"",1,1,"",0,"","TrackNearbyTargets","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2035,"energy_release_shock_pause","",1,"","",[],"",1,"","","",1,28,1812,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[16498],[],[],"","","","","","",[],"",[]
2036,"touch_of_fire","The Great Eye approaches.\r\nThe flames nip at your heels.","",1,"Flame-Touched",[],1,3,"","","","",28,2,1,"",1,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[16507],[],[],"","","","","","",[],"",[]
2037,"mtx_cold_iron_point_metal_hit_count","",1,"","",[],1,4,"","","",1,28,0,1,"",17,"",1,1,"",0,"","LiquidMetalHitCountVisuals","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2038,"unique_legacy_of_fury_scorched","Your elemental resistances are lowered.","","","Scorched",[141],"",3,"","","","",17,975,"","",2,"",1,1,"",0,"","",1,"","","",4,"","",0,[],"","",[],"",[],[],[141],[14548],"","",1,1,"","",[],"",[]
2039,"galvanic_field_bonus","You have additional chance to shock. Shocking an enemy will create a Galvanic Field.","","","Galvanic Field","[659,200]",1,2,"","","",1,28,1815,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[659,200]",[16531],"","","","","","",[],"",[]
2040,"galvanic_field_leave_me_alone","",1,"","",[],1,1,"","","",1,28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2041,"curse_alchemists_mark","You are cursed. The enemy which cursed you gains flask charges by hitting you and creates burning and caustic ground by igniting and poisoning you.","","","Alchemist's Mark","[16538,16539,16537]","",6,"","","",1,28,81,"","",14,"",1,1,"",0,"","CurseDebuff","","","","",4,"","",0,[],"","",[],"","[16540,16541,16968,16969,16970]",[],"[16538,16539,16537,16540,16541,16968,16969,16970]",[719],"","","","","","",[],"",[]
2042,"mtx_cospris_malice_trigger_effects","",1,"","",[],"",2,"","","","",28,0,1,"",17,"",1,1,"",0,"","CosprisMaliceTriggerEffects","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2043,"torment_touched_player","You have been touched by a Tormented Spirit","","","Fairgraves' Tricorne",[],1,1,"","","","",28,1836,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2044,"trickster_alternating_less_damage_alternator","",1,"","","[16581,16580]",1,10,"","","","",28,0,1,"",17,"",1,1,"",0,1,"GenericAlternatingBuff","","","","",4,"","",0,[],"","",[],"",[],[],"[16581,16580]",[],"","","","","","",[],"",[]
2045,"trickster_alternating_less_hit_damage","You are taking 40% less damage from hits.","","","Heartstopper",[16580],1,3,"","","","",28,1823,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[16580],[],"","","","","","",[],"",[]
2046,"trickster_alternating_less_dot_damage","You are taking 40% less damage over time.","","","Heartstopper",[16581],1,3,"","","","",28,1824,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[16581],[],"","","","","","",[],"",[]
2047,"trickster_nearby_enemy_action_speed","Your Action Speed is at most 90%.","","","One Step Ahead",[],1,3,"","","","",28,1825,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[16585],[],[],"","","","","","",[],"",[]
2048,"shrine_brineking","You cannot be Chilled, Frozen or Stunned. You take some Physical Damage as Cold Damage.","",1,"Tsoagoth Shrine","[49,190,191,701,1049,943,146,594,5701]",1,3,"","","","",28,1826,1,"",7,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[49,190,191,701,1049,943,146,594,5701]",[17391],"","","","","","",[],"",[]
2049,"shrine_lunaris","You have increased Cold Damage, your skills chain additional times, you fire additional Projectiles, and you always avoid Projectiles.","",1,"Lunaris Shrine","[49,173,172,6165,3489,5701]",1,3,"","","","",28,1827,1,"",7,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[49,173,172,6165,3489,5701]",[17391],"","","","","","",[],"",[]
2050,"shrine_solaris","You have increased Fire Damage, always critically strike, take no extra damage from critical strikes and avoid all Elemental Ailments.","",1,"Solaris Shrine","[42,348,4854,620,593,5701]",1,3,"","","","",28,1828,1,"",7,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[42,348,4854,620,593,5701]",[17391],"","","","","","",[],"",[]
2051,"shrine_arakaali","You have increased Chaos Damage, gain some Physical and Elemental Damage as Extra Chaos Damage and take reduced damage from Damage Over Time.","",1,"Arakaali Shrine","[63,450,2139,542,4654,5701]",1,3,"","","","",28,1829,1,"",7,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[63,450,2139,542,4654,5701]",[17391],"","","","","","",[],"",[]
2052,"mtx_killstreak_stack","",1,"","",[],1,4,1,16689,16688,1,28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2053,"mtx_knightlord_podium_visual_buff","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","KnightlordPodiumVisuals","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2054,"monster_corpse_sink_override_hash","",1,"","",[],"",2,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[16710],[],[16710],[],"","","","","","",[],"",[]
2055,"mtx_corpsebloom_grow_flowers_on_nearby_corpses","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","MtxCorpsebloomGrowFlowersBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2056,"mtx_corpsebloom_flower_stack","",1,"","",[],"",4,"","","","",28,0,1,"",17,"",1,1,"",13,"","MtxCorpsebloomVisuals","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2057,"mtx_darkness_enthroned_eyeballs","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","CreateEyeballsNearby","","","","",4,"","",0,[],"","",[],"",[],[],[],[],1,"","","","","",[],"",[]
2058,"mtx_rogue_stalker_crit_gloves_cooldown","",1,"","",[],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2059,"ambus_charge_max_endurance_charge_override","",1,"","Ambu's Charge",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[16845],[],[16845],[],"","","","","","",[],"",[]
2060,"mtx_hitstreak_stack","",1,"","",[],1,4,1,16863,16864,1,28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2061,"torment_possessed_player","",1,"","",[],1,1,"","","","",28,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2062,"mtx_mist_spirits_spawn_nearby","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","MtxMistSpiritsSpawnNearby","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2063,"suppress_phasing_visuals","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[5817],[],[],"","","","","","",[],"",[]
2064,"heal_on_nearby_death","",1,"","",[16983],1,1,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[16983],[],"","","","","","",[],"",[]
2065,"ground_maelstrom_invisible","",1,"","",[1977],1,3,"","","","",28,0,"","",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1977],[],"","","","","","",[],"",[4544]
2066,"mtx_voidforge_element_flare","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","MtxVoidforgeFlare","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2067,"sanctum_failure","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],"[140,860,1303,8156,2970,6821,6820]",[],[],"","","","","","",[],"",[]
2068,"mtx_polymorphed","Your form has been changed.","","","Polymorphed",[],"",2,"","","","",28,1863,1,"",17,"",1,1,"",0,"","MtxPolymorphed","","","","",4,"","",0,[],"","",[],"",[17003],[],[17003],[],"","","","","","",[],"",[]
2069,"mtx_balefire_wings","",1,"","",[],1,2,"","","","",28,0,1,"",17,"",1,1,"",0,"","MtxBalefireWings","","","","",4,"","",0,[],"","",[],"",[17023],[],[17023],[],"","","","","","",[],"",[]
2070,"number_of_times_cold_damage_dealt_recently","",1,"","",[],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,"","ActionRecentlyCounterBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2071,"number_of_times_lightning_damage_dealt_recently","",1,"","",[],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,"","ActionRecentlyCounterBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2072,"sanctum_fire_beam","You are taking Fire Damage over time and losing Resolve over time.","","","Unholy Scalding","[1975,17047]",1,3,"","","",1,28,1864,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1975,17047]",[],"","","","","","",[],"",[]
2073,"life_mastery_nearby_enemy_life_regen","",1,"","",[2399],1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[2399],[],"","","","","","",[],"",[]
2074,"sanctum_damage_over_time","",1,"","",[],1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","SanctumDamageOverTime","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2075,"life_%_to_prevent_and_lose_over_time","",1,"","",[17055],1,3,"","","","",28,0,1,"",4,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[17055],[],"","","","","","",[],"",[]
2076,"mtx_spawned_bees_recently","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2077,"ancestor_totem_buff_totem_buff","",1,"","",[],1,2,"","","","",28,0,1,"",17,"","","","",0,"","AncestorTotemBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2078,"mtx_melding_of_the_flesh_hit_detected","",1,"","",[],"",2,"","","","",28,0,1,"",17,"",1,1,"",0,"","MtxMeldingOfTheFlesh","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2079,"sanctum_damage_immunity","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[17100],[],[],"","","","","","",[],"",[]
2080,"mtx_clockwork_heart_effects","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","MtxClockworkHeartEffect","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2081,"mtx_jellyfish_swarm_effects","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","MtxJellyfishSwarmEffect","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2082,"unique_flask_explode_random_element","",1,"","",[17190],1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[17190],[],"","","","","","",[],"",[]
2083,"give_onslaught","[DNT] This exists as a hack to be applied to minions as an affectsparents buff - probably should be changed/replaced in future",1,"","",[],1,3,"","","","",28,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[1749],[],[],"","","","","","",[],"",[]
2084,"mtx_sand_chronomancer","",1,1,"",[],1,2,"","","","",28,0,1,"",17,"",1,1,"",0,"","MTXSandChronomancerBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
2085,"sanctum_vortex_degen","You are taking Chaos Damage over time.","","","Heretic's Ire",[453],1,3,"","","","",28,1865,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[453],[],"","","","","","",[],"",[]
