"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool","BuffName","MiscAnimated1","MiscAnimated2","BuffDescription","EPKFile","HasExtraArt","ExtraArt","[i32]","EPKFiles","BuffVisualOrbs","MiscAnimated3","rid"
1716,"cleansing_fire_snake_debuff","Art/2DArt/BuffIcons/SearingDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/CleansingFire/epk/snake_debuff.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/CleansingFire/epk/snake_debuff_player.epk","","",[],[],[],"",""
1717,"altar_physical_to_fire","Art/2DArt/BuffIcons/nobuff.dds",[],"[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/aura_fire.epk""]",[],"","","","","","","","",[],[],[],"",""
1718,"altar_physical_to_cold","Art/2DArt/BuffIcons/nobuff.dds",[],"[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/aura_cold.epk""]",[],"","","","","","","","",[],[],[],"",""
1719,"altar_physical_to_lightning","Art/2DArt/BuffIcons/nobuff.dds",[],"[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/aura_lightn.epk""]",[],"","","","","","","","",[],[],[],"",""
1720,"altar_physical_to_chaos","Art/2DArt/BuffIcons/nobuff.dds",[],"[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/aura_chaos.epk""]",[],"","","","","","","","",[],[],[],"",""
1721,"player_tainted_frenzy","Art/2DArt/BuffIcons/TaintedFrenzyBuff.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1722,"player_tainted_endurance","Art/2DArt/BuffIcons/TaintedEnduranceBuff.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1723,"player_tainted_power","Art/2DArt/BuffIcons/TaintedPowerBuff.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1724,"ground_sludge","Art/2DArt/BuffIcons/BloodCloudDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/DoomPersonified/EPK/player_doom.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1725,"soul_conduit","","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/soul_conduit.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1726,"soul_conduit_magic","","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/soul_conduit_magic.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1727,"soul_conduit_rare","","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/soul_conduit_rare.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1728,"infinite_hunger_corrosion","Art/2DArt/BuffIcons/DoomBossDebuff.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1729,"player_aura_phantom","",[],"[""Metadata/Effects/Microtransactions/Aura/masq_phantom/aura_phantom.epk""]",[],"","","","","","","","",[],[],[],"",""
1730,"soul_conduit_fade","","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/soul_conduit_FADE.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1731,"soul_conduit_magic_fade","","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/soul_conduit_magic_FADE.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1732,"soul_conduit_rare_fade","","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/soul_conduit_rare_FADE.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1733,"eater_of_worlds_laser","Art/2DArt/BuffIcons/TangleTentacleOrbDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Touching_Tentacle_Orb/epks/debuff_lightning_buff_speed.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1734,"ignited_demonicraging","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/summon_raging_spirits_Demonic/ignite.epk""]","[""Metadata/Effects/Microtransactions/Spells/summon_raging_spirits_Demonic/ignite.epk""]",[],"","","","","","","","",[],[],[],"",""
1735,"flask_effect_life_mtx","","[""Metadata/Effects/Microtransactions/Misc/FlaskEffects/Life/LifeFlask.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1736,"flask_effect_mana_mtx","","[""Metadata/Effects/Microtransactions/Misc/FlaskEffects/Mana/ManaFlask.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1737,"flask_effect_hybrid_mtx","","[""Metadata/Effects/Microtransactions/Misc/FlaskEffects/Mana-Life/Mana-LifeFlask.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1738,"flask_effect_utility_mtx","","[""Metadata/Effects/Microtransactions/Misc/FlaskEffects/Utility/UtilityFlask.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1739,"ignited_meteor_shower","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/meteor_shower/chaos_alien/Ignited.epk""]","[""Metadata/Effects/Microtransactions/Spells/meteor_shower/chaos_alien/Ignited.epk""]",[],"","","","","","","","",[],[],[],"",""
1740,"poisonous_concoction_attached_visual_buff_demonic","","[""Metadata/Effects/Microtransactions/Spells/poisonous_concoction/demonic/flask_belt_acid.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1741,"player_aura_celestial_nova1","",[],"[""Metadata/Effects/Microtransactions/Aura/nova/aura_Nova1.epk""]",[],"","","","","","","","",[],[],[],"",""
1742,"player_aura_celestial_nova2","",[],"[""Metadata/Effects/Microtransactions/Aura/nova/aura_Nova2.epk""]",[],"","","","","","","","",[],[],[],"",""
1743,"player_aura_celestial_nova3","",[],"[""Metadata/Effects/Microtransactions/Aura/nova/aura_Nova3.epk""]",[],"","","","","","","","",[],[],[],"",""
1744,"flask_effect_battlepasstwo_rumi_mtx","","[""Metadata/Pet/Chiyou/fx_Rumis/epk_player.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1745,"poison_demonic","Art/2DArt/SkillIcons/iconpoisoned.dds","[""Metadata/Effects/Microtransactions/Spells/poisonous_concoction/demonic/poisoned_demonic.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","Metadata/Effects/Microtransactions/Spells/poisonous_concoction/demonic/poisoned_demonic.epk","","",[],[],[],"",""
1746,"corrupted_blood_stream_heritage","Art/2DArt/SkillIcons/CorruptedBloodStream.dds","[""Metadata/Effects/Microtransactions/Spells/corrupting_fever/heritage/buff.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1747,"corrupted_blood_heritage","Art/2DArt/BuffIcons/chargeblood.dds",[],[],[],"","","","","","","","",[],[],[66],"",""
1748,"endurance_charge_crystal_stygian_art_variation","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],"","","","","","","","",[],[],[95],"",""
1749,"power_charge_crystal_stygian_art_variation","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],"","","","","","","","",[],[],[94],"",""
1750,"frenzy_charge_crystal_stygian_art_variation","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","",[],[],[96],"",""
1751,"corrosive_shroud_accumulating_damage_celestial","","[""Metadata/Effects/Microtransactions/Spells/PlagueBearer/Celestial/epk/PlagueBearer_shroud_active.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1752,"corrosive_shroud_aura_celestial","Art/2DArt/SkillIcons/PlagueBearerUnleashing.dds","[""Metadata/Effects/Microtransactions/Spells/PlagueBearer/Celestial/epk/corrosive_affected.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1753,"sentinel_tag_visual_red","","[""Metadata/Monsters/LeagueSentinel/buff_monster.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1754,"sentinel_tag_visual_yellow","","[""Metadata/Monsters/LeagueSentinel/buff_monster2.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1755,"sentinel_tag_visual_blue","","[""Metadata/Monsters/LeagueSentinel/buff_monster3.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1756,"sentinel_blue_marbled","","[""Metadata/Monsters/LeagueSentinel/drone_epks/blue_marbled.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1757,"sentinel_blue","","[""Metadata/Monsters/LeagueSentinel/drone_epks/blue.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1758,"sentinel_red","","[""Metadata/Monsters/LeagueSentinel/drone_epks/red.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1759,"sentinel_bronze","","[""Metadata/Monsters/LeagueSentinel/drone_epks/bronze.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1760,"sentinel_filthy_stone","","[""Metadata/Monsters/LeagueSentinel/drone_epks/filthy_stone.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1761,"sentinel_ivory","","[""Metadata/Monsters/LeagueSentinel/drone_epks/ivory.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1762,"sentinel_jade","","[""Metadata/Monsters/LeagueSentinel/drone_epks/jade.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1763,"sentinel_stone","","[""Metadata/Monsters/LeagueSentinel/drone_epks/stone.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1764,"sentinel_white_black_stone","","[""Metadata/Monsters/LeagueSentinel/drone_epks/white_black_stone.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1765,"sentinel_dark","","[""Metadata/Monsters/LeagueSentinel/drone_epks/dark.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1766,"sentinel_ice","","[""Metadata/Monsters/LeagueSentinel/drone_epks/ice.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1767,"sentinel_purple","","[""Metadata/Monsters/LeagueSentinel/drone_epks/purple.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1768,"sentinel_paua","","[""Metadata/Monsters/LeagueSentinel/drone_epks/paua.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1769,"sentinel_rusted","","[""Metadata/Monsters/LeagueSentinel/drone_epks/rusted.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1770,"sentinel_base","","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1771,"sentinel_crimson","","[""Metadata/Monsters/LeagueSentinel/drone_epks/crimson.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1772,"sentinel_gothic","","[""Metadata/Monsters/LeagueSentinel/drone_epks/gothic.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1773,"sentinel_gray","","[""Metadata/Monsters/LeagueSentinel/drone_epks/gray.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1774,"sentinel_shell","","[""Metadata/Monsters/LeagueSentinel/drone_epks/shell.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1775,"sentinel_stained","","[""Metadata/Monsters/LeagueSentinel/drone_epks/stained.epk""]",[],[62],"","","","","","","","",[],[],[],"",""
1776,"endurance_charge_crystal_demonic_art_variation","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],"","","","","","","","",[],[],[97],"",""
1777,"power_charge_crystal_demonic_art_variation","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],"","","","","","","","",[],[],[98],"",""
1778,"frenzy_charge_crystal_demonic_art_variation","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","",[],[],[99],"",""
1779,"endurance_charge_crystal_ghostflame_art_variation","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],"","","","","","","","",[],[],[100],"",""
1780,"power_charge_crystal_ghostflame_art_variation","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],"","","","","","","","",[],[],[101],"",""
1781,"frenzy_charge_crystal_ghostflame_art_variation","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","",[],[],[102],"",""
1782,"flask_effect_mageblood_mtx","","[""Metadata/Effects/Microtransactions/Misc/uniques/Mageblood/epk/mageblood.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1783,"power_charge_eldritch_void_battery_art_variation","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],"","","","","","","","",[],[],[103],"",""
1784,"flask_effect_quicksilver_flaming","","[""Metadata/Effects/Microtransactions/Misc/FlaskEffects/Flaming_Quicksilver_Flask/walk_fire.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1785,"hyrris_ire_chilled_mtx","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/Microtransactions/Misc/uniques/HyrrisIre/epk/ice_skin.epk""]","[""Metadata/Effects/Microtransactions/Misc/uniques/HyrrisIre/epk/ice_skin.epk""]",[],"","","","","","","","",[],[],[],"",""
1786,"frenzy_charge_frenzy_scaling_helmet_art_variation","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","",[],[],[104],"",""
1787,"dead_reckoning_mage_skeleton_effect_mtx","","[""Metadata/Effects/Microtransactions/Spells/raise_skeleton/deadreckon/epk/deadreckon.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1788,"ashes_of_the_stars_on_kill_effect_mtx","","[""Metadata/Effects/Microtransactions/Misc/uniques/Ashes_Of_Stars/epk/Misery_death_fade.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1789,"hyrris_ire_kill_effect_mtx","","[""Metadata/Effects/Microtransactions/Misc/uniques/HyrrisIre/epk/ice_skin_death.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1790,"ashes_of_the_stars_loop_effect_mtx","","[""Metadata/Effects/Microtransactions/Misc/uniques/Ashes_Of_Stars/epk/Misery_death.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1791,"wrath_of_the_cosmos_debuff","Art/2DArt/SkillIcons/passives/WrathOfTheCosmosKeystone.dds",[],[],[],"","","","","","","","",[],[],[],"",""
1792,"divine_lightning_arrow_shock","Art/2DArt/BuffIcons/buffshocked.dds","[""Metadata/Effects/Microtransactions/Spells/lightning_arrows/divine/shocked.epk""]","[""Metadata/Effects/Microtransactions/Spells/lightning_arrows/divine/shocked.epk""]",[],"","","","","","","","",[],[],[],"",""
1793,"ignited_oblivion_fire_trap","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/trap/Oblivion/Ignited.epk""]","[""Metadata/Effects/Microtransactions/Spells/trap/Oblivion/Ignited.epk""]",[],"","","","","","","","",[],[],[],"",""
1794,"void_emperor_chilled","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/Microtransactions/Spells/icespear/void_emperor/Chilled.epk""]","[""Metadata/Effects/Microtransactions/Spells/icespear/void_emperor/Chilled.epk""]",[],"","","","","","","","",[],[],[],"",""
1795,"vanished_curse_icon_only","","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[80],"",""
1796,"void_emperor_freeze","Art/2DArt/BuffIcons/bufffrozen.dds","[""Metadata/Effects/Microtransactions/Spells/icespear/void_emperor/Frozen.epk""]","[""Metadata/Effects/Microtransactions/Spells/icespear/void_emperor/Frozen.epk""]",[],"","","","","","","","",[],[],[],"",""
1797,"player_aura_unified_blue","",[],"[""Metadata/Effects/Microtransactions/Aura/Unified/controllers/UnifiedAuraControllerBlue.epk""]",[],"","","","","","","","",[],[],[],"",""
1798,"player_aura_unified_gray","",[],"[""Metadata/Effects/Microtransactions/Aura/Unified/controllers/UnifiedAuraControllerGrey.epk""]",[],"","","","","","","","",[],[],[],"",""
1799,"player_aura_unified_purple","",[],"[""Metadata/Effects/Microtransactions/Aura/Unified/controllers/UnifiedAuraControllerPurple.epk""]",[],"","","","","","","","",[],[],[],"",""
1800,"player_aura_unified_red","",[],"[""Metadata/Effects/Microtransactions/Aura/Unified/controllers/UnifiedAuraControllerRed.epk""]",[],"","","","","","","","",[],[],[],"",""
1801,"player_aura_unified_yellow","",[],"[""Metadata/Effects/Microtransactions/Aura/Unified/controllers/UnifiedAuraControllerYellow.epk""]",[],"","","","","","","","",[],[],[],"",""
1802,"metal_minion_gold_mtx","","[""Metadata/Effects/Microtransactions/Misc/metal_minion_amulet/gold.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1803,"metal_minion_silver_mtx","","[""Metadata/Effects/Microtransactions/Misc/metal_minion_amulet/silver.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1804,"metal_minion_bronze_mtx","","[""Metadata/Effects/Microtransactions/Misc/metal_minion_amulet/bronze.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1805,"metal_minion_blue_mtx","","[""Metadata/Effects/Microtransactions/Misc/metal_minion_amulet/blue.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1806,"ignited_battle_pass_legacy_of_fury","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Misc/uniques/LegacyOfFury/ignited_big.epk""]","[""Metadata/Effects/Microtransactions/Misc/uniques/LegacyOfFury/ignited_big.epk""]",[],"","","","","","","","",[],[],[],"",""
1807,"scorched_battle_pass_legacy_of_fury","Art/2DArt/BuffIcons/ScorchedBuff.dds","[""Metadata/Effects/Microtransactions/Misc/uniques/LegacyOfFury/ignited.epk""]","[""Metadata/Effects/Microtransactions/Misc/uniques/LegacyOfFury/ignited.epk""]",[],"","","","","","","","",[],[],[],"",""
1808,"sunprism_phase","Art/2DArt/BuffIcons/Phasing.dds","[""Metadata/Effects/Microtransactions/Rings/alter_buffs/sunprism.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1809,"myrmidon_fortify","Art/2DArt/BuffIcons/Fortify.dds","[""Metadata/Effects/Microtransactions/Rings/alter_buffs/myrmidon.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1810,"madcap_arcane_surge","Art/2DArt/BuffIcons/ArcaneSurge.dds","[""Metadata/Effects/Microtransactions/Rings/alter_buffs/madcap.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1811,"void_emperor_onslaught","Art/2DArt/BuffIcons/Onslaught.dds","[""Metadata/Effects/Microtransactions/Rings/alter_buffs/voidemperor.epk""]","[""Metadata/Effects/Microtransactions/Rings/alter_buffs/voidemperor.epk""]",[],"","","","","","","","",[],[],[],"",""
1812,"energy_release_shock_pause","","[""Metadata/Effects/Spells/shock_lightningbolt/EPKs/shocked_Locked.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1813,"energy_release_hit_visual","","[""Metadata/Effects/Spells/shock_lightningbolt/EPKs/lightningBolt_Hit.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1814,"flask_effect_ichor_mana_mtx","","[""Metadata/Effects/misc/flask_effects/ichor_mana/char_burst.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1815,"galvanic_field_bonus","Art/2DArt/SkillIcons/GalvanicField.dds","[""Metadata/Effects/Spells/shock_plasmacharge/EPKs/playerBuff.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1816,"galvanic_field_its_orbin_time","","[""Metadata/Effects/Spells/shock_plasmacharge/EPKs/plasmaShock.epk""]",[],[],"","","","","","","","",[],[],[],"",""
1817,"black_tar_poison_alternate_ailment","","[""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/tar_poison.epk""]","[""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/tar_poison.epk""]",[],"","","","","","","","",[],[],[],"",""
1818,"demonic_ignite_alternate_ailment","","[""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/ignite.epk""]","[""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/ignite_aura.epk""]",[],"","","","","","","","",[],[],[],"",""
1819,"crystalline_freeze_alternate_ailment","","[""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/frozen_ice_skin_start.epk""]","[""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/frozen_ice_skin_start_aura.epk""]",[],"","","","","","","","",[],[],[],"",""
1820,"void_shock_alternate_ailment","","[""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/voidsap_skin_small.epk"",""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/voidsap_skin.epk"",""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/voidsap_skin_large.epk""]","[""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/voidsap_skin_small_aura.epk"",""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/voidsap_skin_aura.epk"",""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/voidsap_skin_large_aura.epk""]",[],"","","","","","","","",[],[],[],"",""
1821,"voodoo_bleed_alternate_ailment","","[""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/blood_skin.epk"",""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/blood_skin.epk"",""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/big_blood_skin.epk""]","[""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/blood_skin.epk"",""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/blood_skin.epk"",""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/big_blood_skin.epk""]",[],"","","","","","","","",[],[],[],"",""
