"rownum","Id","Description","SetId","Objective","HASH16","bool","HideAchievementItems","bool","MinCompletedItems","TwoColumnLayout","ShowItemCompletionsAsOne","string","SoftcoreOnly","HardcoreOnly","bool","string","string","string"
1186,"CrucibleLeagueChallenge4","Potent Potential",52,"Allocate any six of the following Crucible Passive Skill Tree Skills of the specified types.",-10993,1,"","",6,1,"","","","","","","",""
1187,"CrucibleAchieveAscension","Achieve Ascension",52,"Use the Ascendancy Device in each of the following Labyrinths.",21074,"","","",0,"","","","","","","","",""
1188,"CrucibleDivinationCards","Divined Destiny",52,"Turn in Divination Cards which specifically grant each of the following reward types.",-23403,"","","",0,1,"","","","","","","",""
1189,"CrucibleVendorRecipes2","Peddler's Produce II",52,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific combination of items to a vendor, not when you buy items from their purchase screen.",-17158,"","","",0,"","","","","","","","",""
1190,"CrucibleChaosBases","Crafting Curious Commodities",52,"Use a Chaos Orb on each of the following item level 83 or higher item bases.",11150,1,"","",0,1,"","","","","","","",""
1191,"CrucibleLeagueChallenge5","Empowered Entanglement",52,"Defeat the following Unique Crucible Monsters in level 81 or higher areas.",4496,1,"","",0,"","","","","","","","",""
1192,"CrucibleCompleteUniqueMaps","Remarkable Realms",52,"Complete each of the following Unique Maps.",-17555,1,"","",0,1,"","","","","","","",""
1193,"CrucibleMapDeviceBosses","Extensively Elusive Executives",52,"Defeat the following boss encounters in level 83 or higher areas.",-9978,"","","",0,"","","","","","","","",""
1194,"CrucibleKiracMissions","Commander's Challenging Chores",52,"Complete the following mission types offered by Kirac.",29447,1,"","",0,"","","","","","","","",""
1195,"CrucibleCrossContamination","Cross Contamination ",52,"Complete any three of the following past league content encounters.",30235,"","","",3,"","","","","","","","",""
1196,"CrucibleLeagueChallenge6","Ever-Extending Evolution",52,"Combine fully allocated Crucible Passive Skill Trees to result in any four of the following outcomes.",-11006,"","","",4,"","","","","","","","",""
1197,"CrucibleMasterEncounters","Merciful Masters",52,"Complete each of the following encounters in Maps.",-28464,"","","",4,"",1,"","","","","","",""
1198,"CrucibleGemcutter","Gifted Gemcutter",52,"Complete each of the following Gem-related tasks.",16738,"","","",0,"","","","","","","","",""
1199,"CrucibleMapPackSize","Dense Domains",52,"Complete Maps with a total of 15,000% Pack Size from modifiers and additional sources.",-8856,"",1,"",0,"","","","","","","","",""
1200,"CrucibleMemoryLine","Meaningful Memories",52,"Complete Atlas Memory Maps for Masters the specified number of times.",-3280,"","","",0,"",1,"","","","","","",""
1201,"CrucibleLeagueChallenge7","Molten Master",52,"Defeat Rare Crucible Monsters in level 83 areas while fulfilling five of the following conditions.",-22137,"","","",5,"","","","","","","","",""
1202,"CrucibleSacredScarabs","Sacred Scarabs",52,"Complete Maps with 500 tiers of scarabs. Higher tiered Scarabs contribute more progress.",-18138,"",1,"",0,"","","","","","","","",""
1203,"CrucibleCelestialCompass","Celestial Compass",52,"Complete Maps with any three of the following combinations of Sextant Modifiers while they have at least 80% Item Quantity and are Tier 16.",26249,"","","",3,"","","","","","","","",""
1204,"CrucibleEldritchElation","Eldritch Elation",52,"Use Eldritch Altars in each of the following ways.",29702,"","","",0,"",1,"","","","","","",""
1205,"CrucibleAwakenedAtlas","Awakened Atlas",52,"Allocate all acquirable Atlas Passive Points ",-12689,"",1,"",0,"","","","","","","","",""
1206,"CrucibleLeagueChallenge8","Towering Titans",52,"Complete each of the following encounters in Forge of the Titans while the area is level 84.",-28610,"","","",0,"",1,"","","","","","",""
1207,"CrucibleEndgameBossConditionals","Fortuitous Feud",52,"Defeat any three of the following bosses in the specified ways.",-10750,"","","",3,"",1,"","","","","","",""
1208,"CrucibleKillUberPinnacleBoss","Peak Pinnacle Prowess",52,"Defeat any four of the following Pinnacle Boss Encounters while the area is level 85.",9124,"","","",4,"",1,"","","","","","",""
1209,"CrucibleEndgameGrind","Gear Grinding Goals",52,"Complete any four of these encounters the specified number of times.",-20752,"","","",4,"",1,"","","","","","",""
1210,"March2023EventsReachLevel45","Reach level 45",51,"Reach level 45.",-4269,"",1,"",0,"","","","","","","","",""
1211,"CrucibleRuthlessReachLevel90","Gruesome Growth",53,"Reach level 90.",2236,"",1,"",0,"",1,"","","","","","",""
1212,"CrucibleRuthless100AtlasPoints","Aggressive Atlas",53,"Allocate 100 Atlas Passive Points.",-6162,"",1,"",0,"","","","","","","","",""
1213,"CrucibleRuthlessKillPantheonRares","Punishing Pantheon",53,"Defeat 100 Rare Monsters with God-Touched modifiers.",25685,"",1,"",0,"","","","","","","","",""
1214,"CrucibleRuthlessDepth5Skills","Constructive Crucibles",53,"Fully allocate 30 Depth 5 Crucible Passive Skill Trees.",21370,"",1,"",0,"","","","","","","","",""
1215,"CrucibleRuthless8modRedMaps","Corrupted Cartography",53,"Complete 30 Red Tier Rare Maps while they have 8 mods.",-17331,"",1,"",0,"","","","","","","","",""
1216,"CrucibleRuthlessForgeoftheTitans","Flaming Forge",53,"Use the Forge of the Titans while the area is level 84.",23899,"",1,"",0,"","","","","","","","",""
1217,"CrucibleRuthlessAltarMaven","Eldritch Enhancements",53,"Complete each of the following Atlas Objectives.",2061,1,"","",0,"",1,"","","","","","",""
1218,"CrucibleRuthlessUberBosses","Unrelenting Ubers",53,"Defeat any four of the following Pinnacle Boss Encounters while the area is level 85.",-20771,"","","",4,"","","","","","","","",""
1219,"PoeMTutorialDone","[DNT] Complete tutorial please",54,"[DNT] need description",-24266,"","","",0,1,"","","","","","","",""
1220,"PoeMBossKilled","[DNT] Kill Boss please",54,"[DNT] Just kill Boss",29564,"","","",0,1,"","","","","","","",""
1221,"PoeMExileKilledShadow","[DNT] kill exiles with Shadow",54,"[DNT] Kill those exiles",9539,"","","",0,1,"","","","","","","",""
1222,"PoeMExileKilledMarauder","[DNT] Kill exiles with Marauder",54,"[DNT] Big boom stick those exiles",-4083,"","","",0,1,"","","","","","","",""
1223,"PoeMExileKilledRanger","[DNT] Kill Exiles with Ranger",54,"[DNT] Shooty Shooty pow pow",-30386,"","","",0,1,"","","","","","","",""
1224,"PoeMExileKilledWitch","[DNT] Kill Exiles With Witch",54,"[DNT] Fireball ?",23064,"","","",0,1,"","","","","","","",""
1225,"PoeMExileKilledDuelist","[DNT] Kill Exile with Gladiator",54,"[DNT] Staby staby",20774,"","","",0,1,"","","","","","","",""
1226,"PoeMExileKilledTemplar","[DNT] Kill Exiles with Templar",54,"[DNT] Holy Smite those fools",-30849,"","","",0,1,"","","","","","","",""
1227,"PoeMExileKilledScion","[DNT] Kill Exils With Scion",54,"[DNT] Throw your weapon do somthing",-8758,"","","",0,1,"","","","","","","",""
1228,"PoeMSaveChildZanaShadow","[DNT] Save Zana with Shadow",54,"[DNT] She is just a child save her",-261,"","","",0,1,"","","","","","","",""
1229,"PoeMSaveChildZanaMarauder","[DNT] Save Zana with Marauder",54,"[DNT] Big man go save small child",-30914,"","","",0,1,"","","","","","","",""
1230,"PoeMSaveChildZanaRanger","[DNT] Save Zana with Ranger",54,"[DNT] Bow girl go girl",-25266,"","","",0,1,"","","","","","","",""
1231,"PoeMSaveChildZanaWitch","[DNT] Save Zana with Witch",54,"[DNT] Zombie girl saves the day",3242,"","","",0,1,"","","","","","","",""
1232,"PoeMSaveChildZanaDuelist","[DNT] Save Zana with Duelist",54,"[DNT] 90's Model saves the day",32535,"","","",0,1,"","","","","","","",""
1233,"PoeMSaveChildZanaTemplar","[DNT] Save Zana with Templar",54,"[DNT] Holyman saves the day",28354,"","","",0,1,"","","","","","","",""
1234,"PoeMSaveChildZanaScion","[DNT] Save Zana With Scion",54,"[DNT] Scion saves the day",30730,"","","",0,1,"","","","","","","",""
1235,"PoeMKillAncientBeachBoss","[DNT] Kill \""Beach boss\"" Name",54,"[DNT] Kill the frozen man",-18157,"","","",0,1,"","","","","","","",""
1236,"PoeMKillMalignedGlacierBoss_","[DNT] Kill \""Glacier boss\"" name",54,"[DNT] Glacier",-20650,"","","",0,1,"","","","","","","",""
1237,"PoeMKillPrimordialSpringsBoss","[DNT] Kill \""Grotto boss\"" name",54,"[DNT] Noxious Grotto",-7949,"","","",0,1,"","","","","","","",""
1238,"PoeMKillArchaicLighthouseBoss","[DNT] Kill \""Lighthouse boss\"" name",54,"[DNT] Lighthouse boss",-16970,"","","",0,1,"","","","","","","",""
1239,"PoeMKillFetidMarshesBoss","[DNT] Kill \""Marshes boss\"" name",54,"[DNT] Marshes boss",28863,"","","",0,1,"","","","","","","",""
1240,"PoeMKillAntiquatedGraveyardBoss","[DNT] Kill \""Graveyard boss\"" name",54,"[DNT] Graveyard boss",7601,"","","",0,1,"","","","","","","",""
1241,"PoeMKillAncientDesertBoss","[DNT] Kill \""Desert Boss\"" name",54,"[DNT] Desert boss",-29385,"","","",0,1,"","","","","","","",""
1242,"PoeMKillPrimalLeylinesBoss","[DNT] Kill \""Leylines Boss\"" name",54,"[DNT] Leylines boss",-6463,"","","",0,1,"","","","","","","",""
1243,"PoeMKillElderCorruptedHighTemplarShadow","[DNT] Kill Elder Corrupted High Templar with shadow",54,"[DNT] Elder bad man",-12563,"","","",0,1,"","","","","","","",""
1244,"PoeMKillElderCorruptedHighTemplarMarauder","[DNT] Kill Elder Corrupted High Templar with Marauder",54,"[DNT] Bonk Elder Man",-8309,"","","",0,1,"","","","","","","",""
1245,"PoeMKillElderCorruptedHighTemplarRanger","[DNT] Kill Elder Corrupted High Templar with Ranger",54,"[DNT] Shoot Elder man",-18074,"","","",0,1,"","","","","","","",""
1246,"PoeMKillElderCorruptedHighTemplarWitch","[DNT] Kill Elder Corrupted High Templar with Witch",54,"[DNT] Fireball Elder man",-21980,"","","",0,1,"","","","","","","",""
1247,"PoeMKillElderCorruptedHighTemplarDuelist","[DNT] Kill Elder Corrupted High Templar with Duelist",54,"[DNT] Duel the Elder man",-14480,"","","",0,1,"","","","","","","",""
1248,"PoeMKillElderCorruptedHighTemplarTemplar","[DNT] Kill Elder Corrupted High Templar with Templar",54,"[DNT] Heal the Elder man",21252,"","","",0,1,"","","","","","","",""
1249,"PoeMKillElderCorruptedHighTemplarScion","[DNT] Kill Elder Corrupted High Templar with Scion",54,"[DNT] Throw somthing at Elder man",31240,"","","",0,1,"","","","","","","",""
1250,"PoeMCompleteShapedReliquary","[DNT] Complete Shaped Reliquary",54,"[DNT] Complete Shaped Reliquary in act 2",5242,"","","",0,1,"","","","","","","",""
1251,"PoeMCollectMemoryfragment1","[DNT] Collect 1st Memory Fragment",54,"[DNT] Remember old man",5935,"","","",0,1,"","","","","","","",""
1252,"PoeMCollectMemoryfragment2","[DNT] Collect 2nd Memory Fragment",54,"[DNT] Remember more old man",-7558,"","","",0,1,"","","","","","","",""
1253,"PoeMCollectMemoryfragment3","[DNT] Collect 3rd Memory Fragment",54,"[DNT] have you remembered yet old man",-19044,"","","",0,1,"","","","","","","",""
1254,"PoeMCollectMemoryfragment4","[DNT] Collect 4th Memory Fragment",54,"[DNT] Close to remembering old man ?",10884,"","","",0,1,"","","","","","","",""
1255,"PoeMCollectMemoryfragment5","[DNT] Collect 5th Memory Fragment",54,"[DNT] So close to remembering",30829,"","","",0,1,"","","","","","","",""
1256,"PoeMCollectMemoryfragment6","[DNT] Collect Final Memory Fragment",54,"[DNT] Ahh yes now i remember",32299,"","","",0,1,"","","","","","","",""
1257,"PoeMZanaTimeskipShadow","[DNT] Be freed by Zana with Shadow",54,"[DNT] get the delorian we are going to the future",-864,"","","",0,1,"","","","","","","",""
1258,"PoeMZanaTimeskipMarauder","[DNT] Be freed by Zana with Marauder",54,"[DNT] get the Tardis we are going to the future",-1277,"","","",0,1,"","","","","","","",""
1259,"PoeMZanaTimeskipRanger","[DNT] Be freed by Zana with Ranger",54,"[DNT] get the The Box we are going to the future",24080,"","","",0,1,"","","","","","","",""
1260,"PoeMZanaTimeskipWitch","[DNT] Be freed by Zana with Witch",54,"[DNT] get the The Phone Booth we are going to the future",-28725,"","","",0,1,"","","","","","","",""
1261,"PoeMZanaTimeskipDuelist","[DNT] Be freed by Zana with Duelist",54,"[DNT] get the The Hot Tub we are going to the future",-14690,"","","",0,1,"","","","","","","",""
1262,"PoeMZanaTimeskipTemplar","[DNT] Be freed by Zana with Templar",54,"[DNT] get the Capsule we are going to the future",-27076,"","","",0,1,"","","","","","","",""
1263,"PoeMZanaTimeskipScion","[DNT] Be freed by Zana with Scion",54,"[DNT] get the Time Machine we are going to the future",7832,"","","",0,1,"","","","","","","",""
1264,"PoeMKillElderNexusGuardian","[DNT] Kill Elder Nexus Guardian",54,"[DNT] Elder Nexus Guardian",-3022,"","","",0,1,"","","","","","","",""
1265,"PoeMCompleteAct1","[DNT] Complete Act 1",54,"[DNT] Complete Act 1",-22574,"","","",0,1,"","","","","","","",""
1266,"PoeMCompleteAct2","[DNT] Complete Act 2",54,"[DNT] Complete Act 2",-11507,"","","",0,1,"","","","","","","",""
1267,"PoeMTownLorePreface","[DNT] Cheif Arkhon's Notes Preface",54,"[DNT] Cheif Arkhon's Notes Preface",-1961,"","","",0,1,"","","","","","","",""
1268,"PoeMTownLore1","[DNT] Cheif Arkhon's Notes I",54,"[DNT] Cheif Arkhon's Notes I",-1769,"","","",0,1,"","","","","","","",""
1269,"PoeMTownLore2","[DNT] Cheif Arkhon's Notes II",54,"[DNT] Cheif Arkhon's Notes II",-1062,"","","",0,1,"","","","","","","",""
1270,"PoeMTownLore3","[DNT] Cheif Arkhon's Notes III",54,"[DNT] Cheif Arkhon's Notes III",28053,"","","",0,1,"","","","","","","",""
1271,"PoeMTownLore4","[DNT] Cheif Arkhon's Notes IV",54,"[DNT] Cheif Arkhon's Notes IV",19153,"","","",0,1,"","","","","","","",""
1272,"PoeMTownLore5","[DNT] Cheif Arkhon's Notes V",54,"[DNT] Cheif Arkhon's Notes V",25187,"","","",0,1,"","","","","","","",""
1273,"PoeMTownLore6","[DNT] Cheif Arkhon's Notes VI",54,"[DNT] Cheif Arkhon's Notes VI",-29243,"","","",0,1,"","","","","","","",""
1274,"PoeMTownLore7","[DNT] Cheif Arkhon's Notes VII",54,"[DNT] Cheif Arkhon's Notes VII",-11005,"","","",0,1,"","","","","","","",""
1275,"Level70","Leader",2,"Reach level 70 as a non-Hardcore character.",-30078,"",1,"",0,1,"","",1,"","","","",""
1276,"Level80","Hero",2,"Reach level 80 as a non-Hardcore character.",-27481,"",1,"",0,1,"","",1,"","","","",""
1277,"Level90","Saviour",2,"Reach level 90 as a non-Hardcore character.",-7344,"",1,"",0,1,"","",1,"","","","",""
