"rownum","Id","i32","i32","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","CompletionsRequired","AchievementsKey","bool","bool","bool","bool"
8697,"SentinelDefeatActBossesII_3",1,48,"Act 8: Lunaris, Eternal Moon and Solaris, Eternal Sun","Lunaris, la Lune éternelle & Solaris, le Soleil éternel (Acte 8)","Akt 8: Lunaris, ewiger Mond und Solaris, ewige Sonne","Act 8: Lunaris, Eternal Moon and Solaris, Eternal Sun","8장: 영원한 달 루나리스, 영원한 태양 솔라리스","Ato 8: Lunaris, Eterna Lua e Solaris, Eterno Sol","Акт 8: Лунарис, Вечная Луна и Солярис, Вечное Солнце","Acto 8: Lunaris, Luna eterna, y Solaris, Sol eterno","บทที่ 8: ลูนาริส จันทร์​นิรันดร กับ โซลาริส ตะวัน​นิรันดร","第八章：月影神和日耀神",1,1182,"",1,"",1
8698,"SentinelDefeatActBossesII_4",1,49,"Act 9: The Depraved Trinity","La Trinité dépravée (Acte 9)","Akt 9: Die verkommene Dreieinigkeit","Act 9: The Depraved Trinity","9장: 타락한 삼위일체","Ato 9: A Trindade Depravada","Акт 9: Порочная троица","Acto 9: La trinidad depravada","บทที่ 9: สาม​ศิษย์​อัน​แสน​ทราม","第九章：墮道三巨頭",1,1182,"",1,"",1
8699,"SentinelDefeatActBossesII_5",1,50,"Act 10: Kitava, the Insatiable","Kitava, l'Insatiable (Acte 10)","Akt 10: Kitava der Unersättliche","Act 10: Kitava, the Insatiable","10장: 만족을 모르는 자 키타바","Ato 10: Kitava, o Insaciável","Акт 10: Китава, Ненасытный","Acto 10: Kitava, el Insaciable","บทที่ 10: คิทาวา ผู้​สวาปาม​มิ​รู้​สิ้น","第十章：奇塔弗",1,1182,"",1,"",1
8700,"SentinelDefeatArchnemesisMonsters1_1",1,51,"Trickster","Roublard","Schwindler","Trickster","협잡꾼","Trapaceiro","Ловкач","Embaucador","ผู้เจ้าเล่ห์","詐欺師",1,1183,"",1,"",1
8701,"SentinelDefeatArchnemesisMonsters1_2",1,52,"Opulent","Richissime","Opulent","Opulent","풍요","Opulento","Богатый","Opulento","มั่งคั่ง","豐饒",1,1183,"",1,"",1
8702,"SentinelDefeatArchnemesisMonsters1_3",1,53,"Empowering Minions","Serviteurs dévoués","Verstärkende Kreaturen","Empowering Minions","강화하는 소환수","Lacaios Maximizados","Могучие приспешники","Esbirros potenciadores","มิเนียนให้พลัง","增幅召喚物",1,1183,"",1,"",1
8703,"SentinelDefeatArchnemesisMonsters1_4",1,54,"Magma Barrier","Barrière magmatique","Magma-Barriere","Magma Barrier","마그마 장벽","Barreira de Magma","Магмовый барьер","Barrera de magma","ม่านพลังหินหลอม","熔岩屏障",1,1183,"",1,"",1
8704,"SentinelDefeatArchnemesisMonsters1_5",1,55,"Mirror Image","Image miroir","Spiegelbild","Mirror Image","거울상","Imagem Espelhada","Зеркальное отражение","Imagen reflejada","ร่างลวงตา","鏡像幻影",1,1183,"",1,"",1
8705,"SentinelDefeatArchnemesisMonsters1_6",1,56,"Mana Siphoner","Siphon de Mana","Mana-Entzieher","Mana Siphoner","마나 착취자","Sifão de Mana","Поглотитель маны","Succionador de maná","ผู้ลักมานา","魔靈吸取",1,1183,"",1,"",1
8706,"SentinelDefeatArchnemesisMonsters1_7",1,57,"Benevolent Guardian","Gardien bienveillant","Gütiger Wächter","博愛の守護者","자애로운 수호자","Guardião Benevolente","Благодушный опекун","Guardián benevolente","ผู้พิทักษ์ผู้เมตตา","仁慈的守護者",1,1183,"",1,"",1
8707,"SentinelDefeatArchnemesisMonsters1_8",1,58,"Crystal-skinned","Peau cristalline","Kristallhaut","Crystal-skinned","결정 가죽","Pele de Cristal","Кристальнокожий","Piel de cristal","ผิวคริสตัล","晶瑩剔透",1,1183,"",1,"",1
8708,"SentinelDefeatArchnemesisMonsters1_9",1,59,"Empowered Elements","Affinités élémentaires","Verstärkte Elemente","Empowered Elements","원소 강화","Elementos Maximizados","Сила стихий","Elementos potenciados","เพิ่มพลังธาตุ","強化元素",1,1183,"",1,"",1
8709,"SentinelDefeatArchnemesisMonsters1_10",1,60,"Effigy","Effigie","Abbild","Effigy","제웅","Efígie","Чучело","Efigie","รูปจำลอง","雕像",1,1183,"",1,"",1
8710,"SentinelDefeatArchnemesisMonsters1_11",1,61,"Lunaris-touched","Élu de Lunaris","Von Lunaris berührt","Lunaris-touched","루나리스의 손길에 닿은","Tocados por Lunaris","Касание Лунарис","Tocado por Lunaris","สัมผัสลูนาริส","月神之觸",1,1183,"",1,"",1
8711,"SentinelDefeatArchnemesisMonsters1_12",1,62,"Solaris-touched","Élu de Solaris","Von Solaris berührt","Solaris-touched","솔라리스의 손길에 닿은","Tocados por Solaris","Касание Солярис","Tocado por Solaris","สัมผัสโซลาริส","日神之觸",1,1183,"",1,"",1
8712,"SentinelDefeatArchnemesisMonsters1_13",1,63,"Arakaali-touched","Élu d'Arakaali","Von Arakaali berührt","Arakaali-touched","아라칼리의 손길에 닿은","Tocados por Arakaali","Касание Аракаали","Tocado por Arakaali","สัมผัสอาราคาลี","艾爾卡莉之觸",1,1183,"",1,"",1
8713,"SentinelDefeatArchnemesisMonsters1_14",1,64,"Brine King-touched","Élu du Roi des Embruns","Vom Gischtkönig berührt","Brine King-touched","염수왕의 손길에 닿은","Tocados pelo Rei da Salmoura","Касание Морского царя","Tocado por el Rey del mar","สัมผัสราชันน้ำเค็ม","海洋王之觸",1,1183,"",1,"",1
8714,"SentinelDefeatArchnemesisMonsters1_15",1,65,"Tukohama-touched","Élu de Tukohama","Von Tukohama berührt","Tukohama-touched","투코하마의 손길에 닿은","Tocados por Tukohama","Касание Тукохамы","Tocado por Tukohama","สัมผัสทูโคฮาม่า","圖克哈瑪之觸",1,1183,"",1,"",1
8715,"SentinelDefeatArchnemesisMonsters1_16",1,66,"Abberath-touched","Élu d'Abberath","Von Abberath berührt","Abberath-touched","아버라스의 손길에 닿은","Tocado por Abberath","Касание Абберата","Tocado por Abberath","สัมผัสแอ็บเบอร์แรธ","艾貝拉斯之觸",1,1183,"",1,"",1
8716,"SentinelDefeatArchnemesisMonsters1_17",1,67,"Shakari-touched","Élu de Shakari","Von Shakari berührt","Shakari-touched","샤카리의 손길에 닿은","Tocados por Shakari","Касание Шакари","Tocado por Shakari","สัมผัสชาคารี","夏卡莉之觸",1,1183,"",1,"",1
8717,"SentinelDefeatArchnemesisMonsters1_18",1,68,"Innocence-touched","Élu d'Innocence","Von Innocence berührt","Innocence-touched","이노센스의 손길에 닿은","Tocados por Innocence","Касание Невинности","Tocado por Inocencia","สัมผัสอินโนเซน","善之觸",1,1183,"",1,"",1
8718,"SentinelDefeatArchnemesisMonsters1_19",1,69,"Kitava-touched","Élu de Kitava","Von Kitava berührt","Kitava-touched","키타바의 손길에 닿은","Tocados por Kitava","Касание Китавы","Tocado por Kitava","สัมผัสคิทาวา","奇塔弗之觸",1,1183,"",1,"",1
8719,"SentinelDefeatArchnemesisMonsters1_20",1,70,"Voidspawn of Abaxoth","Engeance du néant d'Abaxoth","Leerengeburt des Abaxoth","Voidspawn of Abaxoth","아바소스의 공허유충","Cria de Abaxoth","Исчадия пустоты Абаксота","Engendro de Abaxoth","อสุรกายแห่งอาแบ็กซอธ","阿巴薩斯之子",1,1183,"",1,"",1
8720,"SentinelCompleteBreachEncounters1_1",7,71,"Complete Breaches","Terminez des Brèches","Schließt Risse ab","Complete Breaches","균열 완료하기","Complete Fendas","Завершите Разломы","Completa fisuras","ผ่าน บรีช","完成裂痕",100,1184,"",1,"",1
8721,"SentinelCompleteBreachEncounters1_2",1,78,"Defeat Chayula, Who Dreamt outside of its Domain","Terrassez Chayula, Celui qui rêva (en dehors de son Domaine)","Vernichtet Chayula der Träumende außerhalb seines Reiches","Defeat Chayula, Who Dreamt outside of its Domain","자신의 영토 외부에 있는 꿈꿨던 차율라 처치하기","Derrote Chayula, Aquela que Sonhou fora de seu Domínio","Убейте Чаюлу, Приходящего во снах, вне его владений","Derrota a Chayula, Quien ha soñado fuera de su domino","สยบ ชายูล่า ผู้ได้ฝัน ภายนอก​แดน​ของ​มัน","在其領域之外擊敗逐夢者‧夏烏拉",1,1184,"",1,"",1
8722,"SentinelCompleteBreachEncounters1_3",1,79,"Defeat Xesht-Ula, the Open Hand","Terrassez Xesht-Ula, la Main ouverte","Vernichtet Xesht-Ula, die offene Hand","Defeat Xesht-Ula, the Open Hand","펼쳐진 손 제쉬트-울라 처치하기","Derrote Xesht-Ula, Mão Aberta","Победите Ксешт-Улу, Открытую ладонь","Derrota a Xesht-Ula, la Mano abierta","สยบ เซสต์-อูล่า มือที่เปิด","擊敗佈施者．烈許烏拉",1,1184,"",1,"",1
8723,"SentinelCompleteBreachEncounters1_4",1,80,"Complete a Flawless Breachstone","Terminez une Pierre de Brèche parfaite","Schließt einen Makellosen Riss-Stein ab","Complete a Flawless Breachstone","결함 없는 균열석 완료하기","Complete uma Pedra de Fenda Perfeita","Завершите безупречный камень Разлома","Completa una Piedra de Fisura perfecta","ผ่าน หินบรีช​ไร้​ที่​ติ","完成無暇裂痕石",1,1184,"",1,"",1
8724,"SentinelDefeatPossessedRogueExiles1_1",1,81,"Ailentia Rac","Ailentia Rac","Ailentia Rac","Ailentia Rac","아일렌티아 락","Ailentia Rac","Элентия Рац","Ailentia Rac","ไอเลนเทีย แรค","亞爵夏．拉克",1,1185,"",1,"",1
8725,"SentinelDefeatPossessedRogueExiles1_2",1,82,"Antalie Napora","Antalie Napora","Antalie Napora","Antalie Napora","안탈리에 나포라","Antalie Napora","Анталия Напора","Antalie Napora","แอนทาลี นาโปรา","安塔莉．娜波菈",1,1185,"",1,"",1
8726,"SentinelDefeatPossessedRogueExiles1_3",1,83,"Armios Bell","Armios Bell","Armios Bell","Armios Bell","아르미오스 벨","Armios Bell","Армис Белл","Armios Bell","อาร์มีออส เบลล์","阿密歐斯．貝爾 ",1,1185,"",1,"",1
8727,"SentinelDefeatPossessedRogueExiles1_4",1,84,"Ash Lessard","Ash Lessard","Ash Lessard","Ash Lessard","애쉬 레사르","Ash Lessard","Эш Лессар","Ash Lessard","แอช เลซซาร์ด","艾許．萊薩德 ",1,1185,"",1,"",1
8728,"SentinelDefeatPossessedRogueExiles1_5",1,85,"Augustina Solaria","Augustina Solaria","Augustina Solaria","Augustina Solaria","아우구스티나 솔라리아","Augustina Solaria","Августина Солярия","Augustina Solaria","ออกัสติน่า โซลาเรีย","迎陽者奧古絲汀娜",1,1185,"",1,"",1
8729,"SentinelDefeatPossessedRogueExiles1_6",1,86,"Aurelio Voidsinger","Aurélio Chantenéant","Aurelio Leerensinger","Aurelio Voidsinger","아우렐리오 보이드싱어","Aurelio Voidsinger","Аврелий Взывающий к пустоте","Aurelio Voidsinger","ออเรลีโอ วอยด์ซิงเกอร์","虛空頌者．奧瑞利歐",1,1185,"",1,"",1
8730,"SentinelDefeatPossessedRogueExiles1_7",1,87,"Baracus Phraxisanct","Baracus Phraxisanct","Baracus Phraxisanct","Baracus Phraxisanct","바라쿠스 프락시상트","Baracus Phraxisanct","Барак Праксисанкт","Baracus Phraxisanct","บาราคัส แฟรกซิแซงค์","布拉克斯．弗拉克聖斯",1,1185,"",1,"",1
8731,"SentinelDefeatPossessedRogueExiles1_8",1,88,"Bolt Brownfur","Bolt Brunpoil","Bolt Braunpelz","Bolt Brownfur","볼트 브라운퍼","Bolt Brownfur","Болт Бурый мех","Bolt Brownfur","โบลท์ บราวน์เฟอร์","棕毛．波特",1,1185,"",1,"",1
8732,"SentinelDefeatPossessedRogueExiles1_9",1,89,"Damoi Tui","Damoï Tui","Damoi Tui","Damoi Tui","다모이 투이","Damoi Tui","Дамои Туи","Damoi Tui","ดามอย ทุย","達莫伊．圖依",1,1185,"",1,"",1
8733,"SentinelDefeatPossessedRogueExiles1_10",1,90,"Dena Lorenni","Déna Lorenni","Dena Lorenni","Dena Lorenni","데나 로렌니","Dena Lorenni","Диана Лорена","Dena Lorenni","เดน่า ลอร์เรนนิ","迪娜．洛尼",1,1185,"",1,"",1
8734,"SentinelDefeatPossessedRogueExiles1_11",1,91,"Eoin Greyfur","Eoïn Grispoil","Eoin Graupelz","Eoin Greyfur","오언 그레이퍼","Eoin Greyfur","Эойн Седовласый","Eoin Greyfur","อีโอย์น เกรย์เฟอร์","灰髮艾歐恩",1,1185,"",1,"",1
8735,"SentinelDefeatPossessedRogueExiles1_12",1,92,"Igna Phoenix","Igna Phénix","Igna Phönix","Igna Phoenix","이그나 피닉스","Igna Phoenix","Игна Феникс","Igna Phoenix","อิกนา ฟีนิกซ์","伊格娜．鳳凰 ",1,1185,"",1,"",1
8736,"SentinelDefeatPossessedRogueExiles1_13",1,93,"Ion Darkshroud","Ion Sombrevoile","Ion Düstertuch","Ion Darkshroud","이온 다크슈라우드","Ion Darkshroud","Иона Тёмный Саван","Ion Darkshroud","ไอออน หมอกมืด","伊恩暗霧",1,1185,"",1,"",1
8737,"SentinelDefeatPossessedRogueExiles1_14",1,94,"Jonah Unchained","Jonah le Déchaîné","Jonah der Entfesselte","Jonah Unchained","요나 언체인드","Jonah Unchained","Иона Освобожденный","Jonah Unchained","โจนาห์ ไร้พันธนาการ","奔放者強納",1,1185,"",1,"",1
8738,"SentinelDefeatPossessedRogueExiles1_15",1,95,"Kirmes Olli","Kirmès Olli","Kirmes Olli","Kirmes Olli","키르메스 올리","Kirmes Olli","Кирмес Олли","Kirmes Olli","เคอร์เมส ออลลี","奇爾米斯．歐里",1,1185,"",1,"",1
8739,"SentinelDefeatPossessedRogueExiles1_16",1,96,"Lael Furia","Laël Furia","Lael Furia","Lael Furia","라엘 푸리아","Lael Furia","Фурия Лаура","Lael Furia","ลาเอล ฟิวเรีย","樂亞．索菈莉亞",1,1185,"",1,"",1
8740,"SentinelDefeatPossessedRogueExiles1_17",1,97,"Magnus Stonethorn","Magnus Rochépine","Magnus Steindorn","Magnus Stonethorn","마그누스 스톤쏜","Magnus Stonethorn","Магнус Каменный Рог","Magnus Stonethorn","แม็กนัส สโตนธอร์น","巨石之棘",1,1185,"",1,"",1
