"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","IsDropDisabled","ItemVisualIdentity","HASH","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","ItemThemesKey","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","ItemShopType","rid","rid","bool"
7957,"Metadata/Items/MicrotransactionCurrency/MysteryBoxLightChaos",40,2,2,"Light Chaos Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10323,1498615455,[],"","","",[],17,[],"","",0,"","",""
7958,"Metadata/Items/MicrotransactionCurrency/MysteryBoxRadiant",40,2,2,"Radiant Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10324,1649920681,[],"","","",[],17,[],"","",0,"","",""
7959,"Metadata/Items/MicrotransactionCurrency/MysteryBoxSolaris",40,2,2,"Solaris Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10325,131394547,[],"","","",[],17,[],"","",0,"","",""
7960,"Metadata/Items/MicrotransactionCurrency/MysteryBoxStormcaller",40,2,2,"Stormcaller Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10326,-1592654861,[],"","","",[],17,[],"","",0,"","",""
7961,"Metadata/Items/MicrotransactionCurrency/MysteryBoxStPatty",40,2,2,"St Patty Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10327,-1885214092,[],"","","",[],17,[],"","",0,"","",""
7962,"Metadata/Items/MicrotransactionCurrency/MysteryBoxChaosVsOrder",40,2,2,"Chaos and Order Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10328,-883678850,[],"","","",[],17,[],"","",0,"","",""
7963,"Metadata/Items/MicrotransactionCurrency/MysteryBoxFireAndIce",40,2,2,"Fire and Ice Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10329,-1880044376,[],"","","",[],17,[],"","",0,"","",""
7964,"Metadata/Items/MicrotransactionCurrency/MysteryBoxSinAndInnocence",40,2,2,"Sin and Innocence Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10330,172246631,[],"","","",[],17,[],"","",0,"","",""
7965,"Metadata/Items/MicrotransactionCurrency/MysteryBoxApocalypse",40,2,2,"Apocalypse Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10331,-1584021834,[],"","","",[],17,[],"","",0,"","",""
7966,"Metadata/Items/MicrotransactionCurrency/MysteryBoxOriathan",40,2,2,"Oriath Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10332,-412433498,[],"","","",[],17,[],"","",0,"","",""
7967,"Metadata/Items/MicrotransactionCurrency/MysteryBoxFairgraves",40,2,2,"Fairgraves Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10333,868813651,[],"","","",[],17,[],"","",0,"","",""
7968,"Metadata/Items/MicrotransactionCurrency/MysteryBoxGlimmerwood",40,2,2,"Glimmerwood Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10334,-2024412668,[],"","","",[],17,[],"","",0,"","",""
7969,"Metadata/Items/MicrotransactionCurrency/MysteryBoxFrontier",40,2,2,"Frontier Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10335,627056625,[],"","","",[],17,[],"","",0,"","",""
7970,"Metadata/Items/MicrotransactionCurrency/MysteryBoxCircus",40,2,2,"Carnival Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10336,1820002584,[],"","","",[],17,[],"","",0,"","",""
7971,"Metadata/Items/MicrotransactionCurrency/MysteryBoxChiyou",40,2,2,"Chiyou Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10337,2089397099,[],"","","",[],17,[],"","",0,"","",""
7972,"Metadata/Items/MicrotransactionCurrency/MysteryBoxGoddess",40,2,2,"Goddess Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10338,-335362036,[],"","","",[],17,[],"","",0,"","",""
7973,"Metadata/Items/MicrotransactionCurrency/MysteryBoxJingwei",40,2,2,"Jingwei Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10339,2068389431,[],"","","",[],17,[],"","",0,"","",""
7974,"Metadata/Items/MicrotransactionCurrency/MysteryBoxSalvage",40,2,2,"Salvage Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10340,-1804951294,[],"","","",[],17,[],"","",0,"","",""
7975,"Metadata/Items/MicrotransactionCurrency/MysteryBoxPolaris",40,2,2,"Polaris Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10341,-421899665,[],"","","",[],17,[],"","",0,"","",""
7976,"Metadata/Items/MicrotransactionCurrency/MysteryBoxThaumaturgy",40,2,2,"Thaumaturgy Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10342,473747409,[],"","","",[],17,[],"","",0,"","",""
7977,"Metadata/Items/MicrotransactionCurrency/MysteryBoxAngelsAndDemons",40,2,2,"Angels and Demons Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10343,249715014,[],"","","",[],17,[],"","",0,"","",""
7978,"Metadata/Items/MicrotransactionCurrency/MysteryBoxTwilight",40,2,2,"Twilight Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10344,1092064198,[],"","","",[],17,[],"","",0,"","",""
7979,"Metadata/Items/MicrotransactionCurrency/MysteryBoxWarlord",40,2,2,"Warlord Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10345,1031851167,[],"","","",[],17,[],"","",0,"","",""
7980,"Metadata/Items/MicrotransactionCurrency/MysteryBoxApollyon",40,2,2,"Apollyon Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10346,-87002441,[],"","","",[],17,[],"","",0,"","",""
7981,"Metadata/Items/MicrotransactionCurrency/MysteryBoxMidnightPact",40,2,2,"Midnight Pact Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10347,1812946550,[],"","","",[],17,[],"","",0,"","",""
7982,"Metadata/Items/MicrotransactionCurrency/MysteryBoxAtlantis",40,2,2,"Atlantis Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10348,-813433692,[],"","","",[],17,[],"","",0,"","",""
7983,"Metadata/Items/MicrotransactionCurrency/MysteryBoxFreyaPouch",40,2,2,"Freya Pouch Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10349,296760919,[],"","","",[],17,[],"","",0,"","",""
7984,"Metadata/Items/MicrotransactionCurrency/MysteryBoxFreyaBox",40,2,2,"Freya Box Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10350,180001054,[],"","","",[],17,[],"","",0,"","",""
7985,"Metadata/Items/MicrotransactionCurrency/MysteryBoxHasinaPouch",40,2,2,"Hasina Pouch Mystery Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10351,183740862,[],"","","",[],17,[],"","",0,"","",""
7986,"Metadata/Items/MicrotransactionCurrency/MysteryBoxSkadiPetBowl",40,2,2,"Skadi Pet Bowl Box","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[33],29,1,10352,-1277717649,[],"","","",[],17,[],"","",0,"","",""
7987,"Metadata/Items/MicrotransactionCurrency/ProxyArcticAurora10",40,2,1,"10x Northern Lights","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,"",[33],29,1,10353,72631151,[],"","","",[],"",[],"","","","","",""
7988,"Metadata/Items/MicrotransactionCurrency/ProxyFireworksClassic20",40,2,1,"20x Classic Fireworks","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,"",[33],29,1,10354,-1485296466,[],"","","",[],"",[],"","","","","",""
7989,"Metadata/Items/MicrotransactionCurrency/ProxyFireworksDarkSoulercoaster15",40,2,1,"15x Dark Fireworks","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,"",[33],29,1,10355,1555365018,[],"","","",[],"",[],"","","","","",""
7990,"Metadata/Items/MicrotransactionCurrency/ProxyGarenaPassiveRefundPack10",40,2,1,"10x Passive Skill Refund","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,"",[33],29,1,10356,-1915147317,[],"","","",[],"",[],"","","","","",""
7991,"Metadata/Items/MicrotransactionCurrency/ProxyGarenaPassiveRefundPack50",40,2,1,"50x Passive Skill Refund","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,"",[33],29,1,10357,-1363920388,[],"","","",[],"",[],"","","","","",""
7992,"Metadata/Items/MicrotransactionCurrency/ProxySkinTransferPack5",40,2,1,"5x Skin Transfer","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,"",[33],29,1,10358,-837636490,[],"","","",[],"",[],"","","","","",""
7993,"Metadata/Items/MicrotransactionCurrency/ProxySkinTransferPack10",40,2,1,"10x Skin Transfer","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,"",[33],29,1,10358,434814007,[],"","","",[],"",[],"","","","","",""
7994,"Metadata/Items/MicrotransactionCurrency/ProxySkinTransferPack50",40,2,1,"50x Skin Transfer","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,"",[33],29,1,10359,1776724196,[],"","","",[],"",[],"","","","","",""
7995,"Metadata/Items/PantheonSouls/PantheonSoulBrineKingUpgrade1",48,1,1,"Captured Soul of Nassar, Lion of the Seas","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1436,[],1,"",[],29,1,7685,448856298,[],"","","",[],"",[],"","","","","",""
7996,"Metadata/Items/PantheonSouls/PantheonSoulBrineKingUpgrade2",48,1,1,"Captured Soul of Litanius, the Black Prayer","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1437,[],1,"",[],29,1,7685,-1111382005,[],"","","",[],"",[],"","","","","",""
7997,"Metadata/Items/PantheonSouls/PantheonSoulBrineKingUpgrade3",48,1,1,"Captured Soul of Poporo, the Highest Spire","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1438,[],1,"",[],29,1,7685,-950970622,[],"","","",[],"",[],"","","","","",""
7998,"Metadata/Items/PantheonSouls/PantheonSoulArakaaliUpgrade1",48,1,1,"Captured Soul of Murgeth Bogsong","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1439,[],1,"",[],29,1,7685,-842375571,[],"","","",[],"",[],"","","","","",""
7999,"Metadata/Items/PantheonSouls/PantheonSoulArakaaliUpgrade2",48,1,1,"Captured Soul of Arachnoxia","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1440,[],1,"",[],29,1,7685,-1690231693,[],"","","",[],"",[],"","","","","",""
8000,"Metadata/Items/PantheonSouls/PantheonSoulArakaaliUpgrade3",48,1,1,"Captured Soul of Spinner of False Hope","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1441,[],1,"",[],29,1,7685,-262432525,[],"","","",[],"",[],"","","","","",""
8001,"Metadata/Items/PantheonSouls/PantheonSoulSolarisUpgrade1",48,1,1,"Captured Soul of Vision of Justice","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1442,[],1,"",[],29,1,7685,635870834,[],"","","",[],"",[],"","","","","",""
8002,"Metadata/Items/PantheonSouls/PantheonSoulSolarisUpgrade2",48,1,1,"Captured Soul of Warmonger","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1443,[],1,"",[],29,1,7685,-574244616,[],"","","",[],"",[],"","","","","",""
8003,"Metadata/Items/PantheonSouls/PantheonSoulSolarisUpgrade3",48,1,1,"Captured Soul of Kitava, The Destroyer","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1444,[],1,"",[],29,1,7685,-917014331,[],"","","",[],"",[],"","","","","",""
8004,"Metadata/Items/PantheonSouls/PantheonSoulLunarisUpgrade1",48,1,1,"Captured Soul of Tunneltrap","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1445,[],1,"",[],29,1,7685,308318176,[],"","","",[],"",[],"","","","","",""
8005,"Metadata/Items/PantheonSouls/PantheonSoulLunarisUpgrade2",48,1,1,"Captured Soul of Herald of Thunder","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1446,[],1,"",[],29,1,7685,-2015495361,[],"","","",[],"",[],"","","","","",""
8006,"Metadata/Items/PantheonSouls/PantheonSoulLunarisUpgrade3",48,1,1,"Captured Soul of The Sanguine Siren","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1447,[],1,"",[],29,1,7685,1893486071,[],"","","",[],"",[],"","","","","",""
8007,"Metadata/Items/PantheonSouls/PantheonSoulAbberathUpgrade1",48,1,1,"Captured Soul of Mephod, the Earth Scorcher","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1448,[],1,"",[],29,1,7685,1242681061,[],"","","",[],"",[],"","","","","",""
8008,"Metadata/Items/PantheonSouls/PantheonSoulGruthkulUpgrade1",48,1,1,"Captured Soul of Erebix, Light's Bane","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1449,[],1,"",[],29,1,7685,780274500,[],"","","",[],"",[],"","","","","",""
8009,"Metadata/Items/PantheonSouls/PantheonSoulYugulUpgrade1",48,1,1,"Captured Soul of Varhesh, Shimmering Aberration","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1450,[],1,"",[],29,1,7685,514819349,[],"","","",[],"",[],"","","","","",""
8010,"Metadata/Items/PantheonSouls/PantheonSoulShakariUpgrade1",48,1,1,"Captured Soul of The Restless Shade","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1451,[],1,"",[],29,1,7685,2137873572,[],"","","",[],"",[],"","","","","",""
8011,"Metadata/Items/PantheonSouls/PantheonSoulTukohamaUpgrade1",48,1,1,"Captured Soul of Tahsin, Warmaker","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1452,[],1,"",[],29,1,7685,1830137699,[],"","","",[],"",[],"","","","","",""
8012,"Metadata/Items/PantheonSouls/PantheonSoulRalakeshUpgrade1",48,1,1,"Captured Soul of Drek, Apex Hunter","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1453,[],1,"",[],29,1,7685,-1179254769,[],"","","",[],"",[],"","","","","",""
8013,"Metadata/Items/PantheonSouls/PantheonSoulGarukhanUpgrade1",48,1,1,"Captured Soul of Stalker of the Endless Dunes","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1454,[],1,"",[],29,1,7685,-1433419800,[],"","","",[],"",[],"","","","","",""
8014,"Metadata/Items/PantheonSouls/PantheonSoulRyslathaUpgrade1",48,1,1,"Captured Soul of Suncaller Asha","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1455,[],1,"",[],29,1,7685,213534243,[],"","","",[],"",[],"","","","","",""
8015,"Metadata/Items/UniqueFragments/FragmentUniqueShield1_1",49,1,2,"Archon Kite Shield Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,"",10214,551647751,[],"","","",[],"",[],"","","","","",""
8016,"Metadata/Items/UniqueFragments/FragmentUniqueShield1_2",49,1,2,"Archon Kite Shield Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,"",10215,-927714273,[],"","","",[],"",[],"","","","","",""
8017,"Metadata/Items/UniqueFragments/FragmentUniqueShield1_3",49,1,1,"Archon Kite Shield Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,"",10216,84555036,[],"","","",[],"",[],"","","","","",""
8018,"Metadata/Items/UniqueFragments/FragmentUniqueShield1_4",49,1,1,"Archon Kite Shield Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,"",10217,1071856758,[],"","","",[],"",[],"","","","","",""
8019,"Metadata/Items/UniqueFragments/FragmentUniqueSword1_1",49,1,2,"Legion Sword Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,"",10218,-1729410028,[],"","","",[],"",[],"","","","","",""
8020,"Metadata/Items/UniqueFragments/FragmentUniqueSword1_2",49,1,2,"Legion Sword Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,"",10219,-593557736,[],"","","",[],"",[],"","","","","",""
8021,"Metadata/Items/UniqueFragments/FragmentUniqueSword1_3",49,2,1,"Legion Sword Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,"",10220,-758690860,[],"","","",[],"",[],"","","","","",""
8022,"Metadata/Items/UniqueFragments/FragmentUniqueStaff1_1",49,1,2,"Imperial Staff Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,"",10221,-764740917,[],"","","",[],"",[],"","","","","",""
8023,"Metadata/Items/UniqueFragments/FragmentUniqueStaff1_2",49,1,2,"Imperial Staff Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,"",10222,1211648201,[],"","","",[],"",[],"","","","","",""
8024,"Metadata/Items/UniqueFragments/FragmentUniqueStaff1_3",49,2,2,"Imperial Staff Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,"",10223,1510461252,[],"","","",[],"",[],"","","","","",""
8025,"Metadata/Items/UniqueFragments/FragmentUniqueBelt1_1",49,1,1,"Cloth Belt Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,"",10224,-1125845994,[],"","","",[],"",[],"","","","","",""
8026,"Metadata/Items/UniqueFragments/FragmentUniqueBelt1_2",49,1,1,"Cloth Belt Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,"",10225,-2113500626,[],"","","",[],"",[],"","","","","",""
8027,"Metadata/Items/UniqueFragments/FragmentUniqueQuiver1_1",49,1,2,"Blunt Arrow Quiver Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,"",10226,-1348017483,[],"","","",[],"",[],"","","","","",""
8028,"Metadata/Items/UniqueFragments/FragmentUniqueQuiver1_2",49,1,2,"Blunt Arrow Quiver Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,"",10227,1698858199,[],"","","",[],"",[],"","","","","",""
8029,"Metadata/Items/UniqueFragments/FragmentUniqueQuiver1_3",49,2,1,"Blunt Arrow Quiver Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,"",10228,739370308,[],"","","",[],"",[],"","","","","",""
8030,"Metadata/Items/UniqueFragments/FragmentUniqueHelmet1_1",49,1,1,"Callous Mask Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,"",10229,-253342773,[],"","","",[],"",[],"","","","","",""
8031,"Metadata/Items/UniqueFragments/FragmentUniqueHelmet1_2",49,1,1,"Callous Mask Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,"",10230,-1677529260,[],"","","",[],"",[],"","","","","",""
8032,"Metadata/Items/UniqueFragments/FragmentUniqueHelmet1_3",49,2,1,"Callous Mask Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,"",10231,-1626194135,[],"","","",[],"",[],"","","","","",""
8033,"Metadata/Items/MicrotransactionCurrency/TradeMarketTab",40,2,2,"Trade Market Tab","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,714,1401967467,[],"","","",[],17,[],"","",0,"","",""
8034,"Metadata/Items/MicrotransactionCurrency/TradeMarketBuyoutTab",40,2,2,"Trade Market Buyout Tab","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,714,-300617751,[],"","","",[],17,[],"","",0,"","",""
8035,"Metadata/Items/MicrotransactionCurrency/TradeMarketBuyoutTabTemporary",40,2,2,"Trade Market Buyout Tab Temporary","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,714,96363970,[],"","","",[],17,[],"","",0,"","",""
8036,"Metadata/Items/Scarabs/ScarabBreach1",38,1,1,"Rusted Breach Scarab","Metadata/Items/MapFragments/AbstractMapFragment",1,1682,[],1,"",[350],29,"",10656,-1466306420,[7984],"","","",[],"",[],"","","","","",""
8037,"Metadata/Items/Scarabs/ScarabBreach2",38,1,1,"Polished Breach Scarab","Metadata/Items/MapFragments/AbstractMapFragment",1,1683,[],1,"",[417],29,"",10657,-249656065,[7984],"","","",[],"",[],"","","","","",""
8038,"Metadata/Items/Scarabs/ScarabBreach3",38,1,1,"Gilded Breach Scarab","Metadata/Items/MapFragments/AbstractMapFragment",1,1684,[],1,"",[418],29,"",10658,1852577551,[7984],"","","",[],"",[],"","","","","",""
8039,"Metadata/Items/Scarabs/ScarabBreach4",38,1,1,"Winged Breach Scarab","Metadata/Items/MapFragments/AbstractMapFragment",1,1685,[],1,"",[629],29,"",10659,-1791006613,[7984],"","","",[],"",[],"","","","","",""
8040,"Metadata/Items/Scarabs/ScarabMaps1",38,1,1,"Rusted Cartography Scarab","Metadata/Items/MapFragments/AbstractMapFragment",1,1686,[],1,"",[350],29,"",10660,1475703120,[7984],"","","",[],"",[],"","","","","",""
8041,"Metadata/Items/Scarabs/ScarabMaps2",38,1,1,"Polished Cartography Scarab","Metadata/Items/MapFragments/AbstractMapFragment",1,1687,[],1,"",[417],29,"",10661,434998594,[7984],"","","",[],"",[],"","","","","",""
8042,"Metadata/Items/Scarabs/ScarabMaps3",38,1,1,"Gilded Cartography Scarab","Metadata/Items/MapFragments/AbstractMapFragment",1,1688,[],1,"",[418],29,"",10662,1735534125,[7984],"","","",[],"",[],"","","","","",""
8043,"Metadata/Items/Scarabs/ScarabMaps4",38,1,1,"Winged Cartography Scarab","Metadata/Items/MapFragments/AbstractMapFragment",1,1689,[],1,"",[629],29,"",10663,-1656474537,[7984],"","","",[],"",[],"","","","","",""
