"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements"
4406,6731,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4407,6732,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4408,6733,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4409,6734,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4410,6735,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4411,6736,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4412,6737,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4413,6738,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4414,6739,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4415,6740,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4416,6741,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4417,6742,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4418,6743,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4419,6744,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4420,6745,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4421,6746,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4422,6747,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4423,6748,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4424,6749,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4425,6750,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4426,6751,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4427,6752,1,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4428,6753,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4429,6754,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4430,6755,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4431,6756,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",1,[],[],[]
4432,6757,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4433,6758,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4434,6759,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4435,6760,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4436,6761,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4437,6762,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4438,6763,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4439,6764,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4440,6765,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4441,6766,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4442,6767,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4443,6768,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4444,6769,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4445,6770,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4446,6771,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4447,6772,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4448,6773,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4449,6774,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4450,6775,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4451,6776,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4452,6777,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4453,6778,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4454,6779,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4455,6780,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4456,6781,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4457,6782,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4458,6783,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4459,6784,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4460,6785,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4461,6786,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4462,6787,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4463,6788,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4464,6789,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4465,6790,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4466,6791,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4467,6792,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4468,6793,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4469,6794,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4470,6795,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4471,6796,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4472,6797,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4473,6798,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4474,6799,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4475,6800,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4476,6801,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4477,6802,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4478,6803,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4479,6804,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4480,6805,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4481,6806,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4482,6807,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4483,6808,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4484,6809,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4485,6810,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4486,6811,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4487,6812,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4488,6813,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4489,6814,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4490,6815,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4491,6816,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4492,6817,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4493,6818,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4494,6819,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4495,6820,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4496,6821,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4497,6822,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4498,6823,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4499,6824,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4500,6825,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4501,6826,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4502,6827,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4503,6828,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4504,6829,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4505,6830,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4506,6831,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4507,6832,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4508,6833,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4509,6834,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4510,6835,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4511,6836,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4512,6837,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4513,6838,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4514,6839,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4515,6840,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4516,6841,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4517,6842,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4518,6843,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4519,6844,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4520,6845,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4521,6846,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4522,6847,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4523,6848,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4524,6849,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4525,6850,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4526,6851,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4527,6852,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4528,6853,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4529,6854,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4530,6855,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4531,6856,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4532,6857,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4533,6858,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4534,6859,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4535,6860,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4536,6861,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4537,6862,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4538,6863,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4539,6864,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4540,6865,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4541,6866,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4542,6867,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",0,[],[],[]
4543,6868,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",0,[],[],[]
4544,6869,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",1,[],[],[]
4545,6870,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4546,6871,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4547,6872,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4548,6873,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4549,6874,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4550,6875,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4551,6876,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4552,6877,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4553,6878,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4554,6879,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4555,6880,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4556,6881,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4557,6882,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4558,6883,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4559,6884,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4560,6885,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4561,6886,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4562,6887,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4563,6888,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4564,6889,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
