"rownum","Id","Name","Act","IsTown","HasWaypoint","Connections_WorldAreasKeys","AreaLevel","HASH16","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","i32","i32","i32","[rid]","bool","string","i32","i32","[rid]","bool","bool","bool","rid","rid","string","rid","[rid]","bool","bool","rid","rid","string","i32","rid","i32","rid","bool","bool","rid","i32","i32","rid","i32","rid","rid","i32","rid","i32","rid","i32"
1544,"HideoutSewer_Claim","Undercity Hideout",1,"","",[],60,63169,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,61734912,6,2097152,65536,0,61734912,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,62783488,6,0,0,62783488,6,0,0,62783488,6,0,0,1572864,0,0,0,-1107296256,1539,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1107296256,1539,0,0,0,-1107296256,1539,0,100,[],"","",10000,5000,[169],"","","","","","","",[],"","","","","",4,905,0,"","",1,54,0,394190,0,0,5,0,0,"",0,"",0
1545,"HideoutSewer","Undercity Hideout",1,"","",[],60,29226,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,65667072,6,2097152,65536,0,65667072,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,66715648,6,0,0,66715648,6,0,0,66715648,6,0,0,1572864,0,0,0,-100663296,1539,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-100663296,1539,0,0,0,-100663296,1539,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,905,0,"","",1,54,0,394250,0,0,5,0,0,"",0,"",0
1546,"HideoutSpace","Celestial Nebula Hideout",1,"","",[],60,35022,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,73007104,6,2097152,65536,0,73007104,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,74055680,6,0,0,74055680,6,0,0,74055680,6,0,0,1572864,0,0,0,1778384896,1540,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1778384896,1540,0,0,0,1778384896,1540,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,906,0,"","",1,54,0,394346,0,0,5,0,0,"",0,"",0
1547,"HideoutArenaGraveyardTrio","Entombed Hideout",1,"","",[],60,30781,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,79953920,6,2097152,65536,0,79953920,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,81002496,6,0,0,81002496,6,0,0,81002496,6,0,0,1572864,0,0,0,-738197504,1540,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-738197504,1540,0,0,0,-738197504,1540,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,907,0,"","",1,54,0,394452,0,0,5,0,0,"",0,"",0
1548,"HideoutMine_Claim","Excavated Hideout",1,"","",[],60,18365,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,85983232,6,2097152,65536,0,85983232,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,87031808,6,0,0,87031808,6,0,0,87031808,6,0,0,1572864,0,0,0,805306368,1541,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,805306368,1541,0,0,0,805306368,1541,0,100,[],"","",10000,5000,[169],"","","","","","","",[],"","","","","",4,934,0,"","",1,54,0,394560,0,0,5,0,0,"",0,"",0
1549,"HideoutMine","Excavated Hideout",1,"","",[],60,55535,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,89784320,6,2097152,65536,0,89784320,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,90832896,6,0,0,90832896,6,0,0,90832896,6,0,0,1572864,0,0,0,1778384896,1541,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1778384896,1541,0,0,0,1778384896,1541,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,934,0,"","",1,54,0,394618,0,0,5,0,0,"",0,"",0
1550,"HideoutRuinedTemple_Claim","Baleful Hideout",1,"","",[],60,52945,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,97648640,6,2097152,65536,0,97648640,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,98697216,6,0,0,98697216,6,0,0,98697216,6,0,0,1572864,0,0,0,-503316480,1541,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-503316480,1541,0,0,0,-503316480,1541,0,100,[],"","",10000,5000,[169],"","","","","","","",[],"","","","","",4,937,0,"","",1,54,0,394738,0,0,5,0,0,"",0,"",0
1551,"HideoutRuinedTemple","Baleful Hideout",1,"","",[],60,6122,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,102498304,6,2097152,65536,0,102498304,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,103546880,6,0,0,103546880,6,0,0,103546880,6,0,0,1572864,0,0,0,738197504,1542,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,738197504,1542,0,0,0,738197504,1542,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,937,0,"","",1,54,0,394812,0,0,5,0,0,"",0,"",0
1552,"HideoutOasis_Claim","Desert Hideout",1,"","",[],60,19107,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,109314048,6,2097152,65536,0,109314048,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,110362624,6,0,0,110362624,6,0,0,110362624,6,0,0,1572864,0,0,0,-1811939328,1542,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1811939328,1542,0,0,0,-1811939328,1542,0,100,[],"","",10000,5000,[169],"","","","","","","",[],"","","","","",4,936,0,"","",1,54,0,394916,0,0,5,0,0,"",0,"",0
1553,"HideoutOasis","Desert Hideout",1,"","",[],60,750,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,113246208,6,2097152,65536,0,113246208,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,114294784,6,0,0,114294784,6,0,0,114294784,6,0,0,1572864,0,0,0,-805306368,1542,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-805306368,1542,0,0,0,-805306368,1542,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,936,0,"","",1,54,0,394976,0,0,5,0,0,"",0,"",0
1554,"HideoutPillarsOfArun","Towering Hideout",1,"","",[],20,65044,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,120586240,6,2097152,65536,0,120586240,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,121634816,6,0,0,121634816,6,0,0,121634816,6,0,0,1572864,0,0,0,1073741824,1543,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1073741824,1543,0,0,0,1073741824,1543,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,938,0,"","",1,54,0,395072,0,0,5,0,0,"",0,"",0
1555,"HideoutAtziriArena","Corrupted Hideout",1,"","",[],20,34352,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,126746624,6,2097152,65536,0,126746624,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,127795200,6,0,0,127795200,6,0,0,127795200,6,0,0,1572864,0,0,0,-1644167168,1543,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1644167168,1543,0,0,0,-1644167168,1543,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,944,0,"","",1,54,0,395166,0,0,5,0,0,"",0,"",0
1556,"HideoutInnocenceArena","Innocent Hideout",1,"","",[],20,45610,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,133169152,6,2097152,65536,0,133169152,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,134217728,6,0,0,134217728,6,0,0,134217728,6,0,0,1572864,0,0,0,0,1544,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,0,1544,0,0,0,0,1544,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,947,0,"","",1,54,0,395264,0,0,5,0,0,"",0,"",0
1557,"HideoutShaperArena","Shaped Hideout",1,"","",[],20,41490,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,138936320,6,2097152,65536,0,138936320,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,139984896,6,0,0,139984896,6,0,0,139984896,6,0,0,1572864,0,0,0,1476395008,1544,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1476395008,1544,0,0,0,1476395008,1544,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,948,0,"","",1,54,0,395352,0,0,5,0,0,"",0,"",0
1558,"HideoutKaomArena","Furious Hideout",1,"","",[],20,26625,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,144572416,6,2097152,65536,0,144572416,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,145620992,6,0,0,145620992,6,0,0,145620992,6,0,0,1572864,0,0,0,-1375731712,1544,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1375731712,1544,0,0,0,-1375731712,1544,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,950,0,"","",1,54,0,395438,0,0,5,0,0,"",0,"",0
1559,"HideoutDaressoArena","Champion's Hideout",1,"","",[],20,49908,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,150994944,6,2097152,65536,0,150994944,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,152043520,6,0,0,152043520,6,0,0,152043520,6,0,0,1572864,0,0,0,268435456,1545,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,268435456,1545,0,0,0,268435456,1545,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,952,0,"","",1,54,0,395536,0,0,5,0,0,"",0,"",0
1560,"HideoutDominusArena","Indomitable Hideout",1,"","",[],20,52081,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,157548544,6,2097152,65536,0,157548544,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,158597120,6,0,0,158597120,6,0,0,158597120,6,0,0,1572864,0,0,0,1946157056,1545,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1946157056,1545,0,0,0,1946157056,1545,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,954,0,"","",1,54,0,395636,0,0,5,0,0,"",0,"",0
1561,"HideoutPietyArena","Morbid Hideout",1,"","",[],20,41981,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,163184640,6,2097152,65536,0,163184640,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,164233216,6,0,0,164233216,6,0,0,164233216,6,0,0,1572864,0,0,0,-905969664,1545,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-905969664,1545,0,0,0,-905969664,1545,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,955,0,"","",1,54,0,395722,0,0,5,0,0,"",0,"",0
1562,"HideoutLunarisSolarisArena","Eclipsed Hideout",1,"","",[],20,37028,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,170262528,6,2097152,65536,0,170262528,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,171311104,6,0,0,171311104,6,0,0,171311104,6,0,0,1572864,0,0,0,905969664,1546,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,905969664,1546,0,0,0,905969664,1546,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,956,0,"","",1,54,0,395830,0,0,5,0,0,"",0,"",0
1563,"HideoutKitavaArenaAct10","Ravenous Hideout",1,"","",[],20,36378,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,176947200,6,2097152,65536,0,176947200,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,177995776,6,0,0,177995776,6,0,0,177995776,6,0,0,1572864,0,0,0,-1677721600,1546,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1677721600,1546,0,0,0,-1677721600,1546,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,959,0,"","",1,54,0,395932,0,0,5,0,0,"",0,"",0
1564,"HideoutTemplarLab","Cartographer's Hideout",1,"","",[],20,55414,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,183631872,6,2097152,65536,0,183631872,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,184680448,6,0,0,184680448,6,0,0,184680448,6,0,0,1572864,0,0,0,33554432,1547,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,33554432,1547,0,0,0,33554432,1547,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,960,0,"","",1,54,0,396034,0,0,5,0,0,"",0,"",0
1565,"HideoutSlum","Backstreet Hideout",1,"","",[],60,62635,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,189005824,6,2097152,65536,0,189005824,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,190054400,6,0,0,190054400,6,0,0,190054400,6,0,0,1572864,0,0,0,1409286144,1547,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1409286144,1547,0,0,0,1409286144,1547,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,919,0,"","",1,54,0,396116,0,0,5,0,0,"",0,"",0
1566,"HideoutSlum_Claim","Backstreet Hideout",1,"","",[],60,39120,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,192544768,6,2097152,65536,0,192544768,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,193593344,6,0,0,193593344,6,0,0,193593344,6,0,0,1572864,0,0,0,-1979711488,1547,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1979711488,1547,0,0,0,-1979711488,1547,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",4,919,0,"","",1,54,0,396170,0,0,5,0,0,"",0,"",0
1567,"HideoutBeach","Coastal Hideout",1,"","",[],60,33485,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,197656576,6,2097152,65536,0,197656576,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,198705152,6,0,0,198705152,6,0,0,198705152,6,0,0,1572864,0,0,0,-671088640,1547,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-671088640,1547,0,0,0,-671088640,1547,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,911,0,"","",1,54,0,396264,0,0,5,0,0,"",0,"",0
1568,"HideoutBeach_Claim","Coastal Hideout",1,"","",[],60,27164,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,202375168,6,2097152,65536,0,202375168,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,203423744,6,0,0,203423744,6,0,0,203423744,6,0,0,1572864,0,0,0,536870912,1548,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,536870912,1548,0,0,0,536870912,1548,0,100,[],"","",10000,5000,[169],"","","","","","","",[],"","","","","",4,911,0,"","",1,54,0,396336,0,0,5,0,0,"",0,"",0
1569,"HideoutFellshrine","Unearthed Hideout",1,"","",[],60,45200,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,209453056,6,2097152,65536,0,209453056,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,210501632,6,0,0,210501632,6,0,0,210501632,6,0,0,1572864,0,0,0,-1946157056,1548,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1946157056,1548,0,0,0,-1946157056,1548,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,918,0,"","",1,54,0,396444,0,0,5,0,0,"",0,"",0
1570,"HideoutFellshrine_Claim","Unearthed Hideout",1,"","",[],60,52406,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,214827008,6,2097152,65536,0,214827008,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,215875584,6,0,0,215875584,6,0,0,215875584,6,0,0,1572864,0,0,0,-570425344,1548,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-570425344,1548,0,0,0,-570425344,1548,0,100,[],"","",10000,5000,[169],"","","","","","","",[],"","","","","",4,918,0,"","",1,54,0,396526,0,0,5,0,0,"",0,"",0
1571,"HideoutBattleground","Battle-scarred Hideout",1,"","",[],60,28470,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,222822400,6,2097152,65536,0,222822400,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,223870976,6,0,0,223870976,6,0,0,223870976,6,0,0,1572864,0,0,0,1476395008,1549,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1476395008,1549,0,0,0,1476395008,1549,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,903,0,"","",1,54,0,396648,0,0,5,0,0,"",0,"",0
1572,"HideoutBattleground_Claim","Battle-scarred Hideout",1,"","",[],60,35674,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,228458496,6,2097152,65536,0,228458496,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,229507072,6,0,0,229507072,6,0,0,229507072,6,0,0,1572864,0,0,0,-1375731712,1549,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1375731712,1549,0,0,0,-1375731712,1549,0,100,[],"","",10000,5000,[169],"","","","","","","",[],"","","","","",4,903,0,"","",1,54,0,396734,0,0,5,0,0,"",0,"",0
1573,"HideoutLibrary","Enlightened Hideout",1,"","",[],60,8897,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,235405312,6,2097152,65536,0,235405312,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,236453888,6,0,0,236453888,6,0,0,236453888,6,0,0,1572864,0,0,0,402653184,1550,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,402653184,1550,0,0,0,402653184,1550,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,910,0,"","",1,54,0,396824,0,0,5,0,0,"",0,"",0
1574,"HideoutLibrary_Claim","Enlightened Hideout",1,"","",[],60,63963,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,239337472,6,2097152,65536,0,239337472,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,240386048,6,0,0,240386048,6,0,0,240386048,6,0,0,1572864,0,0,0,1409286144,1550,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1409286144,1550,0,0,0,1409286144,1550,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",4,910,0,"","",1,54,0,396884,0,0,5,0,0,"",0,"",0
1575,"HideoutSolaris","Immaculate Hideout",1,"","",[],60,13485,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,245104640,6,2097152,65536,0,245104640,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,246153216,6,0,0,246153216,6,0,0,246153216,6,0,0,1572864,0,0,0,-1409286144,1550,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1409286144,1550,0,0,0,-1409286144,1550,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,914,0,"","",1,54,0,396988,0,0,5,0,0,"",0,"",0
1576,"HideoutSolaris_Claim","Immaculate Hideout",1,"","",[],60,46667,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,250085376,6,2097152,65536,0,250085376,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,251133952,6,0,0,251133952,6,0,0,251133952,6,0,0,1572864,0,0,0,-134217728,1550,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-134217728,1550,0,0,0,-134217728,1550,0,100,[],"","",10000,5000,[169],"","","","","","","",[],"","","","","",4,914,0,"","",1,54,0,397064,0,0,5,0,0,"",0,"",0
1577,"HideoutGardens","Overgrown Hideout",1,"","",[],60,62863,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,256770048,6,2097152,65536,0,256770048,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,257818624,6,0,0,257818624,6,0,0,257818624,6,0,0,1572864,0,0,0,1577058304,1551,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1577058304,1551,0,0,0,1577058304,1551,0,100,[],1,"",10000,5000,[169],"","","","","","","",[],"","","","","",3,913,0,"","",1,54,0,397166,0,0,5,0,0,"",0,"",0
1578,"HideoutGardens_Claim_","Overgrown Hideout",1,"","",[],60,30797,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,261881856,6,2097152,65536,0,261881856,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,262930432,6,0,0,262930432,6,0,0,262930432,6,0,0,1572864,0,0,0,-1409286144,1551,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1409286144,1551,0,0,0,-1409286144,1551,0,100,[],"","",10000,5000,[169],"","","","","","","",[],"","","","","",4,913,0,"","",1,54,0,397244,0,0,5,0,0,"",0,"",0
1579,"HideoutIceberg","Glacial Hideout",1,"","",[],60,64285,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,268304384,6,2097152,65536,0,268304384,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,269352960,6,0,0,269352960,6,0,0,269352960,6,0,0,1572864,0,0,0,234881024,1552,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,234881024,1552,0,0,0,234881024,1552,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,961,0,"","",1,54,0,397326,0,0,5,0,0,"",0,"",0
1580,"HideoutIceberg_Claim","Glacial Hideout",1,"","",[],60,25455,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,272236544,6,2097152,65536,0,272236544,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,273285120,6,0,0,273285120,6,0,0,273285120,6,0,0,1572864,0,0,0,1241513984,1552,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1241513984,1552,0,0,0,1241513984,1552,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",4,961,0,"","",1,54,0,397386,0,0,5,0,0,"",0,"",0
1581,"HideoutCrimsonTemple","Sanguine Hideout",1,"","",[],60,39182,0,72351744,1,-16908288,-16843010,-16843010,-16843010,65278,0,278528000,6,2097152,65536,0,278528000,6,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,279576576,6,0,0,279576576,6,0,0,279576576,6,0,0,1572864,0,0,0,-1442840576,1552,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1442840576,1552,0,0,0,-1442840576,1552,0,100,[],1,"",10000,5000,[],"","","","","","","",[],"","","","","",3,962,0,"","",1,54,0,397482,0,0,5,0,0,"",0,"",0
