"rownum","BaseItemTypesKey","StackSize","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","Scroll","rid","[rid]","[i32]","i32","string","i32","[rid]","[rid]","[string]","bool","string","bool","bool"
1279,4184,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1280,4185,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1281,4186,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1282,4187,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1283,4188,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1284,4189,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1285,4190,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1286,4191,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1287,4192,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1288,4193,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1289,4194,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1290,4195,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1291,4196,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1292,4197,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1293,4198,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1294,4199,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1295,4200,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1296,4201,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1297,4202,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1298,4203,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1299,4204,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1300,4205,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1301,4206,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1302,4207,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1303,4208,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1304,4209,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1305,4210,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1306,4211,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1307,4212,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1308,4213,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1309,4214,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1310,4215,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1311,4216,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1312,4217,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1313,4218,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1314,4219,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1315,4220,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1316,4221,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1317,4222,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1318,4223,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1319,4224,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1320,4225,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1321,4226,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1322,4227,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1323,4228,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1324,4229,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1325,4230,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1326,4231,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1327,4232,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1328,4233,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1329,4234,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1330,4235,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1331,4236,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1332,4237,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1333,4238,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1334,4239,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1335,4240,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1336,4241,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1337,4242,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1338,4243,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1339,4244,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1340,4245,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1341,4246,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1342,4247,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1343,4248,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1344,4249,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1345,4250,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1346,4251,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1347,4252,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1348,4253,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1349,4254,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1350,4255,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1351,4256,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1352,4257,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1353,4258,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1354,4259,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1355,4260,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1356,4261,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1357,4262,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1358,4263,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1359,4264,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1360,4265,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1361,4266,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1362,4267,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1363,4268,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1364,4269,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1365,4270,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1366,4271,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1367,4272,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1368,4273,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1369,4274,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1370,4275,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1371,4276,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1372,4277,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1373,4278,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1374,4279,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1375,4280,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1376,4281,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1377,4282,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1378,4283,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1379,4284,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1380,4285,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1381,4286,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1382,4287,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1383,4288,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1384,4289,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1385,4290,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1386,4291,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1387,4292,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1388,4293,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1389,4294,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1390,4295,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1391,4296,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1392,4297,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1393,4298,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1394,4299,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1395,4300,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1396,4301,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1397,4302,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1398,4303,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1399,4304,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1400,4305,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1401,4306,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1402,4307,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1403,4308,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1404,4309,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1405,4310,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1406,4311,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1407,4312,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1408,4313,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1409,4314,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1410,4315,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1411,4316,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1412,4317,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1413,4318,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1414,4319,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1415,4320,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1416,4321,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1417,4322,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1418,4323,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1419,4324,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1420,4325,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1421,4326,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1422,4327,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1423,4328,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1424,4329,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1425,4330,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1426,4331,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1427,4332,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1428,4333,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1429,4334,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1430,4335,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1431,4336,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1432,4337,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1433,4338,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1434,4339,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1435,4340,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1436,4341,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1437,4342,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1438,4343,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1439,4344,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1440,4345,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1441,4346,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1442,4347,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1443,4348,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1444,4349,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1445,4350,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1446,4351,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1447,4352,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1448,4353,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1449,4354,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1450,4355,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1451,4356,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1452,4357,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1453,4358,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1454,4359,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1455,4360,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1456,4361,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1457,4362,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1458,4363,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1459,4364,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1460,4365,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1461,4366,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1462,4367,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1463,4368,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1464,4369,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1465,4370,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1466,4371,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1467,4372,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1468,4373,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1469,4374,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1470,4375,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1471,4376,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1472,4377,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1473,4378,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1474,4379,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1475,4380,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1476,4381,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1477,4382,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1478,4383,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1479,4384,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1480,4385,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1481,4386,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1482,4387,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1483,4388,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1484,4389,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1485,4390,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1486,4391,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1487,4392,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1488,4393,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1489,4394,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1490,4395,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1491,4396,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1492,4397,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1493,4398,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1494,4399,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1495,4400,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1496,4401,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1497,4402,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1498,4403,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1499,4404,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1500,4405,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1501,4406,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1502,4407,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1503,4408,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1504,4409,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
1505,4410,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","",""
