"rownum","Id","Text (English)","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool","[i32]","i32"
365,"AttackSpeedPerBlitz","Attack Speed modifier per Blitz Charge","Modificateur de Vitesse d'attaque par Charge de férocité","Modifikator für Angriffsgeschwindigkeit pro Blitz-Ladung","ブリッツチャージごとのアタックスピードモッド","공세 충전 하나당 공격 속도 속성 부여","Modificador de Velocidade de Ataque por Carga de Agressão","Модификатор скорости атаки за заряд разгона","<size:22>{Modificador de la velocidad de ataque por cada carga de agresión}","ม็อดความเร็วในการโจมตี ต่อจำนวน Blitz Charge","每顆閃電球攻擊速度修正",[9677],8,[],[],3,1,[],0
366,"CritChancePerBlitz","Critical Strike Chance modifier per Blitz Charge","Modificateur de Chances de coup critique par Charge de férocité","Modifikator für kritische Trefferchance pro Blitz-Ladung","ブリッツチャージごとのクリティカル率モッド","공세 충전 하나당 치명타 확률 속성 부여","Modificador de Chance de Acerto Crítico por Carga de Agressão","Модификатор шанса критического удара за заряд разгона","<size:22>{Modificador de la probabilidad de golpe crítico por cada carga de agresión}","ม็อดโอกาสคริติคอล ต่อจำนวน Blitz Charge","每顆閃電球暴擊率修正",[9678],7,[],[],3,1,[],0
367,"ChallengerCharges","Challenger Charges","Charges d'aspirant","Herausforderer-Ladungen","チャレンジャーチャージ","도전자 충전","Cargas Desafiantes","Заряды претендента","Cargas de retador","Challenger Charge","挑戰球","[9776,9775]",3,[],[],3,1,[],0
368,"AttackMoveSpeedPerChallenger","Attack and Movement Speed modifier per Challenger Charge","Modificateur de Vitesse d'attaque et de déplacement par Charge d'aspirant","Mod. f. Angriffs- und Bewegungsgeschw. pro Herausf.-Ladung","チャレンジャーチャージごとのアタック・移動スピードモッド","도전자 충전 하나당 공격 및 이동 속도 속성 부여","Modificador de Velocidade de Ataque por Carga Desafiante","Модификатор скорости атаки и передвижения за заряд претендента","<size:22>{Modificador de las velocidades de ataque y de movimiento por cada carga de retador}","ม็อดความเร็วในการโจมตีและเคลื่อนที่ ต่อจำนวน Challenger Charge","每顆挑戰球攻擊和移動速度修正",[9779],8,[],[],3,1,[],0
369,"BrutalCharges","Brutal Charges","Charges de brutalité","Brutale Ladungen","ブルータルチャージ","잔인 충전","Cargas Brutais","Заряды жестокости","Cargas brutales","Brutal Charge","殘暴球","[13424,13426]",3,[],[],3,1,[],0
370,"TripleDamageChancePerBrutalCharge","Chance to deal Triple Damage per Brutal Charge","Chances d'infliger des Dégâts triplés par Charge de brutalité","Chance auf dreifachen Schaden pro Brutaler Ladung","ブルータルチャージごとのトリプルダメージを与える確率","일정 확률로 잔인 충전 하나당 3배의 피해를 줌","Chance de causar Dano Triplicado por Carga Brutal","Шанс нанести утроенный урон за заряд жестокости","Probabilidad de infligir el triple de daño por cada carga brutal","โอกาสสร้างความเสียหายสามเท่า ต่อจำนวน Brutal Charge","每顆殘暴球造成 3 倍傷害機率",[13448],1,[13426],[],3,1,[],0
371,"StunThresholdPerBrutalCharge","Stun Threshold modifier per Brutal Charge","Modificateur du Seuil d'Étourdissement par Charge de brutalité","Mod. der Betäubungsschwelle pro Brutaler Ladung","ブルータルチャージごとのスタン閾値モッド","잔인 충전 하나당 기절 한계치 속성 부여","Modificador do Ponto de Atordoamento por Carga Brutal","Модификатор порога оглушения за заряд жестокости","Modificador del umbral de aturdimiento por cada carga brutal","ม็อดเกณฑ์ความยากในการติดสถานะ มึนงง ต่อจำนวน Brutal Charge","每顆殘暴球暈換門檻詞綴",[13449],7,[13426],[],3,1,[],0
372,"AfflictionCharges","Affliction Charges","Charges d'affliction","Quälende Ladungen","アフィリクションチャージ","수난 충전","Cargas de Aflição","Заряды подавления","Cargas de aflicción ","Affliction Charge","苦痛球","[13428,13430]",3,[],[],3,1,[],0
373,"AilmentDamagePerAfflictionCharge","Ailment Damage modifier per Affliction Charge","Modificateur de Dégâts des Altérations par Charge d'affliction","Mod. für Schaden mit Beeintr. pro Quälender Ladung","アフィリクションチャージごとの状態異常ダメージモッド","수난 충전 하나당 상태 이상 피해 속성 부여","Modificador de Dano de Afecção por Carga de Aflição","Модификатор урона от состояний за заряд подавления","Modificador del daño de los estados alterados por cada carga de aflicción","ม็อดความเสียหาย ของสถานะ เจ็บป่วย ต่อจำนวน Affliction Charge","每顆苦痛球異常狀態傷害詞綴",[13450],8,[13430],[],3,1,[],0
374,"NonDamagingAilmentEffectPerAfflictionCharge","Non-Damaging Ailment Effect modifier per Affliction Charge","Modificateur d'Effet des Altérations qui n'infligent pas de dégâts par Charge d'affliction","Mod. für Wirkung nicht schäd. Beeintr. pro Quälender Ladung","アフィリクションチャージごとの非ダメージ性状態異常効果モッド","수난 충전 하나당 비-피해 상태 이상 속성 부여","Modificador de Efeito de Afecções Não Nocivas por Carga de Aflição","Модификатор эффекта не наносящих урон состояний за заряд подавления","Modificador del efecto de los estados alterados no dañinos por cada carga de aflicción","ม็อดผล ของสถานะ เจ็บป่วยไร้ความเสียหาย ต่อจำนวน Affliction Charge","每顆苦痛球非傷害型異常狀態效果詞綴",[13451],8,[13430],[],3,1,[],0
375,"AbsorptionCharges","Absorption Charges","Charges d'absorption","Absorbierende Ladungen","アブソープションチャージ","흡수 충전","Cargas de Absorção","Заряды поглощения","Cargas de absorción","Absorption Charge","吸收球","[13432,13434]",3,[],[],3,1,[],0
376,"ElementalDamageGoesToESPerAbsorptionCharge","Elemental Damage taken Recouped as ES per Absorption Charge","Dégâts élémentaires subis Recouvrés en Bouclier d'énergie par Charge d'absorption","Gewonn. ES durch erl. Elementarschaden pro Absorb. Ladung","アブソープションチャージごとのエナジーシールドとして回収される元素ダメージ","흡수 충전 하나당 받은 원소 피해를 에너지 보호막으로 회생","Dano Elemental sofrido Recuperado como ES por Carga de Absorção","Восполнение энергетического щита за счёт получаемого урона от стихий за заряд поглощения","Daño elemental recibido recobrado como EE por cada carga de absorción","เยียวยาโล่พลังงานจากความเสียหายธาตุที่ได้รับ ต่อจำนวน Absorption Charge","每顆吸收球承受元素傷害補償為能量護盾",[13452],1,[13434],[],3,1,[],0
377,"BloodCharges","Blood Charges","Charges de sang","Blut-Ladungen","ブラッドチャージ","피 충전","Cargas Sangrentas","Заряды крови","Cargas de sangre","Blood Charge","血腥球","[13945,14089]",3,[14161],[],3,"",[],0
378,"ReapDamagePerBloodCharge","Damage modifier per Blood Charge","Modificateur de Dégâts par Charge de sang","Schadensmodifikator pro Blut-Ladung","ブラッドチャージごとのダメージモッド","피 충전 하나당 피해 속성 부여","Modificador de Dano por Carga Sangrenta","Модификатор урона за заряд крови","Modificador de daño por cada carga de sangre","ม็อดความเสียหาย ต่อจำนวน Blood Charge","每顆血腥球傷害詞綴",[13946],8,[14161],[],3,1,[],0
379,"ReapCostPerBloodCharge","Life Cost modifier per Blood Charge","Modificateur du Coût en Vie par Charge de sang","Lebenskosten-Modifikator pro Blut-Ladung","ブラッドチャージごとのライフコストモッド","피 충전 하나당 생명력 소모 속성 부여","Modificador de Custo de Vida por Carga Sangrenta","Расход здоровья за заряд крови","Modificador de costo de vida por cada carga de sangre","harge","每顆血腥球生命消耗詞綴",[13947],8,[14161],[],3,1,[],0
