"rownum","string","i32","string","string","string","string","string","string","rid","rid","rid","string","i32","i32","i32","i32","i32","bool","string","bool","bool","bool"
6441,"Metadata/Items/Hideout/HideoutCorruptedGrowthMapDevice",644025277,"Corrupted Growth Map Device","","Creates an object in your hideout. The seed within this Map Device expands its grasp on your hideout the more maps you complete on your Atlas.","","","","",2,623,"",3,2,2,20,4,"","",1,"",""
6442,"Metadata/Items/Hideout/HideoutWorldTurtleArch",2006008821,"Cosmic Turtle Arch","","Creates an object in your hideout","","","","","","","",3,2,2,20,4,"","",1,"",1
6443,"Metadata/Items/Hideout/HideoutWorldTurtleFountain",-984644364,"Cosmic Turtle Fountain","","Creates an object in your hideout","","","","","","","",3,2,2,20,4,"","",1,"",1
6444,"Metadata/Items/Hideout/HideoutWorldTurtleGardenBed",-846318017,"Cosmic Turtle Planter Box","","Creates an object in your hideout","","","","","","","",3,2,2,20,4,"","",1,"",1
6445,"Metadata/Items/Hideout/HideoutWorldTurtleGazebo",173697682,"Cosmic Turtle Gazebo","","Creates an object in your hideout","","","","","","","",3,2,2,20,4,"","",1,"",1
6446,"Metadata/Items/Hideout/HideoutWorldTurtleBench",-1766082509,"Cosmic Turtle Marble Bench","","Creates an object in your hideout","","","","","","","",3,2,2,20,4,"","",1,"",1
6447,"Metadata/Items/Hideout/HideoutWorldTurtleMusicalInstruments",-801363764,"Cosmic Turtle Musical Instruments","","Creates an object in your hideout","","","","","","","",3,2,2,20,4,"","",1,"",1
6448,"Metadata/Items/Hideout/HideoutWorldTurtleColumn",1077538635,"Cosmic Turtle Column","","Creates an object in your hideout","","","","","","","",3,2,2,20,4,"","",1,"",1
6449,"Metadata/Items/Hideout/HideoutWorldTurtlePot",202112413,"Cosmic Turtle Potplant","","Creates an object in your hideout","","","","","","","",3,2,2,20,4,"","",1,"",1
6450,"Metadata/Items/Hideout/HideoutWorldTurtleTree",1152112198,"Cosmic Turtle Tree","","Creates an object in your hideout","","","","","","","",3,2,2,20,4,"","",1,"",1
6451,"Metadata/Items/Hideout/HideoutWorldTurtleFence",381549348,"Cosmic Turtle Fence","","Creates an object in your hideout","","","","","","","",3,2,2,20,4,"","",1,"",1
6452,"Metadata/Items/Hideout/HideoutEzomyteVillagerHideoutDecoration1",1804886656,"Winemaking Villager","","Creates an object in your hideout","","","","",2,624,"",3,2,2,20,4,"","",1,"",""
6453,"Metadata/Items/Hideout/HideoutEzomyteVillagerHideoutDecoration2",-338696931,"Churning Villager","","Creates an object in your hideout","","","","",2,624,"",3,2,2,20,4,"","",1,"",""
6454,"Metadata/Items/Hideout/HideoutEzomyteVillagerHideoutDecoration3",-853321988,"Broiling Villager","","Creates an object in your hideout","","","","",2,624,"",3,2,2,20,4,"","",1,"",""
6455,"Metadata/Items/Hideout/HideoutEzomyteVillagerHideoutDecoration4",-1299414710,"Brewing Villager","","Creates an object in your hideout","","","","",2,624,"",3,2,2,20,4,"","",1,"",""
6456,"Metadata/Items/Hideout/HideoutEzomyteVillagersHideoutDecoration5",1907829721,"Peddling Villager","","Creates an object in your hideout","","","","",2,624,"",3,2,2,20,4,"","",1,"",""
6457,"Metadata/Items/Hideout/HideoutLakeColumn",1098215943,"Basalt Column","","","","","","","","","",3,2,2,1,4,"","",1,"",1
6458,"Metadata/Items/Hideout/HideoutLakeFragment",757293722,"Basalt Fragment","","","","","","","","","",3,2,2,1,4,"","",1,"",1
6459,"Metadata/Items/Hideout/HideoutLakeColumnEvil",139464585,"Tainted Basalt Column","","","","","","","","","",3,2,2,1,4,"","",1,"",1
6460,"Metadata/Items/Hideout/HideoutLakeFragmentEvil",-1644463039,"Tainted Basalt Fragment","","","","","","","","","",3,2,2,1,4,"","",1,"",1
6461,"Metadata/Items/Hideout/HideoutAzmeriCandle",221434386,"Affliction Candle","","","","","","","","","",3,1,1,1,4,"","",1,"",1
6462,"Metadata/Items/Hideout/HideoutAzmeriAltar",785113741,"Affliction Altar","","","","","","","","","",3,2,2,1,4,"","",1,"",1
6463,"Metadata/Items/Hideout/HideoutAzmeriTuber",1156177476,"Affliction Tuber","","","","","","","","","",3,1,1,1,4,"","",1,"",1
6464,"Metadata/Items/Hideout/HideoutAzmeriBones",277526288,"Affliction Bones","","","","","","","","","",3,1,1,1,4,"","",1,"",1
6465,"Metadata/Items/Hideout/HideoutAzmeriBonepile",-267498413,"Affliction Bonepile","","","","","","","","","",3,1,1,1,4,"","",1,"",1
6466,"Metadata/Items/Hideout/HideoutAzmeriHut",-493547703,"Affliction Hut","","","","","","","","","",3,2,2,1,4,"","",1,"",1
6467,"Metadata/Items/Hideout/HideoutAzmeriWell",-1557768034,"Affliction Well","","","","","","","","","",3,2,2,1,4,"","",1,"",1
6468,"Metadata/Items/Hideout/HideoutAzmeriFrame",725301231,"Affliction Frame","","","","","","","","","",3,2,2,1,4,"","",1,"",1
6469,"Metadata/Items/Hideout/HideoutAzmeriEffigy",-1553037520,"Affliction Effigy","","","","","","","","","",3,2,2,1,4,"","",1,"",1
6470,"Metadata/Items/Hideout/HideoutAzmeriStatue",820963662,"Affliction Statue","","","","","","","","","",3,2,2,1,4,"","",1,"",1
6471,"Metadata/Items/Hideout/HideoutAzmeriDust",2142393903,"Affliction Dust","","","","","","","","","",3,1,1,1,4,"","",1,"",1
6472,"Metadata/Items/Hideout/HideoutRacetrackPavilion",-245578045,"Desert Pavilion","","Creates an object in your hideout","","","","","","","",3,2,2,1,4,"","",1,"",1
6473,"Metadata/Items/Hideout/HideoutRacetrackTent",820079219,"Desert Tent","","Creates an object in your hideout","","","","","","","",3,2,2,1,4,"","",1,"",1
6474,"Metadata/Items/Hideout/HideoutRacetrackPot",1970112539,"Potted Cactus","","Creates an object in your hideout","","","","","","","",3,2,2,1,4,"","",1,"",1
6475,"Metadata/Items/Hideout/HideoutRacetrackProps",1030197866,"Comfortable Cushions","","Creates an object in your hideout","","","","","","","",3,2,2,1,4,"","",1,"",1
6476,"Metadata/Items/Hideout/HideoutRacetrackStatue",1745234579,"Desert Statue","","Creates an object in your hideout","","","","","","","",3,2,2,1,4,"","",1,"",1
6477,"Metadata/Items/Hideout/HideoutRacetrackLamp",1098125754,"Pitch Burner","","Creates an object in your hideout","","","","","","","",3,2,2,1,4,"","",1,"",1
6478,"Metadata/Items/Hideout/HideoutRacetrackRhoaFlag0",394161879,"Rhoa Race Flag (Cyan)","","Creates an object in your hideout. Interact with to add or remove a cyan Rhoa to the race.","","","","","","","",3,1,2,1,4,"","",1,"",1
6479,"Metadata/Items/Hideout/HideoutRacetrackRhoaFlag1",-1110558562,"Rhoa Race Flag (Purple)","","Creates an object in your hideout. Interact with to add or remove a purple Rhoa to the race.","","","","","","","",3,1,2,1,4,"","",1,"",1
6480,"Metadata/Items/Hideout/HideoutRacetrackRhoaFlag2",1128037565,"Rhoa Race Flag (Yellow)","","Creates an object in your hideout. Interact with to add or remove a yellow Rhoa to the race.","","","","","","","",3,1,2,1,4,"","",1,"",1
6481,"Metadata/Items/Hideout/HideoutRacetrackRhoaFlag3",430252397,"Rhoa Race Flag (Red)","","Creates an object in your hideout. Interact with to add or remove a red Rhoa to the race.","","","","","","","",3,1,2,1,4,"","",1,"",1
6482,"Metadata/Items/Hideout/HideoutRacetrackRhoaFlag4",1404259477,"Rhoa Race Flag (Green)","","Creates an object in your hideout. Interact with to add or remove a green Rhoa to the race.","","","","","","","",3,1,2,1,4,"","",1,"",1
6483,"Metadata/Items/Hideout/HideoutRacetrackRhoaFlag5",-2040142656,"Rhoa Race Flag (Blue)","","Creates an object in your hideout. Interact with to add or remove a blue Rhoa to the race.","","","","","","","",3,1,2,1,4,"","",1,"",1
6484,"Metadata/Items/Hideout/HideoutRacetrackStarterBase",1955680390,"Rhoa Race Controller","","Creates an object in your hideout. Interact with to start or reset a race.","","","","","","","",3,1,2,1,4,"","",1,"",1
6485,"Metadata/Items/Hideout/HideoutRacetrackSpectateBase",564962118,"Rhoa Race Spectate","","Creates an object in your hideout. Interact with to spectate an active race.","","","","","","","",3,1,2,1,4,"","",1,"",1
6486,"Metadata/Items/Hideout/HideoutRacetrackRhoaFlagExtra",-1146642507,"Extra Rhoa Race Flag","","Creates an object in your hideout. Interact with to add or remove a Rhoa to the race.","","","","","","","",3,1,2,1,4,"","",1,"",1
6487,"Metadata/Items/Hideout/HideoutRacetrackStarterExtra",-48412357,"Extra Rhoa Race Controller","","Creates an object in your hideout. Interact with to start or reset a race.","","","","","","","",3,1,2,1,4,"","",1,"",1
6488,"Metadata/Items/Hideout/HideoutRacetrackSpectateExtra",-1006244108,"Extra Rhoa Race Spectate","","Creates an object in your hideout. Interact with to spectate an active race.","","","","","","","",3,1,2,1,4,"","",1,"",1
6489,"Metadata/Items/Hideout/HideoutRacetrackRhoaFlagDecorative",-1390762325,"Decorative Rhoa Race Flag","","Creates an object in your hideout","","","","","","","",3,1,2,1,4,"","",1,"",1
6490,"Metadata/Items/Hideout/HideoutRacetrackStarterDecorative",1922960812,"Decorative Rhoa Race Controller","","Creates an object in your hideout","","","","","","","",3,1,2,1,4,"","",1,"",1
6491,"Metadata/Items/Hideout/HideoutRacetrackSpectateDecorative",1516848454,"Decorative Rhoa Race Spectate","","Creates an object in your hideout","","","","","","","",3,1,2,1,4,"","",1,"",1
6492,"Metadata/Items/Hideout/HideoutTrialmasterHideoutDecoration",1398651980,"Trialmaster Hideout Decoration","","Creates an object in your hideout. The Trialmaster comments on your Chaos and Vaal crafting attempts, and keeps record of how many you've used in your Personal Hideout during the League, or across all Leagues.","","","","",2,538,"",3,2,2,20,4,1,"",1,"",""
6493,"Metadata/Items/Hideout/HideoutCauldronMapDevice",-1451531055,"Cauldron Map Device","","Creates an object in your hideout. When placed in a personal hideout, it keeps track of how many Maps, Fragments and Scarabs have been placed into it.","","","","",2,"","",3,2,2,20,4,1,"",1,"",""
6494,"Metadata/Items/Hideout/HideoutBardHideoutDecoration",1256249832,"Bard Hideout Decoration","","Creates an object in your hideout","","","","","","","",3,2,2,20,4,"","BardHideoutDecoration",1,"",""
6495,"Metadata/Items/Hideout/HideoutPuzzleCubeMapDevice",-248271126,"Celestial Enigma Map Device","","Creates an object in your hideout. Manipulate the cube to try solve it, or let it continuously scramble.","","","","",2,629,"",3,2,2,20,4,1,"CelestialEnigmaMapDevice",1,"",""
6496,"Metadata/Items/Hideout/HideoutMagmaPuzzleCubeMapDevice",-1401128748,"Magma Enigma Map Device","","Creates an object in your hideout. Manipulate the cube to try solve it, or let it continuously scramble.","","","","",2,629,"",3,2,2,20,4,1,"MagmaEnigmaMapDevice",1,"",""
6497,"Metadata/Items/Hideout/HideoutWaterPuzzleCubeMapDevice",2134763736,"Water Enigma Map Device","","Creates an object in your hideout. Manipulate the cube to try solve it, or let it continuously scramble.","","","","",2,629,"",3,2,2,20,4,1,"WaterEnigmaMapDevice",1,"",""
6498,"Metadata/Items/MicrotransactionCurrency/MysteryBoxClassic",663834358,"Classic Mystery Box","","Contains an unknown item.","","","","","",365,"open_box",3,2,2,1,5,"","",1,"",""
6499,"Metadata/Items/MicrotransactionCurrency/MysteryBoxDarkness",-675260041,"Darkness Mystery Box","","Contains an unknown item.","","","","","",365,"open_box",3,2,2,1,5,"","",1,"",""
6500,"Metadata/Items/MicrotransactionCurrency/MysteryBoxDarknessTencent",-146093917,"Darkness Mystery Box","","Contains an unknown item.","","","","","",365,"open_box",3,2,2,1,5,"","",1,"",""
6501,"Metadata/Items/MicrotransactionCurrency/MysteryBoxArctic",630207349,"Arctic Mystery Box","","Contains an unknown item.","","","","","",365,"open_box",3,2,2,1,5,"","",1,"",""
6502,"Metadata/Items/MicrotransactionCurrency/MysteryBoxArcticTencent",1341627728,"Arctic Mystery Box","","Contains an unknown item.","","","","","",365,"open_box",3,2,2,1,5,"","",1,"",""
6503,"Metadata/Items/MicrotransactionCurrency/MysteryBoxCarnage",-658411994,"Carnage Mystery Box","","Contains an unknown item.","","","","","",365,"open_box",3,2,2,1,5,"","",1,"",""
6504,"Metadata/Items/MicrotransactionCurrency/MysteryBoxCarnageTencent",1902488564,"Carnage Mystery Box","","Contains an unknown item.","","","","","",365,"open_box",3,2,2,1,5,"","",1,"",""
6505,"Metadata/Items/MicrotransactionCurrency/MysteryBoxEmber",1151503023,"Ember Mystery Box","","Contains an unknown item.","","","","","",365,"open_box",3,2,2,1,5,"","",1,"",""
6506,"Metadata/Items/MicrotransactionCurrency/MysteryBoxEmberTencent",920164777,"Ember Mystery Box","","Contains an unknown item.","","","","","",365,"open_box",3,2,2,1,5,"","",1,"",""
6507,"Metadata/Items/MicrotransactionCurrency/MysteryBoxLightChaos",1498615455,"Light Chaos Mystery Box","","Contains an unknown item.","","","","","",365,"open_box",3,2,2,1,5,"","",1,"",""
6508,"Metadata/Items/MicrotransactionCurrency/MysteryBoxLightChaosTencent",506648229,"Light Chaos Mystery Box","","Contains an unknown item.","","","","","",365,"open_box",3,2,2,1,5,"","",1,"",""
6509,"Metadata/Items/MicrotransactionCurrency/MysteryBoxRadiant",1649920681,"Radiant Mystery Box","","Contains an unknown item.","","","","","",365,"open_box",3,2,2,1,5,"","",1,"",""
6510,"Metadata/Items/MicrotransactionCurrency/MysteryBoxRadiantTencent",2114676824,"Radiant Mystery Box","","Contains an unknown item.","","","","","",365,"open_box",3,2,2,1,5,"","",1,"",""
6511,"Metadata/Items/MicrotransactionCurrency/MysteryBoxSolaris",131394547,"Solaris Mystery Box","","Contains an unknown item.","","","","","",365,"open_box",3,2,2,1,5,"","",1,"",""
6512,"Metadata/Items/MicrotransactionCurrency/MysteryBoxSolarisTencent",1941185619,"Solaris Mystery Box","","Contains an unknown item.","","","","","",365,"open_box",3,2,2,1,5,"","",1,"",""
6513,"Metadata/Items/MicrotransactionCurrency/MysteryBoxStormcaller",-1592654861,"Stormcaller Mystery Box","","Contains an unknown item.","","","","","",365,"open_box",3,2,2,1,5,"","",1,"",""
6514,"Metadata/Items/MicrotransactionCurrency/MysteryBoxStormcallerTencent",1186804061,"Stormcaller Mystery Box","","Contains an unknown item.","","","","","",365,"open_box",3,2,2,1,5,"","",1,"",""
6515,"Metadata/Items/MicrotransactionCurrency/MysteryBoxStPatty",-1885214092,"St Patty Mystery Box","","Contains an unknown item.","","","","","",365,"open_box",3,2,2,1,5,"","",1,"",""
6516,"Metadata/Items/MicrotransactionCurrency/MysteryBoxStPattyTencent",1338765294,"St Patty Mystery Box","","Contains an unknown item.","","","","","",365,"open_box",3,2,2,1,5,"","",1,"",""
6517,"Metadata/Items/MicrotransactionCurrency/MysteryBoxChaosVsOrder",-883678850,"Chaos and Order Mystery Box","","Contains an unknown item.","","","","",2,365,"open_box",3,2,2,1,5,"","",1,"",""
6518,"Metadata/Items/MicrotransactionCurrency/MysteryBoxChaosVsOrderTencent",-59449920,"Chaos and Order Mystery Box","","Contains an unknown item.","","","","",2,365,"open_box",3,2,2,1,5,"","",1,"",""
6519,"Metadata/Items/MicrotransactionCurrency/MysteryBoxChaosVsOrderTencentTradeable",-1781162012,"Chaos and Order Mystery Box","","Contains an unknown item.","","","","",2,365,"open_box",3,2,2,1,5,"","",1,"",""
6520,"Metadata/Items/MicrotransactionCurrency/MysteryBoxFireAndIce",-1880044376,"Fire and Ice Mystery Box","","Contains an unknown item.","","","","",2,365,"open_box",3,2,2,1,5,"","",1,"",""
6521,"Metadata/Items/MicrotransactionCurrency/MysteryBoxFireAndIceTencent",-1643024134,"Fire and Ice Mystery Box","","Contains an unknown item.","","","","",2,365,"open_box",3,2,2,1,5,"","",1,"",""
6522,"Metadata/Items/MicrotransactionCurrency/MysteryBoxFireAndIceTencentTradeable",402991909,"Fire and Ice Mystery Box","","Contains an unknown item.","","","","",2,365,"open_box",3,2,2,1,5,"","",1,"",""
6523,"Metadata/Items/MicrotransactionCurrency/MysteryBoxSinAndInnocence",172246631,"Sin and Innocence Mystery Box","","Contains an unknown item.","","","","",2,365,"open_box",3,2,2,1,5,"","",1,"",""
6524,"Metadata/Items/MicrotransactionCurrency/MysteryBoxSinAndInnocenceTencent",1778802228,"Sin and Innocence Mystery Box","","Contains an unknown item.","","","","",2,365,"open_box",3,2,2,1,5,"","",1,"",""
6525,"Metadata/Items/MicrotransactionCurrency/MysteryBoxSinAndInnocenceTencentTradeable",213090040,"Sin and Innocence Mystery Box","","Contains an unknown item.","","","","",2,365,"open_box",3,2,2,1,5,"","",1,"",""
6526,"Metadata/Items/MicrotransactionCurrency/MysteryBoxApocalypse",-1584021834,"Apocalypse Mystery Box","","Contains an unknown item.","","","","",2,365,"open_box",3,2,2,1,5,"","",1,"",""
6527,"Metadata/Items/MicrotransactionCurrency/MysteryBoxApocalypseTencent",-2005635673,"Apocalypse Mystery Box","","Contains an unknown item.","","","","",2,365,"open_box",3,2,2,1,5,"","",1,"",""
6528,"Metadata/Items/MicrotransactionCurrency/MysteryBoxApocalypseTencentTradeable",-283532646,"Apocalypse Mystery Box","","Contains an unknown item.","","","","",2,365,"open_box",3,2,2,1,5,"","",1,"",""
6529,"Metadata/Items/MicrotransactionCurrency/MysteryBoxOriathan",-412433498,"Oriath Mystery Box","","Contains an unknown item.","","","","",2,365,"open_box",3,2,2,1,5,"","",1,"",""
6530,"Metadata/Items/MicrotransactionCurrency/MysteryBoxOriathanTencent",833413947,"Oriath Mystery Box","","Contains an unknown item.","","","","",2,365,"open_box",3,2,2,1,5,"","",1,"",""
6531,"Metadata/Items/MicrotransactionCurrency/MysteryBoxOriathanTencentTradeable",2075238047,"Oriath Mystery Box","","Contains an unknown item.","","","","",2,365,"open_box",3,2,2,1,5,"","",1,"",""
6532,"Metadata/Items/MicrotransactionCurrency/MysteryBoxFairgraves",868813651,"Fairgraves Mystery Box","","Contains an unknown item.","","","","",2,365,"open_box",3,2,2,1,5,"","",1,"",""
