"rownum","BaseItemTypesKey","StackSize","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","Scroll","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","ChangedForHardmode","DescriptionHardmode","IsGold"
6917,9466,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6918,9468,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6919,9469,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6920,9471,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6921,9472,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6922,9414,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6923,9417,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6924,9420,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6925,9423,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6926,9426,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6927,9429,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6928,9432,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6929,9435,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6930,9438,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6931,9449,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6932,9452,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6933,9455,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6934,9458,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6935,9461,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6936,9464,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6937,9467,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6938,9470,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6939,9473,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6940,9474,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6941,9475,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6942,9476,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6943,9477,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6944,9478,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6945,9479,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6946,9480,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],455,"","",""
6947,9481,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],455,"","",""
6948,9482,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6949,9483,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6950,9484,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6951,9485,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6952,9486,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6953,9487,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6954,9488,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6955,9489,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6956,9490,1,1,"open_box","","","Contains an unknown item.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],361,"","",""
6957,9491,10,3,"mystery_box_unwrap","",573,"Create a vibrant aurora above your character.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],"","","",""
6958,9492,20,3,"mystery_box_unwrap","",576,"Celebrate in style with these flashy fireworks.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],"","","",""
6959,9493,15,3,"mystery_box_unwrap","",8120,"Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],"","","",""
6960,9494,10,3,"mystery_box_unwrap","",8,"Grants a passive skill refund point",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],"","","",""
6961,9495,50,3,"mystery_box_unwrap","",8,"Grants a passive skill refund point",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],"","","",""
6962,9496,5,3,"mystery_box_unwrap","Click this item, then left click the item you wish to take the appearance from, then left click the item you wish to apply it to. The first item is destroyed but can later be recovered by shift clicking the transformed item.",4896,"Destroys one item to apply its appearance to another.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],"","","",""
6963,9497,10,3,"mystery_box_unwrap","Click this item, then left click the item you wish to take the appearance from, then left click the item you wish to apply it to. The first item is destroyed but can later be recovered by shift clicking the transformed item.",4896,"Destroys one item to apply its appearance to another.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],"","","",""
6964,9498,50,3,"mystery_box_unwrap","Click this item, then left click the item you wish to take the appearance from, then left click the item you wish to apply it to. The first item is destroyed but can later be recovered by shift clicking the transformed item.",4896,"Destroys one item to apply its appearance to another.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],"","","",""
6965,222,100,1,"bestiary_change_net","","","Effective against Beasts of levels 1 to 13.\r\nActivate to use this type of Net when capturing Beasts.",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6966,223,100,1,"bestiary_change_net","","","Effective against Beasts of levels 7 to 23.\r\nActivate to use this type of Net when capturing Beasts.",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6967,224,100,1,"bestiary_change_net","","","Effective against Beasts of levels 15 to 35.\r\nActivate to use this type of Net when capturing Beasts.",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6968,225,100,1,"bestiary_change_net","","","Effective against Beasts of levels 25 to 46.\r\nActivate to use this type of Net when capturing Beasts.",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6969,226,100,1,"bestiary_change_net","","","Effective against Beasts of levels 37 to 56.\r\nActivate to use this type of Net when capturing Beasts.",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6970,227,100,1,"bestiary_change_net","","","Effective against Beasts of levels 48 to 66.\r\nActivate to use this type of Net when capturing Beasts.",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6971,228,100,1,"bestiary_change_net","","","Effective against Beasts of levels 58 to 70.\r\nActivate to use this type of Net when capturing Beasts.",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6972,229,100,1,"bestiary_change_net","","","Effective against Beasts of levels 60 to 75.\r\nActivate to use this type of Net when capturing Beasts.",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6973,230,100,1,"bestiary_change_net","","","Effective against Beasts of levels 64 and above.\r\nActivate to use this type of Net when capturing Beasts.",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6974,231,100,1,"bestiary_change_net","","","Effective against Beasts of levels 68 and above.\r\nActivate to use this type of Net when capturing Beasts.",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6975,232,100,1,"bestiary_change_net","","","Can be used on Beast corpses of all levels.\r\nActivate to use this type of Net when capturing Beasts.",[],"","","",[],[],5000,"",0,"","",[],[],[],19,[],"","","",""
6976,9546,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains an additional Breach",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"",1,"Area contains an additional Breach",""
6977,9547,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains an additional Breach\r\nBreaches in Area contain an additional Breach Boss' Clasped Hand",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"",1,"Area contains an additional Breach",""
6978,9548,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains an additional Breach\r\nBreaches in Area contain an additional Breach Boss' Clasped Hand\r\nBreach Hands in Area drop double Breach Splinters",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"",1,"Area contains an additional Breach",""
6979,9549,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains 2 additional Breaches\r\nBreaches in Area contain an additional Breach Boss' Clasped Hand\r\nBreach Hands in Area drop double Breach Splinters",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"",1,"Area contains an additional Breach",""
6980,9550,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","20% increased Maps found in Area",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"",1,"20% increased Maps found in Area",""
6981,9551,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","35% increased Maps found in Area",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"",1,"20% increased Maps found in Area",""
6982,9552,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","50% increased Maps found in Area",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"",1,"20% increased Maps found in Area",""
6983,9553,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","85% increased Maps found in Area",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"",1,"20% increased Maps found in Area",""
6984,9554,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","50% more Unique Items found in Area",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"",1,"50% more Unique Items found in Area",""
6985,9555,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","100% more Unique Items found in Area",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"",1,"50% more Unique Items found in Area",""
6986,9556,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","150% more Unique Items found in Area",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"",1,"50% more Unique Items found in Area",""
6987,9557,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","250% more Unique Items found in Area",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"",1,"50% more Unique Items found in Area",""
6988,9558,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains Einhar\r\nArea contains an additional Red Beast",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"","","",""
6989,9559,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains Einhar\r\nArea contains 2 additional Red Beasts",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"","","",""
6990,9560,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains Einhar\r\nArea contains 3 additional Red Beasts",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"","","",""
6991,9561,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains Einhar\r\nArea contains 5 additional Red Beasts",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"","","",""
6992,9562,1,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains Einhar\r\nArea contains 4 additional Red Beasts from The Wilds\r\nCannot be used alongside a Bestiary Scarab",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"","","",""
6993,9563,1,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains Einhar\r\nArea contains 4 additional Red Beasts from The Sands\r\nCannot be used alongside a Bestiary Scarab",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"","","",""
6994,9564,1,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains Einhar\r\nArea contains 4 additional Red Beasts from The Caverns\r\nCannot be used alongside a Bestiary Scarab",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"","","",""
6995,9565,1,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains Einhar\r\nArea contains 4 additional Red Beasts from The Deep\r\nCannot be used alongside a Bestiary Scarab",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"","","",""
6996,9566,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Adds Shaper Influence outcome to Map Area\r\n30% more Rare Shaper Items found in Area",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"",1,"Adds Shaper Influence outcome to Map Area\r\n30% more Rare Shaper Items found in Area",""
6997,9567,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Adds Shaper Influence outcome to Map Area\r\n60% more Rare Shaper Items found in Area",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"",1,"Adds Shaper Influence outcome to Map Area\r\n30% more Rare Shaper Items found in Area",""
6998,9568,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Adds Shaper Influence outcome to Map Area\r\n90% more Rare Shaper Items found in Area",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"",1,"Adds Shaper Influence outcome to Map Area\r\n30% more Rare Shaper Items found in Area",""
6999,9569,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Adds Shaper Influence outcome to Map Area\r\n150% more Rare Shaper Items found in Area",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"",1,"Adds Shaper Influence outcome to Map Area\r\n30% more Rare Shaper Items found in Area",""
7000,9570,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Adds Elder Influence outcome to Map Area\r\n30% more Rare Elder Items found in Area",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"",1,"Adds Elder Influence outcome to Map Area\r\n30% more Rare Elder Items found in Area",""
7001,9571,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Adds Elder Influence outcome to Map Area\r\n60% more Rare Elder Items found in Area",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"",1,"Adds Elder Influence outcome to Map Area\r\n30% more Rare Elder Items found in Area",""
7002,9572,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Adds Elder Influence outcome to Map Area\r\n90% more Rare Elder Items found in Area",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"",1,"Adds Elder Influence outcome to Map Area\r\n30% more Rare Elder Items found in Area",""
7003,9573,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Adds Elder Influence outcome to Map Area\r\n150% more Rare Elder Items found in Area",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"",1,"Adds Elder Influence outcome to Map Area\r\n30% more Rare Elder Items found in Area",""
7004,9574,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains Niko\r\nMap owner gains 20% more Sulphite",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"","","",""
7005,9575,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains Niko\r\nMap owner gains 40% more Sulphite",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"","","",""
7006,9576,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains Niko\r\nMap owner gains 60% more Sulphite",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"","","",""
7007,9577,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","Area contains Niko\r\nMap owner gains 100% more Sulphite",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"","","",""
7008,9578,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","50% more Divination Cards found in Area",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"","","",""
7009,9579,10,3,"","Can be used in a personal Map Device to add modifiers to a Map.","","100% more Divination Cards found in Area",[],"","","",[],[],5000,"Can be used in a personal Map Device to add modifiers to a Map.",0,"","",[],[],[],19,[],"","","",""
